global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1377.6521497054673	0.4215381931828688	1897925.4455880956	0.1776944483118776	2050.1177705233213	2.6442108154292328	4202982.873015514	6.991850836432928	1393.1671164631844	0.6263284087181091	1940914.614394344	0.3922872755673587	1548.2190821677084	1524.9182408175768	1.039548	17.077606	0.0566802798284761	0.0217438496825704	0.012781027	-0.239397286	-0.097534098	-0.046196279	0.1382430735	-0.1480547343	0.1385058013	-0.1937932062	0.0102019806	-0.0688632784	0.1558591681	-0.080104137	0.0884121841	0.0344750784	-0.0100316126	-0.2068810492	0.0767670061	-0.0613981901	0.146266322	-0.0758015228	0.0849725616	-0.0325996242	0.1448056095	0.042845611	-0.054094266	0.0986267844	0.007541094	-0.0574296659	0.1328922472	0.1392198736	0.0326248624	0.0267095377	-0.1394610884	-0.0977155803	-0.1679657849	-0.0162528191	-0.0374198954	0.0233961454	-0.05156265	-0.0181012447	-0.0348335865	0.1880931931	0.1144168393	-0.0751467555	-0.1125975662	-0.0202825938	0.1040045585	-0.0014868012	0.0365543344	-0.1971340004	0.0042511389	-0.0712893054	0.0184194079	-0.0006572959	0.0161002502	-0.0547787155	-0.0325204379	-0.0888020885	0.2115267478	0.1309407172	0.0592537782	-0.1614248902	0.1174894502	-0.0487903127	-0.1568313372	0.0307480371	0.0684900945	0.1522935354	-0.0990392636	-0.0396258366	0.1948725057	0.0461505902	0.1942529388	-0.0536254716	0.1214596686	-0.0385767499	-0.0773160015	0.0391827757	0.0459782544	0.1012894847	0.0276780767	0.2456046973	0.0186209794	-0.0275788161	0.1478240472	-0.0873434577	-0.1628662559	0.033416043	-0.0691920086	-0.0669896757	0.1419863355	0.1094628008	-1.3121935992899124e-05	0.0077022945035878	1.7218520420174152e-10	5.9325340619998846e-05	0.0309777872132031	-0.0104170724905826	0.000108515399274	0.0009596233006264	0.0174188410210689	-0.0091836156004774	8.433879549733187e-05	0.0003034160225172	0.0009770075336507	-0.0002739919125617	7.507156814927302e-08	9.545437208102238e-07	0.0001459466547779	0.000203946700489	4.1594256640351525e-08	2.1300426040859522e-08	-0.0001095710592214	-0.0001096073316257	1.2013767146119411e-08	1.2005817018899546e-08
1377.9058457765364	0.2536960710690437	1898624.519825152	0.0643616964758692	2054.28736208306	4.169591559738819	4220096.566014177	17.3854937750452	1393.0417265295982	-0.1253899335861206	1940565.251852564	0.0157226354447317	1548.653720252641	1532.3420222594905	1.072455	17.618206	0.0279654283371025	0.0145515324868465	-0.058389248	-0.1901748068	-0.0086331704	-0.1038841165	0.1772368255	-0.0839658774	-0.053175605	0.0604708324	-0.0232276425	-0.0134615249	0.183386417	-0.017711746	-0.1080279066	0.0308529664	0.0986447606	-0.2075355854	-0.0133568578	0.121392944	0.0498465341	-0.0659482038	-0.0180693698	0.0448530806	0.1240816731	-0.0801116547	-0.1261559954	0.009324367	-0.0732085124	0.0260368788	0.0798127675	-0.0121058152	0.0933316705	-0.0811965925	-0.0408465274	-0.0666160494	-0.0686146788	-0.0559240931	-0.0128535212	0.1092209689	-0.1409557206	0.0769472595	-0.0880600172	0.2052667997	0.0212198147	-0.155963032	-0.0167055025	-0.040129019	0.0495441007	-0.0382563248	0.0588474458	-0.1177496191	0.0991868863	-0.1995195966	-0.045117817	0.1572731919	-0.0619287662	-0.0033119827	-0.0253993823	-0.0334944226	-0.0003075088	-0.0677517531	-0.1373965751	-0.1697322335	-0.0175610251	0.1963299297	0.0248981936	-0.0844430227	0.0009961019	0.1536496907	-0.0375232783	-0.0119398617	0.1387042489	0.001847054	0.0503563645	-0.0170570149	0.2049737042	-0.0808871903	0.1761693899	0.0300904812	0.0888106204	0.2154387209	-0.1116726351	2.80204e-05	-0.0211365002	-0.0005492058	0.0862492943	0.1226335178	-0.0209521451	0.0057733864	0.0571139507	0.0859541928	0.1397444952	0.1012278027	2.513285322436332e-05	3.825478921726244e-05	6.316603111973896e-10	1.4634288980571786e-09	0.0312319817338817	0.0002541945206786	6.461485434302329e-08	0.0009754366830255	0.0279153981563098	0.0104965571352408	0.0001101777116933	0.0007792694542253	0.0012050030644217	0.000227995530771	5.198196205155001e-08	1.4520323852656876e-06	0.0001520001138843	6.05345910640001e-06	3.664436715285721e-11	2.310403462084017e-08	-9.161125948413309e-08	0.0001094794479619	1.1985749526045845e-08	8.392622864269164e-15
1377.5899213904536	-0.31592438608277	1897753.991516556	0.0998082177217751	2054.383176334569	0.0958142515087274	4220490.235206512	0.0091803707921776	1394.0951162576675	1.0533897280693054	1943501.1931734795	1.1096299192019252	1548.8905438672057	1514.0547287039117	1.145127	18.812065	0.0225017209756997	0.0134541592999281	-0.0956617303	-0.0432756108	0.0900397482	-0.1118883838	0.0693355607	0.0125254595	-0.0063161532	0.1945910471	0.0772363004	0.1070717613	0.0389076438	-0.0711136893	-0.1300591959	0.047667455	-0.0415306439	-0.1116455955	0.091049954	0.1053995923	-0.1511415804	-0.1557599342	0.0699812267	-0.0036509508	0.1142898288	-0.0914005196	0.0266385648	-0.1272111478	0.1439530706	-0.0385960933	-0.1393264651	-0.1322746089	-0.0398529936	0.0421950062	0.1460033939	0.0820285411	-0.1490271658	-0.0930276085	-0.1261039949	-0.1291220368	-0.0020042481	-0.0363146982	-0.087556928	0.0886725101	-0.1169908243	-0.2011115729	0.0276932555	-0.0384308929	-0.1562608634	0.0636181321	-0.1226383688	-0.1189619298	0.0937986102	0.0273366882	-0.1128425982	0.112841221	-0.1722846866	-0.1150597454	0.2226461825	0.0544537286	-0.1735719187	0.0320265615	-0.0644162974	0.1373974964	0.0728184248	-0.0074057245	-0.0597040325	0.0118868195	-0.0271467807	0.0910025251	0.0081739263	-0.0281430041	0.0157036771	0.0425787187	-0.0508840937	-0.1027259953	0.2056012736	-0.132384461	0.2001677039	0.0358452146	0.0140088869	0.0785827409	0.0511266263	-0.2152369787	-0.1162486894	-0.0210681886	0.1987545165	-0.0157263377	0.1299310182	-0.113773869	-0.1310949892	0.122686974	0.1373117808	0.0924399334	-1.686740520767671e-05	-4.200025843204003e-05	2.8450935843995936e-10	1.7640217083581495e-09	0.0310292414943944	-0.0002027402394873	4.1103604707368326e-08	0.0009628138277174	0.0174844552304023	-0.0104309429259074	0.0001088045703235	0.0003057061747039	0.0012780026805598	7.299961613809998e-05	5.3289439563099476e-09	1.6332908515180342e-06	4.953924135731036e-05	-0.0001024608725269	1.049823039899202e-08	2.454136434257849e-09	6.096865111288486e-05	6.106026237236899e-05	3.7283556409825414e-09	3.7171764185246758e-09
1376.6413595963677	-0.94856179408589	1895141.432951336	0.8997694771994427	2054.829188550105	0.4460122155360295	4222322.994117483	0.1989268964073576	1392.9082626104357	-1.1868536472318283	1940193.4280484223	1.408621579947493	1549.4663192420724	1494.009551166476	1.146385	18.832729	0.0337376109116659	0.025405313754028	-0.0979784965	0.0305698493	0.1160323439	-0.0873201612	-0.0546153303	0.007515357	0.0800947453	0.0488920536	0.1159870144	-0.0519867613	0.0209516874	0.0729364392	-0.0459372556	0.1140519288	-0.0582798295	-0.0079621601	-0.0403764159	0.0993307925	0.0387690432	-0.1006472035	-0.0462772094	0.1586762928	0.0360198659	0.1343743795	-0.0712977605	0.029121597	0.0428501407	0.0739968568	-0.1026253942	0.0073563171	-0.0606358469	-0.0055929326	0.1122429915	-0.2317470454	-0.0565431826	0.0414370703	-0.0004030376	-0.1537442422	0.1980239158	-0.1609645361	-0.0739463638	-0.0128324443	-0.1075563202	-0.0462963714	-0.1685714525	-0.0820122764	-0.0308121035	0.0905881284	0.1290304854	0.0142149479	0.1411033263	-0.0242939829	-0.0049385022	0.030747842	0.0615205184	-0.0842883554	0.0691965643	0.0429482575	-0.0943130742	0.0194783962	0.0775751613	-0.0763312197	0.0466805855	-0.1553027415	-0.1287590097	0.1353301882	-0.0344381057	0.0439848657	0.1029339508	-0.0142903038	-0.0178949882	0.1403065935	0.0716124786	-0.2143962055	0.095174208	0.0144809968	0.1273693115	-0.0020502105	0.0396194404	-0.1410625778	0.0878307316	-0.0753653699	-0.140827423	0.120313237	0.0441596972	0.0181202365	-0.1224419173	0.1373817356	-0.0197792626	0.0498901664	0.1346915149	0.0831471893	1.5597294108715687e-05	3.24646993163924e-05	2.432755835137771e-10	1.053956701703769e-09	0.0309777997666458	-5.144172774860026e-05	2.6462513537611092e-09	0.0009596240783824	0.0144557627013313	-0.003028692529071	9.17297843565049e-06	0.0002089690752772	0.000801000281936	-0.0004770023986238	2.275312882928586e-07	6.416014516615515e-07	-2.4999988384566407e-05	-7.453922974187677e-05	5.556096770512286e-09	6.249994192284553e-10	1.004036796249403e-08	-6.095861074492236e-05	3.715952223950964e-09	1.0080898882227651e-16
1377.3096500103377	0.6682904139699986	1896981.872011599	0.446612077404192	2048.991117508685	-5.83807104141988	4198364.59962949	34.083073484665405	1392.0099447965622	-0.8983178138735184	1937691.686412528	0.8069748947224973	1548.606190209527	1508.9144596948283	1.044778	17.163538	0.0534685216841638	0.0332882812883528	-0.0741628266	0.0726980354	0.0093405712	-0.0227249368	-0.1085090237	-0.079076024	0.0625242777	-0.0756827681	0.1056959991	-0.1694958029	0.0513039213	0.0563688921	-0.0698643933	0.0617613543	0.01498508	0.0028371673	-0.2491311084	-0.0748746883	-0.0072464743	-0.0995526954	0.043372666	0.0482664631	-0.0368742271	0.056755121	-0.029351938	-0.0326384793	-0.1097286004	0.0857102796	-0.0282870091	-0.113628567	-0.1418398243	0.011927911	0.2090222717	0.0914187667	-0.1041074646	-0.0144823702	0.1337854014	-0.0259202898	-0.0971033755	0.2100988003	-0.0082581449	-0.0756734301	0.0962379476	0.0546493312	-0.1234888687	-0.1219477373	0.0369990832	0.1447163693	-0.0227710791	-0.1222527385	0.1050246537	0.0289854161	0.0953916554	-0.0266219677	0.1515343761	0.0306511181	0.1053966474	0.1014185367	-0.101757681	-0.0203117552	0.111424408	0.184534639	0.0673838419	0.0881711655	0.0400659471	-0.1262371997	-0.0363062915	0.0066525765	0.0902970094	-0.0911100983	0.1299907443	-0.0232011747	0.1434186341	-0.2712262384	-0.0492047174	0.0331270368	0.0323747318	0.0704027098	0.1803206063	-0.1318534927	-0.0932544763	-0.1081004959	-0.053804194	0.1814378528	-0.0911938607	0.1003127613	-0.0236826423	0.1383796234	-0.0877162793	-0.1127334526	0.1318872767	0.0734003241	0.0045965382481085	0.0045809409539997	2.112816386632436e-05	2.098502002403245e-05	0.0312110699551624	0.0002332701885166	5.44149808505712e-08	0.000974130887746	-0.0082710662600078	-0.0227268289613391	0.0005165087546379	6.841053707743942e-05	0.0010799975121499	0.0002789972302139	7.783945446702795e-08	1.1663946262499736e-06	4.958918197406348e-05	7.458917035862989e-05	5.5635443347887116e-09	2.459086968856782e-09	0.0001649732714016	0.0001649632310336	2.7212867593057272e-08	2.7216180276945977e-08
1377.0367414434545	-0.2729085668831885	1896230.1872852077	0.0744790858782357	2047.466076272433	-1.5250412362520365	4192117.333486432	2.3257507722691395	1392.52294164896	0.5129968523979187	1939120.1430186727	0.263165770570172	1547.841699155945	1522.4339528788128	1.114307	18.305742	0.1770500259349222	0.1080120501257266	-0.0314930326	0.1018867559	-0.1674647264	0.0480110045	-0.0967529883	-0.0008628116	0.0773932202	-0.0163516065	-0.1324719656	0.0014921469	0.134853452	-0.0955415946	-0.0875816253	0.0292440979	0.0983832923	-0.0119518038	-0.2336495756	0.093709265	-0.1636104636	0.0840273965	0.1661931376	-0.0085914192	0.1350802762	-0.0330662355	-0.0258745004	0.0355980298	-0.0276742537	-0.0731174854	-0.260826672	0.0769670183	-0.0244056808	0.0206975204	-0.0330984297	0.0016115683	0.0564741384	-0.160414417	0.0050241533	0.0118130741	0.1620648539	-0.0076985069	-0.0253053295	-0.1017406502	0.1132519703	-0.0666922366	0.1370903707	-0.2369718952	0.0009013626	-0.0410365238	-0.0754404104	-0.2043197015	0.0518091587	0.149202051	0.1072213741	0.1335204007	-0.015668316	-0.0092284811	-0.1881870366	0.0022879169	-0.0694661985	0.0447581377	-0.0566987943	0.1796998267	-0.0375944041	-0.1284121525	-0.0026399155	-0.0341147931	-0.0203174491	-0.0393936973	0.0628664956	-0.2447463728	-0.0468422075	-0.2818810571	0.0260275601	-0.1640213673	-0.0486574444	-0.081367827	-0.0253352104	0.0585331168	0.1625013946	0.1451968347	-0.0253317765	-0.2533308157	0.0710389542	0.1750599188	-0.0502268916	0.0132560722	-0.0408361868	-0.2274806079	-0.0129643967	-0.1362482385	0.1289028963	0.0632525717	1.2872260199969787e-05	-0.0045836659879085	1.6569508265572623e-10	2.100999388870948e-05	0.0944096295924623	0.0631985596372999	0.0039940579402293	0.0089131781597859	-0.0298569796652259	-0.0215859134052181	0.0004659516575375	0.0008914392347297	0.002668007294057	0.0015880097819071	2.521775067432636e-06	7.118262921141356e-06	4.899992534812547e-05	-5.892566259380061e-07	3.472233712118432e-13	2.400992684121869e-09	-6.54281552766884e-08	-0.0001650386995568	2.7237772351425012e-08	4.280843502910448e-15
1378.0988236330652	1.0620821896106918	1899156.3676988385	1.1280185774882414	2049.780259366896	2.31418309446326	4201599.11169022	5.355443394699551	1395.120831310749	2.5978896617889404	1946362.133957196	6.749030694829855	1549.6791980768387	1522.899031867398	1.076715	17.688198	0.1282186124439501	0.0797293667467138	0.0274398993	0.0989543148	-0.1166196748	0.0475590201	-0.0746227364	-0.0948319475	0.1697884463	0.1563292561	-0.1218790293	-0.0740350692	0.1000549992	0.1669155468	-0.0268739726	-0.0858058176	0.1416115818	0.3143950348	0.0618916849	0.029400466	-0.0417053896	-0.0986520577	-0.0064843482	-0.0757789373	-0.0082421093	-0.1122256803	0.1896347248	0.051440719	-0.10893033	-0.1984589243	0.097253124	-0.0722313495	0.0100886212	0.0790968705	-0.1026684174	-0.1025926004	-0.0194970089	-0.1241540215	-0.0006777096	0.001215473	-0.1783775412	0.1509178878	0.0384328304	-0.0481889106	-0.1768309366	0.1398963877	0.1381178681	-0.223131054	-0.0537210913	-0.1059123386	-0.0852674531	-0.0281715896	-0.0049308072	-0.1827840211	-0.1204859991	-0.0278623835	0.0255135458	0.0824428693	-0.1836842083	0.0367033844	0.1302685912	0.0007097885	0.0480830954	0.1238725879	0.1280109016	0.140057217	0.0681892749	0.0113142784	0.0255048714	-0.1129814241	0.0664562924	-0.2215241611	-0.1613584907	-0.0685999259	0.0384996597	-0.1089200379	-0.0589250633	-0.1357352148	-0.0046525415	-0.0041123487	-0.0964481382	0.1444764095	0.0836036315	-0.1125763314	0.0332044183	0.1094766162	-0.1318293146	0.1169863396	0.0795575937	-0.1084651121	-0.104259523	-0.018324193	0.1257424501	0.0527593557	5.022363991713519e-05	3.73513797171654e-05	2.522414006526055e-09	1.3951255667758746e-09	0.0536043102119379	-0.0408053193805243	0.0016650740897465	0.0028734220732976	-0.0357267684472617	-0.0058697887820357	3.44544203457133e-05	0.0012764019836842	0.0012720024954567	-0.0013960047986003	1.948829397715065e-06	1.617990348448072e-06	-0.0001339676851042	-0.0001829676104523	3.347714647463392e-08	1.7947340652178088e-08	5.108522082555302e-05	5.115064898082971e-05	2.6163888911600556e-09	2.6096997867955163e-09
1379.579592850325	1.4807692172598763	1903239.8530090689	2.192677474784426	2047.6445868445223	-2.135672522373852	4192848.3540336746	4.561097122822692	1395.9589649438858	0.8381336331367493	1948701.431807205	0.702467986995007	1550.592209119235	1533.088553715238	1.08022	17.745775	0.0392717225886422	0.0291631388733622	0.1023316988	0.036799335	-0.0731155272	0.103931127	0.0391098327	-0.1602477816	-0.0967062515	0.0526530231	-0.0055389786	-0.1370691261	0.0027622105	0.2515475242	-0.0444533561	-0.1211532602	0.0009555678	0.1801240096	0.0120363946	-0.0738817644	0.0639416308	-0.0559046521	-0.0393870532	0.0835815419	0.0925297485	0.0987718996	0.2390347462	-0.0341564266	0.0831576729	-0.0972009554	-0.1009222923	0.0267171947	0.1272174604	0.0307790756	0.164181002	-0.1058667598	0.088648823	0.0602032552	0.131977655	0.0501783883	-0.2577085962	-0.0667034414	0.1661856362	-0.0267579946	-0.0256048149	0.1582359695	-0.1212916897	-0.0577191681	0.0430441375	-0.1415088962	-0.1764703045	0.0932757406	0.0525476878	-0.1210939901	0.0188370901	-0.0314453281	-0.0831831847	0.0244966346	0.0285933056	-0.0629063862	0.1180961471	0.0761603022	0.0919211396	0.0744491349	-0.0714493884	0.2758792239	-0.0254836688	0.1033914901	0.072184948	-0.1597211514	0.0294998474	-0.1141658284	0.0035976903	0.0484779372	0.1107228143	-0.0802811847	-0.1690130688	-0.136644412	-0.0945942017	0.1419830431	-0.1109247141	0.0930841026	0.1401617299	-0.0411999626	-0.0062946535	0.0140463669	-0.0930476664	0.0149594915	0.1111812444	0.1361881762	0.1389668946	0.0498499893	0.1224102548	0.0419779864	2.802146970282137e-05	-2.2202170214313817e-05	7.85202764306136e-10	4.929363622253637e-10	0.0476230630294765	-0.0059812471824614	3.577531785770246e-05	0.0022679561323094	-0.0074583327237149	0.0282684357235468	0.0007991044582562	5.562672701763652e-05	0.0012680023801825	-4.000115274200005e-06	1.600092220688818e-11	1.607830036148485e-06	-8.899989531219177e-05	4.496778979200822e-05	2.0221021187782387e-09	7.920981365581093e-09	5.63756433662535e-08	-5.102884518218677e-05	2.603943040627586e-09	3.1782131649590028e-15
1378.0791257149378	-1.5004671353872254	1899102.0767312476	2.2514016243771464	2047.5558774979388	-0.0887093465835278	4192485.071476354	0.0078693481712764	1395.8405264616013	-0.1184384822845459	1948370.7753126	0.0140276740858666	1550.3883118732049	1522.0701701968958	1.174778	19.299156	0.0967136401672962	0.0584503498605512	0.1587216668	0.0054850328	0.0061880673	0.1729597262	0.0576970484	-0.0790021589	-0.0431978822	-0.1005975234	-0.0717152969	-0.060900477	-0.0728855862	-0.1307190368	0.1383148615	-0.0896098226	0.0168582646	0.1361702028	-0.0114881773	0.0742140055	-0.0379064414	0.1297694268	-0.1369642451	0.0941936797	-0.0770868933	0.0956706343	0.1719284034	0.1602904732	-0.1047002677	0.1363798546	0.0485410993	-0.0305243301	-0.2019735386	-0.0309212217	-0.1547237929	0.0772491403	0.0633757009	0.0218033519	-0.0336344006	-0.0292832985	0.1478637677	-0.0587206237	0.1510168611	0.0193428118	0.0752862578	0.0311134708	-0.0642140169	0.0759695888	0.1256856461	-0.1433004739	-0.0375989747	0.1194017585	0.1539521459	0.0834985337	-0.159217095	-0.0837066327	0.1122680741	0.0316519154	-0.0706602183	0.1334264903	-0.0081414063	0.0335551037	-0.0730889005	0.1253799098	-0.0391477865	-0.2677460931	0.0537079896	0.1142494374	0.1132725954	-0.1342090978	0.0053821185	0.0261273962	0.1436417076	-0.0292372183	0.0223781203	0.1014568369	0.066506763	-0.2000838531	-0.0560743836	-0.0366464073	-0.1331568864	-0.1425784206	-0.0954667315	-0.0095506852	0.0407584121	-0.0824396659	0.0536339317	0.1702875647	0.0227145118	-0.0955561951	0.2015189812	-0.2373632304	0.1189108618	0.0309673479	-1.819357906640562e-05	-4.621504876922699e-05	3.3100631924555273e-10	2.135830732742029e-09	0.0116720798315128	-0.0359509831979637	0.0012924731929002	0.0001362374475932	0.0225558270767862	0.0300141598005011	0.00090084978853	0.0005087653351178	0.0007039992910648	-0.0005640030891176	3.180994845343081e-07	4.956150018197411e-07	-3.899998289780271e-05	4.999991241438906e-05	2.499991241446577e-09	1.5209986660289039e-09	1.373477421015958e-08	-4.2640869156093924e-08	1.818243722387122e-15	1.8864402260406474e-16
1376.7904282407844	-1.2886974741534232	1895551.8832954424	1.6607411798894127	2052.0126719240284	4.456794426089573	4210756.005736791	19.863016556423084	1393.386485517025	-2.4540409445762634	1941525.8980214864	6.022316957656759	1549.7628147278688	1506.739082750926	1.053584	17.308195	0.0557444422990333	0.0328688193204302	0.1492511405	0.0198618326	0.0525590481	0.1287536439	0.0425402971	-0.0049042706	0.0379784365	0.0672867659	-0.1711138286	-0.0357224894	0.0234980174	-0.1454185974	0.1636246454	-0.1263844202	-0.0533926948	0.0799223406	-0.0816695564	0.0636185971	0.1256814191	0.1170106152	-0.2160751914	0.0833597852	-0.1647090109	-0.04280907	0.1787263708	-0.1806268883	0.1548842429	0.0313468693	0.0168305534	0.0678743381	0.1765665888	0.2372361388	0.1069122295	0.0451831346	-0.1738249701	-0.1369846959	0.1472379422	-0.0268843866	-0.0020418719	-0.0937831367	0.1461135595	0.0426761158	-0.0715268465	-0.0240843971	0.0348895826	0.0374645925	0.1213278877	-0.1716256032	0.113641709	0.0893063752	0.2180258837	-0.0627546384	-0.043905449	-0.0352689273	-0.0150539384	-0.1360737256	0.1208835602	0.0364761001	0.0277737482	-0.2160330891	0.1667183497	0.1493582827	0.0196205359	0.2130985271	-0.1950205165	-0.0336465293	0.1121014842	-0.1793753607	-0.0173576394	-0.0002513733	-0.0463322154	0.0339403727	-0.0595784603	0.0483796945	0.1185126677	-0.2322797768	0.0363877844	0.053835571	-0.0888842963	-0.1035929962	-0.1627022718	-0.0016533377	-0.1140267155	-0.2341004084	0.0009428665	-0.1343553673	0.0702119117	-0.011814594	-0.0397286644	0.0074923329	0.1152490509	0.0197875765	1.045457896964308e-05	2.86481580360487e-05	1.0929822143250335e-10	8.207169588584215e-10	0.0321219754847561	0.0204498956532433	0.0004181982322285	0.0010318213090432	0.0134421147687362	-0.00911371230805	8.305975203390206e-05	0.0001806904494558	0.0011390013417288	0.0004350020506639	1.8922678408188518e-07	1.2973240564600063e-06	4.900004492358612e-05	8.800002782138883e-05	7.744004896565208e-09	2.401004402513457e-09	-2.7910334480423307e-08	-4.1645108690582886e-08	1.7343150778504623e-15	7.789867708091062e-16
1378.4651650934115	1.6747368526271202	1900166.2113760065	2.8047435255473925	2044.948093914595	-7.06457800943349	4181812.706804935	49.90826245137124	1393.0725716352465	-0.3139138817784896	1940651.189842439	0.0985419251732395	1548.6929368963856	1534.369886621757	1.127837	18.528017	0.1557390101100646	0.0998049749773967	0.1615336916	0.0180827989	-0.0439034591	0.1384626265	0.0345489548	-0.103587118	-0.1575807058	0.0071461854	0.1240733279	0.1117507089	0.0825839266	0.09976346	0.1872377269	-0.0983518333	-0.085921478	0.0117834012	0.0934946731	-0.1913484797	0.0370591707	-0.1495323421	-0.0282978873	0.0132295788	-0.068909179	0.0297433688	-0.11221369	0.2204485003	-0.0601746251	0.1079162309	0.2004795335	0.2240099844	0.086764356	0.0349703713	0.1801156764	0.184344313	-0.1647149719	0.0617413122	-0.1448150546	0.1958331116	0.0893571853	-0.0903221115	0.1882915778	-0.0210489873	-0.1185576693	0.1260786309	-0.1494215422	0.0961312378	-0.1784619047	-0.0626200738	0.0638638647	-0.1037807692	0.0842329101	0.0824408701	0.0871514355	0.090068528	0.1932119131	-0.2499013298	0.1215886893	-0.0007937035	0.127957083	-0.0812472077	-0.1708381709	0.0129522891	0.1157386304	0.1070597857	-0.1083998449	-0.0290360566	0.115256938	-0.180289268	0.0184473579	0.116589391	0.0322428841	0.2366878387	0.1098194149	-0.0009100337	-0.0164490161	-0.1488616565	0.0234880819	0.0664939861	-0.0919337294	-0.1566314273	0.0114580116	-0.0790256464	0.0264214071	-0.0077775987	0.0702520641	-0.1682600893	0.1231960786	0.2210542893	0.0260364306	0.0701811836	0.1114298236	0.0084997322	-1.3846365675362904e-05	-2.4300944645005984e-05	1.91721842415868e-10	5.90535910639645e-10	-0.0139629596136074	-0.0460849350983635	0.0021238212430203	0.0001949642411712	0.0032632760816539	-0.0101788386870823	0.0001036087570176	1.0648970785094433e-05	-0.0006629995145854	-0.0018020008563141	3.247207086157109e-06	4.39568356340476e-07	-0.0001379999613417	-0.0001870000062652	3.496900234321704e-08	1.904398933031069e-08	-4.5755354470815735e-08	-1.7845019990392428e-08	3.184447384575053e-16	2.0935524627499973e-15
