global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18	motion_outlier19	motion_outlier20	motion_outlier21	motion_outlier22	motion_outlier23	motion_outlier24
799.3572432447869	0.0245668940672203	0.00060353228411	638972.0023279054	1055.988270778282	2.902710260129652	1115111.2280213062	8.425726854261951	749.5836654318903	1.4445993523848983	561875.671482308	2.0868672889108675	844.2131755358278	853.6864978107496	1.024197	20.955872	0.0914730571433292	0.0642384830728785	-0.1198218681	-0.0847690273	-0.0050754141	-0.1672802862	0.0357582093	0.1117298124	0.0193791524	0.042677421	0.0265771097	0.0888370574	-0.0363355993	-0.1994263562	-0.1579433973	-0.2073795038	0.0832359998	-0.1334284254	-0.2762709547	-0.1072814687	0.0878461906	0.0785604359	0.0689926908	0.0752416437	0.0611877313	0.0679133415	-0.0879027984	0.0156682112	-0.0027554061	0.0960929461	-0.1884583081	0.0761333609	0.0722553155	-0.0695321055	0.0295325985	-0.0112679573	0.009011489	-0.0918279327	0.0082102873	0.0780543471	-0.1198650295	-0.1179395042	-0.2279454545	0.1623654287	0.203686512	-0.0448715413	0.0796667977	0.0577794359	-0.1253770907	0.0132548662	0.0494052135	-0.0968028458	0.0913804494	0.1486118677	0.0156861751	0.0139773374	0.029061086	-0.3057296728	0.0895730893	0.0991784761	-0.1164846839	-0.0008377295	-0.0084678352	0.0054224722	0.0393089045	-0.0566887593	-0.0484919726	0.0615791848	0.064438758	-0.1394185774	0.0861441982	0.0150035472	0.0318587988	0.0045277567	-0.1093744153	-0.0787920022	0.001083199	-0.114157691	0.0622364877	-0.089889309	0.1419863355	0.1094628008	0.0350273705204671	0.011488322900803	0.0001319815630731	0.001226916685578	-0.0740433246909759	-0.0069331343091078	4.806835134812907e-05	0.0054824139312932	0.3016798088689825	0.0040089343897734	1.6071554941507822e-05	0.0910107070792258	-0.0062948601955837	-0.0012060098949315	1.4544598666729271e-06	3.962526488194405e-05	-0.0019698421881435	0.0001159419681333	1.3442539974646314e-08	3.8802782461899726e-06	-0.0013282171086418	-5.890144780790001e-05	3.469380553866769e-09	1.7641606876887833e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.400986243718	0.0437429989310658	0.0019134499554832	639041.936807429	1055.2173870311065	-0.7708837471755032	1113483.7338927558	0.5942617516593451	748.1059636854587	-1.477701746431535	559662.5329017489	2.1836024514068084	844.9224318056282	856.6978941000853	1.222109	25.005314	0.1101445736371727	0.0590518956086079	-0.1206593296	0.0785225456	0.191223211	0.0867412954	-0.0571542147	0.050189971	0.1614104793	0.0255519879	-0.0835415573	0.0413638403	0.1162805154	-0.1552237917	0.0038244615	0.1103724288	0.03711295	-0.0892943837	-0.2314634108	0.0815211312	0.1333467776	-0.0591402704	-0.0854050752	-0.0230968176	0.1051150315	-0.0419475654	0.0028003325	-0.0123184292	-0.078714337	0.0451238375	0.1047496291	0.0162564825	-0.0194601971	0.0524208433	0.026412264	0.0859592576	0.2000530663	-0.0231801669	0.1540568946	0.0322136289	-0.0485114293	-0.0661859231	-0.2150269579	-0.0066755681	0.0731259713	-0.0880611419	-0.0781901634	-0.0575235687	-0.0724825035	-0.0666276398	-0.1504441009	0.0574003921	0.1336991018	0.025391732	0.1001941701	-0.1548061488	0.0232737811	-0.1886990045	0.0199782711	0.1749417623	-0.0199591835	0.0321474983	-0.0465165256	-0.0704860895	0.0724273232	-0.1543520595	-0.0372297587	0.0473279037	-0.0330199333	0.1343367985	-0.1045519669	0.0067211724	-0.0501211728	0.1053714072	0.1081944125	-0.3273275972	-0.0006254536	-0.0266988855	0.1402492465	0.097648871	0.1397444952	0.1012278027	0.0375492682478295	0.0025218977273623	6.359968147275611e-06	0.0014099475459474	-0.0851592878360492	-0.0111159631450733	0.0001235646366426	0.007252104304743	0.2740153951235555	-0.0276644137454269	0.0007653197878781	0.0750844367647182	-0.0060999285083378	0.0001949316872458	3.799836269253325e-08	3.720912780683222e-05	-0.0016521009333132	0.0003177412548303	1.0095950502113377e-07	2.7294374938543467e-06	-0.0004640440703318	0.00086417303831	7.467950401419368e-07	2.1533689921010453e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.0664845789197	0.6654983352017325	0.4428880341562775	640106.3797464707	1055.2003968182732	-0.0169902128332068	1113447.8774454414	0.0002886673321176	748.4440557723655	0.3380920869067267	560168.5046209877	0.1143062592289456	844.847813203266	850.5197516860665	1.642035	33.597309	0.4683603304118439	0.2753549068102633	0.1518145066	0.0777701288	-0.0403114709	-0.1215976055	-0.0366991781	-0.029187566	-0.0622307088	0.130069013	-0.0492088609	-0.124419532	-0.1044129393	0.0364741011	0.0526182934	-0.0171970451	-0.0051555371	-0.0498895364	0.0274002003	0.0172919774	0.0225221258	-0.1499017126	0.0565869316	0.0790950669	-0.0684951449	0.0532192007	-0.1563110995	-0.0654998677	-0.0500535311	0.1002365805	0.0280266606	0.1483922766	-0.1586276665	0.1250767418	0.2063707071	0.1055195205	-0.1409430283	0.0674404382	-0.077781443	-0.012396855	0.1387670164	0.0619337336	-0.0137614634	-0.0158552865	0.0910713866	-0.1295875275	3.37651e-05	0.0788806936	-0.2379012034	0.2751252808	-0.0049246197	-0.0526733722	-0.0793666131	-0.1086769443	0.1622156382	0.0140568401	-0.0321494197	0.0504117469	-0.0065711097	0.1262155421	0.0563854726	-0.062756202	-0.0702343867	-0.1926077259	-0.1506300163	-0.0803186731	0.0273231206	-0.2390058283	0.0460369398	0.0607599857	0.1080711234	-0.0940951922	-0.003151355	0.0753526368	-0.0652944425	-0.2210829441	-0.0272232494	0.2492376065	0.1475384823	0.1077234741	0.1373117808	0.0924399334	0.0236785438190878	-0.0138707244287416	0.000192396996178	0.0005606734373924	-0.0370571127589016	0.0481021750771476	0.0023138192471525	0.0013732296060259	0.1430536603996159	-0.1309617347239396	0.0171509759619035	0.0204643497537286	-0.0018458961644914	0.0042540323438464	1.809679118249129e-05	3.4073326500840617e-06	-0.0010616844875652	0.000590416445748	3.485915794097011e-07	1.1271739511365811e-06	0.0002000210637141	0.0006640651340459	4.4098250225539917e-07	4.0008425929320064e-08	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.6775752842693	-0.3889092946503751	0.1512504394654523	639484.2244125282	1052.8438630945543	-2.35653372371894	1108480.2000558646	5.553251191024652	747.5893788732084	-0.8546768991570843	558889.8794040295	0.7304726019527689	842.7561689562059	866.7296041050773	1.785997	36.542885	0.0941444450961894	0.0527291160248765	-0.0790460796	-0.2144443208	-0.030008929	0.0817876492	-0.0205758626	-0.0203447957	0.1124343966	-0.0578106083	0.0508077814	0.1285660647	-0.0989951202	0.0381293187	0.0650937274	-0.0381759319	0.1071401195	0.0652345151	-0.0426067595	-0.020758958	-0.0697468855	0.0786140577	0.0735347209	-0.0568104002	-0.0516853821	0.0608646132	-0.1411812882	-0.1517135043	0.0199819459	0.0403582916	0.1348535344	-0.2005183515	-0.1202816591	-0.1008723307	-0.1206614661	0.0161752192	-0.114006394	-0.0642888168	0.0476044227	0.033046729	-0.050002706	-0.0369850264	0.0800773208	0.0783051056	-0.1444606517	0.0346403889	0.044005207	-0.0209506937	-0.1250768563	0.0132036776	0.0334005643	-0.1495795958	-0.1746556165	-0.184619167	0.0014153262	0.060318871	-0.0155210015	0.0453151077	-0.0262395529	0.1823685234	-0.0295689961	0.0076959996	-0.061168793	-0.0766232924	-0.1319657254	-0.1618022974	-0.0502266963	-0.0862882378	-0.0871161282	-0.1932263155	0.0231701404	-0.1204484029	0.0006280455	-0.0741621625	0.0172569994	0.1252562542	-0.1324105233	0.1148176123	0.1186047643	0.0142086881	0.1346915149	0.0831471893	0.0275660520953948	0.0038875082763069	1.5112720598355416e-05	0.000759887228126	-0.0463139488905568	-0.0092568361316552	8.56890151683173e-05	0.0021449818618371	0.1580207833675331	0.0149671229679172	0.0002240147699367	0.0249705679760888	-0.000969874424071	0.0008760217404204	7.674140896891866e-07	9.40656398467054e-07	-0.0014770845037921	-0.0004154000162269	1.725571734813088e-07	2.1817786313427545e-06	0.0001707832659552	-2.92377977589e-05	8.548488177903379e-10	2.9166923930324583e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.8212609828901	0.1436856986207431	0.020645579988131	639714.0495202603	1052.1088312186446	-0.7350318759097263	1106932.9927282624	0.5402718586033712	748.2203628425311	0.6309839693227559	559833.7113722089	0.3981407695423006	842.4407686649032	852.2453989704295	1.494948	30.587797	0.1623968494279848	0.0836728273861205	-0.0727913791	0.1128682507	0.1251124002	0.132954545	0.0329502592	0.1583918978	0.0824643461	-0.077803685	-0.0543514194	-0.0407784698	0.0799802192	0.0765236402	0.0726831529	-0.0021359192	0.0638416061	0.0575938796	-0.0900773856	-0.1548576914	0.042551806	0.0361116202	-0.1294437332	-0.0789418449	-0.0530081553	-0.0881236377	-0.0488651703	-0.0601459379	-0.024647746	0.0136955199	0.0174287124	-0.1582907625	0.0746491283	-0.168294056	-0.3450793781	-0.1512777013	-0.1553510337	-0.1568218675	0.0796936657	0.0045260327	0.1020986026	-0.0148693034	-0.0995255125	-0.1252969115	-0.0807831622	-0.0170489888	0.0154383201	0.0034000343	0.1120308969	-0.0982522954	0.1628580846	-0.1016377798	0.0940502092	0.0206407669	-0.0433819127	-0.0151668548	0.0090628194	0.0096173734	-0.0966904877	0.2105716795	0.065282106	0.0410818418	-0.1668916037	-0.0422492251	0.0172570162	-0.1636449516	-0.0009561546	-0.0884401913	-0.0803862966	-0.0176270394	-0.1242803552	-0.0677832599	-0.0352743762	0.0156208951	0.2396752981	0.1083295579	-0.0461235747	-0.1333443552	0.0494424804	-0.0449281804	0.1318872767	0.0734003241	0.0249744971990963	-0.0025915548962985	6.7161567805287295e-06	0.0006237255103476	-0.069398588915007	-0.0230846400244501	0.0005329006050584	0.0048161641433941	0.2155398458183839	0.0575190624508507	0.0033084425452248	0.0464574251354127	-0.0018160457998128	-0.0008461713757418	7.160059971247705e-07	3.2980223470177126e-06	-0.0010009159615027	0.0004761685422894	2.2673648066601226e-07	1.0018327619908744e-06	-9.090865714130631e-05	-0.0002616919230965	6.848266261394778e-08	8.264383943235583e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
799.8414566908516	0.020195707961534	0.0004078666200675	639746.3558413434	1052.6107129863665	0.5018817677218976	1107989.3130936667	0.2518853087716568	749.4613684173813	1.2410055748501918	561692.3427500537	1.540094836809255	844.7927343814079	843.7315215693374	1.365764	27.944588	0.1584805563612794	0.0745697911179846	0.0764880751	0.1705864563	-0.0931807689	-0.0947579239	-0.1265452545	0.0156109322	-0.0661525422	0.1232021498	-0.0590691804	-0.1238841127	0.0522687321	-0.0784293788	-0.0932643354	0.150352212	0.1600664693	-0.0668428042	-0.0010426907	0.1099274656	0.0545458413	-0.0339741559	-0.1399990443	-0.0081178828	-0.1815609097	-0.1932586855	0.128101192	0.1613418931	0.0083486324	0.0489269341	0.1322694469	0.04326894	0.0656313609	-0.059985586	0.1515725361	-0.193445789	-0.2799787296	0.028239903	-0.0752990635	0.0880943925	0.1632408442	0.0655452862	-0.0705017823	-0.0100598495	0.1197674034	0.0101873713	-0.0576880781	-0.0380044483	-0.0810273948	0.0675347776	0.2828860007	0.1571747342	0.1335985649	-0.0876553264	0.2998691031	0.2300105624	0.0787799368	0.0069008817	-0.0677579748	0.1313101686	0.1096855982	0.0128368421	-0.2499468203	-0.1642811588	-0.0650064277	-0.1326679242	-0.2231460796	-0.3193189333	0.1149549321	-0.0364951308	0.0670846366	-0.2063956868	0.2197061374	0.1643588736	-0.0786688298	0.1856731184	-0.0147502063	-0.1208536137	-0.1290160114	0.1167861785	0.1289028963	0.0632525717	0.0596523507799844	0.0346778535808881	0.0012025535289775	0.0035584029535783	-0.0489402830430947	0.0204583058719122	0.0004185422791487	0.0023951513043382	0.1973400806048602	-0.0181997652135237	0.0003312314538273	0.0389431074131327	-0.0022539396844377	-0.0004378938846249	1.9175105419188522e-07	5.080244101083119e-06	-0.0002800109282952	0.0007209050332074	5.197040669039066e-07	7.840611996473965e-08	0.0004531850589254	0.0005440937160667	2.960379718632776e-07	2.0537669763321826e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.8252918094078	0.9838351185561578	0.9679315405044092	641321.1480016231	1051.3442924349915	-1.2664205513749494	1105324.821235633	1.6038210129448307	748.822668778269	-0.6386996391123603	560735.389276209	0.4079372290022592	844.1379202294537	854.8083084492368	1.701389	34.811737	0.5400126789456787	0.3900403463936596	0.1538511922	-0.003709853	-0.002076692	-0.1092673315	0.0093047795	-0.0891260732	-0.0743424584	0.1047909326	-0.0055072174	-0.0636312687	0.0901525774	0.3118542942	-0.0911621227	0.1438802186	-0.1602285571	-0.0757774986	0.1580736297	-0.1890439986	-0.0523954293	-0.0386495737	-0.0715029359	-0.0167033689	-0.297763333	0.1077219424	-0.1361076578	0.2605912662	0.2788193256	0.0081600539	-0.1712727252	-0.0473655232	0.0319454064	0.0655404974	0.0770771138	0.1209696173	0.1134256952	0.1172602125	-0.0198408417	-0.1614560742	0.2080480068	0.1707567899	0.0098857846	0.0900110053	-0.1755233982	0.1128337888	0.1201131825	0.2453359708	-0.1139541658	0.175823071	-0.0315397016	-0.0844679335	0.10016586	-0.1165957003	-0.1330392764	-0.1203495178	0.0706633427	0.3781586225	0.0110779583	-0.2980239025	-0.4648592613	-0.2392711072	-0.1032691004	-0.3823005385	0.2259441997	0.027389913	-0.3265893169	0.1656042999	-0.0321534652	-0.0478223786	0.0994233612	0.1244532138	-0.1098998003	0.0667028239	0.095648526	0.0219662037	-0.076896672	-0.0450033244	0.039882154	-0.0713134217	0.1257424501	0.0527593557	0.0817795706195596	0.0221272198395751	0.0004896138578288	0.0066878981707195	-0.0543977796090189	-0.0054574965659241	2.9784268767074387e-05	0.0029591184263913	0.0175525623210859	-0.1797875182837743	0.0323235517306384	0.0003080924440356	0.0037692223627484	0.0060231620471861	3.627848104666305e-05	1.420703721984263e-05	-0.0005058868734768	-0.0002258759451815	5.101994261168116e-08	2.559215287561318e-07	0.0008569559516858	0.0004037708927604	1.6303093384053045e-07	7.343735031297152e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.0166808925408	-0.8086109168669964	0.6538516148764846	640026.6897063174	1052.656276179295	1.3119837443034612	1108085.2357796603	1.7213013453165298	748.5241988332648	-0.2984699450041717	560288.4762389809	0.0890843080707932	842.8677932859406	851.4812338120279	1.508127	30.857456	0.3702905412027564	0.2208251696392717	0.1530846617	-0.1361911822	0.1191277622	0.0401080268	0.0251308989	-0.0435536266	-0.0865837203	0.003600332	0.1277016778	0.0215787034	-0.0014964259	0.1953794733	0.1018271058	0.0572061192	-0.1181056535	0.1051485706	0.0484664805	-0.1267061748	-0.2138132272	-0.2040565901	-0.0467452823	0.0141777936	0.1027006877	0.0286981143	-0.0137285453	-0.0471623783	-0.0194681821	0.0324491616	0.0259525449	0.1357211106	0.0484418035	0.0481716386	-0.054529303	0.010023986	0.0868295006	0.0348957138	-0.165357389	-0.0859620212	-0.0728218019	-0.0935637675	0.2156401289	-0.0782034744	-0.0641440922	-0.0558194257	-0.0210256854	0.0438076811	0.0452209074	-0.0908815691	0.040899282	-0.064141329	0.0135207233	-0.0483042836	0.1566273695	-0.1037884019	-0.0443933043	0.1862350532	-0.006123802	0.0537387019	0.029453597	-0.1739588486	0.063476063	-0.1022426854	-0.118693373	-0.0890230399	0.0544121201	0.1109299435	0.1112261733	-0.0543512569	-0.1018284897	-0.1565568865	-0.0128908228	-0.0658466332	-0.0987936911	-0.1219843804	0.0869766569	-0.1512260854	-0.2200728376	-0.0091004709	0.1224102548	0.0419779864	0.0283414924748655	-0.053438078144694	0.0028556281957984	0.0008032401957028	-0.0277161285063272	0.0266816511026917	0.0007119105055657	0.0007681837793792	0.0962034116003565	0.0786508492792706	0.0061859560923505	0.0092550964035476	0.0004336365400006	-0.0033355858227478	1.1126132780916116e-05	1.88040648823692e-07	-0.0008609314754943	-0.0003550446020175	1.2605666942176496e-07	7.412030054967924e-07	0.0003171871229291	-0.0005397688287567	2.9135038849737976e-07	1.0060767095203998e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.1182649017239	0.1015840091831705	0.0103193109217264	640189.2378293453	1052.7383829752605	0.082106795965501	1108258.1029893665	0.0067415259437204	748.3171533570254	-0.2070454762393865	559978.5620083619	0.0428678292311943	842.6438750419717	858.6363450877861	1.720611	35.205051	0.1357271157033212	0.0656304876548308	-0.1458195134	-0.0323508348	-0.0583438812	-0.0397371476	0.1171504803	0.0770768127	0.1243542667	-0.060891053	0.0469536112	0.157388952	0.0173083514	0.0717572121	0.1560173544	0.0052238456	0.0213147913	0.2285230984	-0.0493871569	-0.2355134396	-0.1463629027	-0.0204731929	-0.0540374172	-0.2601652658	-0.0365415647	0.0268699019	-0.1066487812	-0.064320468	-0.1423163409	-0.026499173	0.162283726	0.0151557081	-0.124283506	-0.067739395	-0.0115777216	0.1078575665	-0.1952657517	-0.1288631466	0.0946373376	-0.0110223798	-0.0397764242	-0.0081431537	0.1151901143	-0.0445109557	-0.2515198282	0.0430668406	0.0315636524	0.0018107842	-0.135249297	-0.1174545617	-0.0180917296	-0.0805185351	0.0536027002	-0.1587743445	0.0212536486	0.1584121567	-0.0186074504	0.1581896163	-0.0349907995	0.1733214926	0.0389292573	-0.0655234365	-0.0037122835	0.0006362178	0.0484912842	-0.1270716857	0.0039745395	0.0622501061	0.1545482272	-0.1250480471	-0.0128022509	-0.0560511338	-0.273158219	-0.0822924573	-0.0362460413	0.0010276624	0.0761599088	-0.0278621265	-0.0662864356	0.1159723137	0.1189108618	0.0309673479	0.0283632252179728	2.173274310729792e-05	4.723121229678053e-10	0.0008044725447654	-0.050076441893978	-0.0223603133876508	0.0004999836147939	0.0025076500327609	0.1226539627002551	0.0264505510998985	0.0006996316534883	0.0150439945660755	-0.0004620181722522	-0.0008956547122528	8.021973635806459e-07	2.134607914912636e-07	-0.0004209801394932	0.0004399513360011	1.935571780491528e-07	1.7722427784771415e-07	-8.509719827029074e-05	-0.0004022843211993	1.6183267508285454e-07	7.241533153453174e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.4604954026862	0.3422305009622732	0.1171217157888885	640737.0047003138	1051.6588973999023	-1.0794855753581487	1105986.4364803785	1.1652891074063134	748.1708337310562	-0.1463196259692267	559759.5964458237	0.0214094329437744	843.7364823549126	846.9623275192795	1.588079	32.493343	0.1024761642534943	0.0504878747351845	0.0103196636	0.1495801589	0.0351787147	0.1479062936	-0.1214764605	0.0765930743	-0.048940566	0.0179398892	-0.0956009491	0.0177290523	-0.0454027891	0.096815962	-0.0160244022	0.0320673305	-0.0232224706	0.0601545663	0.1332053888	-0.264713694	-0.040713417	0.0723370857	-0.0593658313	0.1075249627	-0.2252088747	0.0531025607	0.2846708831	-0.1983672776	0.0767209478	-0.0347809974	0.0997596506	-0.0014560601	-0.0034554008	0.0524786857	-0.0003559619	-0.0678416193	0.1558580246	-0.034857843	0.0015933218	-0.0278658443	0.0350592167	0.0912629391	0.0340756309	-0.1899171358	0.1033968883	0.0249488829	-0.0462687895	0.1023490804	0.2312451784	-0.023078738	0.218748321	-0.0605689991	0.0802188524	-0.2740912481	-0.2607091956	-0.0180585755	0.0118940567	0.1186028195	0.0139689479	0.0202031763	0.0508364837	-0.0632668736	-0.0539393993	-0.0162300959	0.2158641955	-0.0184785561	0.0099857461	-0.1457906857	0.0241753813	-0.0865222531	-0.3553970745	0.2822222104	0.2765514867	-0.3095022845	0.1131695962	0.1066610589	0.2088352592	0.1459290209	0.3234900361	0.0342768272	0.1152490509	0.0197875765	0.0283342143471401	-2.9010870832697072e-05	8.416306264714338e-10	0.0008028277026696	-0.0192902814617212	0.0307861604322568	0.0009477876741606	0.0003721149588724	0.0970502621812841	-0.0256037005189709	0.0006555494802651	0.0094187533894559	8.702871910978605e-05	0.0005490468913619	3.014524889142605e-07	7.573997949890039e-09	-0.0003159921059179	0.0001049880335752	1.1022487194008311e-08	9.985101100242934e-08	0.0001820137254211	0.0002671109236913	7.134824555526796e-08	3.312899624166758e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
800.8591590773565	0.3986636746702743	0.1589327255016063	641375.3926780906	1051.1866078096275	-0.4722895902748405	1104993.2844383116	0.2230574570819767	750.0770779946693	1.9062442636130756	562615.6229330212	3.633767192557756	845.5728544700803	853.9946840486638	1.183678	24.218979	0.1391053000955477	0.062394067848317	-0.003630601	0.1190902569	0.0818220649	0.1506307982	-0.0224369391	0.0241442486	-0.0302625757	0.0314353316	-0.146014842	0.029628762	-0.0120588559	0.090251507	0.0570819886	0.0416477405	-0.1069816481	0.1127352158	0.1550066468	-0.0488769903	0.0070453586	0.1010060401	0.0663602685	0.1316021864	-0.0369556681	-0.1433754165	-0.0989134432	0.0525746971	0.014222993	0.1564931527	0.1517910557	-0.1514191587	-0.0369288693	0.2555484381	-0.0633882694	-0.1867338816	-0.0731141945	-0.0006624696	0.0723052008	-0.0900233738	0.0226665976	0.1534062681	0.0773325374	-0.0293922768	0.0072975053	0.0476431728	-0.035568651	-0.1213636945	0.1139467368	-0.174657497	0.1444769623	-0.0501993927	-0.0424068461	-0.2157855201	0.0930718366	-0.233750099	-0.0614248937	0.1443653463	0.0440432394	0.0547957611	0.1239222757	-0.0166124738	0.0353048125	0.0007201477	0.2179214394	-0.0801288303	0.1192838293	0.005204899	0.0192470956	-0.0282740629	-0.3274734033	0.0575121606	-0.0672984801	-0.0907336942	-0.3303129284	-0.0495113557	-0.0039181423	-0.0744915281	-0.0896583057	-0.0277407849	0.1114298236	0.0084997322	0.0053128590790834	-0.0230213552680567	0.000529982798378	2.8226471594198917e-05	-0.0133841358225197	0.0059061456392014	3.4882556311458883e-05	0.0001791350917156	0.0500745523352321	-0.046975709846052	0.0022067173155404	0.0025074607915738	-0.0005449976215175	-0.0006320263406272	3.994572952467183e-07	2.9702240745973215e-07	4.9023121238223055e-05	0.0003650152271561	1.3323611605583613e-07	2.403266415937516e-09	-8.498649364024056e-05	-0.0002670002190613	7.128911697880386e-08	7.222704101262648e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
