global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
13392.778817868117	-15.343008816424115	235.4079195408682	179366524.4643369	21250.410996657152	1.067538921652158	1.1396393492422523	451579967.5268472	13619.843794320914	6.188701171875437	38.3000221947724	185500144.9817019	15718.915559201894	13508.055981316667	0.8696509999999998	21.503708	0.0507288749660068	0.0268970878196392	-0.0621314195	-0.0886122857	0.1268347871	-0.017689629	-0.1138890399	-0.0265969211	-0.0566541755	0.004440751	0.1036607628	-0.1401503795	0.0472159516	0.0504614935	0.0961002498	-0.051761011	0.0205826525	-0.0136358466	-0.0284214067	0.0357534372	-0.1959415922	0.0201005413	-0.0995395406	0.1126936069	-0.0515788296	-0.0714915688	0.0375647888	0.1022553192	-0.1167720899	0.0973062173	0.0438521808	0.0434439414	-0.0122219806	-0.0434659356	-0.076015223	-0.019707851	0.0238918714	-0.0011739598	-0.0326023056	0.1520396228	-0.0791813678	-0.0031508018	0.100566978	0.0759999467	0.1049836242	-0.0885551321	0.171799719	-0.0568694613	0.0227812496	-0.0017413098	-0.0874286812	0.0371210572	-0.1229755992	-0.1069162726	-0.0214097693	0.042911458	-0.0357591165	0.0376385622	-0.0470089594	-0.0847374015	0.1070223832	0.0924134385	-0.0752841263	-0.1412111231	-0.0154837973	-0.0785735556	0.0776196899	0.0843227016	-0.0067156586	0.1318795109	0.0252628573	0.1419863355	0.1094628008	0.0443812403769783	0.0050822813897752	0.0019696944973991	2.582958412485632e-05	0.0332407524723237	-0.0256426885166404	0.0011049476249262	0.0006575474743614	-0.116877708549083	-0.010007857924151	0.0001001572202299	0.0136603987556843	0.0016862826618324	-0.0001384650943108	2.8435492155965643e-06	1.9172582342498737e-08	0.0011428463110605	3.6171879699842264e-08	1.3084048810198605e-15	1.3060976907045929e-06	-0.0013679644842539	-6.141967651829999e-05	1.8713268301800384e-06	3.772376663612611e-09	0.0	0.0	0.0	0.0
13394.977741500428	2.198923632311562	4.835265140738273	179425428.6952919	21272.44855910081	22.037562443656498	485.6541584580593	452517067.6995901	13613.181116286058	-6.662678034856072	44.39127859615356	185318700.1048073	15725.495688110666	13627.131761537505	0.770278	19.046534	0.0624961320178017	0.0350673842714515	-0.050506719	-0.1449698275	-0.0289431432	-0.0527116565	-0.1298767904	0.0422952025	0.0121434741	-0.0210137104	0.1143419651	-0.0220184296	0.139439484	0.0046076421	0.1417503699	-0.0514353404	0.0006666553	0.0112993906	-0.0694338004	0.0935016448	-0.1168234614	0.1091450406	-0.0589973838	0.138339408	0.03856412	-0.0449859893	0.0151700621	0.0014923245	-0.0641282487	-0.035908709	-0.1008681851	-0.0658390949	0.026985972	-0.0203307612	-0.0589193559	0.0216779393	0.0062444819	0.1440555466	-0.0099855938	0.1211074201	-0.0219320418	-0.0242363033	0.1028946805	0.1328535944	0.1001825315	-0.0110609797	-0.0232214078	-0.0316759404	0.0014799071	0.0087873288	-0.1227637909	0.0429830411	-0.1401118127	-0.1594024103	0.0429973968	0.0046164882	-0.0448682921	0.1399573173	-0.0823597671	-0.0862016222	0.0323967229	-0.0412135319	-0.074460284	-0.1339385193	-0.0218734768	-0.0058579837	0.0009022078	0.1364147242	-0.1160455965	0.1414270538	0.0878437547	0.1397444952	0.1012278027	0.0394853624055571	-0.0048958779714212	0.0015590938442981	2.3969621111047367e-05	0.0157641498495451	-0.0174766026227786	0.0002485084204789	0.0003054316392345	-0.108331174266496	0.008546534282587	7.304324824343495e-05	0.0117356433179579	0.0016662108476412	-2.0071814191199895e-05	2.7762585887972064e-06	4.028777249260536e-10	0.0017273402382425	0.000584493927182	3.416331509126371e-07	2.9837042986516564e-06	-0.001394941085701	-2.6976601447099976e-05	1.9458606325766844e-06	7.277370256356764e-10	0.0	0.0	0.0	0.0
13380.713955536885	-14.26378596354334	203.4555900137761	179043505.95989954	21157.83041851337	-114.61814058743768	13137.318151721624	447653788.0185697	13590.10486778846	-23.0762484975985	532.513244722917	184690950.3174876	15672.925201968012	13498.067116301849	0.8941679999999999	22.10994	0.1160429819146658	0.0584171458161307	-0.0071172336	0.103568177	-0.0549255857	-0.0686636351	-0.041555669	0.0071083961	-0.0073305716	0.0562375915	0.0463393597	-0.0907943226	0.1509744826	0.1075978881	-0.1052898592	-0.0197882357	-0.0525391621	0.0092919624	-0.0015903352	0.0096515907	-0.0599248601	0.0418958073	0.132903453	0.1907934648	-0.0195332406	0.0814681935	0.0174092761	-0.0196140392	-0.1466061099	-0.0409277688	-0.009668557	0.0700035848	0.1590645185	-0.0075577595	0.0451721819	0.0016659154	0.0344959614	0.0626195628	0.1280409881	0.1005633993	-0.1262922145	-0.1646103758	0.0167191157	0.0936402881	0.0495471321	-0.0202732279	-0.0049183092	-0.0303121233	0.0028538585	-0.0009286309	-0.1123736739	0.0276374062	-0.1102356224	-0.1363063368	-0.0198421246	-0.0282806649	-0.0705837024	-0.0131245969	-0.1386270385	-0.0161712167	-0.0293297995	0.0552897798	0.0352543066	-0.1206851912	-0.0845598269	0.0769931439	-0.0353221448	0.0883559693	0.0021720475	0.1894138792	0.005445951	0.1373117808	0.0924399334	0.0388622663092235	-0.0006230960963335	0.001510275742689	3.882487452661677e-07	0.0436287898584595	0.0278646400089144	0.0019034713045136	0.0007764381628263	-0.1228870089578038	-0.0145558346913078	0.0002118723235606	0.0151012169705953	0.0009830831143159	-0.0006831277333253	9.664524096530489e-07	4.666635000381625e-07	0.0012651618805807	-0.0004621783576617	2.136088342909586e-07	1.6006345840744934e-06	-0.0017096232170761	-0.0003146821313751	2.9228115443656334e-06	9.902484380677568e-08	0.0	0.0	0.0	0.0
13397.837814257216	17.123858720331555	293.22653747387506	179502058.09714058	21225.16709547777	67.33667696439807	4534.228064607697	450507718.2309522	13627.18005859375	37.07519080529164	1374.5697732487818	185700036.3493352	15708.22812812273	13555.12490980519	0.887139	21.93614	0.037752602330236	0.0211902686851299	-0.0109934116	-0.014359356	0.0967993643	-0.0793318449	-0.1529967494	-0.0955873431	0.0129694596	0.0494227991	0.0108985778	-0.1058833509	0.1241737338	0.0912136231	-0.0490287783	-0.1399484065	0.0169771101	0.0071436195	0.0560567387	0.061326765	0.0027135036	0.0609795906	-0.0045614744	0.1017256186	0.0524009407	0.0360480321	0.0210991346	-0.0857699896	-0.0743966224	0.1034245212	0.1627360013	-0.2429383814	-0.3279378177	-0.0185641051	0.0008420856	-0.0092938566	-0.0427703818	0.0432154791	-0.0753946207	-0.0010109789	-0.1695038522	-0.0610956853	0.1037721739	0.0503316126	0.1817602542	0.0645670085	0.1114660762	-0.0293908446	0.0189436209	-0.0014635336	-0.0879134681	0.0731236771	-0.0287815787	-0.1980500049	-0.0846908067	0.027927361	-0.037336613	-0.0484269922	0.0415292165	-0.0316066639	0.0698964668	0.0173688686	-0.0669221329	0.0903157445	-0.0294143219	-0.0117022232	0.133425415	0.1577934256	-0.0642785769	0.0452234675	0.0581115801	0.1346915149	0.0831471893	0.0332768887366086	-0.0055853775726149	0.0011073513239886	3.119644262866954e-05	0.0410450314215182	-0.0025837584369413	0.0016846946043934	6.675807660465356e-06	-0.1268893321420137	-0.0040023231842098	1.601859087086407e-05	0.0161009026114462	0.000929291973539	-5.379114077689988e-05	8.635835720840095e-07	2.8934868260802606e-09	0.0012083912968408	-5.677058373989999e-05	3.222899178168997e-09	1.4602095262805903e-06	-0.0013085620788635	0.0004010611382125	1.7123347142395649e-06	1.6085003658438612e-07	0.0	0.0	0.0	0.0
13406.464874396706	8.627060139489913	74.42616665037572	179733300.4284327	21289.37798133264	64.21088585487087	4123.037862267255	453237614.83205104	13629.986127554086	2.806068960335324	7.874023010157366	185776521.83731684	15728.895314297935	13662.633875576616	0.865328	21.396812	0.0796198548149578	0.0461623712869143	-0.0075153385	-0.0407322197	-0.1198097121	-0.0053737825	-0.1348412781	0.0495556157	0.010496149	0.0307432301	0.0254256612	0.002120199	0.1706397203	-0.109833727	0.1018262696	-0.0094531018	0.0143216124	-0.0019011899	0.0281415367	0.1106297873	0.0019418825	0.1508297594	-0.052410615	0.1176434853	0.097873262	0.0288900616	-0.2186343507	0.0281997093	0.0748473266	0.1651199003	0.0007084694	-0.0382968176	0.0513598374	-0.0231355056	-0.0112751414	0.0174562649	-0.0680398505	0.18754988	0.0185127145	0.0265705105	0.0015467315	-0.0541127126	0.0231998953	0.1698398968	0.0862992213	-0.0598130773	-0.0144019827	-0.0335977982	0.013164547	-0.006915766	-0.1298336393	0.0839761861	-0.0253373987	-0.1803419491	-0.0283435382	0.00050539	-0.002292336	0.0297551217	-0.0454846436	0.0341251106	-0.0743077986	-0.1157607703	0.012008509	0.0225656674	-0.0383841451	0.0209499883	0.0058424148	0.1178583069	-0.0550920862	-0.0668655193	0.0301425488	0.1318872767	0.0734003241	0.0376252562418102	0.0043483675052016	0.0014156599072618	1.89082999602932e-05	0.0302095530499997	-0.0108354783715184	0.0009126170954807	0.0001174075915396	-0.085500370070136	0.0413889620718777	0.0017130461813873	0.0073103132821302	0.0013287548912459	0.0003994629177068	1.765589561009903e-06	1.5957062262290948e-07	0.0012081709043774	-2.2039246340009762e-07	4.8572837923563375e-14	1.4596769341841045e-06	-0.0012473044517066	6.125762715690009e-05	1.555768395247102e-06	3.7524968848937835e-09	0.0	0.0	0.0	0.0
13405.867639694165	-0.5972347025417548	0.3566892899201384	179717287.1729992	21187.351576585035	-102.02640474760484	10409.387265722082	448903866.8298204	13614.941254507212	-15.044873046874272	226.348204996564	185366625.3636824	15709.522651455509	13397.743343380072	0.907995	22.451839	0.0578206215758904	0.031576254642991	0.0274013767	0.1486380554	0.0292238805	-0.0985385246	-0.0634751112	-0.040147893	0.0254844466	0.0961424155	-0.0104830396	-0.0645428022	0.1750528699	0.0792120421	-0.0548745933	-0.0503095069	-0.0131183082	0.0216231	0.0824623043	-0.0559962138	-0.0560210676	0.1180457679	0.1358689893	0.0135562605	-0.0061533781	-0.088110115	0.1054931561	-0.0739476929	-0.0499814153	0.0102659213	0.0448839904	0.0897463615	-0.0098201986	-0.0048370867	0.021903707	0.0152105576	-0.0273478559	0.0342792944	0.0466110827	0.0088683409	-0.2633271453	-0.0798976878	0.1005585625	0.077272004	-0.0732320013	0.0332715924	0.0743030432	-0.0240758887	0.008739149	-0.0044573436	-0.1147649654	0.0882665231	0.0142733724	-0.1990480572	-0.0755465741	-0.0476371033	-0.0602991009	-0.1403579017	-0.1004890576	0.0148755694	0.0114882656	-0.0243934672	0.0369671944	-0.0194693682	0.0142726625	0.0602028547	-0.0061277833	-0.0088195775	0.0331287884	-0.011195593	-0.0459309612	0.1289028963	0.0632525717	0.0328955112939581	-0.004729744947852	0.0010821146632909	2.237048727173243e-05	-4.732020829578687e-05	-0.0302568732582954	2.239202113156656e-09	0.0009154783793685	-0.0869167185768589	-0.0014163485067228	2.0060430924961817e-06	0.0075545159681688	0.0010378407696926	-0.0002909141215532	1.0771134632361285e-06	8.463102611912818e-08	0.0012082858571005	1.1495272310012469e-07	1.3214128548133938e-14	1.45995471246909e-06	-0.0013846284746906	-0.0001373240229839	1.917196012924017e-06	1.8857887288510155e-08	0.0	0.0	0.0	0.0
13423.960724754808	18.09308506064372	327.35972701168885	180202721.53975964	21386.191385122445	198.8398085374101	39537.26945919392	457369181.9610855	13582.830295973556	-32.11095853365623	1031.11365795019	184493278.84921703	15691.421920579223	13687.635952665878	0.882451	21.820211	0.0504677440167176	0.0293947364426765	0.0064484346	-0.0134229668	0.0822838864	-0.0921888444	-0.2070468592	-0.1436258631	0.0424558827	0.0783609722	-0.0813194812	-0.061168391	0.1727434313	0.0665622294	0.1336338389	-0.1181644294	0.0316217948	-0.0005488099	0.0536274459	0.1134478012	-0.0549938147	0.165030469	0.0839425933	0.0049592676	-0.0659490879	-0.1394881298	0.1226913498	0.0743218317	-0.0774193139	0.1147848425	0.0258428978	0.0106173463	-0.0577738042	-0.0298263461	0.0410602801	-0.0175984691	-0.034405286	0.0875778873	-0.0615788878	-0.0476116152	-0.1737422814	-0.0534029025	0.1810841463	0.0848062652	0.0880689588	-0.1093833867	0.1422874779	-0.0319498154	0.0078811452	-0.011210945	-0.1478358627	0.1223008518	0.0105121738	-0.1814375328	-0.0778392005	0.0103785668	-0.0843454101	-0.0219555255	0.0372850103	-0.0062521345	0.1026793737	-0.145715578	-0.0020325796	-0.0446976185	-0.0629965712	-0.0853451368	0.1121553975	0.0284317954	-0.1969405053	-0.1391679493	0.0811013938	0.1257424501	0.0527593557	0.0319394913356489	-0.0009560199583092	0.0010201311067799	9.139741606855344e-07	-0.0011874193560572	-0.0011400991477614	1.4099647271392955e-06	1.2998260667263008e-06	-0.0748681840018719	0.012048534574987	0.0001451671854046	0.0056052449757381	0.0014999989272614	0.0004621581575688	2.249996781785351e-06	2.1359016260738785e-07	0.0012072632404334	-1.022616667100025e-06	1.0457448478307634e-12	1.4574845317017536e-06	-0.0016479095071679	-0.0002632810324773	2.715605743814351e-06	6.931690206231317e-08	0.0	0.0	0.0	0.0
13434.82971065397	10.868985899162	118.13485447618235	180494649.35427064	21163.73641967773	-222.45496544471465	49486.21165100917	447903739.2415936	13616.841337139424	34.01104116586794	1156.7509211863637	185418368.00082892	15696.829951480991	13659.205983360702	0.907433	22.437943	0.0454738480402738	0.0225470151443272	0.0627675622	0.1083938425	-0.1479136105	-0.0059470393	-0.1607423952	-0.0195967241	0.0359517134	0.1023239544	0.0027992581	-0.0174923229	0.1535073021	-0.1026375841	-0.0514775857	0.0648257249	-0.0251869305	0.0181595056	0.0016980063	0.0527573777	-0.0347910277	0.2467431351	0.0251937788	0.079231103	0.07515825	-0.0690312478	-0.0684085859	0.0219636057	-0.0156612175	0.1677517925	-0.0510801548	0.065580153	-0.1374688062	0.0062846627	0.0365346505	0.0221519687	-0.0749416487	0.2047562456	0.132188508	0.000605349	-0.0659065851	-0.0101318856	0.0180114864	0.15161733	0.0313955764	0.0464111127	0.0066601768	-0.024135974	0.0102777206	-0.006269146	-0.1335431815	0.1081085799	0.0675969038	-0.2287271328	-0.0400769144	-0.0523000731	-0.0793859433	-0.0464076962	-0.0711676967	0.0785397384	-0.0452386893	-0.2046663044	0.1270982225	0.1512096088	-0.0351085507	0.0111353492	0.0598272164	-0.0800790262	0.0454091383	-0.2091458786	-0.0539203153	0.1224102548	0.0419779864	0.0363265875683396	0.0043870962326907	0.0013196209643602	1.924661335488893e-05	-0.0132392899944306	-0.0120518706383734	0.0001752787995566	0.000145247585884	-0.0880270971774166	-0.0131589131755446	0.0001731569959615	0.0077487698374823	0.0015000708245088	7.189724740000111e-08	2.2502124785425117e-06	5.169214183696967e-15	0.0014008551966522	0.0001935919562188	3.7477845512621785e-08	1.962395281987474e-06	-0.0015240540007608	0.0001238555064071	2.3227405972350004e-06	1.5340186467359197e-08	0.0	0.0	0.0	0.0
13424.866662995866	-9.963047658104188	99.26231863765534	180227044.91921777	21332.367919921875	168.63150024414426	28436.582874590826	455069921.070912	13618.467527043267	1.626189903843624	2.644493603362936	185462657.785132	15686.80709326298	13678.594949154998	1.013694	25.065447	0.1242177808589838	0.0667246737234167	0.0431366082	0.113305361	0.0869924776	-0.0732862415	-0.0488405493	-0.086486358	0.0927656658	0.1243954059	-0.1055225406	-0.0692200163	0.0565270712	0.184556477	0.0380224839	-0.0940588443	0.0009227618	-0.0461001613	-0.0003270145	-0.0031959515	-0.0916822244	-0.1558398761	0.0901628518	0.0172284581	0.1101411707	-0.1287425835	0.070145496	-0.0102516161	0.0409518335	0.3592879861	-0.0594360387	0.0833451672	0.2032513135	0.0055605719	0.1580083366	-0.0058525779	0.118566432	-0.0784289035	-0.100464393	-0.0319631892	-0.0520614574	-0.0463885489	0.103292531	0.0355328945	0.0846834736	-0.0825840309	-0.0323260198	-0.0211086067	0.0183924235	-0.0845862977	-0.0607889704	-0.0026631005	0.0572761755	-0.0309957901	-0.0809018088	-0.022457197	-0.210026633	-0.1737062103	0.1771462042	0.0734591789	0.1188678406	-0.2219475	0.1822320369	0.0511545597	0.0038168701	-0.0107430714	-0.0498283723	-0.152548507	0.0724233134	-0.0885274621	-0.104512004	0.1189108618	0.0309673479	0.0376098282295913	0.0012832406612517	0.0014144991794593	1.646706594689711e-06	0.0293080226248463	0.0425473126192769	0.0008589601901785	0.0018102738111224	-0.1122490295615818	-0.0242219323841652	0.000586702008423	0.0125998446375168	0.0008137675212103	-0.0006863033032985	6.622175785767561e-07	4.710122241184329e-07	0.0011299473275701	-0.0002709078690821	7.339107353060425e-08	1.2767809630828109e-06	-0.0013579592692556	0.0001660947315052	1.844053376957203e-06	2.7587459833784493e-08	0.0	0.0	0.0	0.0
13421.52610949872	-3.3405534971461748	11.159297667295538	180137363.10795584	21185.692329993613	-146.67558992826162	21513.72868080356	448833559.5011502	13616.944897836538	-1.522629206729107	2.318399701184509	185421188.35071653	15752.94627234486	13625.690939230995	1.222164	30.220243	0.0736630403504028	0.0377619558993779	0.0447797684	-0.1564713464	-0.0745982898	0.0703166453	0.0226585373	0.0626573991	0.0294843329	-0.1647297305	-0.0346890152	0.095983639	0.0160365521	-0.0802732123	0.0810510128	0.1444528801	-0.0637129866	0.0092127685	0.0153127497	0.1073469223	-0.002841222	0.0542258191	-0.1231989689	0.0735466341	0.0168723123	-0.1129628311	-0.1685442271	-0.097863364	-0.1742432256	-0.0144988525	-0.1382661588	0.0835888083	-0.0361630007	0.062027239	-0.1405391716	-0.0278303474	-0.1470555658	0.112990837	-0.1019464991	0.0066405978	0.0766867894	0.0504738642	-0.0825365542	0.1301513282	0.0171599941	0.1690562149	0.0002603908	0.0113878633	0.0171089919	-0.0261073216	-0.0996225512	0.0512397834	-0.116919147	-0.1299585981	-0.0049075572	0.1133171648	0.0327045474	0.1059199654	0.0720497065	0.0173542322	-0.073119447	-0.1623483429	0.1636032188	0.2854985632	0.2382254432	0.1926802635	-0.1616171401	0.0103609384	0.2673957118	0.0039813313	-0.2965578952	0.1152490509	0.0197875765	0.0555228145118746	0.0179129862822833	0.00308278293132	0.0003208750775492	0.0213395698535237	-0.0079684527713226	0.0004553772415334	6.349623956879883e-05	-0.1420002633724237	-0.0297512338108418	0.0008851359132673	0.0201640747978376	0.00077008987291	-4.367764830030005e-05	5.930384123585399e-07	1.907736961044704e-09	0.0010540700787111	-7.587724885900005e-05	5.757356894410624e-09	1.1110637308340244e-06	-0.0011169068166958	0.0002410524525598	1.2474808371815452e-06	5.8106284885094646e-08	0.0	0.0	0.0	0.0
13369.73701567338	-51.78909382534039	2682.1102392499097	178749867.86826694	21242.448976956883	56.7566469632693	3221.316974513187	451241638.5386165	13691.878426983172	74.9335291466341	5615.033790369463	187467534.8592872	15733.912675882186	13697.662704253364	1.669481	41.280975	0.3496245276196021	0.1946971611595006	0.0509071168	-0.0154693188	0.1491657079	0.0592658177	0.1302244849	0.065741173	-0.0409184297	0.0803397727	0.10427541	-0.1301747016	-0.4215569089	-0.1738125137	-0.0186308291	-0.1235012478	-0.261451372	-0.0144936262	0.7786111133	-0.0694023968	-0.0717513569	-0.0654569639	-0.1822940055	-0.05946475	-0.1889735368	0.1110351346	0.0696735548	-0.0417149052	0.0383678305	-0.0681229729	-0.099529068	-0.0527343762	0.1106012879	0.0510284109	0.1423308848	-0.0741342363	-0.6864334595	-0.3120004717	-0.1707058136	0.2471923045	-0.1578797174	-0.0210623583	-0.2737086921	-0.026525824	-0.0358170829	-0.0729074861	-0.1825329237	0.0508647611	-0.0648297318	0.1549215707	0.3222549648	0.1836762052	0.1387214486	0.1284765045	-0.5711744692	0.5975421878	-0.0428435828	0.1377600525	-0.1933379881	0.0515834018	0.005959539	-0.0111247316	0.0340704646	-0.0163695144	0.0056286048	0.029958811	0.0183945324	-0.0494937817	-0.0287519002	0.0016527498	0.031012618	0.1114298236	0.0084997322	-0.005919023741967	-0.0614418382538416	3.5034842057969024e-05	0.0037750994880112	0.0289010365709998	0.0075614667174761	0.0008352699148782	5.717577891949882e-05	-0.0969832959896592	0.0450169673827644	0.0020265273523408	0.0094057597010178	0.000393790219057	-0.000376299653853	1.5507073662496004e-07	1.416014294898876e-07	-0.0018519428405603	-0.0029060129192714	8.444911086972284e-06	3.4296922847025528e-06	0.0003128657154902	0.0014297725321859	9.788495592919481e-08	2.044249493793566e-06	1.0	0.0	0.0	0.0
13462.182987409917	92.4459717365371	8546.257690312617	181230370.78650895	21048.12722895696	-194.32174799992208	37760.94174574522	443023659.8463594	13613.376926081732	-78.50150090144052	6162.485643778867	185324031.3315745	15707.608823633318	13764.60270837431	2.07624	51.338837	0.4515963383088742	0.2596562602390844	0.0764211708	0.0673995277	-0.2625885139	0.3091424884	-0.0808217772	-0.2927517519	0.1114278538	0.1720968365	0.2522938606	0.3833272859	-0.1005724464	-0.1244365366	-0.1831669689	-0.0286937667	0.2161800268	0.3130318741	-0.146815749	-0.2113971301	0.2246986167	0.1445358772	-0.0814961448	-0.0792525985	0.2918137139	-0.161141247	0.0134975657	-0.1865813693	-0.0598487665	-0.1842756072	0.0019091223	0.0328786103	0.1530073941	-0.0370878026	0.1277728113	0.4616561703	0.1161138141	0.0310633922	0.0964779022	-0.1217239075	0.1162280481	0.4013331574	0.0553879471	0.0231466328	-0.1581235529	0.2495620858	0.0458699669	0.1026600936	-0.1983681817	0.2719881686	0.4261008179	-0.0041043942	0.0636847987	-0.0797330029	0.3107245669	-0.2000818714	0.0958212608	0.1597879337	-0.3176331329	-0.2036071717	0.4078053832	-0.1338539234	0.2229204285	0.0670240955	0.009297684	-0.0106367845	0.2253712535	-0.009974992	0.0871157997	-0.0035990894	-0.0861918125	0.1074583966	-0.0028345346	0.0242829882694195	0.0302020120113865	0.0005896635192927	0.0009121615295359	-0.1819234219274221	-0.2108244584984219	0.0330961314457828	0.0444469523011528	-0.16615867754129	-0.0691753815516307	0.0047852334128137	0.0276087061222703	0.0007899259698887	0.0003961357508316	6.239830379046033e-07	1.569235330869947e-07	0.0002227645915331	0.0020747074320934	4.30441092878359e-06	4.9624063240908894e-08	0.0006699122575138	0.0003570465420236	4.4878243276723604e-07	1.2748223317101037e-07	0.0	1.0	0.0	0.0
13410.730806754074	-51.45218065584231	2647.326894241434	179847700.7712228	21113.334916334887	65.20768737792605	4252.042493177336	445772911.2893259	13598.657421875	-14.71950420673238	216.66380409201227	184923483.677516	15681.871987039727	13760.718908153596	1.230904	30.436361	0.193675492107097	0.1074490500658674	0.1197576609	0.092581067	-0.0975939036	0.1270616385	0.1456679755	-0.1851469267	0.2221161303	-0.0614050317	0.0115016141	0.3882336098	-0.1491471187	0.014924491	-0.0751389134	0.0121202741	0.0194271432	0.1924693051	0.1601118233	-0.2833680481	0.1392781333	-0.0418600052	-0.1458709966	-0.0176723133	-0.0367084083	-0.19264707	-0.0485520146	0.0864096839	0.1771341516	-0.1022831356	0.1347428611	0.2022434314	-0.0075040771	0.0880354003	0.0828464907	0.2248967861	-0.0379323726	-0.1717074175	-0.015547138	-0.1764579488	-0.023076005	0.2148040573	-0.1862043935	0.0938823875	-0.2152021738	-0.0869921519	0.0060502473	0.1599850431	-0.1324354599	0.1690698653	0.259414329	-0.1719781785	-0.051854149	-0.0386582415	0.0589308349	-0.0229459618	-0.0823807768	-0.109745067	0.0842038506	0.022966378	-0.133875951	-0.1312210294	0.0082304476	-0.0745135134	-0.0555872372	0.1246520818	-0.2160607157	0.3029773328	-0.1452017034	0.1439256113	-0.1364907543	0.1033401944	-0.0141533203	0.0201777350557534	-0.004105253213666	0.0004071409919801	1.685310394831583e-05	-0.0929679850337095	0.0889554368937126	0.008643046241228	0.0079130697529512	-0.1944937575451746	-0.0283350800038846	0.0008028767588265	0.0378278217240411	0.0003169998090336	-0.0004729261608551	1.0048887892733887e-07	2.2365915362114398e-07	-6.70020575286312e-05	-0.0002897666490617	8.39647109084645e-08	4.4892757130700045e-09	-1.298937248604386e-05	-0.0006829016299998	1.6872379758119323e-10	4.663546362564438e-07	0.0	0.0	0.0	0.0
13370.567142690672	-40.16366406340239	1613.1199109978409	178772065.7171994	21083.36188331017	-29.97303302471846	898.3827087008635	444508148.30261606	13594.469786658654	-4.18763521634537	17.536288705175934	184809608.78037497	15681.691496777596	13509.96955474925	1.05848	26.172871	0.150141456988787	0.0771528655811151	0.0256604103	-0.0377220817	0.1244508696	-0.0149208099	0.211856998	-0.1474231884	0.0847971211	-0.2219241247	-0.0837085299	0.1800403052	-0.1120322925	0.0089742486	-0.1408249303	0.0216759641	-0.004484978	0.116823774	0.0128549879	-0.0994984902	-0.0541632791	-0.3225830839	-0.132648511	0.1480513214	0.0030658905	-0.1790658237	0.0088569624	-0.0112078214	-0.0179873834	0.0238572797	0.0075086729	-0.1222111243	-0.2160822947	0.0883312851	-0.101852959	0.0911488904	0.0370518819	-0.2788319075	-0.0804062502	-0.1515364476	0.005023118	0.0612158619	-0.1800279147	0.0851223097	0.138797642	0.0464044873	0.062755429	0.1337735622	-0.1115336478	0.0988280566	0.1539181683	-0.1437288414	-0.1860952442	0.0975845551	0.0115223031	0.0866057466	-0.133397663	-0.0752625692	0.260722185	0.0129099936	-0.0950294046	-0.0453654191	-0.0735171121	-0.1816697432	-0.0353448344	-0.0264438794	-0.0416556039	0.2105434965	-0.0285064139	0.004371448	-0.1691872696	0.0990808418	-0.0253948054	0.0293279827010053	0.0091502476452519	0.0008601305693104	8.372703196943795e-05	-0.0446572740119961	0.0483107110217133	0.0019942721221825	0.0023339247994235	-0.1578639215316002	0.0366298360135743	0.0013417448863813	0.0249210177213352	-9.60370222167723e-05	-0.0004130368312503	9.223109636264817e-09	1.705994239693485e-07	0.0001549773144389	0.0002219793719675	4.9274841579099586e-08	2.401796799069369e-08	0.000473007670461	0.000485997042947	2.2373625631494198e-07	2.3619312575327077e-07	0.0	0.0	0.0	0.0
