global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
13520.30200414334	22.88988297463584	523.9467425925236	182798566.2832424	21265.606880935968	-94.81193273208191	8989.302588392826	452226036.0145112	13790.446689935376	-15.533970208818571	241.30423044846293	190176419.9079496	15886.358691499434	14778.66857616718	1.154607	23.129505	0.0691050683674677	0.0448354667263908	-0.1691042393	0.0418804974	0.1124032609	0.0158497657	0.0340231928	0.1000458064	0.0366331516	0.0246414508	-0.0642064395	-0.2435735856	-0.1521917808	0.0156311632	-0.0573697906	0.0181536786	-0.0825594211	-0.0636902809	0.0892715308	0.0788342349	-0.0490332362	0.0936955716	0.0493220239	-0.0185377558	0.1206200875	-0.0340777406	0.1165116775	0.0419048319	0.0916330245	0.0846562513	-0.2732656118	-0.0331129136	-0.0988241203	0.1191000461	-0.1290374418	0.1314381733	0.0287643414	0.1656482333	0.1886181336	-0.0136376013	0.0222299273	0.0502484033	-0.0756327945	-0.0410822933	0.0230896765	0.1830870904	0.0766948705	-0.0996290648	0.2393881661	-0.0032800257	0.1008588804	-0.038199699	0.2013023183	0.1102200997	0.0547364757	-0.0539245108	-0.0819461869	-0.2233347356	-0.0214580891	-0.0192889015	-0.1922010904	-0.1304507006	-0.2769770641	0.010110795	0.0949542146	0.0863083104	-0.023035636	-0.074699395	0.0231415266	0.0912049945	0.0730356601	-0.0448418123	0.1075262108	-0.2655345863	-0.1020971794	-0.0091892655	-0.0648252916	0.1419863355	0.1094628008	0.0112929390624998	0.0062492143704702	0.0001275304726693	3.905268024809127e-05	0.0150561958303967	-0.0366774087228663	0.0002266890328832	0.0013452323106241	0.0905725532120698	0.0006813122061829	4.641863222938206e-07	0.0082033873953532	0.0007420032109686	0.0003229858404163	5.505687650877127e-07	1.0431985310948821e-07	-0.0003179926449783	-6.702195710310002e-05	4.491942733929779e-09	1.0111932226029515e-07	2.0117975326134035e-05	-0.0001199348638394	4.047329312229378e-10	1.4384371564191245e-08
13543.000540143135	22.69853599979615	515.2235365340418	183412863.63031727	21455.58865894991	189.98177801394195	36093.07597733872	460342284.70206	13801.588773750964	11.142083815588194	124.14603175359235	190483852.67972863	15860.43499010392	14911.783872017491	1.166868	23.37513	0.1779150789149136	0.1426892224790256	0.0519740225	0.131682241	0.0478880304	-0.0519708342	-0.0158111271	0.0543158839	0.0155855084	-0.1223041992	0.1340087714	-0.1099102738	0.1786001024	-0.1157571494	0.1096419149	0.011061621	-0.1812141866	-0.0435609696	-0.1238343455	0.139792426	-0.1002369943	-0.0647729473	0.064851654	0.1564187593	-0.0658513864	0.1034256771	0.1106426221	-0.0737512086	-0.0119056615	-0.0775263971	0.0985978124	-0.0555598307	0.1359041223	0.0628655068	-0.0533262065	0.0773666376	0.0471492829	0.0079936643	-0.0417565763	-0.2277724865	0.0812708548	-0.1437980136	0.0895447844	0.1340176673	-0.1494682269	-0.0908491164	-0.0074532929	0.0444891913	-0.0659651515	0.0020395533	0.1616058789	-0.1391586741	0.0039779823	0.166692684	0.0050969155	0.0321757243	-0.0644805589	0.0133299124	-0.1316478356	0.1010446361	-0.0702219054	0.0922742821	-0.0727539388	-0.1090128718	0.0419383547	-0.0779588889	0.043949667	-0.022212688	-0.0676406289	-0.0994719614	0.0438484114	-0.0407390827	0.033027364	0.0075893979	0.0774467125	0.0544238903	0.0780486873	0.1397444952	0.1012278027	0.0051369179779499	-0.0061560210845499	2.638792631218489e-05	3.789659559342293e-05	0.0302235530551513	0.0151673572247546	0.0009134631592775	0.0002300487251833	-0.0497982544168849	-0.1403708076289547	0.019703963634405	0.0024798661429687	0.0008709959135889	0.0001289927026203	7.586338814885626e-07	1.6639117329289156e-08	-0.0004765071135282	-0.0001585144685499	2.5126836739657242e-08	2.270590292429769e-07	-1.6792713036753405e-05	-3.691068836288744e-05	2.819952111347477e-10	1.362398915422194e-09
13501.071063166686	-41.92947697644922	1758.0810395185854	182278919.85267684	21384.649303959864	-70.9393549900451	5032.392086403637	457303225.8533511	13757.81519609616	-43.773577654803375	1916.1261007011012	189277478.96993443	15856.129672994444	14704.835673992451	0.987431	19.780577	0.1714703197890167	0.1189487458116628	0.1157879403	0.0207529907	-0.0006009221	-0.0175677063	0.127589917	0.079693364	0.1046834115	-0.0948810991	0.1031670883	0.009416143	-0.1523544561	-0.2084307461	0.0083865745	0.1489691907	-0.0329002867	0.0816675779	-0.1204799727	-0.008328642	-0.1570519674	-0.1802543476	0.0633939564	-0.0636573453	0.0553495915	-0.0388714793	-0.1341279921	-0.0644081478	-0.0438158806	-0.0199063612	-0.0095172011	0.0919742942	0.0420660227	-0.0158020756	0.1021058576	0.1325826547	0.0398257642	-0.1366985331	-0.0163331591	-0.0862689614	0.1289022172	0.1108335142	-0.1142855891	0.0350294126	-0.1416246126	0.1071618889	-0.0003795882	-0.0402084262	0.0614929565	-0.0906883318	0.0895336614	0.0323956294	-0.0070961564	0.1276065701	0.0459748632	-0.0424496538	-0.2170160062	0.1287142713	0.0079652422	0.0060989382	-0.126999055	0.0062887361	-0.0249633328	-0.0937585396	0.0643574726	-0.0657546166	0.0007056897	-0.0353524479	0.1048146696	-0.0430966719	-0.0720555016	0.026864877	-0.098467001	-0.002461821	0.0998224623	-0.0022375595	0.0910922939	0.1373117808	0.0924399334	0.0111253412690075	0.0059884232910576	0.0001237732183518	3.5861213512881143e-05	0.0420802454560345	0.0118566924008831	0.0017707470576401	0.0001405811546891	0.0603096695714384	0.1101079239883233	0.0121237549250183	0.003637256243816	0.0004190091884036	-0.0004519867251853	1.7556869996664358e-07	2.0429199974373194e-07	-0.0001789785080366	0.0002975286054916	8.852327108577616e-08	3.203330633900729e-08	0.0001040375584614	0.0001208302714981	1.0823813570609222e-08	1.4599954510317464e-08
13468.000773723064	-33.07028944362173	1093.644043884919	181387044.84100503	21380.237405216	-4.411898743863276	19.46485052610235	457114551.5033975	13779.3219928506	21.506796754440074	462.5423066367941	189869714.58265623	15863.651861370368	14617.269397442158	0.95583	19.147543	0.053012870608634	0.0295814205930754	0.071782309	-0.1100675605	0.0007957693	-0.0288417966	0.2552299321	0.0943156095	0.1514816978	-0.0309318334	-0.0647390685	0.0631133481	-0.0765002325	-0.0611690238	-0.153438124	0.115806624	-0.1241222327	0.0697837795	0.0554978507	-0.0721359041	-0.1730493842	0.0353994526	-0.0339365069	-0.0170897653	0.0054005734	-0.0397666228	-0.0180294123	0.0659104538	0.0408104567	-0.2258412296	-0.0634844813	-0.1433809209	-0.037837716	-0.1797304604	0.0665814737	0.1658925086	0.0601916065	-0.0807791711	0.0121815673	0.0940168722	0.1316366656	0.0508402537	0.0114895876	0.1034656916	0.0707901082	0.0943902634	0.0939122454	0.0164806993	-0.0377719738	0.1761591102	-0.0342071928	-0.062405277	-0.1682934785	0.1070041429	0.075003722	-0.0664248295	-0.1666829086	0.0803227087	0.1854418254	0.0227675888	-0.0806620998	-0.0276827288	0.0233613537	-0.0943417807	-0.0093606483	-0.0169893778	-0.0636908504	-0.1104328775	-0.1415410865	0.0213630455	-0.0043021442	0.0319423053	-0.0206229224	0.0647150174	0.0542241468	-0.0860611443	0.0096243339	0.1346915149	0.0831471893	0.0051192265378148	-0.0060061147311927	2.6206480345467303e-05	3.607341416424997e-05	0.06017226917605	0.0180920237200155	0.003620701977795	0.0003273213222856	0.0821245424052392	0.0218148728338008	0.0004758886767549	0.0067444404652699	0.0004190222997375	1.311133390004054e-08	1.755796876773033e-07	1.719070766383523e-16	-0.0002129555275032	-3.3977019466599993e-05	1.154437851833715e-09	4.5350056694166175e-08	0.0002120446141334	0.000108007055672	4.49629183829825e-08	1.1665524074934506e-08
13494.820780040314	26.820006317249863	719.3127388573225	182110187.8854079	21348.43351476333	-31.80389045267293	1011.4874479256204	455755613.5342701	13776.669294945988	-2.6526979046120687	7.03680617313326	189796616.8623076	15860.45058078135	14693.189517681416	1.029699	20.627304	0.0737231268521192	0.0414518011229898	-0.1132860795	-0.1110427672	0.0012293881	0.0238928055	0.1577232044	0.0937829639	0.1611295317	0.0014511011	-0.1281510618	-0.1057424544	-0.0173312216	-0.0252640147	-0.1816125029	0.0112131998	-0.1433953297	-0.0747850832	0.1874121381	-0.0700573073	-0.0576881	-0.0207310567	0.2303634191	-0.1568147186	-0.009182512	-0.0556033798	-0.0135007282	-0.0105380794	-0.0914334674	0.0297542698	0.0109216489	0.0229406004	0.0651872279	-0.0733346753	0.0345898582	0.1252781517	0.0999753301	0.0418177594	0.1295633376	0.1302934683	0.1302606768	-0.0270388899	-0.0951142498	-0.0354724966	-0.0831615224	-0.0430950626	0.1477084222	-0.068177814	0.0517937227	0.1721514357	0.0731415181	0.0171971385	0.0081058789	0.1202431499	0.0622372979	-0.0724853559	-0.0718997849	-0.1545274423	0.1617169594	-0.0568246069	-0.1110672326	-0.0819411477	-0.003989718	-0.1209094344	0.0945551781	-0.0962097231	0.1393182207	-0.0707974161	0.0378656503	0.0253450199	0.0410546133	-0.01750606	0.2182584012	0.1017273441	0.0793278756	0.0356137006	0.0832831991	0.1318872767	0.0734003241	0.0051174263623323	-1.8001754824997771e-06	2.61880525738936e-05	3.240631767793306e-12	0.0358952751973902	-0.0242769939786598	0.0012884707814963	0.0005893724366398	0.0660964633570273	-0.0160280790482118	0.0002568993179757	0.0043687424683068	0.0006329784309093	0.0002139561311717	4.006616939963994e-07	4.5777226066004466e-08	-0.0001930703007606	1.9885226742599987e-05	3.9542224260461366e-10	3.727614103578854e-08	-0.0002224391009475	-0.0004344837150809	4.9479153630332096e-08	1.8877609867050078e-07
13508.56302610395	13.74224606363532	188.84932687350047	182481275.03022268	21383.168267941943	34.73475317861448	1206.5030783792688	457239885.1751192	13794.395949375485	17.726654429496193	314.234277262777	190285359.6081468	15866.457295735678	14809.593182490422	1.087281	21.780798	0.0310185482025247	0.0148973500446003	-0.0501433945	0.1353818956	0.1606245117	0.0710364066	0.0593879058	-0.0101841892	-0.0244533528	-0.0900223292	0.1146537536	-0.2300021382	-0.0390444799	-0.0288158302	-0.1329161995	-0.026510802	-0.0572827223	-0.032789836	-0.0483269804	0.2518213312	-0.1417845153	0.1410949051	0.017730914	0.1079176578	0.1332711155	-0.0749210319	0.024746501	-0.0239505471	0.090016129	-0.0931426825	-0.0018438893	-0.0254373634	0.0415582582	-0.0908407235	-0.1271002782	0.0307055358	-0.0019855439	0.0843705251	0.1962086907	-0.1855427183	0.0985843302	-0.0402638052	-0.066297921	0.0577430909	0.0596710977	-0.024283048	0.0744645586	0.0732087495	0.1316614222	0.1973170063	-0.0653807757	-0.1253868189	-0.0785140832	0.1100508664	0.0029906267	-0.1285597158	-0.1925671283	-0.1256893543	-0.1077428523	-0.1128087847	-0.0057929276	-0.0849689532	-0.0069961884	-0.0971002557	0.1741845591	0.0135275814	0.0274645184	0.0113992174	-0.0862069188	-0.0035931314	0.0966425293	0.0581293253	-0.0536591925	-0.0445951729	-0.0248253571	0.1269581907	0.0510628934	0.1289028963	0.0632525717	0.0071161180245837	0.0019986916622514	5.063913573980502e-05	3.994768360753264e-06	0.0341431060524684	-0.0017521691449218	0.0011657516909101	3.0700967124159973e-06	0.0594532527899929	-0.0066432105670344	4.4132246637957545e-05	0.0035346892673107	0.0005409991130783	-9.197931783099996e-05	2.926800403515072e-07	8.460194908656111e-09	-4.901244360677737e-05	0.0001440578571538	2.0752666207751172e-08	2.4022196283075316e-09	-4.598673936598074e-05	0.0001764523615815	2.114780197514643e-09	3.1135435907695214e-08
13515.988619443156	7.425593339206898	55.13943643927385	182681948.3609169	21322.52551987592	-60.64274806602407	3677.542892999266	454650094.5457598	13776.41426293644	-17.981686439045006	323.3410471921351	189789589.94403857	15840.28536482561	14576.279130202074	1.156158	23.160585	0.1438495060624266	0.1143602644277566	0.155012092	0.0166687103	-0.0659488411	0.0590990472	0.1434515405	0.0535166935	0.1647430389	-0.0618629798	0.1110458664	-0.0325739887	-0.0671385483	0.059678296	0.0425871976	0.1432978825	-0.10838784	0.1994093709	-0.1157999252	0.0498974903	0.0204077325	0.0270321649	-0.0824596423	-0.104775673	0.0091316655	-0.1697136232	-0.2713825607	0.0822620998	0.0348711948	0.1679572197	0.0525827157	-0.1027451378	-0.035999044	0.0250564022	-0.1199992519	0.0985298179	0.0920982397	-0.179120854	0.0001442197	-0.1302417685	-0.0377157646	-0.0071676131	-0.1468523616	-0.0659780915	-0.0461348177	0.1274989782	0.0154985935	0.0904101372	0.0784770217	-0.0400668548	-0.2409771646	0.0959196217	-0.0915903055	0.1645505484	0.0123187734	-0.042695491	-0.044403346	0.0609271596	-0.0826364828	0.0258514853	0.0413021427	0.1100614988	0.2200405583	-0.108874444	0.0951272348	-0.0427881176	-0.0007339678	-0.0895256953	0.0266054672	-0.0474833171	-0.0855238913	0.1258796263	0.0891329931	-0.0281144867	-0.0201061815	-0.045484893	-0.121335403	0.1257424501	0.0527593557	0.005014567596433	-0.0021015504281506	2.514588817919584e-05	4.416514202060389e-06	0.0204692850401073	-0.013673821012361	0.0004189916300531	0.000186973381078	-0.0541709039966207	-0.1136241567866136	0.0129104490054689	0.002934486839811	0.0005160065811661	-2.499253191219999e-05	2.6626279180672695e-07	6.246266513823347e-10	-0.000197981712124	-0.0001489692685172	2.2191842962556383e-08	3.9196758335550414e-08	6.905101691062111e-05	0.0001150377562766	4.7680429363908835e-09	1.3233685369154849e-08
13501.514519028646	-14.474100414510758	209.4995828093405	182290894.3075413	21382.1148334578	59.58931358188056	3550.886293159695	457194834.75117606	13749.116251627604	-27.298011308836067	745.1814214173418	189038197.7007703	15848.822682310303	14711.866416197558	0.941673	18.863928	0.1373869149988226	0.1047076519367627	0.1561336416	-0.0275336243	-0.0124117225	0.0286659397	0.1884583918	0.0286051132	0.1846205113	-0.0906353957	0.0421582204	0.0756868108	-0.1020107993	-0.018515188	-0.1727818563	0.1758982871	-0.0582730647	0.0741439059	-0.0517504107	0.045265071	-0.0136657859	0.0080768974	-0.0712042007	-0.14186993	0.0438047957	-0.0109737771	-0.0385897888	0.0858482002	-0.1823668417	0.0432311304	0.0509637906	0.1053942967	-0.0263014362	-0.1000022222	0.0573523623	0.1269470648	0.0386582994	-0.1614125021	0.0078282186	-0.0577867669	0.0783313088	0.0389227899	-0.1206015475	-0.0697857185	0.0718718183	0.0949297223	0.0759621728	-0.0845666783	-0.058484399	0.0543030521	-0.0049988019	0.0544560376	-0.0184622764	0.1309192615	0.0765341726	-0.0553206057	-0.1022044655	0.0750497619	0.0313520179	0.0092844764	0.0221087167	0.0467480077	0.1172505368	-0.1118253155	0.0237829282	0.0958511059	-0.0636308139	0.0123212518	0.0261532012	0.0522278064	-0.0994895413	-0.0072151498	0.0232075877	0.0357725104	0.0574091429	0.0150725762	-0.0240672591	0.1224102548	0.0419779864	0.0109492066825254	0.0059346390860924	0.0001198851269766	3.521994108217564e-05	0.0355488502282099	0.0150795651881026	0.0012637207525476	0.0002273932862622	0.046550809716237	0.1007217137128577	0.0101448636132548	0.0021669778852373	0.0003250045967173	-0.0001910019844487	1.0562798788737485e-07	3.6481758063379635e-08	-0.0002829946390219	-8.501292689790002e-05	7.227197739747693e-09	8.00859657151355e-08	3.204598802192176e-05	-3.700502888869935e-05	1.0269453483011526e-09	1.3693721630534732e-09
13543.355600748808	41.84108172016204	1750.676119513278	183422480.9283341	21449.37827435662	67.26344089881968	4524.370481549008	460075828.35644174	13798.370427637925	49.25417601032132	2425.973854455712	190395026.4583128	15851.133387752465	14888.102971590482	1.03044	20.642139	0.1819183985340792	0.1197826677324263	0.1175939568	-0.1173166397	0.080796801	-0.0194096602	0.1066088913	0.0949217738	0.1461182977	-0.0753877884	0.0344899814	0.1802660173	0.1163184232	0.1128698716	-0.2032904701	0.1795603304	-0.1282441185	0.094215098	0.1469577123	-0.0034244561	0.0083020434	0.0265385488	0.038844952	0.1661827953	0.1386277684	-0.1696789414	0.1487447421	0.1811784625	-0.2278353379	-0.0258616404	-0.0644710255	0.0220960629	-0.0518729054	-0.1375451072	0.0990950044	0.0997603519	0.0837695557	-0.149935747	-0.0188016299	0.0231721932	-0.0805429199	-0.2615430494	0.0066725557	-0.025592166	0.0179204358	0.0026198043	0.1907828739	-0.0169302954	-0.034528465	0.0870250337	-0.0945229665	-0.2031852222	-0.0407811564	0.1699573465	0.0282032479	-0.1178842306	0.1023558115	0.090197282	0.0318332145	-0.0259973178	0.0772479042	-0.0515074789	0.0330347323	-0.0417757784	0.1332369579	0.0784357436	0.0830277521	0.0666089219	-0.2122794664	0.1768393424	0.165118549	-0.0728866468	0.1449706722	0.0510558479	-0.1121567168	-0.2925806275	0.1135681518	0.1189108618	0.0309673479	0.0031882072914157	-0.0077609993911097	1.0164665733036231e-05	6.023311154880514e-05	0.0096911887134041	-0.0258576615148058	9.3919138678811e-05	0.0006686186590142	-0.071844554146395	-0.118395363862632	0.014017462184165	0.0051616399604942	-1.803153270861354e-05	-0.0003430361294259	3.2513617182179993e-10	1.1767378609151213e-07	-0.0002829978192804	-3.180258499959915e-09	1.0114044126567292e-17	8.008776571746192e-08	-0.0002230021776043	-0.0002550481656262	4.9729971216259764e-08	6.504956678930064e-08
13544.999285967628	1.6436852188198827	2.7017010985669656	183467005.65686357	21343.26251819087	-106.1157561657492	11260.553706628738	455534854.9204113	13761.225851176698	-37.14457646122719	1379.719560483953	189371336.92709383	15829.00596591474	14750.662834460918	1.066012	21.354744	0.1508211865037995	0.1165038575424797	0.0647922776	-0.1826560191	0.1293126617	0.0593760014	-0.0348683764	0.0415438959	0.1062438188	-0.0590377642	-0.0851925575	-0.0991311149	0.0525934591	0.0486794766	0.0291089757	0.080306406	-0.0539154316	0.1809231034	0.1587790319	0.093665158	-0.112352568	0.0599558993	-0.023795882	-0.0355437807	0.0086935851	0.1766441337	-0.0649521322	0.0544645594	0.1244255004	-0.0304520828	0.1053121278	0.0162488413	0.0629532914	-0.1648158798	-0.0568988971	0.0420709915	0.0687726418	-0.1211284085	0.1728476102	0.0314453065	-0.0698945934	0.0005380777	0.0087384484	0.180755228	0.1477839955	-0.04236469	0.0769084616	0.0950102852	-0.0956808305	-0.0402338143	-0.0753098244	-0.04436525	0.0462569931	0.099672179	-0.0582984524	-0.23244733	0.0226972368	-0.0391373467	0.1087517869	-0.0684608724	0.0660923108	0.0559975543	0.0447045722	0.0965549034	-0.0827236799	0.1001972477	-0.1256717613	0.0222718676	-0.032016923	-0.0942520846	0.1778940243	-0.1156793598	-0.1398390344	0.0538131752	0.025784826	-0.0408938422	0.1256200665	0.1152490509	0.0197875765	0.0047773523122174	0.0015891450208017	2.2823095115048936e-05	2.5253818971388358e-06	0.0215659567036823	0.0118747679902782	0.000465090488545	0.0001410101148229	0.046162416546764	0.1180069706931589	0.013925645132176	0.0021309687014369	0.0003039753883352	0.0003220069210438	9.240103671353565e-08	1.0368845720011677e-07	-0.0002180341861772	6.496363310319999e-05	4.220273625967181e-09	4.7538906341953914e-08	-0.0002229666757601	3.5501844199994053e-08	4.971413849950957e-08	1.2603809416006509e-15
13526.304297828354	-18.69498813927385	349.50258152758977	182960907.9574498	21497.40247778799	154.13995959711974	23759.127144601705	462138313.2920052	13757.132098162616	-4.093753014081813	16.758813740303925	189258683.56629613	15870.251014612406	14900.019194969764	1.028825	20.609789	0.0760953257637803	0.0356930379880018	0.0340585328	-0.1335622493	0.0602132984	0.2334372327	-0.0823182737	-0.1126230731	0.1934977294	0.043265231	-0.0635067572	-0.095701696	0.1249633083	-0.1554848399	0.2037957419	-0.1155943577	-0.0021985365	0.2351206525	0.1094328058	0.0181063741	-0.0695270536	0.0586590562	0.2535697767	0.0646988003	-0.0964636533	0.1787065175	0.0229475586	0.0367334243	-0.1190674718	0.024721426	-0.093953633	0.0793281914	0.3184607638	0.0987042707	-0.0847327655	-0.0569428243	0.2097354627	-0.0561936573	0.1807016725	0.06634959	0.0427967126	0.1409375223	-0.0111404524	0.1599030641	-0.0034333368	-0.2868917654	-0.130065466	0.1117011677	-0.1319075642	-0.120659248	0.1675594559	-0.1376533347	0.1628479039	0.0439555939	-0.2517603626	-0.2665689028	-0.0153435459	-0.0641660918	0.0732868174	-0.0981007542	0.0184527939	0.0381258581	0.0668800028	0.114709231	-0.0928271774	-0.0170917872	-0.2402990441	0.1700524541	0.000448804	-0.330262731	0.1436752131	0.0712394213	-0.2334872011	-0.0648601351	-0.0337495603	-0.1441357244	-0.1347853881	0.1114298236	0.0084997322	-0.0067487133400447	-0.0115260656522621	4.5545131746097286e-05	0.0001328501894202	0.0019527242191372	-0.0196132324845451	3.8131318760049873e-06	0.0003846788884928	0.0646729927375133	0.0185105761907493	0.0003426414309135	0.0041825959896264	-9.902287849767732e-05	-0.0004029982668328	9.805530465965764e-09	1.62407603070303e-07	-0.000282991990987	-6.49578048098e-05	4.219516405708076e-09	8.00844669627863e-08	-0.0001620137186783	6.095295708180001e-05	2.6248445039971333e-08	3.715262977015754e-09
13516.64874098166	-9.655556846693798	93.22977801973548	182699793.1870811	21439.86835793888	-57.53411984910781	3310.1749468115013	459667955.20574886	13784.041746539837	26.909648377220947	724.12917578567	189999806.87035295	15834.408582536926	14800.173842503476	1.149228	23.021744	0.147442374694264	0.1272923784162732	-0.0859571482	-0.0981616633	-0.2027152903	0.1606925253	-0.1044690056	-0.0981018034	0.1787112159	0.1846974547	-0.0045927649	-0.0598476539	0.2022370481	0.0042229152	0.0574025748	-0.1718143066	-0.1074230249	0.152411724	0.0172626072	0.1260323638	-0.0389443181	-0.018274583	0.2360255737	0.0841690678	-0.0694090076	0.0812232918	0.050363773	0.0253731351	0.0575034143	0.0254120789	0.2566511847	-0.0872330814	-0.050046958	0.062548307	0.0090028258	-0.151965882	0.2564879468	0.022000949	0.0318100072	0.0146721655	0.0159882471	-0.0909239967	0.0181294963	-0.0631579217	-0.169179144	-0.0492550033	0.1062235175	0.1698996082	-0.0950689225	0.116986078	0.0071080094	0.025351646	0.2449203668	0.0837534376	-0.2726525492	0.0008192046	0.059156044	-0.0755510614	0.0053986097	0.0128476833	0.0216936786	-0.0402581135	0.2195690574	0.0208415043	0.0625394827	-0.1193510492	-0.1368750188	0.1755560698	0.134248001	-0.0406260591	0.0200543959	-0.0687548763	0.1001894058	0.1239372262	-0.1132583937	-0.0474989837	-0.1892206737	0.1074583966	-0.0028345346	0.0065186951058251	0.0132674084458698	4.249338588270811e-05	0.0001760241268695	0.002848961208997	0.0008962369898597	8.116579970369647e-06	8.032407419929551e-07	-0.0603540094677441	-0.1250270022052574	0.0156317512804334	0.0036426064588325	4.997929646406238e-05	0.0001490021749617	2.497930075042638e-09	2.2201648143328893e-08	-0.0002830038124208	-1.1821433800005433e-08	1.3974629708791088e-16	8.009115784470735e-08	-0.0001459931740083	1.6020544669999992e-05	2.1314006857017765e-08	2.566578515234652e-10
13514.053128115658	-2.5956128660018294	6.737206150154231	182629631.9495326	21329.70744533165	-110.1609126072326	12135.42666645834	454956419.7034364	13762.109938633295	-21.931807906541508	481.0041980494366	189395669.96302933	15820.252750930593	14666.349108475904	1.110514	22.246216	0.0392522931441738	0.021425666027723	-0.0671329101	0.119159324	-0.1919204252	0.0706221841	-0.0410375772	0.0223423603	0.0247792694	0.1292536777	0.1576455342	-0.0737018164	0.0886036838	0.1197022765	-0.0687751788	-0.1540595389	-0.0711325354	-0.0276686799	-0.110249143	0.0719584796	0.0410924757	0.0500167627	-0.0645675982	-0.0856775342	-0.1314244832	0.1571271431	0.1659268778	0.0544702011	-0.1640696652	0.0278640954	0.0467557256	0.0525859994	-0.0193584412	-0.067315518	-0.0302134193	-0.0987797681	0.1328402826	0.0847411257	-0.0713017919	-0.1916321589	0.0119919278	-0.1512987986	0.1635115227	-0.0192165306	0.1256985212	-0.0367427402	0.0889055588	-0.0415287237	-0.2883642743	0.0407904217	-0.0072320904	0.0390242533	0.0271073794	0.111498024	-0.1409915751	0.1809327635	0.0676517459	-0.1019684741	-0.1440550948	0.050513207	0.003781265	0.0782908392	0.2461225396	0.0940003813	-0.0862447267	-0.0042411154	-0.1357010299	0.0404894948	-0.2390946262	0.1029150293	-0.0446419893	-0.1534850381	0.1814674336	0.1258580899	0.144582265	0.0974694567	-0.0309485386	0.1033401944	-0.0141533203	-0.0112754775311003	-0.0177941726369254	0.0001271363935543	0.0003166325798327	0.0012078134858484	-0.0016411477231486	1.4588134165972631e-06	2.6933658491958336e-06	-0.0725706476598304	-0.0122166381920863	0.0001492462487163	0.0052664989017672	8.981876805390907e-06	-4.099741965867148e-05	8.067411094721916e-11	1.6807884186692223e-09	-0.0002040006592869	7.90031531339e-05	6.241498205098453e-09	4.1616268989489866e-08	-0.000177999293056	-3.200611904769998e-05	3.1683748328435775e-08	1.0243916564955432e-09
