global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2
10113.146085575983	-4.91297927100095	24.137365317285024	102275723.74820083	12229.594241907102	17.824177657024848	317.70130914918377	149562975.32168734	11059.89606785843	24.818690758960656	615.967410988919	122321301.03183036	11244.829446320486	10305.339403584056	0.964313	22.43787	0.1034371648046501	0.054542694838371	-0.189558695	0.0232740909	-0.0479307337	0.0941098585	0.0404199264	-0.0835928153	-0.1316747859	-0.0122364069	0.0620480177	0.174731814	0.0157656196	-0.2165226497	-0.0674766748	-0.0287267034	0.0333065222	0.0272702247	-0.1343239337	-0.0395878459	0.0295892135	-0.0471600651	-0.0541200289	-0.1262564355	-0.0259833712	0.0317908303	0.0996239029	-0.1540103501	0.1097630259	-0.0726805544	0.001650978	0.0977035412	0.010244382	-0.1096974475	0.0274545652	-0.1232217161	0.0134001611	0.1728135939	-0.0118750883	0.0819430905	0.1445181154	0.0285935044	0.0019343221	-0.1045175733	-0.012991328	0.0592240576	0.1693423686	-0.0878020993	0.1446121763	0.0904026244	-0.0943768435	-0.1319824151	-0.0163384113	0.0234939375	-0.0356989917	-0.0672780455	-0.085901291	-0.0967910617	0.0191092095	0.0470961379	-0.101555135	0.0138899982	0.0501206961	-0.0153551798	-0.1210090899	-0.0762394213	-0.1724568822	0.0295229468	-0.0740416844	0.1657653817	-0.0419707341	0.0812695425	0.0674184945	0.0944537141	0.0787176232	0.0375088622	-0.0802936843	0.0758023853	-0.1021402728	0.0018178177	0.1218792217	0.1419863355	0.1094628008	0.0188488500652113	0.0009380047591918	0.0003552791487808	8.798529282666535e-07	0.0632512374823903	0.0108426827778202	0.0040007190430537	0.0001175637698204	-0.0305341100164326	0.0461678381119129	0.0021314692759277	0.0009323318744956	0.0021630453723757	0.0007480135272507	4.67876528295593e-06	5.595242369500337e-07	-0.0002210704609379	-8.740430265299998e-05	7.639512122257221e-09	4.887214869929556e-08	0.0003977392597959	-7.43549532108e-05	1.5819651878299042e-07	5.5286590669802585e-09
10120.497590877278	7.35150530129431	54.04463019495834	102424471.48695278	12335.459232141477	105.864990234375	11207.396157324314	152163554.4678244	11032.590498075018	-27.30556978341156	745.5941411967582	121718053.09821518	11259.60899579643	10439.081865519503	1.042888	24.266159	0.1456917415665489	0.0984794551177815	0.0354155457	0.0165271957	-0.160606036	0.2067249723	0.0615201101	0.0584479889	-0.1858643843	0.1867098736	-0.0234461609	0.1915657709	-0.0275191997	-0.1340633274	0.0072342565	0.0857822807	0.0257087764	-0.2209192725	-0.0570847996	-0.0269936246	-0.2435413333	0.0134002531	-0.0561522773	-0.082098377	0.0821989275	0.1037132783	0.0434973181	-0.0994966858	0.0507371917	-0.043991986	-0.0694860085	0.2393639292	0.1002655878	-0.0900469092	0.0102769846	-0.1012840579	0.0729738363	-0.0724453877	-0.1414372325	0.0811294557	-0.124261425	0.0347863941	-0.1586942983	-0.2429948731	-0.0198358195	0.1023642218	0.1816721909	0.0082917148	-0.0076416653	0.0336752164	-0.1292551757	0.0309616867	-0.075386956	-0.03994389	0.0118129223	0.0874397239	0.0161432073	-0.0941413436	-0.0800385741	0.0220969965	-0.074071582	0.0132275043	-0.1279204255	-0.0788855022	-0.0152679156	-0.167499147	-0.0884448683	0.0654897238	0.009858091	0.0082716139	0.0683461901	0.0867647002	0.2622860641	0.0469474439	0.0110842501	-0.0804608487	0.0214692191	0.1712235797	0.0851481743	0.0131152507	-0.0622058966	0.1397444952	0.1012278027	0.0048258990750866	-0.0140229509901246	2.32893018829217e-05	0.0001966431544714	0.0624772439663132	-0.000773993516077	0.0039034060136262	5.990659629293894e-07	0.0566193527671146	0.0871534627835472	0.0075957260751631	0.0032057511077669	0.0016480080195111	-0.0005150373528645	2.715930432372898e-06	2.652634748457743e-07	-0.0001414034807696	7.966698016829998e-05	6.346827729136302e-09	1.999494437375864e-08	0.0001176169072928	-0.0002801223525031	1.3833736881123112e-08	7.846853237187103e-08
10113.709015234315	-6.788575642962314	46.0847592602212	102287110.04483186	12259.85694567992	-75.60228646155701	5715.705718215327	150304092.32853615	11017.710613151792	-14.8798849232262	221.4109753284544	121389947.15515764	11229.755317914603	10310.160060910412	0.944382	21.9741	0.0573376987975274	0.0280981374743884	-0.0601095268	0.1904212485	-0.0389929539	-0.0434567962	0.0499144812	0.0473405048	-0.0760440558	0.0795002977	-0.0974597683	0.1182395176	0.1271496173	-0.0881117785	0.1441511431	0.108455161	0.0652360258	0.1411147636	-0.0200924014	-0.1223825288	-0.0307335002	-0.0463088	0.0338960753	0.0621374232	0.208772311	0.0910200311	0.1862919862	-0.1290428076	0.0161323724	-0.0443516726	-0.0513651595	0.0290920958	0.0527512385	-0.1241792829	-0.1155379295	0.0459262948	-0.1003577842	0.0491608261	-0.0936257279	-0.1381371801	0.0845160219	-0.1222422714	-0.0756002171	-0.1456304806	-0.0826159112	0.0212573973	0.1104584062	0.0018011315	0.1606762265	0.0103702603	-0.0112055488	-0.0154975894	-0.087659981	0.0419299102	-0.0590852233	-0.0472050518	0.1319076312	-0.0662080184	-0.0778420439	0.0259662104	-0.0088160047	0.109508078	-0.1442266699	-0.0991458972	0.1060567637	0.0195863324	-0.1251101697	-0.0074594986	-0.1303480559	-0.0263753834	-0.0141546845	0.1200715989	0.1186931841	0.1151369535	-0.0671010598	-0.0945804667	0.0293201948	0.206698113	-0.0749282565	0.0595054679	-0.0758803057	0.1373117808	0.0924399334	0.0026571064754818	-0.0021687925996048	7.060214822047313e-06	4.7036613401005465e-06	0.0570168666322388	-0.0054603773340743	0.0032509230805585	2.9815720630473404e-05	0.0653476256725582	0.0087282729054435	7.618274791190081e-05	0.0042703121810407	0.0013250016970069	-0.0003230063225042	1.7556294970711649e-06	1.0433308437768729e-07	8.125838530936846e-07	0.0001422160646226	2.0225409036766192e-08	6.602925183085788e-13	0.000471999639334	0.0003543827320412	2.227836595314261e-07	1.2558712076898496e-07
10124.776953526754	11.067938292439068	122.499258045239	102511108.35866652	12248.21242168162	-11.644523998300429	135.5949391469946	150018707.52663592	11029.232670237076	11.52205708528345	132.75779947653055	121643973.29422486	11246.127742654024	10432.128403415356	0.91027	21.180386	0.1318810877835809	0.0746793004394271	-0.1026857185	-0.0395202949	-0.1597087797	-0.0728384122	0.054203973	0.0783688472	-0.0437606273	-0.0352279935	-0.0196641449	0.2610807851	-0.0250439604	0.0276939125	0.2111541965	0.067949178	-0.0069535035	-0.1663665832	-0.0397320256	-0.0981495385	-0.0081498837	0.0299155851	-0.212557296	0.0619410952	0.2118039078	-0.0301526188	0.0309968105	-0.11736481	-0.0001738649	-0.0009498711	0.0926817298	0.0094846341	0.0946600855	-0.0931668117	-0.1724316651	-0.0004337928	0.0061501375	0.0650524468	0.0115602297	-0.1154072931	0.0582877786	0.1426355613	-0.1515614448	-0.1462567878	-0.0871394372	-0.0182636108	0.0380915302	0.0496955079	0.0450595115	-0.0646784541	-0.0738755779	-0.0212033729	-0.0834851977	-0.0803659967	-0.1301143865	-0.0442047421	0.3185559047	-0.0490707446	-0.0826326878	0.0450447802	0.0419137768	0.0859186637	-0.0249692663	-0.2304760179	0.098063698	-0.1230993486	-0.1311070757	-0.0352492661	-0.0019887852	-0.1260829249	0.0433860395	-0.0262939776	0.0451437666	0.0129526971	-0.0871225493	-0.2425279593	-0.0598630964	0.1852132082	0.0684479598	0.148934581	-0.0163187292	0.1346915149	0.0831471893	0.0022895488805119	-0.0003675575949698	5.242034076253295e-06	1.3509858562005698e-07	0.0355316049487868	-0.021485261683452	0.0012624949502366	0.0004616164696064	0.0978353091834662	0.032487683510908	0.0010554495799049	0.0095717477230244	0.0002290001829621	-0.0010960015140448	5.244108379667527e-08	1.201219318788494e-06	2.0486550234011247e-09	-8.105351980702835e-07	6.569673073108337e-13	4.1969874049066636e-18	1.7999988691850193e-05	-0.0004539996506421	3.239995929067348e-10	2.061156827831941e-07
10134.926787595474	10.149834068719429	103.0191316225376	102716740.9899203	12214.838348086518	-33.37407359510144	1113.8287883312469	149202275.86988497	11041.96479731403	12.732127076955294	162.10705990373816	121924986.58512229	11248.989151000977	10367.52874637056	1.02325	23.809229	0.2596622177621152	0.1841748963781206	0.1823665362	0.0649960637	-0.085699787	0.049426275	0.0453861655	0.0333833586	0.0095079368	0.0570321962	-0.0390444484	-0.0673218279	0.0687319234	0.2422735022	0.0593910192	0.0067186766	0.0714284534	-0.0444427757	-0.1690859402	-0.0657162898	-0.2447341256	0.1075958385	-0.0571128512	0.1156564551	0.1171266233	0.0615695116	-0.0240429944	0.0125501033	-0.1153966831	0.0974149177	0.0647839693	0.0430791748	-0.0091807865	-0.0686210308	0.0028526102	-0.0055501787	0.0502207697	0.086018556	-0.078460273	-0.0405025981	-0.1900550424	-0.0039491159	-0.2120748303	-0.0217273197	-0.0866570638	-0.0060210561	-0.0824815863	0.1367393143	-0.0558345818	0.0098967834	-0.0532514133	0.1033625726	-0.0354314465	0.0001796104	0.0005837236	0.045713941	0.1533304381	0.0088178549	-0.0936998176	0.0137207357	0.0609081541	-0.0115425819	-0.187406594	-0.0477477503	0.0713900977	-0.0320962086	-0.083070201	0.015639261	0.0550993955	-0.2167512551	0.0610111966	-0.0539204413	0.069688045	-0.0350735072	0.0331345547	-0.1757407195	0.1940811471	0.1236933793	-0.0194178186	-0.0869396035	0.0488420668	0.1318872767	0.0734003241	0.00090061737599	-0.0013889315045219	8.11111657935113e-07	1.929130724253469e-06	0.0417601888705974	0.0062285839218106	0.0017439133745079	3.879525767103755e-05	-0.0631792495664029	-0.161014558749869	0.025925688129415	0.0039916175757738	0.0014100515569028	0.0011810513739407	1.98824539312401e-06	1.3948823478872151e-06	-0.0003637926890811	-0.0003637947377361	1.323466112044948e-07	1.323451206288579e-07	0.0002937567487333	0.0002757567600414	8.629302742635918e-08	7.604179070855777e-08
10140.294481736222	5.367694140748426	28.81214038862499	102825572.17633007	12207.527560092434	-7.310787994083512	53.44762109443562	149023729.13041633	11068.19160325108	26.226805937048997	687.8453496596284	122504865.36627772	11268.834265378442	10468.166986841356	0.93205	21.687151	0.071533509757364	0.0393952284548064	-0.0213002289	0.0435848976	-0.0272632265	-0.1494433841	-0.0028396073	0.0351247075	0.0223055411	-0.0483973638	-0.1366121552	0.0454393384	0.0727628074	0.1060688657	0.1940023646	-0.0740622926	-0.0432910281	0.0922426579	-0.0148647911	-0.1230753616	0.0042316888	0.0231217767	-0.1283507686	0.2119650143	0.1277641199	-0.0618966514	-0.0441256775	0.0303478289	-0.0838490109	0.2841767887	-0.1128102574	0.0942934845	0.0298042628	0.0641353509	0.0060721347	0.248903594	-0.0049088594	-0.1402785874	0.0200966217	-0.2201418587	0.0380150817	0.0257427065	-0.1362756902	0.0017563814	-0.0658207392	0.0080477846	-0.028543066	0.0183384395	-0.0157703609	-0.0007394191	0.1375461968	0.2613830837	-0.155601226	-0.2848510611	-0.0812215999	0.0422613491	0.0201645867	0.0397727147	-0.0641541595	0.0124809506	0.1211238965	-0.0174652659	-0.0440588349	-0.0873012287	0.1268891842	0.1127915569	-0.0414036749	-0.016840658	-0.1140635329	-0.1545315171	-0.0507895244	-0.0857086425	-0.0077762897	0.0610673148	-0.083435944	-0.1857099176	0.0515633471	0.1354564354	-0.0904257303	-0.152458761	0.0558865411	0.1289028963	0.0632525717	-1.835546258632803e-05	-0.0009189728385763	3.369230067580881e-10	8.445110780410339e-07	0.0400371080571062	-0.0017230808134912	0.0016029700215763	2.969007489821519e-06	-0.0842968709078348	-0.0211176213414319	0.0004459539311201	0.0071059624448521	0.0007560035429554	-0.0006540480139473	5.715413569611174e-07	4.2777880454853836e-07	-0.0003379930545737	2.579963450739998e-05	6.656211407154237e-10	1.1423930494006017e-07	1.812770191080801e-05	-0.0002756290468224	3.2861357656711235e-10	7.59713714522755e-08
10158.973401196956	18.6789194607336	348.90203222057227	103204740.56622724	12221.693329159576	14.16576906714181	200.6690132635917	149369787.83202368	11090.207050950108	22.0154476990283	484.6799373886505	122992692.4329435	11294.130098248472	10547.05716499273	0.974428	22.673214	0.0576870547708538	0.0286337197167562	0.1559381967	-0.1147682911	-0.0614080057	-0.0140728806	0.0283798986	-0.0451075463	0.0352524416	-0.0176151697	0.0102088662	-0.0173390743	-0.0482638089	0.1793420239	0.0527118259	0.1045795712	-0.0459833026	-0.1340232506	-0.080916317	0.0703148112	-0.0841372424	0.0922914496	-0.2313885101	0.1083408746	-0.0573535622	-0.0519709723	-0.0535857581	0.0049234604	-0.0412518985	0.2111352097	0.0493830715	-0.1515575822	0.0815049747	0.0483959665	-0.0376590711	-0.1126021137	-0.211368999	-0.1324854158	0.0554339999	0.0064143747	-0.1824321391	0.1536197453	-0.1029224106	0.0580480891	0.0036562949	-0.0185583344	-0.1106146497	0.2157118517	-0.0229660554	-0.0649533752	0.0440641931	0.0653996977	0.0258034112	-0.1974819142	0.0313973061	-0.0400335388	0.1373532393	0.0802209748	-0.0301372989	0.018325327	0.1598696257	-0.0662470113	-0.0432421898	-0.1177587716	0.0692424617	-0.0284382884	0.0295232249	0.051821588	0.0952198001	-0.1995294007	0.0067877093	-0.1499732845	-0.1590337294	0.0146819373	-0.1075627467	-0.1574293544	0.0265804412	-0.1696668616	0.1381634134	-0.0415159878	0.0215719775	0.1257424501	0.0527593557	0.0138276873112488	0.0138460427738351	0.0001912049363776	0.0001917129004948	0.0327749736736251	-0.007262134383481	0.0010741988993068	5.273859580373838e-05	-0.0977729113468228	-0.0134760404389879	0.0001816036659132	0.0095595421932336	0.0008200215466175	6.401800366209992e-05	6.724353369169567e-07	4.0983047928806385e-09	-0.0001728970072258	0.0001650960473479	2.7256704849900053e-08	2.989337510763833e-08	0.0002510703943918	0.0002329426924809	6.303634294005398e-08	5.426229798029399e-08
10166.231654554977	7.258253358020738	52.68224180921932	103352266.0540756	12222.097435073098	0.4041059135215619	0.163301589343096	149379665.7124204	11095.513410848567	5.30635989845905	28.157455371974336	123110417.8503204	11286.571178776205	10483.628804079228	0.979829	22.798889	0.0814279157768344	0.0435702708962135	0.1219526809	-0.0043967453	0.0211628316	-0.0634443459	-0.0387873625	-0.0016152461	0.1568966592	-0.1573698365	-0.1460863325	-0.0320617261	0.1838420834	0.0962007143	0.0346358268	0.0088438039	-0.1482708548	0.1342011426	0.0565169062	0.0133694715	-0.0682955631	0.1053458058	-0.1122190078	0.2420815883	0.0290745871	0.0146406602	-0.0058976774	0.0893011373	-0.0001543857	0.1682342477	-0.1437849192	0.0674596047	0.0651405988	0.2566192612	-0.1002969473	0.0123813462	0.0060819721	0.0286688325	0.1410964187	-0.127598784	-0.0750202991	-0.0220987981	-0.1687793299	0.1883329243	-0.0990909659	0.0711990169	-0.0044767027	0.0069768638	0.0182843974	-0.0773829139	0.1544456767	0.2185354571	-0.1437623128	0.0319187598	-0.0045589764	-0.2989500151	-0.0350182441	0.0904801129	-0.0020865887	0.1032910462	0.1090802668	0.0576396922	-0.0294229997	-0.0088217538	0.0963766137	0.0216533707	-0.037096247	0.0189357155	-0.0062170551	-0.1881466301	-0.0124557178	0.0067808232	-0.1605822418	0.1279654434	-0.0900018123	-0.0269797642	0.0226678714	-0.0822011786	0.0278938771	-0.1460652477	0.2700984091	0.1224102548	0.0419779864	0.0163419580475761	0.0025142707363273	0.0002670595928287	6.321557335551825e-06	0.0383816755066419	0.0056067018330168	0.0014731530146971	3.1435105444353945e-05	-0.0557164111854717	0.042056500161351	0.0017687492058217	0.0031043184753885	0.0011800016107849	0.0003599800641674	1.3924038014549589e-06	1.295856465979655e-07	2.023170981857448e-07	0.0001730993243239	2.99633760814204e-08	4.093220821830031e-14	0.0003429998668232	9.192947243140002e-05	1.1764890864073293e-07	8.451027901515537e-09
10157.26876881367	-8.962885741306309	80.33332081171194	103170108.84191756	12275.338296720298	53.24086164720029	2834.589348936323	150683930.298928	11083.272382137067	-12.241028711499894	149.84278391576476	122838926.69664226	11302.071379406618	10602.471509279128	1.166072	27.132431	0.2445338170999594	0.1338297396431355	0.0398348151	-0.1520156488	-0.068080425	-0.0820095308	-0.004558074	-0.0544960427	0.0531428536	-0.1223463254	0.0271710864	-0.0177005196	-0.0879267688	0.0790696147	-0.0712948507	-0.0497126582	-0.1074663341	-0.080443918	0.0094595892	0.1132403893	0.1069791406	0.0333293552	-0.1072327369	-0.0838978783	-0.2067629288	-0.1357901065	-0.0679166811	0.0736033587	-0.1813221697	-0.1834836442	0.0759351505	-0.0193376301	0.3721392091	0.1043918551	0.1919103021	0.0146913063	-0.1663515805	-0.0095388642	0.1307446907	0.0369317262	-0.0173434588	0.1151263914	0.0901094546	0.1202530316	0.0697183704	0.028733062	-0.0040393234	-0.0664220711	-0.0991346358	-0.2064779564	0.1659314552	-0.2335249817	-0.0499285763	-0.0489892579	0.2450344219	-0.0272904697	-0.0376218013	0.0842442239	0.0227899005	0.0162698208	0.028067408	-0.2651172893	-0.0052057948	-0.0715866922	-0.0326504415	0.0452564314	0.0509343928	0.1408986694	0.0768466888	0.1191957018	-0.2716431111	-0.2102478474	-0.2216194584	-0.0658841298	-0.048728667	-0.057509724	-0.2468549349	-0.1440551741	0.1586236301	0.139322345	0.0825381595	0.1189108618	0.0309673479	0.0135837541732399	-0.0027582038743361	0.000184518377439	7.607688612403222e-06	0.0957169295690647	0.0573352540624228	0.0091617306061292	0.0032873313584025	-0.1717025904425639	-0.1159861792570921	0.0134527937786583	0.0294817795646868	0.0005460032370146	-0.0006339983737703	2.9811953483042144e-07	4.019539379433851e-07	-0.0004099949736044	-0.0004101972907025	1.6826181729974167e-07	1.6809587838087269e-07	1.811193317392108e-05	-0.0003248879336492	3.2804212329658303e-10	1.055521694308983e-07
10154.553919348597	-2.714849465073712	7.37040761801102	103114965.30095796	12344.67390789372	69.33561117342288	4807.426976792083	152390973.89223203	11072.59635111784	-10.676031019227594	113.97763832350978	122602389.9547881	11293.916557689705	10449.773793612663	1.137903	26.476994	0.1782995072161383	0.107055223914901	0.0274350786	0.170038374	-0.0378630833	-0.0693869683	0.0461894759	-0.0160713881	-0.1339062697	0.1442970271	-0.0696257826	-0.091670354	-0.0394032988	-0.1231875627	-0.0065341642	-0.0728933709	-0.0401810663	0.0575372399	0.2483626586	-0.015633183	0.0377919234	0.0578677109	0.1069801845	-0.0491127639	0.1003970237	-0.0661141471	0.0029718164	0.1979138742	-0.0970701717	-0.059891436	-0.0725170004	-0.1221998553	0.1946456653	-0.143064815	-0.0604302697	0.0727634426	0.0405764092	-0.1024892309	-0.0934277103	-0.1229260027	-0.0281020759	-0.0484227616	0.1278800929	-0.0350806525	0.0110914435	-0.0547642038	-0.0922046984	-0.1290094329	-0.0898034424	-0.145558212	0.0834774407	0.0525367417	0.0348695799	-0.0254861146	0.1480316066	0.0618416579	-0.1156472143	0.0837379981	-0.087861184	-0.0708001764	0.0191371569	-0.0904083507	-0.1600828892	0.0178671847	0.0474282415	0.1997490035	0.0807970723	0.0044689239	0.2262667042	0.0822547521	-0.0028227937	0.0484354322	-0.0397734832	0.0238706442	0.1531491335	0.1723681952	0.0318390711	-0.0200198807	0.069271624	-0.02207762	0.0608272359	0.1152490509	0.0197875765	0.0015568078550671	-0.0120269463181728	2.4236506975986244e-06	0.0001446474377402	0.0086926297180838	-0.0870242998509809	7.556181141571364e-05	0.0075732287645534	-0.1097075534538731	0.0619950369886907	0.0038433846112291	0.0120357472848344	0.0003420023581723	-0.0002040008788423	1.1696561299541417e-07	4.1616358568430776e-08	-0.0002689972516236	0.0001409977219808	1.9880357603774986e-08	7.235952138105036e-08	1.804605283114432e-05	-6.588034277676197e-08	3.256600227844519e-10	4.3402195643836506e-15
10130.49222493654	-24.061694412055655	578.9651379791505	102626872.7194997	12251.706643283957	-92.96726460976424	8642.912289021922	150104315.67308822	11050.825297330915	-21.771053786924316	473.9787829931514	122120739.75212891	11266.189263976446	10365.749665865931	0.980949	22.824949	0.0686873557763049	0.0486088265213631	-0.1415042164	0.2054119568	-0.1662550447	-0.0830232147	0.0508665039	-0.1147534446	0.0948622575	0.0658240841	0.0673696622	-0.0669498373	-0.0301982951	-0.0725266131	0.1504248355	-0.1206348613	0.0400938273	0.1597398835	0.0293751916	-0.0322804354	0.0972966981	-0.0280943545	0.0731385562	-0.162701078	0.1139543539	0.2128740653	-0.1721423225	0.2071423911	-0.0825301257	-0.0394701144	-0.0410453515	-0.0684211797	-0.0259156266	0.0125679881	0.1326649519	0.0771143821	0.1010128068	0.0096141888	-0.0566669773	-0.0614867416	0.106734226	-0.0154726949	0.1180952717	-0.0518220694	-0.2060076531	-0.0871765234	-0.0526122286	0.0437224345	-0.2430643616	-0.0390366341	0.068919869	0.0741401145	0.101465543	0.0548794488	0.0083213694	-0.0116268074	-0.1946825342	0.067172987	-0.1030577709	0.0153866619	-0.066720337	-0.0456141065	-0.0190582223	-0.1298845772	0.055690621	0.2517931919	0.068378081	-0.0417050814	0.0737302739	0.139886321	0.0544621963	-0.1108628863	0.0355823873	0.0564491768	0.2809895253	0.1226742733	-0.0413381987	0.1071742015	-0.1330992799	-0.1204459856	0.1713469087	0.1114298236	0.0084997322	-0.004306112952463	-0.0058629208075301	1.854260875936961e-05	3.4373840395369395e-05	0.0177996530720037	0.0091070233539199	0.0003168276494836	8.293787436884248e-05	-0.0623913054173641	0.047316248036509	0.0022388273282524	0.0038926749916828	0.0003420011996618	-1.158510499988871e-09	1.1696482057011037e-07	1.3421465785844645e-18	-0.0001409970502463	0.0001280002013772	1.6384051552629348e-08	1.9880168178157648e-08	1.802414115202485e-05	-2.1911679119467504e-08	3.2486966426811576e-10	4.801216818345083e-16
10158.358615775773	27.866390839231823	776.5357384048234	103192249.76670589	12257.147526202816	5.440882918859643	29.603206936738623	150237665.4790998	11062.121710081952	11.296412751036767	127.6089410417861	122370536.72866644	11279.212450386274	10548.435646669708	0.957	22.267702	0.0585794752775253	0.0437665053659513	-0.095418934	0.0062874134	-0.2211772513	0.0865374276	-0.0595193197	-0.1756891657	0.1992931171	0.0813177177	0.2571375695	-0.0679836115	-0.2161804539	0.1019466675	-0.0026905734	0.0520992512	0.0845878505	0.0262001641	0.0405242156	-0.0564164667	0.0442735011	0.0241161307	-0.0020957448	-0.1966620746	-0.026405623	0.249955935	-0.1459087636	0.1854736444	-0.1077917613	0.1323292994	-0.0437409486	-0.0626240672	-0.0480033777	0.0425311796	0.0398757102	-0.0100045614	0.1572494976	-0.1406394951	-0.1066490219	0.126982947	0.0075339911	0.1289681138	0.1529311373	-0.015982308	-0.1454945854	-0.0597841501	-0.1623497981	0.1909842104	-0.2613520618	-0.0460533866	-0.0792789539	0.0857384043	0.0844531896	0.0996287248	-0.1438146002	0.0396937387	-0.1319911371	0.087300664	-0.1039193174	0.0010064503	-0.1163459309	-0.1332402582	0.0116856151	-0.1371331288	0.0229992374	0.110107332	-0.0066319949	0.0812159221	0.0874053068	0.0724087252	0.1901537828	-0.1567098709	0.1260510703	-0.1108579494	0.1045200516	0.1064659128	0.0701960656	-0.0405119001	-0.0203832576	-0.0504984405	-0.0508800184	0.1074583966	-0.0028345346	0.0035159648786162	0.0078220778310792	1.236200902766263e-05	6.118490159546069e-05	0.0124214599345577	-0.005378193137446	0.0001542926669058	2.8924961423671252e-05	-0.0625663696511793	-0.0001750642338151	3.0647485961302644e-08	0.003914550611328	-0.000486997588426	-0.0008289987880877	2.371666511327397e-07	6.87238990651041e-07	-0.0002160043096244	-7.500725937810001e-05	5.626088959413571e-09	4.6657861776313675e-08	1.794738711422545e-05	-7.675403779940078e-08	3.221087042278657e-10	5.8911823185118415e-15
10168.652252947766	10.293637171993396	105.9589662286442	103401488.64137968	12263.298549538791	6.151023335974969	37.83508807970864	150388491.31512022	11099.750208258283	37.62849817633105	1415.903875006149	123204454.6857298	11311.950607904111	10568.408921736	0.970357	22.578497	0.0694607351072091	0.0398734419409788	-0.0059849748	0.1390257541	-0.0259924009	0.0216916696	-0.1241944929	-0.0988856031	0.0423066974	0.0173725313	0.0971334196	-0.1165679815	0.0483437625	-0.0198568607	-0.0935157487	0.069156851	0.0973373614	0.1127579888	-0.0548154855	0.0008685382	0.144883195	-0.0585335588	0.1613188751	0.0006119678	-0.0960066391	0.0956973154	0.1086884291	0.1558890546	-0.1489174745	0.1651710715	0.0235604587	0.1043176902	-0.0862416937	-0.0031567855	0.1268942475	-0.0577001266	0.0466591827	0.1452524428	-0.065581875	0.0489592115	0.0777019397	-0.1258052401	0.1440977716	0.1395593555	0.0076796796	0.1018035949	-0.1592061847	0.0685960138	-0.1525194838	-0.061474101	-0.1725335651	0.0512777326	-0.0769128476	0.1343211756	-0.0759896131	-0.0481596941	-0.028797883	0.1045786896	-0.0580455642	0.0740135616	-0.1232967546	-0.0049273576	-0.1363258788	0.0526650477	0.0440195631	0.1291030149	-0.100284232	0.0773426374	0.0441998522	-0.0055640012	0.1595813937	-0.082967359	-0.0557450146	-0.1304263324	0.1596388007	0.2468635172	0.0992601643	-0.0686014995	-0.0625496394	-0.0440659179	-0.1312665935	0.1033401944	-0.0141533203	0.0197504627213334	0.0162344978427172	0.0003900807777067	0.0002635589202051	0.0240777750825742	0.0116563151480165	0.000579739252927	0.0001358696828298	-0.070032224888294	-0.0074658552371146	5.5738994421552936e-05	0.0049045125228045	0.0001710047011904	0.0006580022896164	2.9242607829217998e-08	4.3296701314042484e-07	-0.0002159963163357	7.993288700017644e-09	6.389266424182976e-17	4.665440867059178e-08	4.2018441796341023e-05	2.4071054682115573e-05	1.765549450992498e-09	5.79415673509398e-10
