global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
1163.6060687951292	-1.5990649984178162	2.557008869164971	1353979.083336855	1985.5804262161253	-0.7486653327946442	0.5604997805285153	3942529.6289726095	1116.9129896696031	1.1496443195912889	1.3216820615685176	1247494.626492691	1360.995735206414	1252.8148807770615	1.189112	21.279394	0.0724282448289961	0.0342606916010718	0.1409756781	0.1501131079	0.1894715476	0.0313620996	0.229828159	0.0832448428	0.1875279024	-0.0442938589	-0.1954099692	0.0309780668	-0.1837770509	0.1912711792	-0.1012992377	0.0385934663	0.0473673701	0.0144241987	-0.1847063429	-0.0909701074	0.0779241677	-0.1884638614	0.00394424	-0.0124110934	0.0450289351	0.0866155569	0.1725206236	0.0319054879	-0.2017043813	0.0284920001	0.1322500605	0.0991890975	-0.0568875699	0.0204533787	0.0427248011	0.2921421753	-0.0087607067	-0.1191290301	0.0806332191	0.1409558412	0.078008309	0.1091913392	-0.0216988352	-0.0793802501	0.1590726815	-0.1486746965	0.1751195683	-0.0755400179	0.0528687638	-0.0488457063	0.1541711496	-0.0323609387	0.0286112504	0.1606821556	0.1851649331	0.1758556903	-0.1043741347	-0.016016004	-0.0809505776	0.1071657771	-0.1052889723	-0.1565540551	0.0389753435	0.0944662149	-0.0311425167	-0.1454468267	-0.0802050394	0.1301372276	0.0642352338	-0.079901067	-0.0869068174	0.1459871313	0.0752417029	-0.1303923516	0.0607364257	0.2493593061	0.135938007	-0.0896052684	-0.0179654495	-0.069196109	0.064528199	-0.099153964	-0.0045345624	-0.1556054123	0.0014369374	0.0700606414	0.0964435853	-0.0985961723	-0.0233374061	-0.0082166069	-0.0125874399	0.082345773	0.1311097145	0.1419863355	0.1094628008	-0.0195726013179324	-0.0091431469430603	0.0003830867223507	8.359713602239293e-05	0.0111553346789037	0.0137794982609733	0.0001898745723241	0.0001244414917983	0.02576259906931	0.0298525885875875	0.000663711510806	0.0008911770453797	-0.0021770598640393	0.0002499859489336	6.249297466423245e-08	4.739589651610816e-06	0.000175832288368	-9.67819932999961e-08	9.366754227120484e-15	3.091699363272751e-08	0.0006136916521511	0.0001429774898206	2.0442562595399783e-08	3.7661744391994674e-07
1164.71616015787	1.1100913627408318	1.232302833631797	1356563.7337328931	1989.7936582565308	4.213232040405501	17.7513242262995	3959278.802437908	1115.660240206084	-1.2527494635191945	1.569381218347629	1244697.7715766968	1361.454432194901	1261.5054130484205	1.443581	25.833174	0.1133117978276673	0.0632296096091589	-0.0732222252	0.1066446412	-0.1195510066	-0.0960454827	-0.0617883414	0.1100145346	-0.0814560902	0.0261702753	-0.1830892381	-0.1477432837	0.1370509234	0.197841911	0.0801647047	-0.0144063703	-0.0131233558	0.0748936382	-0.1400831985	0.0273806995	0.06813758	0.0578123086	0.0487334044	0.0470284269	-0.1031418966	-0.2163888182	-0.1129980229	0.0039459726	-0.2350024211	-0.0764844737	-0.0465190331	-0.1333259677	-0.031922813	0.0449611175	0.0765934266	0.0323419973	-0.1161605263	0.0179488944	-0.0811002673	0.2914236735	-0.1789097557	-0.202818897	0.0504998766	0.0429779004	-0.0765162522	-0.1061254359	0.0201087955	-0.0477021969	0.1496504444	0.0756930933	-0.1825699015	-0.0656447335	0.2914280674	-0.1388613702	0.0775547628	-0.0285367948	0.0133857565	-0.0477257802	-0.0093083603	0.0751094136	-0.0590536867	-0.1450039995	0.3129499194	-0.018059246	0.1229478345	0.1302325718	-0.0398590024	-0.0511810215	-0.1642559854	-0.1052733183	0.1164670364	0.031330372	0.1847691456	0.048512948	0.0482921568	0.1452319286	-0.1596025492	-0.1515150551	-0.0419825586	0.0787219101	0.028615922	-0.1761632143	-0.090027117	0.1041770888	-0.1491613024	0.1516413786	0.1039379478	0.0294035139	0.0309764068	-0.0043226008	-0.1452681795	-0.2017343805	-0.2422207862	0.1397444952	0.1012278027	-0.0219097971489503	-0.0023371958310179	0.0004800392111081	5.462484352527455e-06	-0.041067158930133	-0.0522224936090367	0.0027271888387458	0.0016865115425928	0.0417909055065877	0.0160283064372777	0.0017464797830605	0.0002569066072472	-0.0015910285651214	0.0005860312989179	3.434326833114012e-07	2.5313718950322608e-06	0.0001762255959534	3.93307585400002e-07	1.5469085673317986e-13	3.105546066913099e-08	0.0003456402196477	-0.0002680514325034	7.185157046712483e-08	1.1946716143811032e-07
1165.477442150137	0.7612819922669587	0.5795502717499498	1358337.668160826	1987.9257407188416	-1.867917537689209	3.489115927606917	3951848.750612555	1118.3377967146844	2.6775565086004463	7.169308856748612	1250679.4275606547	1361.2471150007611	1233.1038640993452	1.327251	23.751413	0.0819533292932142	0.0530222563602803	-0.1391074196	-0.0235922749	-0.0040965183	0.1241864965	-0.1404593591	-0.0047314148	-0.0706910685	0.0232606352	-0.0548865287	0.0880655095	-0.1809532804	-0.165940855	0.070520217	-0.0375180639	0.14828177	-0.0274191014	-0.0111584205	0.0905868565	0.0324005668	0.0631110865	0.2981288185	-0.1893380416	0.2865858216	0.0292139556	-0.0708433866	0.029012778	-0.1184059478	0.0462255535	-0.0006806671	0.1144255436	0.1152837224	0.0091959918	0.0253787361	0.0321691349	0.0665706528	-0.0459333008	-0.1312060126	0.0516486506	0.1111659808	0.0820983968	-0.01702715	0.2165684339	-0.1291410305	0.0540722116	-0.0292810477	0.0617099493	0.1558992307	0.0226910363	0.1554748099	0.0383910274	-0.0421256661	-0.091455068	0.0156190307	0.1287948567	0.2079578127	0.0459609634	0.0158325692	-0.2523037004	0.0537992242	-0.0697151163	-0.0761485155	-0.1344108412	0.1123589403	-0.1720476754	-0.1565208748	-0.050196719	0.0247150849	-0.0121258668	0.0918346355	-0.0940470931	0.0280322703	0.0880079259	0.1995607553	0.1500002876	-0.0075403661	-0.0870310275	0.1935877425	-0.0153824823	0.1039575836	-0.0689820815	0.1338600929	0.1694639088	-0.0486717567	-0.0405715505	-0.0068287178	-0.2028895096	0.082200719	-0.1112539928	-0.0217510764	0.0523391977	0.0757649984	0.1373117808	0.0924399334	-0.019719654536729	0.0021901426122213	0.0003888647750479	4.796724661867542e-06	0.0081853352450878	0.0492524941752208	0.0024258081824801	6.699971307447654e-05	0.0255126462500356	-0.0162782592565521	0.0006508951186794	0.0002649817244235	-0.0014460180836337	0.0001450104814876	2.1028039741294543e-08	2.0909682981956785e-06	0.0001768511017448	6.255057914000025e-07	3.912574950749435e-13	3.12763121883496e-08	0.0002066275419424	-0.0001390126777053	1.932452456279761e-08	4.2694941089158275e-08
1165.1115908467416	-0.3658513033954023	0.1338471761961147	1357485.019125425	1987.609948635101	-0.3157920837404617	0.0997246401531428	3950593.307913229	1116.8357577999263	-1.5020389147580318	2.2561209014474857	1247322.1099005358	1362.6113450286005	1259.5609474112134	1.292839	23.13562	0.0641882379486522	0.0319906889378519	-0.0456578159	-0.1348422229	0.190309681	-0.1202024223	0.0224791049	-0.1647293832	0.1505275477	-0.0331503417	-0.1122542849	-0.0546500696	0.0899074841	-0.0824189683	0.0222904904	0.1409601683	-0.0556751972	0.0365198131	0.1027038334	0.0238318605	-0.1538489233	0.2172866496	0.0652436141	-0.0112759405	0.0722594163	0.0025301154	-0.0756851228	-0.1586423957	0.0605602469	0.0170441681	-0.010698952	-0.0936509797	0.0920664368	-0.1880911157	-0.2446125414	0.1531400743	0.0457349703	-0.0363866994	0.0314036658	-0.2021127961	-0.0066041295	-0.0624545785	-0.147663002	0.1397316492	0.0342734793	0.1528571479	0.1213749519	-0.0059650763	-0.1517286246	0.1379233286	-0.063178088	-0.045877587	0.0055233739	-0.0644589831	-0.1471643153	0.215238678	-0.0601576166	0.0664872009	0.1520364345	-0.1160797706	-0.0464166533	0.2013945351	-0.0166240307	-0.1079541276	0.1145413554	-0.0274022955	0.0843794497	0.1101276767	0.0793860919	0.0847004918	-0.062689072	-0.13063937	-0.1093960726	-0.0448216228	0.2656496038	0.1176952627	0.0036291429	-0.1089240163	-0.1373328145	-0.0218189544	0.06083809	-0.1020193823	-0.0394863976	0.0706051611	0.1014056748	-0.0853012512	-0.0157090923	-0.1341705185	0.0804906348	0.0708698704	-0.0630751899	-0.0973337534	0.0041371118	0.1346915149	0.0831471893	-0.0143151302715409	0.0054045242651881	0.0002049229546911	2.920888253300699e-05	0.0167057837114725	0.0085204484663847	7.259804206831742e-05	0.0002790832094144	0.0072333062985734	-0.0182793399514622	5.2320720008981616e-05	0.0003341342690611	-0.0014579952594886	-1.1977175854899907e-05	1.434527414591973e-10	2.12575017669123e-06	-0.0002750222260772	-0.000451873327822	2.041895043969287e-07	7.563722483645853e-08	3.0799540306954425e-05	-0.0001758280016354	3.091548615911425e-08	9.486116831197102e-10
1165.4496236711052	0.3380328243636086	0.1142661903472382	1358272.8253151206	1988.661204814911	1.0512561798097977	1.1051395555882897	3954773.387535893	1115.545338773932	-1.2904190259944244	1.6651812626483988	1244441.4028602466	1359.981385567888	1244.7819415101217	1.208493	21.626215	0.0826116783138524	0.0369346637079611	0.0436329483	-0.1563462118	-0.1023482487	-0.0603186574	0.011787893	-0.1269044336	-0.1214200446	-0.1053503778	-0.0054232457	-0.06919751	-0.0708246986	0.074130858	-0.0689530213	0.0347363882	0.1008579932	-0.0643130655	0.0110595097	-0.1475471816	-0.0851205136	0.1248471785	0.0793602147	0.0648604838	-0.0847031647	-0.0489260035	-0.0976676259	-0.0533943756	-0.0267076968	-0.0194676469	0.105170131	0.0531293503	0.0302151154	-0.0398010254	-0.1299376814	0.1551770485	0.2561048588	0.0102573504	0.0965834311	0.065079432	0.0444965433	-0.0440507811	-0.0489477898	-0.0139141351	0.0754097666	0.0797172782	-0.1695474787	-0.0047405193	-0.0247845218	0.0957458055	-0.1681474665	0.0764266629	0.0395996664	0.0435136476	0.0499359776	0.0157784017	0.0147180393	-0.1270497683	-0.0125652478	-0.1512320256	-0.1990157088	-0.0181179016	-0.1135655817	-0.1936995231	0.0298773824	0.0404832218	-0.033357595	0.0483309129	-0.1633177649	0.0735480781	-0.105623791	-0.0373016208	-0.033669668	0.0042047067	0.1929861146	-0.0372940557	-0.3723629396	-0.0731946391	-0.0760625879	-0.0644753396	0.1352023465	0.0115329286	0.1147095277	-0.0833761264	-0.0574400225	0.0478391184	0.0773663403	-0.2176688497	0.1131353056	-0.1769584991	0.1202296234	-0.0502478128	0.1540424835	0.1318872767	0.0734003241	-0.0002287376384231	0.0140863926331178	5.232090723137683e-08	0.0001984264574143	0.0087165359425114	-0.0079892477689611	6.382807991384994e-05	7.59779988370931e-05	0.0254064546269745	0.018173148328401	0.0006454879367125	0.000330263320166	-0.0011130080282692	0.0003449872312193	1.190161897044277e-07	1.2387868709916923e-06	0.0001719521688492	0.0004469743949264	1.997861097198214e-07	2.9567548371943796e-08	8.609570582860326e-05	5.529616552164883e-05	3.0576659213975844e-09	7.412470562125388e-09
1169.4463053791446	3.996681708039432	15.973464675376992	1367604.6611649315	1988.983675479889	0.3224706649780273	0.1039873297713711	3956056.061325488	1115.8873030371933	0.3419642632613886	0.1169395573479043	1245204.4730796209	1360.6782831853104	1254.841663871555	1.323636	23.686724	0.1012675547233819	0.0727193302525714	0.1291810902	0.0509330441	-0.0144179305	0.1813540867	0.1498199743	0.0484315832	-0.1873747503	0.1148513045	0.1496976037	-0.0557888935	-0.0606499248	-0.280880021	-0.2474262694	0.1544392234	-0.2979636876	0.0437904288	0.0971762845	-0.1801392186	0.0020451955	0.2262729755	-0.0648411892	0.0457333253	0.0847558958	-0.0448339927	0.2329340356	-0.1313761918	-0.0592455719	-0.0479296754	0.0827797466	0.2756518629	0.1090976703	0.0972461349	0.0116504988	0.0515385753	-0.0295115617	0.0360194846	0.0250587619	-0.0397370193	-0.1313765985	0.0845736428	0.1041591772	0.0182724225	0.1199414142	-0.0808214956	-0.1206234281	0.2674062993	-0.0142573723	0.0478298059	0.1987880275	0.2068116785	-0.0272559509	-0.0205356735	-0.2878859146	0.2219237099	0.051840392	-0.0824565265	0.1510344441	0.0814232937	-0.1754600196	-0.2117980522	0.0437500047	0.1332738578	0.029799645	0.0176110082	0.1903597429	0.0890004457	3.10904e-05	0.2403330769	0.0192306442	0.161839515	-0.1562707315	0.1992959144	0.0752668545	-0.1665002149	-0.1282020846	0.0158253291	0.2107871992	-0.2097516462	0.053054995	-0.0350522341	-0.4783308314	0.1927090717	-0.0165163113	0.0914322372	0.183971015	-0.1595262123	0.0736302617	0.0837706377	-0.0324095796	0.0191471427	-0.0717055801	0.1289028963	0.0632525717	0.0003810801168526	0.0006098177552757	1.4522205546039125e-07	3.718776946494935e-07	0.0172153348547254	0.008498798912214	7.222958295024988e-05	0.0002963677541603	-0.0427922720871976	-0.0681987267141721	0.0018311785503847	0.0046510663254343	-0.0009589791489898	0.0001540288792794	2.372489565206801e-08	9.19641008197201e-07	0.0001721145416055	1.6237275629997779e-07	2.6364911988451966e-14	2.9623415432071387e-08	-0.0002389172689701	-0.0003250129747987	1.0563343378750253e-07	5.708146141213111e-08
1170.0210507020677	0.5747453229230359	0.3303321862219048	1368949.2590859705	1990.1930532455444	1.2093777656555176	1.462594580061932	3960868.3891868223	1117.393253702974	1.5059506657808015	2.2678874077656395	1248567.683420919	1363.1267278111395	1267.5778622548514	1.404099	25.126629	0.0505972966440846	0.0296745404989968	-0.053226637	0.1563408674	-0.0269282101	-0.1053724627	0.0250395469	0.2130212565	0.1426011141	-0.0784133792	0.1246838503	0.1931307534	0.0686048684	-0.082386954	-0.1222820348	-0.0907521172	0.0893444661	-0.2088235671	0.0792797769	0.0057774756	0.1246688957	0.1778076541	0.1470091315	0.0768123546	0.1390445364	0.0360283353	-0.101223885	0.1977717433	0.0812261169	-0.2115430522	-0.1571095867	0.0767288736	-0.1879317458	0.1627083398	0.0024092934	-0.1781436986	-0.0253710719	0.0843298568	-0.032432981	0.0509404901	0.2449778974	0.0806325579	-0.0408388322	-0.271036479	-0.0428686498	-0.1879550336	0.092109273	-0.048126707	-0.1385745587	0.0554435257	-0.1023672472	0.132140819	-0.2237673676	-0.0531278324	0.1339715006	-0.0647193262	0.2073966066	0.1854444429	0.0292584216	-0.1799606936	-0.124546555	-0.0117330122	0.0299847378	0.1596277129	-0.0359966026	0.0079807594	-0.0722091307	-0.2019585382	0.0538269877	0.1603863775	0.1454034601	0.1281419107	-0.2080587444	-0.1281111769	0.0545077858	-0.0252068959	-0.0560852361	-0.0077312828	-0.1272838262	0.0875472494	-0.0245738222	0.0109988565	0.0213327916	-0.0785796365	-0.3296784513	-0.111491581	-0.3277244085	-0.1093714661	0.0390265431	-0.0152702512	-0.0218439343	0.0704964543	-0.222799072	0.1257424501	0.0527593557	0.0036052093900025	0.0032241292731499	1.29975347457622e-05	1.0395009569982103e-05	0.0083925634782957	-0.0088227713764297	7.784129476074723e-05	7.043512173722283e-05	-0.0144439711839226	0.028348300903275	0.0002086283035619	0.0008036261641026	-0.0007549795578262	0.0002039995911636	4.161583319491596e-08	5.699941327354444e-07	0.0001720899645241	-2.4577081399998523e-08	6.040329301421535e-16	2.9614955889905996e-08	-0.0002389350025497	-1.7733579600002353e-08	3.1447984542961963e-16	5.708993544342514e-08
1168.0726499419768	-1.9484007600908624	3.7962655219226513	1364393.715542472	1989.954606771469	-0.2384464740755447	0.0568567209990594	3959919.3370109913	1117.4441828257025	0.0509291227283483	0.0025937755418791	1248681.501731002	1363.5670235097705	1260.9338149884425	1.188225	21.263515	0.1127188755658811	0.061279813460901	-0.1160527767	0.0995804786	-0.110476802	0.1185344009	-0.1703066821	0.1182171805	0.0692514806	-0.0364444502	0.1691195874	-0.0080069679	0.0448472007	0.0880740279	-0.0134789617	0.0134980769	-0.1011165819	-0.0700087566	0.1981299632	0.0086459029	0.0963679469	0.0768946843	0.0101380887	0.1306718772	0.0017177889	-0.2148946563	-0.1634493573	0.1045571637	-0.1321900758	0.0233490339	-0.033973129	0.0814386284	0.0849884222	-0.2294347171	0.046252687	-0.0064708223	0.0673062643	-0.1932319298	0.1186804192	0.1799337214	0.0940514804	0.1065265071	0.0103181656	-0.1007389185	-0.1514774107	-0.0992672765	0.0068645627	-0.065328923	-0.1498060657	-0.0783701842	-0.1677388217	-0.054023503	-0.065226791	-0.1752579419	-0.1167743431	0.2041589621	0.1597185799	-0.0329923884	-0.1948177441	-0.0467734459	-0.0509763844	-0.0480030656	0.1634829539	-0.1147867089	0.1350266062	0.0041349874	-0.049576631	-0.2203535492	-0.1766872994	0.121649625	0.1868432619	-0.0181364603	-0.1452085572	-0.111663262	0.0726960552	0.0515475097	-0.2067774775	0.0127718255	0.0752225888	-0.0376235833	0.1020188573	-0.0429189524	0.2071591568	0.0062726072	-0.1739368589	0.120338547	-0.1598720791	0.0538824389	-0.3584242079	0.1175977886	0.2146987154	-0.1880253235	-0.0110318035	0.1224102548	0.0419779864	0.0154694863806952	0.0118642769906927	0.0002393050088825	0.0001407610685118	-0.0143107659598342	-0.0227033294381299	0.0005154411675762	0.0002047980223571	0.0385270652307809	0.0529710364147035	0.0014843347552968	0.0028059306988478	-0.0006540268618118	0.0001009526960143	1.0191446832575842e-08	4.277511359713914e-07	-0.0002304217136548	-0.0004025116781789	1.6201565107039438e-07	5.3094166123614644e-08	-0.0002390752828035	-1.402802537999934e-07	1.967854960619056e-14	5.71569908475735e-08
1166.8719853771638	-1.200664564812996	1.4415953971975812	1361590.230258044	1990.3290302753448	0.3744235038759598	0.1401929602547509	3961409.6487567946	1115.9616399282038	-1.4825428974986607	2.1979334429237247	1245370.381791246	1361.3013639434257	1252.151277860589	1.254753	22.454062	0.1398457436489001	0.0838214964477476	-0.0994878298	-0.1033964516	0.0877754417	-0.0427621587	0.0127374479	-0.1668689955	0.0613925565	0.2722870746	-0.0230496597	0.0505904459	-0.0015035576	0.0196566513	-0.217058248	0.055720843	-0.0181399193	-0.1935339817	0.1284960925	0.0395498221	-0.1045552566	0.1084054961	0.0088074452	0.0367339639	-0.0064208987	0.2376268762	-0.0243800489	0.2295604232	-0.0657972965	-0.0088027137	-0.1006960074	-0.0907818633	0.0971166495	-0.072037822	-0.0839788627	0.1751950565	-0.134484938	0.1575014301	-0.080686612	-0.0137378776	-0.0015939668	0.015177086	-0.0018099227	0.0952192404	0.0080766555	0.1178004584	0.190494739	0.1029781263	-0.1119737484	-0.0314710307	0.0011173095	0.1188807916	0.0430280345	0.0741867685	-0.1755816259	-0.145807222	0.0027083058	0.1078372232	-0.1360060906	-0.1044944782	-0.017552888	0.1966536837	-0.0327668415	-0.048522748	0.1814195893	-0.1733090529	0.1282914565	-0.0561638109	0.0035096667	0.1860010555	0.0142641193	-0.1391264261	-0.1961244622	-0.0332005014	0.032106213	0.1010631888	0.0332808149	0.0609364063	-0.1115137809	-0.1523910979	0.010202403	0.0739342509	-0.0393901457	0.0981185066	0.0448881933	-0.0999673013	0.0976503845	0.1687248217	-0.1212089917	-0.0219466579	-0.1628965542	-0.0503560288	0.109282145	0.1189108618	0.0309673479	0.0133454744718193	-0.0021240119088759	0.0001781016888779	4.511426589046646e-06	0.0262425672114403	0.0405533331712745	0.0016445728313003	0.0006886723338469	-0.0291080480735388	-0.0676351133043197	0.0008472784626514	0.0045745085516881	-0.0004049881736915	0.0002490386881203	6.202026818068007e-08	1.6401542082997658e-07	-0.0002310204218856	-5.987082307999983e-07	3.5845154562766413e-13	5.3370435328200614e-08	0.000101953026134	0.0003410283089375	1.1630030749677093e-07	1.0394419537880086e-08
1167.3334529564304	0.4614675792665821	0.2129523267141592	1362667.3903911826	1991.846588850021	1.517558574676059	2.3029840275728315	3967452.833513464	1117.2568554530328	1.2952155248290182	1.6775832557581092	1248262.881056799	1362.1628534876886	1261.970685976361	1.283967	22.976854	0.0704185334400776	0.0361270479206071	0.1365674033	-0.0837360994	-0.1089501083	0.0731033521	0.0054268547	-0.0083720399	-0.0320113368	-0.1221448341	0.1948191874	0.0305453969	0.0593661631	0.0657465702	-0.0261446911	-0.0309571509	-0.087735383	0.1343498682	0.1855188683	-0.1367641548	-0.1080161225	0.0881349617	0.0947059231	0.1965007374	-0.0924343501	-0.0035302898	-0.0044027795	-0.1634057524	-0.2101914994	0.0041678329	-0.1656938377	-0.1210474192	-0.0970399651	0.0550616936	-0.069837647	-0.1208482368	-0.0218938601	-0.0816975899	-0.0779701909	-0.1632451243	0.1078386743	0.0377919784	0.0403050718	-0.0419344882	0.0608940686	-0.0063373968	-0.1305617038	-0.1062153569	-0.1995018951	-0.2192073435	-0.0939340321	-0.0412973629	0.0142828417	-0.134911756	-0.1123083468	0.0077941337	-0.0691844461	0.1383854964	-0.0004921601	-0.057450183	-0.0112669175	0.058473335	-0.07475009	0.0980404062	-0.0341083412	-0.0229965531	-0.0331974936	0.1083922257	-0.0316960313	0.2507269609	-0.0912879691	0.0257508718	-0.0396389709	0.0355020702	-0.1141006993	0.118130412	-0.1257511711	0.0860178412	0.0577420084	0.0882703277	0.0199809914	0.1276841254	-0.142026407	-0.0446758837	0.1298957316	0.0685324797	-0.2428301425	0.0630400203	-0.142454155	0.0845622573	0.000592681	0.0252096293	0.0002594427	0.1152490509	0.0197875765	0.0067156543734512	-0.0066298200983681	4.510001366365423e-05	4.39545145367256e-05	0.0091857049124399	-0.0170568622990004	0.000290936551487	8.437717473842253e-05	-0.0397946461697955	-0.0106865980962566	0.0015836138637792	0.0001142033788709	6.299422787743054e-05	0.0004679824015689	2.1900752817822379e-07	3.968272745873646e-09	-0.0003490010435516	-0.0001179806216659	1.3919427088695823e-08	1.218017284001058e-07	-3.298900956011837e-05	-0.0001349420356941	1.820935299727272e-08	1.088274751757581e-09
1166.6398136963355	-0.6936392600948693	0.4811354231449578	1361048.4549014205	1987.4499895572665	-4.396599292754445	19.33008534104889	3949957.460991178	1117.6635253644297	0.4066699113968752	0.1653804168355423	1249171.7559300452	1362.3786578328652	1264.9688510299825	1.207681	21.611698	0.0704751349439785	0.0569585270589811	0.1247410794	0.1284034682	0.1176976444	0.0026382754	0.1027650311	0.0848280014	-0.0145100976	-0.0108188951	-0.1609808742	0.0708803074	-0.0272787593	-0.01431953	-0.0560183819	-0.1295408416	-0.1928291162	-0.0906391032	0.1264444107	-0.1317072595	0.0685409978	-0.0128988708	0.0594467255	-0.0340550338	-0.135189715	0.0762398535	-0.0173022644	0.0195089114	0.1424650502	0.1843198522	-0.1995126733	-0.0619870441	-0.1876072372	-0.0822856275	0.0482738956	-0.0022353791	0.0399553723	-0.0949551698	-0.0052823161	0.0596195852	-0.1527238875	0.0825964352	0.1376897997	0.000313931	0.0638884707	-0.1157324131	-0.0092509099	-0.0512633716	-0.1200350556	0.0458454567	0.1421763115	-0.1071230829	0.0362417744	-0.151640253	-0.0043596451	-0.0277694285	0.0174918412	0.0198746652	-0.2714408284	0.0660344097	-0.0930924747	0.258675656	-0.1481613612	0.1394955793	-0.0246976756	0.2488316138	0.0017303957	-0.0450466445	0.2343703975	0.1925559215	0.0100624144	0.1632970875	0.0406771043	-0.1321053364	0.0215125213	0.1328668158	0.0328599339	0.0098687302	0.0407016461	-0.171941242	-0.105257109	0.0612967408	0.1997833119	0.0808972365	-0.0191229795	-0.0453916187	-0.0087901785	0.2786445337	0.1166837048	0.1081064484	-0.0432002025	-0.0485398684	-0.0689855578	0.1114298236	0.0084997322	0.0066259855994701	-8.966877398109991e-05	4.390368516438514e-05	8.04048902727358e-09	0.0017150685013689	-0.007470636411071	5.581040838641981e-05	2.941459964387765e-06	0.0162701233291642	0.0560647694989597	0.0002647169131462	0.0031432583789714	6.299837176581806e-05	4.143888387528219e-09	1.717181096829122e-17	3.968794845144222e-09	-0.000231000279862	0.0001180007636895	1.3924180231328816e-08	5.3361129296322336e-08	-1.3992711938771453e-05	1.8996297621346915e-05	3.608593233187905e-10	1.9579598740143714e-10
