global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_derivative1_power2	csf_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
989.8189872733872	0.6929117330981853	979741.6275669136	0.4801266698651308	1430.1069671328703	-2.324462437393777	5.403125622854618	2045205.9374419765	954.2877837317992	0.6795872597796233	0.4618388436547772	910665.1741797492	1083.0515823532678	913.3660275160208	1.044811	20.561922	0.1191917080983331	0.0796185640350832	0.0274120822	0.1263807485	0.0117845232	0.0840540497	-0.0690395656	-0.0224452031	-0.0454973762	-0.1645282428	-0.0604085726	-0.2031140868	0.1268905775	-0.0917037222	0.0338087181	-0.0631119998	0.0339710802	0.1972828839	0.0721202059	0.0392731455	0.1519006284	-0.0725132501	-0.0028676865	0.0114308557	0.0239909159	-0.0114321729	-0.0008076628	-0.0093309956	-0.0386309045	0.0200469758	-0.0608432166	0.0187609941	-0.0354441387	-0.0428649292	-0.192012597	-0.2450546752	-0.0245807715	0.0909892474	-0.0184871443	0.0781626617	0.0143625243	-0.148253997	0.0945297962	-0.0141438076	-0.0319523307	-0.045808958	-0.0981992216	0.0669372864	0.0062157859	0.0015335294	0.1395643167	-0.1424200505	-0.1097155233	0.0221235562	0.0236200065	-3.12091e-05	-0.0782273514	-0.0473561388	-0.0086725734	-0.1004624355	0.0427577346	0.0304874608	-0.1830391258	0.0933913542	0.0203588252	0.0263894597	0.0566997367	0.018582643	-0.0128479359	0.1473773039	-0.0990129787	-0.1211478989	-0.0328240373	0.1335605478	-0.0487785481	0.0384946794	-0.1642098126	-0.0237993487	0.0488946501	-0.0201163799	0.002926569	0.0705874158	0.00506954	-0.1375977114	-0.0274199268	0.1689873117	-0.0071076579	0.1419863355	0.1094628008	0.0067827813941931	-0.0022189052520929	4.9235405177654585e-06	4.6006123441412094e-05	0.0085172965513464	0.0117338713092038	0.0001376837359009	7.254434054357727e-05	-0.0573434646871859	-0.0755326061334783	0.0032882729423305	0.0057051745893151	-0.00061100006196	-0.0005940000733743	3.733210757151238e-07	3.528360871687478e-07	-1.2981147579083085e-07	-1.261944237995749e-07	1.5925032598106718e-14	1.6851019246993465e-14	0.0004249998389537	2.402730000096269e-10	5.773111453362617e-20	1.806248631106709e-07	0.0	0.0	0.0	0.0
990.6983541278418	0.8793668544545881	981483.2288716146	0.7732860647133567	1430.211226057298	0.1042589244277678	0.010869923322835	2045504.15114032	954.6511624004428	0.3633786686435769	0.1320440568251784	911358.8418725166	1084.4221993418982	922.3553580372526	1.02409	20.154133	0.0499093832819358	0.0254410263419453	0.0184124462	-0.0483891276	-0.0010962021	0.2028670673	0.0482077212	0.0246657739	0.1549342286	-0.0516473548	0.0561659275	0.0401350314	0.0558968391	-0.0390766241	0.1396596381	0.0236766801	0.0941435928	0.1046460533	-0.0204874375	0.03404547	0.1319017323	-0.0446535464	-0.0020549298	0.0802972501	0.1226023747	0.075338213	-0.0146414079	-0.1070136153	0.034164989	-0.1618711263	-0.0870839301	-0.0522522361	0.0492262755	0.0585825694	-0.2125670728	-0.161143764	-0.059723411	-0.1661006757	0.1480649966	0.0343427773	-0.0077731953	-0.0295049034	0.1256440807	0.1020585702	-0.0510737103	-0.030916503	-0.1092567088	-0.0544479789	0.0062623271	-0.0985328925	-0.1531648901	0.0590767518	0.0012726418	0.1114909259	0.1547019302	0.1354718939	-0.1032775521	0.0550734273	-0.1474121228	-0.1188840879	-0.0279221775	0.1716391227	0.0001614738	0.1371804157	0.0451914538	0.0091405608	0.1655560517	-0.0051353407	-0.0796013187	-0.0024051907	-0.1982384993	0.1441483084	0.0482272351	0.0301981775	0.1372459661	0.1568640024	-0.0830211104	-0.0408749875	0.0034421777	0.1037996097	0.0113243549	0.0923826761	0.0277014495	-0.1258273523	-0.051319506	0.1697901773	-0.0778255037	0.1397444952	0.1012278027	0.0076640610815417	0.0008812796873486	7.766538873332468e-07	5.873783226160213e-05	0.0114805762429455	0.0029632796915991	8.781026530643658e-06	0.00013180363087	-0.0381058617856382	0.0192376029015477	0.0014520567024261	0.0003700853653976	-0.0008279712161265	-0.0002169711541665	6.855363347339954e-07	4.7076481740343134e-08	-0.0001926233465914	-0.0001924935351156	3.705376106130426e-08	3.7103753652070616e-08	0.000297920108207	-0.0001270797307466	1.6149257966653763e-08	8.87563908740706e-08	0.0	0.0	0.0	0.0
992.1705855384552	1.4722314106134036	984402.4708077208	2.1674653263967323	1437.2088488588238	6.997622801525722	48.96672487243269	2065569.275238105	956.8391370193222	2.187974618879366	4.787232932860308	915541.1341318812	1085.8212884561906	931.5689420530782	1.038842	20.444447	0.0655830223609491	0.040031163295106	0.0271879096	-0.1133520456	-0.2288644647	0.0437423889	-0.01128949	-0.1310859983	0.1007674557	-0.034603499	0.1321121318	0.0990168907	0.079746998	0.0761367546	0.1627454789	-0.02342569	0.0101849434	0.032552787	-0.0979724748	0.1304502333	0.1965882222	0.0980939909	0.1005364319	-0.1928017836	0.002364922	0.0394352197	0.0091213083	0.240282637	-0.1324586478	0.1067445318	0.0965405109	0.0637682359	0.0995484556	0.0742961203	0.0485734481	0.0786579263	0.033784846	-0.1571397556	-0.0353568886	0.1114007607	0.0465586231	0.1239313118	0.1268500715	0.0151687497	0.1791765454	0.027657638	-0.0491174466	0.1038634983	-0.0117609345	-0.0976661445	0.1758354719	-0.0499336189	0.0532665091	-0.0184552742	-0.051265222	-0.0445462445	-0.173332493	-0.0201969397	0.0652768016	0.1035562039	-0.2155843442	-0.1684077945	0.0903092701	0.1068837791	0.0819955694	-0.0573102444	0.1404499564	0.0311870729	-0.1657215243	0.0092361824	-0.0128763562	-0.1101397436	-0.0372049413	0.0270563412	0.0490883725	0.0772722504	-0.1648222354	-0.075068455	0.0180156976	-0.0277759275	-0.0783127006	0.0894238479	-0.0156353334	-0.1105168148	-0.0308836396	0.0089015522	-0.1880339824	0.1373117808	0.0924399334	0.0114587501567626	0.0037946890752208	1.4399665177600843e-05	0.0001313029551551	0.0143037255933791	0.0028231493504336	7.970172254853664e-06	0.0002045965658506	-0.0705450350498679	-0.0324391732642296	0.004976601970187	0.0010522999620667	-0.00045095332957	0.0003770178865565	2.0335890545026904e-07	1.421424867835299e-07	-0.0002190957162617	-2.64723696703e-05	7.007863559610193e-10	4.800293288422736e-08	0.0004249500654015	0.0001270299571944	1.613661002483649e-08	1.8058255808473914e-07	0.0	0.0	0.0	0.0
994.0490902978466	1.8785047593914896	988133.5939219764	3.5287801310564784	1441.999918871587	4.791070012763157	22.95435186719836	2079363.7660256636	956.9610285329704	0.1218915136482792	0.0148575410994686	915774.4101308808	1085.5168148150244	948.9685372271716	1.095571	21.560873	0.0165825405460121	0.0106295644241346	0.1801082268	-0.0003352629	-0.0776750824	-0.055544962	-0.0137579731	-0.0473239276	-0.1249756267	-0.055700261	0.0713386144	0.0993075764	0.071108618	0.2855974672	0.0053326242	-0.0003620669	0.1053583488	0.1056503086	-0.2055689938	-0.0190056305	0.0788944385	0.1104815518	-0.0393079514	-0.1536732638	0.1480307031	-0.0323656276	0.0403899419	-0.0176005015	-0.0255632657	-0.3027091126	-0.0299887645	-0.0958522665	0.1468761646	0.1116948221	0.119317554	0.0911113829	0.0511788123	-0.1485148484	0.0092998919	-0.1941718073	0.0316543803	-0.1182546706	0.0715002419	0.0170694527	0.1508670137	0.1498461409	0.0901154783	0.0805767245	0.0185097117	-0.0836907192	-0.1270461745	-0.0390985481	0.1478759926	0.0786419621	0.0186028565	0.0297705583	-0.1576153644	0.0801328564	-0.1491523494	0.1221256247	0.1377763063	0.1814713918	0.1335602717	0.0732547296	0.1346828884	0.0019277077	0.1024611751	0.1534050433	-0.0620596598	0.0754320515	0.091394932	-0.0149878802	0.1282064938	-0.1098314233	0.0300085024	0.1388753779	0.037442117	0.0279096134	-0.0564524793	0.0341656593	0.0091881594	0.0173462471	0.1082656582	-0.0091550355	-0.0459592658	0.0294538098	-0.0519059756	0.1346915149	0.0831471893	0.009892726730257	-0.0015660234265055	2.452429372364339e-06	9.786604215954136e-05	0.0143312572706264	2.753167724729895e-05	7.579932520494386e-10	0.0002053849349568	-0.0789586386530771	-0.0084136036032092	0.0062344666179472	7.0788725591935e-05	-0.0004694287534902	-1.84754239202e-05	2.2036335460336297e-07	3.413412890310982e-10	-0.0003320998036056	-0.0001130040873439	1.2769923756427782e-08	1.102902795548781e-07	0.0004249219398846	-2.8125516899994967e-08	7.910447008919025e-16	1.805586549952916e-07	0.0	0.0	0.0	0.0
993.2398589103892	-0.8092313874574302	986525.41732833	0.6548554384462775	1433.4894579896832	-8.510460881903782	72.4279444224145	2054892.026167556	954.3013659103652	-2.6596626226051967	7.073805266083153	910691.0969783888	1083.7115189508097	945.6458003328162	1.012881	19.933538	0.0604021817334232	0.039844426468267	0.2131646046	-0.0801345512	0.1591130816	-0.0399605573	-0.0668747977	0.0069124075	-0.031896769	-0.2188159132	-0.0637693567	-0.0396499733	0.021375687	0.1303414936	-0.050518654	-0.0499565043	0.0120922653	0.1051322939	-0.0496419388	0.0279245722	0.0586171524	-0.166319147	-0.0969816597	0.0093882543	0.1041418848	-0.0717363898	0.1336688769	0.1394149414	-0.1643054438	-0.0494852401	0.3202261249	-0.1630244434	-0.1697669213	0.1201816937	-0.0609251008	0.0405579414	-0.0864485498	0.0461497995	-0.020132948	-0.0911347201	-0.060659401	-0.135978241	0.1766010567	-0.0799224356	-0.022820004	0.1062522013	0.0679494133	-0.0783184627	0.0136781217	0.0637416218	0.1159241803	-0.1390952233	0.0669386213	0.0251433889	0.0442851871	0.0133396963	0.0014797072	-0.1382034542	-0.1721498892	-0.0972697281	-0.0249936296	0.063322697	0.3065110141	0.0324154878	0.1535405441	-0.0390092968	0.1058750128	0.1029978562	-0.0101549789	0.0769431795	-0.0600918757	-0.0690489535	0.187988966	0.0511953453	0.0440530089	-0.1492053913	-0.104043765	0.0262859474	0.0409546018	0.0193986718	-0.0848231695	-0.0945060608	-0.0404082137	-0.0476622872	-0.0297962649	0.0155118908	0.0562852238	0.1318872767	0.0734003241	0.0107045543148842	0.0008118275846272	6.590640271616338e-07	0.0001145874830803	0.0285832744897049	0.0142520172190785	0.0002031199948129	0.0008170035805538	-0.0726826890596896	0.0062759495933875	0.0052827732889475	3.938754329874084e-05	0.0002450561847366	0.0007144849382268	6.005253367765864e-08	5.104887269529542e-07	-0.0002654476740617	6.665212954390002e-05	4.4425063727368296e-09	7.046246766476653e-08	0.0004250326188405	1.1067895590001705e-07	1.2249831279117917e-14	1.8065272707841374e-07	0.0	0.0	0.0	0.0
994.3309719074208	1.091112997031587	988694.081694356	1.1905275722912518	1431.251372384553	-2.238085605130209	5.009027175891053	2048480.4909526664	954.5965173725954	0.2951514622301374	0.0871143856565882	911254.5109798878	1082.5570012444166	953.239556826078	1.087414	21.400343	0.0444835979626011	0.0207260747885098	0.1678749456	-0.3162964355	0.0153169317	0.0169208738	-0.1175974264	-0.0346781371	0.1049896903	-0.0736002309	-0.086020818	0.1602850406	0.2131766094	0.0670714944	-0.1634808885	0.0184710238	0.1926182854	-0.0004029474	-0.0740674911	0.0954802772	0.0930788421	0.0873133704	0.1644096206	-0.1151215344	0.0787355707	0.1246002531	0.0379712317	0.0444183255	-0.0668433285	-0.0242967079	-0.0845651469	-0.1035741337	0.0255714573	0.1052712552	0.1970963765	0.079774774	-0.025418171	0.0905343732	-0.0654233282	0.1452759808	-0.0974732711	0.1001973744	0.1881467221	-0.1680401626	0.1361363718	0.0067036174	0.0367635887	0.0956805383	0.0008508053	-0.1171784309	0.005169394	-0.0397421763	0.0949791506	0.013362484	-0.0370528927	-0.0368001407	-0.0814904171	-0.1193233826	0.0656140101	0.1164411111	0.1034537119	0.0690929742	0.0086800789	-0.0056753245	0.1296406464	-0.1843483315	0.0774234838	0.0999428143	-0.1449750846	-0.0390485184	-0.0226616755	-0.098925222	0.0643093921	-0.1379498095	0.0834160749	-0.0163320796	-0.1442345278	0.0406866765	0.0197296522	0.0233422042	-0.0805834239	-0.0971975859	-0.016662946	-0.0649368794	-0.1476514169	-0.0754806646	0.1054591863	0.1289028963	0.0632525717	0.0026986651814411	-0.0080058891334431	6.409426081698232e-05	7.282793761522524e-06	0.0410536292068144	0.0124703547171095	0.0001555097467705	0.0016854004710506	-0.060151488655606	0.0125312004040835	0.0036182015874854	0.0001570309835673	0.0003890740051447	0.0001440178204081	1.5137858147933802e-07	2.0741132595099745e-08	-0.0003509171546176	-8.54694805559e-05	7.305032106495367e-09	1.2314284940491257e-07	0.0004250683920358	3.5773195300003835e-08	1.279721501972216e-15	1.8068313790790055e-07	0.0	0.0	0.0	0.0
993.9046681301822	-0.4263037772385587	987846.4893309677	0.1817349104878627	1434.7380037213316	3.4866313367786006	12.156598078606532	2058473.139322272	956.3068774889276	1.7103601163322537	2.9253317275400805	914522.8439326228	1086.8359094413438	965.1147670407267	1.088299	21.417767	0.0310298345652738	0.0152285013011681	0.1921028344	-0.1335231322	0.0677854397	-0.2360910778	-0.1271013382	0.0296667404	-0.109265129	0.0754043739	-0.1225869121	0.2183717372	0.005715623	-0.0117740927	0.0872679926	-0.140729841	0.0018982803	0.1163020756	-0.0031222495	-0.1678825423	-0.0923957568	-0.0524486946	0.075022799	-0.2603835475	-0.0371900383	-0.0892127732	-0.0420829859	0.076283805	-0.012088679	0.0405035207	-0.1184364293	-0.0368226609	-0.1838810592	0.1258921126	-0.020385336	-0.1589675979	-0.1510970509	0.1508752579	-0.0338108578	0.0002603376	-0.0295069021	-0.0340526256	-0.1071272063	-0.1673293569	0.1004898711	0.0760581601	0.0263446436	-0.1270296541	-0.1237862566	-0.1107945267	0.0957962947	0.0275316879	0.2051697195	-0.0145144429	-0.0519287882	0.1028918306	-0.0059880658	0.3071135254	0.0172553889	0.0880745466	-0.032301495	0.0087264798	0.0677301911	-0.0140882597	0.0752185397	-0.1435247736	0.0369231206	0.1955480684	0.0248314846	0.0474703207	0.1435607509	0.0591131287	0.128978424	-0.0097344765	0.195797617	-0.1169962241	-0.0058327932	0.0708454079	0.0257912817	0.1820122539	0.1066638929	0.0071554906	0.0205125427	0.0933141589	-0.0682695311	-0.1043943727	0.0061243219	0.1257424501	0.0527593557	0.0101129202222551	0.007414255040814	5.497117781023583e-05	0.0001022711554216	0.0386479802074717	-0.0024056489993427	5.7871471080385445e-06	0.0014936663741171	-0.0501412648497989	0.0100102238058071	0.0025141464407376	0.0001002045806423	0.0002941019435443	-9.49720616004e-05	8.649595319653463e-08	9.01969248463017e-09	-0.000479937384894	-0.0001290202302764	1.6646219820575293e-08	2.3033989341889159e-07	0.0004250702345452	1.842509399988933e-09	3.39484088904758e-18	1.8068470429631133e-07	0.0	0.0	0.0	0.0
992.4350360361028	-1.4696320940794294	984927.3007519807	2.159818491948289	1438.5872094182685	3.849205696936906	14.816384497331532	2069533.159101841	955.9920452331396	-0.3148322557880192	0.0991193492845727	913920.7905490412	1085.6623087497735	952.479717186922	1.075191	21.159796	0.0576742412417831	0.0306098182397524	0.2230848797	-0.0066417522	0.1602087147	-0.1304197861	-0.0286735234	0.0298914058	-0.1836792182	-0.234884844	-0.0498725193	0.013435894	-0.0621023884	-0.053556639	0.0062740422	-0.0664589214	-0.0222194183	0.0662058532	-0.1031340862	-0.0902803727	-0.0867834446	0.0010346884	0.1534083637	-0.0890855391	0.0022439743	-0.0536251218	0.1059329774	-0.0273869783	0.0792833303	0.0122309951	0.0566596922	0.0722513998	0.0744493789	-0.1336021016	-0.0340195423	0.0113451075	-0.2584418343	-0.0139254325	-0.0053004739	0.0259577578	0.0512201954	-0.1682839716	0.0143257285	-0.0853420105	0.0272942833	-0.1263705827	0.1378106744	0.0756142443	0.0758190268	-0.0057547108	0.1387276731	-0.0261819508	0.090569717	-0.0831134292	-0.0087811964	0.0498266174	0.0006943024	0.0711342194	0.1612781438	-0.0783190961	-0.0979208999	0.1489222663	-0.0166077585	-0.0046137226	0.0907629355	-0.0376407967	-0.0775094627	0.1283638342	0.0916365496	0.114658625	-0.0785461944	-0.1797269283	0.1000659451	0.0245546127	0.0758739283	-0.1506120342	-0.0346581583	0.1921016255	-0.0590852295	0.0732946701	0.0387696875	-0.0800445197	0.0913229432	-0.025719719	0.0179467231	0.0688500149	0.0494532444	0.1224102548	0.0419779864	0.0090303978427783	-0.0010825223794768	1.171854702068116e-06	8.154808519885496e-05	0.0292199651175621	-0.0094280150899095	8.88874685355631e-05	0.0008538063614715	-0.0639045445504606	-0.0137632797006616	0.0040837908142018	0.0001894278681186	0.0004819999235254	0.0001878979799811	2.323239262784915e-07	3.530565088097787e-08	1.0244210280063728e-07	0.0004800398269968	2.304382355031183e-07	1.0494384426216335e-14	0.0004249995600884	-7.067445679999775e-08	4.9948788439747465e-15	1.806246260753335e-07	0.0	0.0	0.0	0.0
991.7439060660796	-0.6911299700232121	983555.9752192048	0.477660635464286	1435.8023855379313	-2.7848238803371714	7.75524404449618	2061528.4903164145	955.3286948099624	-0.6633504231772349	0.4400337839294166	912652.9151273062	1084.7921198830172	938.2738292551136	1.072079	21.098558	0.0498008581890438	0.0279764729573758	0.1233918771	-0.1914913961	0.0364302009	0.0839810419	-0.0416978102	0.1097726446	0.075507948	-0.0397735088	0.0482139612	0.0798464912	0.0314959081	-0.0665868017	-0.0666641834	0.0277567911	0.0865920912	-0.0961394011	-0.0967666596	0.057423481	-0.1394334548	-0.0109991058	0.0887824344	-0.1199099248	0.0224241574	0.1202262069	0.0424842802	-0.1130535271	0.1032173205	-0.0906388703	0.063584411	0.1427962204	0.1778398907	0.0912362857	0.0735104225	-0.0206569524	0.0330050088	-0.1107443784	-0.0597953851	-0.104665722	-0.0578519601	0.0829808571	0.09469735	-0.0516264807	0.0787540766	-0.18686179	0.0479068658	0.0111546169	-0.035578921	-0.0189271233	-0.1387477016	0.1258939465	0.1256225024	-0.1085199774	-0.0336642884	0.0711728642	0.0408710138	0.0110268585	-0.0047850259	0.0442976066	0.0069963025	0.1470086635	-0.0649036911	0.0108504989	0.0690461196	-0.1395302832	-0.0513838725	-0.0474319038	0.0127751244	-0.1223370937	-0.1098268492	-0.0386619724	0.0043037438	-0.1270753899	0.1335074872	0.0301647259	0.0260239278	0.2435194682	-0.1189491952	0.1795453067	0.0167261391	-0.1215257213	-0.0727607901	0.0815894373	-0.0146825427	-0.0180222262	0.0208654049	0.1189108618	0.0309673479	0.0088113150429194	-0.0002190827998588	4.799727319401418e-08	7.763927278557772e-05	0.0267653351049119	-0.0024546300126501	6.02520849900312e-06	0.0007163831632782	-0.0501286897220509	0.0137758548284096	0.0025128855332496	0.0001897741762534	0.0001440695974286	-0.0003379303260968	2.075604890323887e-08	1.141969052958896e-07	-0.0003289693782333	-0.0003290718203361	1.082882629393149e-07	1.08220851815204e-07	0.000425023224618	2.3664529600004106e-08	5.600099611894705e-16	1.8064474146468288e-07	0.0	0.0	0.0	0.0
991.5341976451352	-0.2097084209443664	983140.065099782	0.0439776218149796	1434.173580207447	-1.628805330484283	2.6530068046140154	2056853.8581650464	956.188934400424	0.8602395904616742	0.740012152997669	914297.2782698184	1084.8701046234198	938.0458420973556	1.136948	22.375187	0.0581776165602237	0.0306885053178606	0.1488096762	0.0654193893	-0.1200085784	-0.025349107	-0.0275822818	0.0711934287	-0.1497708519	0.1204501483	0.1512252951	-0.1031121286	0.059859686	0.0178516474	0.0097840431	0.0446507925	-0.1296312816	0.1188301643	-0.066164698	-0.0011363225	-0.0274904817	0.0953943371	0.0999390751	-0.0300563234	-0.0783340387	0.1128873154	0.1296558424	-0.0926771349	0.1905472222	0.0713952891	-0.0382904418	0.1255265843	0.0304008126	-0.0895239831	-0.1973882092	-0.1692552521	-0.0435554799	0.0340327761	0.0653632416	0.0071663171	-0.1299844026	-0.1404312599	-0.0229976724	0.091045752	0.1517896206	0.0366335086	-0.0346478656	0.0450173001	0.0269160553	0.0047819849	-0.0633831482	0.225748708	-0.0638497468	-0.0858282451	0.0581982871	0.0508728526	0.046661718	0.0096897202	0.1436312522	-0.0913860102	-0.1538769805	0.1023198457	-0.245190735	0.0311623071	0.0693639507	0.0330122679	0.0760001272	0.0918611671	0.1160221297	-0.0114397605	0.0973592414	-0.015144626	0.0139911225	-0.1449618629	-0.0089344434	-0.0151382269	0.0661073704	0.2038030262	-0.1244934678	0.0748001159	-0.1442324576	-0.0894702638	-0.0303580936	0.0300803246	-0.1124161459	0.0955014289	-0.0605326248	0.1152490509	0.0197875765	-0.0030702663321449	-0.0118815813750643	0.0001411719759722	9.426535350302496e-06	0.007675713376642	-0.0190896217282699	0.0003644136577284	5.891657584036094e-05	-0.050124615662682	4.0740593689053695e-06	0.0025124770953315	1.6597959741365617e-11	-7.100000036153965e-05	-0.0002150695977901	5.041000051338631e-09	4.625493189361244e-08	-1.508584812626168e-08	0.0003289542923851	1.0821092647863039e-07	2.27582813688633e-16	0.0004250003268429	-2.2897775099996798e-08	5.243081045300332e-16	1.8062527781657186e-07	0.0	0.0	0.0	0.0
991.6599449597436	0.1257473146083612	983389.4464375617	0.0158123871312141	1436.9635094368812	2.789929229434165	7.783705105251113	2064864.1274531577	955.3938695160432	-0.7950648843808494	0.6321281703755335	912777.4459088382	1085.0072570194473	931.143861006938	1.109532	21.835627	0.117640254193073	0.0560175012905889	0.0498930609	-0.0195447039	0.0191393438	0.1183445788	0.0573982649	0.2071677864	0.1389610634	-0.0686490067	0.0909981132	-0.0077862327	-0.0504758882	0.0692692011	0.1668455014	-0.1332254189	0.0083980962	0.0434929247	-0.1226126412	0.0489329693	0.0959402367	-0.0970891683	-0.0042907384	-0.1256257655	-0.0266024668	0.0801066832	-0.0735988468	-0.0095011824	0.0394097232	-0.1212082737	0.0765743461	0.2124247084	0.0070362015	0.0680499518	-0.0765491765	0.0854344507	-0.0190516716	0.026986806	0.0100457214	0.1098870546	0.0309399095	-0.0560237415	0.1652324147	0.0702219424	-0.0535114428	0.0223903596	-0.0534991554	-0.1227662077	-0.040158338	-0.0990265362	-0.069268872	0.0505786732	0.0536275018	0.0442912743	0.0192500266	-0.020658119	-0.0638145572	0.0900904249	0.1217333993	-0.0558477429	-0.1690564273	-0.064637713	-0.0427434958	0.0176110426	0.0379221516	-0.0206325795	0.1518005192	0.0052109922	0.116820265	-0.1887528128	-0.0546699879	0.1145945143	0.1174470891	-0.0460776534	0.0448043193	-0.0684214641	-0.0352881791	0.0093351349	-0.0233740432	0.0232334784	-0.0436399133	-0.0528358058	0.0157518705	0.0481813221	0.0352721411	0.026790545	0.0749253465	0.1114298236	0.0084997322	0.002884286497462	0.0059545528296069	3.5456699400579546e-05	8.319108599441613e-06	-0.0010134603709843	-0.0086891737476263	7.550174041643809e-05	1.027101923555635e-06	-0.0207245780466607	0.0294000376160212	0.0004295081352121	0.0008643622118234	0.0001440065217696	0.0002150065221311	2.0737878312178282e-08	4.6227804558928255e-08	-0.0008479990767891	-0.0008479839909409	7.190768488921815e-07	7.19102434235166e-07	1.606103991864301e-05	-0.0004089392869242	1.672313403901198e-07	2.579570032682443e-10	0.0	0.0	0.0	0.0
991.3678466607472	-0.2920982989963931	982810.2073927668	0.0853214162765863	1427.9903949699778	-8.973114466903326	80.51678323614975	2039156.5681265132	956.1228861936396	0.7290166775964053	0.5314653162137012	914170.9735032556	1086.2572751413643	941.4694816243248	1.295336	25.492264	0.0730425840629776	0.0514191614287914	-0.0149707544	-0.1157768562	-0.0904477525	-0.1583778285	-0.1169311623	0.054169513	0.0206423456	0.1456598839	-0.0726837744	0.0621315508	0.1216726185	0.1196566917	-0.1378183537	-0.0834673543	-0.1682693786	0.0221241252	0.0106367792	-0.1401163264	-0.1035573994	0.047300966	0.0846412428	-0.0621622965	-0.1828710557	-0.0242629857	0.0157802575	0.0056985416	0.0301059119	0.008176626	-0.1194003864	-0.0106328045	-0.0979015337	-0.1591837272	-0.0153626211	-0.0555184289	0.0339785236	-0.1916579358	0.0033224831	-0.0935477371	0.0056600562	0.0703310595	-0.1384812191	-0.0931432023	0.0960936235	0.1262484098	-0.0451054917	-0.1456542106	-0.0737143152	0.0058883173	0.0146506336	0.2095887234	0.0583064335	-0.015171419	-0.012258557	-0.0574732133	-0.1062473943	-0.0036843803	0.0078438425	-0.0256998382	0.1371219934	0.0652851787	-0.1131775416	-0.012432774	0.005054048	-0.1180476889	-0.0199919534	0.1125591363	0.1142594544	-0.1264019742	0.1854059259	0.0717057048	-0.0050868711	0.1341216408	0.0140925061	-0.1145962936	-0.0204700344	0.0469689999	-0.0549609945	0.0277744125	0.036985447	0.0672220964	-0.0074845254	0.2767315952	0.2150343323	-0.0136889946	0.030987175	0.1074583966	-0.0028345346	0.0034943526321171	0.000610066134655	3.721806886530144e-07	1.2210500317583704e-05	-0.0058029459097497	-0.0047894855387654	2.2939171726042893e-05	3.367418123148078e-05	0.0045150468799732	0.0252396249266339	2.038564832835573e-05	0.0006370386664371	0.0001439996331609	-6.888608700009267e-09	2.073589435047377e-08	4.745292982184336e-17	1.146233330473478e-09	0.0008480002230224	7.191043782460919e-07	1.3138508478883214e-18	1.600000229130809e-05	-6.103762733492121e-08	3.7255919506767215e-15	2.5600007332186407e-10	0.0	0.0	0.0	0.0
