global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	c_comp_cor_12	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2
28432.74733598169	-4.65862649391056	808421121.0717739	21.7028008097654	34056.34625832805	73.01836135787016	1159834720.467135	5331.681095388507	25914.82911146009	-6.355505041177821	40.392444328436696	671578367.8761793	29613.40410021552	30511.134059280063	0.949364	18.98979	0.0614301141161606	0.0373375515437597	0.0025814421	-0.0074127748	-0.0719953399	-0.1389029117	-0.0489159747	-0.038360199	0.0700546403	0.1735350329	-0.022005889	0.1024761731	-0.0577544004	-0.0376007744	0.033637392	0.0203297376	0.0467839012	0.1232743008	-0.0138173019	-0.1419178502	-0.123385183	-0.0004591244	0.0744973011	-0.2125830404	0.0885259247	0.0523574966	-0.1008397831	0.0489028217	-0.0568240259	-0.0562431939	0.0290560671	-0.0075597774	-0.0764850644	-0.1224887876	0.1007152277	0.0012215003	0.0220363434	0.2538376994	0.0405181418	-0.1113071506	-0.0762893548	0.0704450481	-0.1022762601	-0.0238295999	-0.0559352826	0.166728264	-0.0216918555	0.1185359071	-0.0436927369	0.0587985987	-0.0904390927	0.1060646105	-0.1452972208	0.0227881278	-0.18478879	0.0649064768	-0.0509775635	-0.0414219188	-0.0367057305	0.1400183709	-0.1953254427	-0.0696590603	-0.0724133061	-0.1271305143	0.0562239139	0.0332384983	-0.0101727178	-0.0700100623	0.0326333592	0.0236621725	0.0215383919	-0.0119190109	0.0383695649	-0.0711499743	0.31182485	0.0847296452	0.0511311366	-0.132865571	0.0865109923	-0.0979226361	0.0541536823	0.1056261606	0.0480955918	0.0435315302	0.0329705691	0.104923084	0.0494525158	0.0082950615	0.0335403997	-0.0766234528	0.1419863355	0.1094628008	-0.0767989099601891	-0.0041252928091637	1.7018040761338507e-05	0.0058980725710732	-0.0336342910898537	-0.0067301370344807	0.001131265537117	4.529474450288998e-05	0.0816748145651615	9.134702013109676e-05	8.344278086830995e-09	0.0066707753342535	0.0006399451952846	0.0002678083052169	4.095298529678448e-07	7.172128834320181e-08	0.0010119038968166	-0.0004403069067455	1.9387017212779042e-07	1.02394949639262e-06	-0.0018668247849542	-0.0003015515330851	9.093332710603437e-08	3.485034777719295e-06
28439.93527427895	7.18793829725837	808829918.405176	51.666456965193554	34033.01555064245	-23.33070768559992	1158246147.4702706	544.3219211109111	25881.375735721074	-33.45337573901634	1119.1283483358068	669845609.9735715	29640.22463766164	30610.460827145413	0.927782	18.558084	0.040128544398506	0.0351528308225236	0.0296208587	-0.0110066421	-0.1442648651	-0.0893907477	-0.1191523931	0.0320928857	0.0128244211	0.0946550771	-0.0431595854	0.1365405313	0.0076992894	0.0758551312	0.0488484906	-0.1651179566	-0.0414611976	-0.0594042081	-0.0484231413	0.0711159437	0.067958153	0.0678528275	0.0580638096	-0.0948997376	-0.0267325281	-0.0726361325	-0.015487555	-0.1117060378	-0.0246185533	0.0242305208	-0.1787055514	0.022656829	-0.0397354314	0.040615033	0.056077564	-0.0278309723	0.0481744899	-0.0300922487	0.012375972	0.0213419134	-0.1583033248	-0.015749344	0.0077086994	0.0215162134	0.0076183413	0.0712526241	-0.0820143494	0.0536855123	-0.0136592942	-0.0239660739	0.0517566247	-0.0686194742	0.1239383545	0.0882613581	-0.1203687863	-0.08615713	-0.0575421849	0.0260733826	0.0997166493	-0.0424558289	-0.0071983129	-0.0564120782	0.0923169457	-0.0557531637	-0.0591690974	0.0897376423	-0.0103739704	-0.0580942075	0.073199349	-0.0156121062	0.0027630508	0.0420609853	-0.0210737785	-0.0271070619	0.1552741484	0.1045194716	0.0345613228	-0.1785340922	-0.1088396975	-0.0102366242	0.0575956237	0.1378350736	0.1408177022	0.0903425652	-0.1026425862	-0.0039107475	0.0338163076	0.0126738443	-0.0379845052	0.0788356708	0.1397444952	0.1012278027	-0.0770010732064605	-0.0002021632462714	4.086997814299528e-08	0.0059291652749466	-0.0268725433410708	0.0067617477487828	0.0007221335856177	4.57212326181706e-05	0.0816142515472648	-6.05630178966976e-05	3.667879136755714e-09	0.0066608860556202	0.0005406602015959	-9.928499368869996e-05	2.9231345358971925e-07	9.857509971765188e-09	0.001012148227468	2.443306514000789e-07	5.96974672135869e-14	1.0244440343666142e-06	-0.0013042727015832	0.000562552083371	3.164648465050525e-07	1.701127280095139e-06
28462.993984959976	23.05871068102715	810142026.5878677	531.7041382713156	33837.837712166875	-195.1778384755744	1144999261.0349426	38094.388631997404	25957.445505503063	76.06976978198873	5786.609874684765	673788977.1711612	29626.28457367996	30829.92298308097	0.974978	19.502146	0.0911152387745886	0.0582104821557559	0.046702711	-0.1258020709	3.85479e-05	-0.0515650593	-0.0944857703	0.0254635289	-0.0933542792	-0.1282552593	0.0380659248	0.041706129	0.0187124069	-0.0482281456	0.0246853694	0.0374013737	0.010495291	-0.0435794972	0.037110119	0.0756650013	0.1011767347	0.0247298762	-0.1312102152	0.0607190267	0.012644116	0.0681974915	-0.1179728092	0.0994276162	0.1580276659	-0.0992124306	-0.0340657842	-0.027809579	-0.056080607	-0.0060357622	0.1509147896	-0.0536011953	-0.0957091808	-0.0836505329	-0.0147292744	-0.0559453009	0.069793514	-0.0526629833	-0.0215232914	0.0276164907	-0.0283781261	-0.1648582737	0.0210073913	-0.0145365222	0.1088815805	-0.1163810844	-0.0771913321	-0.0067782933	0.0529986822	-0.1439321334	-0.1045484024	0.0174173966	0.0403652876	0.0181324623	0.0053252005	-0.0311521404	-0.0307916561	-0.0761634508	-0.0656754336	-0.1611356746	-0.2308835954	0.0109899162	-0.0058125325	-0.0879574284	0.087814867	-0.0198894894	0.0613941454	0.0695216902	-0.0955991524	-0.0010426462	0.1508946122	0.1836502395	-0.0446252919	-0.0445562018	-0.1640093256	0.079127324	-0.1536235326	0.0312744044	0.0388363209	-0.0337586585	0.0359234857	-0.0064753483	-0.1064575959	-0.1432924187	-0.0653187506	-0.1243372632	0.1373117808	0.0924399334	-0.0765084387303574	0.0004926344761031	2.4268872704538275e-07	0.0058535411969568	-0.02691478193762	-4.22385965492024e-05	0.0007244054867496	1.7840990384462923e-09	0.0601312821838035	-0.0214829693634613	0.0004615179726714	0.0036157710970682	0.0010897249156497	0.0005490647140538	1.1875003917877456e-06	3.014720602189811e-07	0.0013910450759411	0.0003788968484731	1.4356282178284734e-07	1.9350064032999807e-06	-0.0017582590658258	-0.0004539863642426	2.061036189182147e-07	3.0914749425586147e-06
28405.856026523787	-57.137958436189365	806892656.5995977	3264.746294255704	33914.42946442735	76.59175226047228	1150188525.8976178	5866.29651432956	25931.73211175042	-25.713393752641423	661.178618278379	672454730.315588	29658.09168911638	30567.37989811853	0.875225	17.506815	0.0644624706729945	0.0391308655607605	-0.0038086019	0.0286908747	0.1508591104	-0.1050926408	-0.0709328968	-0.0127116914	-0.0533085524	-0.0746093398	-0.019490424	0.0256485309	0.1059530595	0.0429699222	-0.0415913142	0.114927225	0.1034646224	0.0841057224	-0.0878901707	0.018836655	-0.1354400503	-0.0196747175	-0.0785030272	0.1196522791	-0.0699287602	0.0263724916	0.2136432208	0.0541809712	0.1278740434	0.1622052879	-0.0076040005	-0.0169110981	-0.0845139678	0.0659390951	0.1539356928	0.0234619976	-0.0873837389	-0.0081922085	0.0453127929	-0.0023423591	-0.0367077351	0.0946392272	0.1177682328	0.004406306	-0.0290493253	-0.0996758924	-0.0705750935	-0.0787614511	0.0338749266	-0.1550236431	0.1060424006	0.0045553576	-0.0186760732	-0.1353145223	-0.040758105	0.115235214	-0.0098229449	-0.0279766807	0.0908635724	0.1299924274	-0.0040810738	-0.0265294431	-0.121083271	-0.1420495843	0.0879639268	0.0501727705	-0.033035988	-0.1410228664	-0.0063072918	-0.0430113992	-0.0132874826	-0.0433239731	-0.0857709317	-0.0002658633	0.1017256218	0.1731863257	-0.0597416185	-0.097563839	-0.1851342828	0.10185986	-0.2691619503	0.0172762712	0.0151793238	-0.0921869494	0.0246820344	-0.0597932131	0.0621010849	-0.1695225916	-0.0161665349	-0.121178844	0.1346915149	0.0831471893	-0.0766767613827426	-0.0001683226523851	2.8332515305988856e-08	0.005879325736146	-0.0268009237334894	0.0001138582041306	0.0007182895129683	1.2963690647845996e-08	0.0380325868039648	-0.0220986953798387	0.0004883523374909	0.0014464776590011	0.0011486335481775	5.890863252779998e-05	1.319359027998833e-06	3.470226986295374e-09	0.000816110760158	-0.0005749343157831	3.305494674649814e-07	6.660367728456686e-07	-0.0015504701254039	0.0002077889404219	4.3176243761655934e-08	2.403957609769985e-06
28377.555640718663	-28.30038580512337	805285664.1420836	800.9118367188283	34009.82360406091	95.39413963356492	1156668101.5793388	9100.041876428082	25917.580020389043	-14.152091361378552	200.28168990080545	671720954.1132693	29673.18997238685	30348.35107610838	0.920236	18.40715	0.1513681425105121	0.1158746921265213	-0.0415131016	0.1444927375	0.1470498489	0.0232818087	0.089913483	0.0126882633	-0.1310062158	-0.1165923329	-0.0458868811	0.1320831397	0.0604130211	0.0075865773	0.0132073319	-0.0364503558	-0.0466983247	-0.1692413324	-0.0085984134	-0.0492083836	0.048837094	-0.0526676406	-0.0187450572	0.1655233666	0.0665487158	-0.1694168091	0.0303641246	-0.0041684477	0.1202117765	-0.159863532	-0.1840300423	-0.029314251	0.1405377502	0.0016206976	0.0543287843	-0.025426953	-0.0795379742	-0.0542048881	0.0232437932	-0.1776275436	0.0341577946	-0.024606716	-0.0752657798	-0.0241869316	-0.0339232829	-0.1544712874	-0.0726843933	-0.0608782121	-0.072384075	0.0245960687	-0.0241580484	-0.0782353856	0.2558084798	-0.0309383078	-0.0166988195	0.0946604186	0.1220249851	0.1094997727	-0.0790306205	0.027870005	-0.0167305828	0.0419908446	0.0540424104	-0.0949056183	-0.0380072865	0.2121061107	-0.0199562423	-0.0185764018	0.0542807796	-0.2119716875	0.0817786477	-0.0602361909	-0.0094275407	-0.0064194892	0.1021023808	0.0163014596	0.0069833037	-0.0533819253	0.0621600539	-0.0945199017	-0.0940451118	-0.1818593603	-0.0110714782	-0.2067161883	0.2027229356	-0.1751057391	0.0202348861	-0.095542345	-0.0124690513	-0.1393412578	0.1318872767	0.0734003241	-0.0766548208699759	2.194051276670217e-05	4.813861004658209e-10	0.005875961562608	-0.0364754477769224	-0.009674524043433	0.0013304582905269	9.359641546696329e-05	0.1048728347545022	0.0668402479505373	0.0044676187460893	0.0109983114694451	0.0001018829954063	-0.0010467505527711	1.0380144752960148e-08	1.0956867197268124e-06	0.0009409059165219	0.0001247951563638	1.5573831051890234e-08	8.853039437459165e-07	-0.0018755530163443	-0.0003250828909404	1.05678885982168e-07	3.5176991171182016e-06
28420.55393282241	42.9982921037481	807727885.8484675	1848.853123839246	33941.949555837564	-67.87404822334793	1152055939.6510217	4606.88642222536	25934.59618810705	17.016167718007637	289.5499638073652	672603279.4401767	29658.236276939657	30481.720078034297	0.961527	19.233078	0.089293736586745	0.0342955131956925	-0.0005389803	-0.021357742	0.1031039553	0.0704076085	0.0685139501	0.0265623273	0.0829117266	0.0913166759	0.0481823142	0.1306235517	-0.0728661845	0.069349907	0.1109970522	0.0403247231	0.0087294183	0.0762940456	0.0992121461	-0.0572529632	-0.0348352513	0.0131699801	0.0011193515	0.004643356	-0.0479081882	-0.2056256092	0.0533862936	-0.0742662774	0.0847201143	-0.1119308303	-0.1343906388	-0.0430954643	-0.1119596151	0.0585890429	-0.0382417452	0.0147248031	0.0985357979	0.1865822606	0.0346597654	-0.0852669701	-0.0101969794	0.0351896865	-0.1950121314	0.0374991088	-0.0811322246	0.1041300267	-0.0976488709	-0.1048925863	-0.0215485638	-0.0142945655	-0.002130887	-0.0753906441	0.0511748823	-0.1195419013	-0.0377975989	-0.0382134238	0.1148842599	0.1621822076	0.0499748546	-0.0684660849	0.017340296	0.0554761045	-0.0701829292	0.0313792566	0.0266424674	0.2045309077	0.0080955872	-0.0176436514	0.0595127319	-0.1117371356	0.0845167554	-0.1477944544	-0.0376935495	-0.0457979277	0.1803770518	-0.0336490907	0.0069339337	0.0049143925	0.2706137073	-0.0931863822	-0.0960362622	-0.0540920457	0.0241073241	-0.0104356366	0.0179943728	-0.1234505011	-0.1579687263	-0.084423586	0.0207742121	-0.1105910735	0.1289028963	0.0632525717	-0.0547183628382015	0.0219364580317743	0.0004812081909797	0.002994099231693	-0.0269241068269394	0.009551340949983	0.0007249075284284	9.122811394282223e-05	0.1313084721924298	0.0264356374379276	0.0006988429267495	0.0172419148695101	0.0005482134229303	0.000446330427524	3.00537957080956e-07	1.9921085053375666e-07	0.000759986354212	-0.0001809195623098	3.273188802640575e-08	5.775792585884476e-07	-0.0018757090298516	-1.5601350730016716e-07	2.4340214460099305e-14	3.518284364666831e-06
28406.55530016935	-13.998632653059758	806932384.0215795	195.96171615531088	33939.20855805837	-2.7409977791903657	1151869877.5473828	7.513068825526517	25864.25685243349	-70.33933567356144	4947.622142997952	668959782.5286527	29606.698941271552	30608.89180450912	1.050918	21.02113	0.1360717326252403	0.0967404715576228	0.0312922531	0.0884659662	0.1954762718	-0.0656602534	-0.012720229	0.0029443822	-0.0364240922	-0.0691629752	-0.1420131808	0.0762868228	-0.162146287	0.1904350963	-0.0011995991	0.1394653806	-0.0108228931	0.1170406326	-0.0498019697	-0.0228778489	-0.1406645161	0.0300525754	-0.0174656332	0.0564192396	-0.1338010592	0.0872271837	-0.1245680311	-0.0400506696	-0.0060033667	0.2093333051	0.0568316599	-0.104225599	-0.0219821337	-0.0646792671	0.0074816647	0.0749353178	-0.1724305829	0.0823948382	0.0493245693	-0.1248166588	0.0636325971	-0.067934828	0.1402830145	0.026268148	0.0093024636	-0.0763189731	-0.1264182908	0.0261644909	0.1006719155	0.0724419104	-0.0590881979	0.0016466291	-0.1862527182	0.0807747955	0.0695124623	-0.0551040334	0.2079606192	0.001706334	0.1342560599	0.131594432	0.0113749698	-0.0458703277	0.0305715343	-0.0907400446	-0.1841791791	-0.2409107606	0.0102552095	-0.1195280084	0.0831677024	-0.036454435	-0.050650615	0.0428420615	-0.0507687007	-0.0632617076	0.0680466386	0.1060804516	0.0440966152	-0.0597513353	0.0051678944	-0.0858649011	0.0319076057	-0.0187036178	0.0983863618	-0.114989759	0.0795449869	0.0051345133	-0.071598425	-0.1087218437	-0.0467863786	0.0403555372	0.1257424501	0.0527593557	-0.0678060105309015	-0.0130876476927	0.0001712865221282	0.0045976550641167	-0.0269868311937813	-6.272436684190072e-05	0.0007282890578816	3.9343461957173354e-09	0.0422305151770814	-0.0890779570153484	0.0079348824260282	0.0017834164121217	0.0006119810800193	6.376765708900002e-05	3.745208423015889e-07	4.0663140906202945e-09	0.0007601143888944	1.2803468239991952e-07	1.6392879897248263e-14	5.777738842043071e-07	-0.001262736650616	0.0006129723792356	3.757351377057522e-07	1.5945038488089145e-06
28412.664710853674	6.109410684322938	807279515.9713898	37.32489890971927	33924.84491989213	-14.363638166243618	1150895102.8387308	206.31410137077032	25850.255936906146	-14.00091552734375	196.0256356038153	668235732.0035514	29595.33250740841	30346.894273881942	1.045831	20.919384	0.0934264294642178	0.0584138896958014	-0.0002875591	-0.0180434961	0.2521532001	0.2816925922	0.0244344992	0.148070209	0.0413644861	-0.0292755851	0.0369101669	0.1573147482	-0.142829498	-0.159553336	0.0552968441	0.0467434262	-0.1355705375	0.081786418	-0.0902914151	0.0390108956	0.2158488143	0.0796476503	0.0739107296	-0.2852194054	-0.0959039822	0.2276159877	-0.1839747311	-0.0804706112	0.0177924824	-0.0468398077	-0.0893026652	-0.0869141342	0.1171650666	-0.0269112947	-0.0381501265	-0.0435936861	-0.0320257552	-0.0187616189	-0.0494326444	-0.0583277691	-0.0249650723	0.1881437942	-0.1461094632	0.0976045399	-0.0872916478	0.0315344825	-0.004575141	0.2708759925	0.1264499785	-0.0686324561	-0.2136160989	0.0346386669	-0.014033495	0.0726508623	0.1544333542	-0.0050753456	0.0555507121	0.1526027105	-0.0947786256	-0.1379335952	-0.0285045087	-0.1357614679	0.0974771715	0.0308199205	-0.0908329297	0.1028494629	0.004091035	-0.0654687186	-0.0288053843	-0.165816572	-0.0827769947	0.0099811221	0.1026554453	0.1221786181	0.0074215843	-0.1293958691	0.3066349605	0.1564302687	0.1223515524	-0.1108311364	-0.2055752901	0.1400038683	-0.1850457552	-0.1343542927	0.1395220202	0.0741764009	-0.1222183266	0.0013554593	-0.0611921916	0.2738441903	0.1224102548	0.0419779864	-0.0453933512046944	0.0224126593262071	0.0005023272980726	0.0020605563335927	-0.029981773021916	-0.0029949418281347	0.0008989067135376	8.969676553910824e-06	0.0547484675346225	0.0125179523575411	0.0001566991312256	0.0029973946973896	-0.0001157549446565	-0.0007277360246758	1.3399207212429378e-08	5.295997216109366e-07	0.000386073996951	-0.0003740403919433	1.3990621480517225e-07	1.4905313112172078e-07	-0.0012709777530435	-8.241102427499836e-06	6.791576922054369e-11	1.615384448731504e-06
28413.41722416316	0.7525133094859484	807322278.3543718	0.5662762809534948	34011.58260132455	86.73768143242341	1156787751.0467231	7523.42538027257	25884.93656302787	34.680626121724345	1202.7458281948288	670029940.8719771	29633.11193830819	30569.757577429617	1.131182	22.626633	0.2477925905474559	0.1098405744882091	0.0488035791	0.1116304591	0.1397038	-0.1021535133	-0.0395853745	-0.0286649876	0.1108010518	0.1810686205	-0.132668379	-0.0004739218	0.071077809	0.1538316905	0.0511743664	-0.0961679902	-0.0930576354	0.0615399939	0.0312409467	0.1966655904	-0.0811661345	0.1058777733	-0.1185174369	0.0535546258	-0.069435628	-0.1733279271	-0.1390672917	0.0025687487	-0.0007129435	-0.0070458444	-0.1091058523	0.2894165986	-0.0143771465	-0.2712867867	0.1137786063	-0.1184930158	0.029138164	0.0103049689	-0.0983290251	0.0828270941	-0.0573610656	0.0322310579	0.0899819754	0.0686052628	0.1555260797	0.1373879393	-0.1744957421	-0.0830601663	0.0579450692	-0.0368330569	0.0439077898	-0.0102120796	0.0816812632	0.0965923332	-0.1601877513	0.1437778453	-0.0711169869	0.2112797287	-0.0187042272	-0.0076387487	0.0876128698	-0.2675525449	-0.0477298552	0.0277231765	-0.0856568303	-0.0716259039	0.0385231873	-0.1153036532	-0.0156116252	0.0441467559	-0.2597866213	0.0193916731	-0.1590915221	0.0599080098	-0.0096550091	-0.0936731472	0.0675920786	-0.0600379976	0.0191214972	-0.1784003544	-0.0046241257	-0.0262937571	-0.0479482206	0.0017442	0.2189437635	0.0271323904	0.2499044454	0.2101241882	0.1093619341	0.1212965522	0.1189108618	0.0309673479	-0.0234475313722128	0.0219458198324816	0.0004816190081197	0.0005497867274509	-0.0381979789081441	-0.0082162058862281	0.001459085592667	6.750603916488931e-05	-0.0517097949263387	-0.1064582624609612	0.0113333616462069	0.002673902891324	-0.0008736790185208	-0.0007579240738643	7.633150274034683e-07	5.744489017430568e-07	-0.0005101937245306	-0.0008962677214816	8.03295828569819e-07	2.602976365504058e-07	-0.0007017235010337	0.0005692542520097	3.240504034312368e-07	4.924158719029931e-07
28438.39220270084	24.974978537680727	808742151.074636	623.7495529576129	33893.48053815038	-118.10206317417033	1148768022.9899788	13948.09732599572	25838.419370909	-46.5171921188703	2163.849162623889	667623915.5869654	29558.5369921875	30517.055744938807	0.994041	19.88345	0.0884662556435972	0.0461596864950663	0.0366020714	0.0542378777	-0.0509807322	-0.0144428456	-0.1278645962	-0.1040287666	-0.0244555163	-0.0230346282	-0.166497119	-0.0316060961	0.0457169302	0.092210902	0.009373034	0.1077095813	-0.0115205894	-0.033818619	-0.0496391912	0.2339925489	0.1407794119	0.0173262575	-0.1387874281	0.0400392055	-0.0046796044	0.0836776363	0.036151258	-0.0101439307	0.0615949315	-0.2125909488	0.0973927135	0.1053022587	-0.1156561199	-0.1062882141	-0.0717676954	0.1040379464	0.1374165132	-0.037497998	-0.1231396199	-0.0844913282	0.0528362106	0.2388126723	0.2083300245	0.0270934796	0.1865528673	-0.0677036758	-0.0458333917	0.0418379808	0.032786429	-0.112767632	-0.0389152797	0.0948769339	-0.0914712381	-0.0691146263	-0.1431730796	0.0761519439	-0.2026459562	0.078219923	0.1080119178	-0.2963300528	0.0083295996	-0.013636504	0.1843292259	0.006083486	-0.0256023556	0.0090739001	0.0233222106	-0.0446900996	-0.0171014851	0.0894505234	-0.2708159024	0.0934519666	-0.1623299304	0.1211297553	-0.0705111869	-0.0145479568	0.0968347891	0.0335128431	-0.0084613863	-0.159795792	0.043415213	-0.0833248908	-0.0087627551	0.0270078657	-0.0344126387	-0.2153231276	0.0823930295	-0.0252148937	-0.1128268999	-0.0939770621	0.1152490509	0.0197875765	0.0120357019623611	0.0354832333345739	0.0012590598478758	0.0001448581217267	-0.0287171089034501	0.009480870004694	0.0008246723437726	8.988689604590643e-05	-0.064239077858673	-0.0125292829323343	0.0001569829307984	0.0041266591241326	-0.0004512367039435	0.0004224423145772	2.036145629857939e-07	1.7845750914542647e-07	-0.0005538074691247	-4.361374459409999e-05	1.9021587175193863e-09	3.067027128583056e-07	-0.0008551248293022	-0.0001534013282685	2.3531967514540098e-08	7.312384736891167e-07
28455.404890558268	17.0126878574265	809710067.4856074	289.43154813422706	33994.22977474619	100.74923659580963	1155607657.9782405	10150.408674638427	25917.15480165224	78.7354307432397	6199.268054323496	671698913.0128057	29628.55146282328	30535.665011095927	0.982484	19.652275	0.0982317534230702	0.063133331391637	0.0491786917	-0.0078616069	-0.253723784	-0.1361137655	-0.1254356785	0.0503475423	0.0556653791	0.1328204065	0.044298839	-0.0605456241	0.0529437725	0.1461050857	-0.0098529653	0.073143839	-0.0946477329	0.1228642638	0.0046295365	0.1456514435	0.0061992811	0.0341340606	-0.0660835937	-0.0126019647	-0.1165090783	-0.0040417738	-0.0848812175	0.1793561804	-0.1367223464	0.0104072122	-0.0351044823	0.1531747895	-0.1545562184	0.012902194	-0.0319049089	0.0188781759	-0.0406093733	0.1112239471	0.1058482608	0.0371246454	-0.2128281871	-0.0102143265	0.2875908739	0.0486616465	0.0230923907	0.0916778191	-0.0436255187	0.0108981231	0.1595921215	-0.0052561429	0.1349504612	-0.1305539522	-0.1097172446	0.0236884394	-0.044564213	0.0758772765	-0.155204041	-0.1837314404	0.1060789598	0.0343838378	-0.0028414537	0.0757519343	0.0277106949	0.1446316229	0.0879200531	-0.0141184335	0.0454585816	-0.0337430495	0.0259474582	0.1346972647	-0.2607567055	0.0918766539	-0.0529029008	0.0643911539	-0.0061987467	0.0380907266	0.0411959901	-0.0380858178	0.0363296802	-0.0916845791	0.0935855159	-0.2359797516	-0.1871962327	0.1645210189	-0.1107961874	-0.0085264205	-0.0176373564	0.0076904463	-0.1218291923	0.0337346964	0.1114298236	0.0084997322	0.0120193449665464	-1.6356995814700154e-05	2.675513120821184e-10	0.0001444646534248	-0.0055335825966409	0.0231835263068092	3.0620536353847046e-05	0.0005374758920185	-0.0439990859525067	0.0202399919061663	0.0004096572723616	0.001935919564656	-0.0008150360901976	-0.0003637993862541	6.642838283245905e-07	1.3234999343885988e-07	-0.0005579481926805	-4.140723555799935e-06	1.714559156555646e-11	3.113061857154364e-07	-0.0001272273748265	0.0007278974544757	5.298347042322038e-07	1.6186804905242724e-08
28454.06855632617	-1.336334232099034	809634017.4081095	1.7857891798797152	33883.97764812024	-110.25212662595004	1148123941.2583122	12155.531425544525	25865.40768515097	-51.74711650126847	2677.7640661958512	669019314.7190669	29571.99205010776	30484.85134651491	0.961034	19.223221	0.0599212138975785	0.0342711201112124	0.0079655105	-0.0984834756	-0.0402665173	-0.1156044216	-0.1690352745	-0.0714918302	0.0097016485	0.0125439543	-0.0338960727	-0.0828053469	-0.1379944154	0.0536515737	0.0636330264	0.0490539917	0.1058471374	-0.2187599489	0.1758592305	0.1085155941	0.0355885665	0.0819013357	-0.1848753873	-0.0015718002	-0.0163068904	0.0659265567	0.0300022686	0.0585278965	-0.1900864189	-0.0399133335	0.1666499677	-0.1277913656	0.0459174429	-0.1499663744	-0.0596823367	0.046162861	-0.1149155741	-0.2253059699	0.0405921604	0.0243954177	-0.15013467	0.0187486196	-0.0362494226	0.0423403193	0.1418855458	-0.0182888256	-0.0407558731	-0.0973067569	0.0352322182	0.0154866388	-0.145107069	-0.022339796	-0.1040635955	-0.0267769633	0.0901230613	-0.0396917363	-0.2524038905	-0.1805817856	-0.0154732787	0.0147752721	0.1291697999	0.0936913138	0.0441631814	-0.0222903413	-0.1076950292	-0.1084699931	0.0283712448	-0.063778561	-0.1466296625	0.1651334724	-0.2471195175	-0.1146945	-0.1041246901	0.0403362372	-0.0927123031	-0.1118153436	-0.0019716696	0.0022538193	-0.1987761545	-0.0755475348	0.0615511352	-0.0714922904	-0.0592307943	0.0174170988	0.0273833994	0.2109602168	-0.0112418433	-0.0996855749	-0.1419046582	0.0585797436	0.1074583966	-0.0028345346	0.0115668150408794	-0.0004525299256669	2.0478333362418038e-07	0.0001337912101899	-0.0215509634892754	-0.0160173808926345	0.000464444027316	0.0002565564906597	-0.0336794208033097	0.010319665149197	0.0001064954887915	0.0011343033856464	-0.0011880970347458	-0.0003730609445481	1.4115745639717625e-06	1.391744683471951e-07	-0.0006958341816991	-0.0001378859890186	1.901254596763748e-08	4.841852084208561e-07	-0.0002789131998613	-0.0001516858250348	2.300858951648797e-08	7.77925730568695e-08
