global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	c_comp_cor_00	c_comp_cor_01	w_comp_cor_00	w_comp_cor_01	a_comp_cor_00	a_comp_cor_01	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_derivative1_power2	trans_x_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05	motion_outlier06	motion_outlier07	motion_outlier08	motion_outlier09	motion_outlier10	motion_outlier11	motion_outlier12	motion_outlier13	motion_outlier14	motion_outlier15	motion_outlier16	motion_outlier17	motion_outlier18
26733.850450933285	-9.368304544506827	714698759.9328659	87.76513003862728	28741.59677269345	-6.170712425599049	826079385.0441025	38.0776918394425	27850.14212158959	-0.9973363728713592	0.9946798406521992	775630416.1927387	28515.00418462644	32599.256407470704	0.780977	25.623617	0.1760217614369169	0.0932929941362239	-0.0252834593	-0.0343138385	-0.0162071165	-0.0263388459	-0.0223423645	-0.030466386	-0.0063244655	-0.018845241	0.0099457037	0.0069442509	0.0069000371	-0.0197100774	0.0009626231	-0.0870807949	0.0508375096	-0.039897226	0.033798726	0.0195261124	0.0550847606	-0.0585786965	0.0878077257	-0.21370883	0.1117239361	0.0266954491	-0.0411462985	0.0663547243	-0.0053910592	-0.0277173539	-0.0872495902	-0.1446906601	0.0236353169	0.1419863355	0.1094628008	0.0100943231517334	0.068290518262458	0.0046635948845551	0.0001018953598916	0.0236606107442156	-0.0172756830296804	0.0005598245007892	0.0002984492241419	0.0835868257702543	0.0487189208500353	0.002373533248792	0.0069867574423468	0.0008409934429023	-0.000252532656881	7.072699710046641e-07	6.377274279137686e-08	-0.0001940277363796	-0.0005049493895041	2.549738859605633e-07	3.764676248459156e-08	-6.691872543973916e-05	7.725073950976084e-05	5.967676754804924e-09	4.478115814479193e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26819.48086940717	85.63041847388376	719284554.1044971	7332.568568012454	28871.50829866748	129.91152597402834	833563991.4400251	16877.00458090064	27925.33308339784	75.19096180825	5653.680737649709	779824227.8187139	28589.79237271013	32745.22106038412	0.865754	28.40514	0.1805602506273749	0.0847741441732955	-0.0166782779	-0.0260980344	-0.0344805754	-0.0277886239	-0.0143429992	-0.0306092637	-0.0152365873	-0.0149803848	0.0118584276	0.0047658476	0.0100665426	-0.0228281596	0.00496181	-0.1493531612	0.0672498615	-0.0562396199	0.0538482478	-0.1019089649	-0.0129925336	0.0834839023	0.0174289135	0.1651807235	-0.0174960407	-0.0232939869	0.0527976023	0.0288901592	-0.0905726306	-0.1484613749	0.1652753051	0.1464123908	-0.0055718859	0.1397444952	0.1012278027	-0.0216533300006602	-0.0317476531523936	0.0010079134806846	0.0004688667001174	0.0685776247452594	0.0449170140010437	0.0047028906157016	0.0020175381467699	0.0503071841233548	-0.0332796416468994	0.001107534548146	0.0025308127744211	0.0013435728062419	0.0005025793633396	1.805187885672734e-06	2.525860164548377e-07	0.0004883020351906	0.0006823297715702	4.655739171710414e-07	2.38438877571282e-07	-0.0002943284270707	-0.0002274097016309	5.171517239588263e-08	8.662922298191238e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26721.817427630805	-97.66344177636348	714055526.6356335	9538.147859605138	28667.612926136364	-203.89537253111484	821832030.8827808	41573.322939602105	27699.86042412442	-225.47265927341869	50837.92007982716	767282267.5159744	28442.9404375449	32751.519473470053	0.8663199999999999	28.423708	0.3536380639087474	0.132441540154009	-0.0128263203	0.0038966551	0.0035503318	-0.0073148016	0.0401981841	-0.007315878	0.0324465807	-0.0097133431	0.0001936108	0.0170823672	-0.0008485838	-0.0163981824	0.0034180393	-0.1105876964	0.0836856889	-0.0024991357	0.041895835	-0.0212306678	-0.2275309364	-0.0221966115	0.0885813329	-0.099408497	0.0441032426	0.0585693507	-0.1130930135	0.0140843182	-0.1023767566	-0.0171811657	-0.0703175992	0.0072583557	-0.0524101403	0.1373117808	0.0924399334	0.0375833979296231	0.0592367279302833	0.0035089899358864	0.0014125117999363	0.0328268205919641	-0.0357508041532953	0.0010776001501769	0.0012781199976072	-0.067084407411059	-0.1173915915344138	0.0137807857629826	0.0045003177176929	-0.0003699869418119	-0.0017135597480538	1.368903371113223e-07	2.9362870101502025e-06	-0.0001940247789051	-0.0006823268140957	4.6556988123398803e-07	3.764561482917294e-08	0.0001349638165949	0.0004292922436656	1.842918304714449e-07	1.821523178986181e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26681.940102273755	-39.87732535705072	711925927.6213244	1590.2010776320806	28861.28169811959	193.66877198322615	832973581.2582128	37507.59324149085	27870.16665961204	170.30623548762014	29004.213845964725	776746189.6345506	28571.35134922773	31914.592522786457	1.154479	37.878101	0.2385358586704979	0.1107400103065342	-0.035057021	-0.0415412893	-0.0522398034	-0.0327069106	-0.0131764081	-0.0331273507	-0.0278645139	-0.0392651406	0.0158011755	0.0056450603	-0.0057339189	0.0378228935	0.0108368551	0.0909340398	-0.0954578572	0.0936795647	-0.0431298707	0.0966787091	0.1581948817	0.0144292103	-0.0285958386	0.1716299458	0.1928270493	-0.349192942	-0.2169851531	0.1323802969	-0.0534563167	0.0592866721	-0.5228687345	0.2053462805	-0.2859714219	0.1346915149	0.0831471893	0.0186401614315485	-0.0189432364980745	0.0003588462090219	0.0003474556181941	0.069421385469738	0.0365945648777739	0.0048193287605379	0.0013391621785936	-0.1303770206655485	-0.0632926132544894	0.0040059548925823	0.0169981675176248	-0.0022130383614123	-0.0018430514196003	4.897538789082438e-06	3.396838535291049e-06	0.0002442264567292	0.0004382512356343	1.9206414553499082e-07	5.96465621664998e-08	0.0002477700421634	0.0001128062255685	1.2725244527011308e-08	6.138999379365302e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26536.13200762889	-145.80809464486447	704166301.9263065	21260.000463965756	28548.47946682224	-312.8022312973517	815015679.867571	97845.2359046019	27818.838945796248	-51.327713815793686	2634.534205556018	773887800.29215	28445.59362484285	31907.63532887777	1.158734	38.017735	0.100044067834609	0.0441096491084341	-0.0291053124	-0.0175305388	0.0093122825	-0.0247449633	0.002939526	-0.0237327672	0.0006768234	-0.0333304673	0.0149789139	0.0027179046	-0.002657087	0.0327104356	-0.0076269725	0.1301271834	-0.0722044997	0.0365209745	-0.0585300183	0.1287421009	-0.080787412	-0.1095157475	-0.0398443085	-0.1138141022	0.0335772951	0.0511633435	-0.0866977657	0.0759425521	0.0200410544	-0.3563774692	-0.0534096952	0.0116088377	0.0230924628	0.1318872767	0.0734003241	0.0252790179667101	0.0066388565351616	4.40744160944579e-05	0.0006390287493612	0.0470594767787417	-0.0223619086909963	0.0022145943546889	0.0005000549603044	-0.0905267690796165	0.0398502515859319	0.001588042551462	0.0081950959199942	-0.0019129972089285	0.0003000411524837	3.659558321368231e-06	9.002469318380689e-08	0.0001760075132837	-6.821894344549999e-05	4.653824244820326e-09	3.097864473231183e-08	-7.830882357683024e-06	-0.000255600924521	6.533183261603239e-08	6.132271849987122e-11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26377.370573054635	-158.76143457425496	695765678.3482486	25205.19310807544	28236.30176626759	-312.1777005546501	797288737.4357262	97454.91672358876	27762.569091041023	-56.26985475522452	3166.2965541740627	770760242.5348264	28295.789561444864	31472.42059005737	0.990243	32.489594	0.1836320571459387	0.080366257665177	-0.0349364011	-0.0283045998	0.071247234	-0.0215560353	0.0020920885	-0.0236435077	0.0029135271	-0.0491443175	0.0167930063	-0.0008169902	0.0048750167	0.0618264785	0.0026143802	0.2320058618	-0.1186843263	0.1122956597	-0.0950246798	0.0827781036	-0.1757164865	-0.0009167053	-0.1861989684	0.1577551117	-0.1441218199	-0.0090613355	0.0284143991	0.0237314239	-0.1594313769	0.0599881639	-0.1151670814	0.1357551463	0.368900804	0.1289028963	0.0632525717	0.0134116430350275	-0.0118673749316826	0.0001408345877691	0.000179872168899	0.066494802118342	0.0194353253396002	0.0044215587087574	0.0003777318710561	-0.1651443121877065	-0.07461754310809	0.0055677777394876	0.0272726438479506	-0.003186988629677	-0.0012739914207485	1.0156896525690484e-05	1.623054140140782e-06	0.0003631617763086	0.0001871542630249	3.5026718168393455e-08	1.3188647577161766e-07	-0.0001009214739156	-9.309059155791698e-05	8.665858236602925e-09	1.0185143897297132e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26610.21711188653	232.84653883189455	708103654.7417387	54217.51064599299	28653.677637141504	417.3758708739151	821033242.133223	174202.61758775907	27853.714486987228	91.1453959462051	8307.4832021905	775829410.7226021	28500.302044046337	32031.54849650065	1.072915	35.202015	0.1312158355210357	0.0748927030773946	-0.0168767293	-0.0256668872	0.0117499583	-0.0215286677	-0.0277554998	-0.0200589467	-0.0217890092	-0.028639961	0.0125670554	0.0002370381	-0.0063567312	0.0497845138	0.0072923047	0.1777856656	-0.109352814	0.0475337489	-0.0732335037	0.0796154	0.1408008186	0.0163763453	-0.021609578	0.0341533389	0.0177568977	-0.0212848814	0.0971759711	-0.086261274	0.1513657653	0.1422539416	0.1459128436	-0.1835321068	-0.2712099644	0.1257424501	0.0527593557	0.0126125971428052	-0.0007990458922223	6.384743378773334e-07	0.0001590776066866	0.033242732996868	-0.0332520691214739	0.001105079297101	0.0011057001008592	-0.1344007771643021	0.0307435350234044	0.0009451649457352	0.0180635689023683	-0.0020109907422527	0.0011759978874243	4.0440837654260654e-06	1.3829710312264168e-06	0.0002116022523843	-0.0001515595239243	2.2970289292160463e-08	4.4775513214109e-08	-0.0001017877722457	-8.662983300999915e-07	7.504727967340339e-13	1.0360750578742496e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26610.846376597503	0.6292647109730751	708137144.8788724	0.3959740764760278	28668.31383590368	14.6361987621749	821872218.1938663	214.21831420589007	27907.81525735294	54.10077036571238	2926.893354163543	778846152.4385415	28520.03387324892	31997.184290364585	0.739151	24.251326	0.1771959575121522	0.1003456850353198	-0.0178467549	-0.0167842849	0.0177528589	-0.019102067	-0.0331913582	-0.0153668325	-0.0207081845	-0.0313849609	0.0137105972	-0.0039078998	-0.0123264091	0.0642604803	0.0049056077	0.224776554	-0.1388088918	0.0591585137	-0.1008419205	0.1282262543	-0.0017928215	-0.0721435781	-0.0457054655	-0.0533085571	-0.0047757644	-0.0043788894	-0.0018874407	0.0909751898	0.02351479	-0.0472676326	0.0921526671	-0.0690683845	-0.0985235239	0.1224102548	0.0419779864	0.0182707673809403	0.0056581702381351	3.201489044371782e-05	0.0003338209406884	0.0880840624060539	0.0548413294091859	0.0077588020499535	0.0030075714113668	-0.0784206250533259	0.0559801521109762	0.003133777430368	0.0061497944337543	-0.0023561218944984	-0.0003451311522456	5.551310381734729e-06	1.1911551225044442e-07	0.0004929280787133	0.000281325826329	7.914422055969466e-08	2.429780907839853e-07	0.0004860813642567	0.0005878691365024	3.455901216520775e-07	2.362750926776547e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26517.70120889234	-93.14516770516276	703188477.4040903	8676.022266822893	28512.469536323053	-155.84429958062535	812960919.0597501	24287.445711775712	27784.924765383126	-122.89049196981432	15102.073016582995	772002044.2180005	28416.95376313308	31669.30127624512	0.7284979999999999	23.901804	0.1507702563719171	0.0971545780977489	-0.0160031838	-0.0078331315	0.032443791	-0.005695562	-0.0153243921	-0.0044167061	-0.0099020792	-0.0189078526	0.0143050286	-0.003910024	-0.008965065	0.055104997	0.0084018688	0.1908563585	-0.115608757	0.0666325685	-0.0707555667	0.0691783656	-0.0820448204	-0.0651633197	-0.0888435798	-0.0146957896	-0.0621186986	0.0644570564	0.0123270545	0.075063176	0.0749623753	0.0418493555	-0.0722181354	0.0743480045	0.1286143559	0.1189108618	0.0309673479	-0.0021319970036444	-0.0204027643845847	0.0004162727945328	4.5454112235487e-06	0.0176854721604371	-0.0703985902456168	0.0003127759255375	0.0049559615085702	-0.0785840973581315	-0.0001634723048056	2.6723194438457985e-08	0.0061754603575922	-0.0018719624699228	0.0004841594245756	3.5042434887994696e-06	2.344103484053761e-07	0.0004321553105111	-6.077276820219999e-05	3.69332935495833e-09	1.8675821240294528e-07	-0.0001650950317037	-0.0006511763959604	4.2403069865597573e-07	2.7256369493245713e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26612.459011351893	94.7578024595532	708222974.6308846	8979.041126963708	28547.467578970507	34.998042647453985	814957905.1723722	1224.862989153008	27888.62291686823	103.69815148510315	10753.306621427402	777775288.1992677	28468.094213025324	31862.08299540202	0.683306	22.419071	0.0745822633977703	0.0460862617477157	-0.0027520841	0.0020093231	0.0060557732	0.0046107193	-0.0144282643	0.0015827805	-0.01037384	-0.0087221856	0.0120025384	-0.00184518	-0.0166367414	0.0395831103	-0.0035878352	0.182658163	-0.1048668793	0.0452104877	-0.0661640364	0.0125251068	0.1316430448	0.0132296733	-0.120366457	0.0106308604	-0.1522732472	0.0801712244	0.0234949738	0.0412207024	0.0789248607	0.0263473128	0.1144036649	-0.0327937571	-0.0491397181	0.1152490509	0.0197875765	-0.0097559222612204	-0.007623925257576	5.812423633310528e-05	9.517801916697576e-05	0.0147570414364679	-0.0029284307239691	0.0002177702719576	8.57570650508676e-06	-0.0775702946429248	0.0010138027152067	1.0277959453604925e-06	0.0060171506109901	-0.0012100017599164	0.0006619607100063	1.4641042590007854e-06	4.38191981592177e-07	9.094433642342636e-05	-0.0003412109740876	1.1642492883785909e-07	8.270872327497355e-09	9.20553782225961e-05	0.0002571504099262	6.612633332526213e-08	8.47419265970522e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26630.1901870522	17.731175700308086	709167029.3985714	314.394591715196	28538.90292715097	-8.564651819535356	814468980.2853463	73.35326078987029	27824.974092371325	-63.648824496904126	4051.172859837703	774229183.2411355	28431.93028746857	32116.99017822265	0.702857	23.060539	0.1245173639156458	0.0646781139878945	0.0116538075	0.0234104746	0.0323586528	0.0235596795	0.0003034695	0.0202178065	0.0068141913	0.0124081264	0.0053395	0.0067153598	-0.0148269401	0.0420308414	0.0171054884	0.1362919703	-0.059444207	0.0345016751	-0.0247112267	0.0251073458	0.1137203431	-0.0615485585	0.0404128018	-0.0638984004	0.0490040987	0.0574312683	-0.0219374241	-0.0317148818	0.1571431606	-0.033529532	-0.1362073794	-0.045002689	0.092005714	0.1114298236	0.0084997322	0.0099212249776314	0.0196771472388518	0.0003871901234594	9.843070505677718e-05	-0.038788656695516	-0.0535456981319839	0.0015045598882425	0.0028671417884415	-0.0479386227121807	0.029631671930744	0.0008780359814112	0.0022981115475408	-0.0011789850064884	3.101675342800014e-05	1.3900056455244524e-06	9.620389932133582e-10	9.118288772325124e-05	2.3855129982487645e-07	5.690672264813811e-14	8.314319013551042e-09	-0.0003099462493309	-0.0004020016275534	1.616053085556598e-07	9.606667747429245e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26777.0506375941	146.8604505418989	717010440.8482786	21567.99193336953	28745.664379565747	206.7614524147757	826313220.622635	42750.29820466756	27919.962857367453	94.98876499612744	9022.865475489523	779524325.9567782	28554.983127918465	32426.546896158856	0.813967	26.706026	0.1732971184625873	0.0848544515482525	0.0199451587	0.0126692444	-0.0213210934	0.0261820539	-0.0219749921	0.0175449323	-0.020448351	0.0104581869	0.0025966098	0.0005814961	-0.0030203904	0.0346506744	0.0060576847	0.1473981347	-0.0669795069	0.0473033582	0.0227589656	0.0409683947	-0.2185474138	0.0198489598	-0.0076172695	0.0304863925	0.1246302713	-0.1310593553	0.2222371423	-0.0823060635	-0.0533895993	0.0355369797	0.1908260692	-0.0137879806	-0.0153964123	0.1074583966	-0.0028345346	-0.0355448427240219	-0.0454660677016533	0.0020671633122513	0.0012634358442754	0.0171833647391395	0.0559720214346554	0.0002952680237583	0.0031328671834815	-0.0938130138077468	-0.0458743910955661	0.0021044597583889	0.0088008815596924	-0.0012419321154178	-6.294710892940005e-05	1.5423953793061316e-06	3.962338522569756e-09	0.0005071675074037	0.0004159846196804	1.730432038106876e-07	2.572188805660821e-07	-0.0002691852133265	4.076103600440004e-05	1.661462056151996e-09	7.24606790736333e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26738.727970946293	-38.32266664780764	714959573.5042657	1468.626778998988	28701.121668695887	-44.54271086986046	823754385.0412846	1984.0530916359849	27924.05622641737	4.093369049918692	16.755670178832258	779752916.1361188	28526.03921403556	32383.059939778646	0.692149	22.70919	0.0896117278738953	0.0601096668046553	0.0237187984	0.0182917512	-0.0006251361	0.0232574774	-0.008122081	0.0207793577	-0.0164637501	0.0157228911	0.0071433538	-0.0046254872	-0.011817179	0.0388914351	0.0061327732	0.148542534	-0.1024306522	0.0278383816	0.0349203174	-0.007799595	-0.0358839491	0.111606047	-0.1240606067	0.1336899283	-0.1198686057	-0.0536527108	0.0318635637	-0.0023918587	-0.0865506638	0.1135158092	0.0560837381	-0.0595195211	-0.0148809921	0.1033401944	-0.0141533203	-0.0440527046447272	-0.0085078619207053	7.238371446178731e-05	0.0019406407865155	0.0150209577232942	-0.0021624070158452	0.0002256291709249	4.676004102176971e-06	-0.0489593443746372	0.0448536694331096	0.0020118516616146	0.0023970174015943	-0.0014919861472327	-0.0002500540318149	2.226022663534276e-06	6.252701882688706e-08	9.121231128039752e-05	-0.0004159551961233	1.7301872518197505e-07	8.319685729112132e-09	-0.000284931775473	-1.5746562146499998e-05	2.4795421943358656e-10	8.118611667419609e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26718.734416137147	-19.99355480914528	713890768.8000717	399.7422339062964	28713.95144666532	12.829777969433051	824491007.6814535	164.6032027449497	27898.253135279607	-25.803091137764568	665.7995122637844	778312528.0001384	28538.36664197198	32216.645774536133	0.741944	24.342966	0.0835871182073256	0.0427109278378189	0.0302121226	0.0236808881	0.0011327577	0.0364441809	-0.0087512993	0.0296691518	-0.0105342781	0.0258855307	0.0009007016	0.000510729	-0.0169606305	0.0517478152	0.0118899019	0.1722291512	-0.0737394372	0.0296090334	-0.0545002382	0.0021440541	0.163161163	-0.0283339105	0.0376670566	-0.0478075992	-0.021962292	0.0583435211	0.0207630365	-0.0206078333	0.0270638772	0.0817385737	0.1829488831	0.0187560285	-0.0019337091	0.0990808418	-0.0253948054	-0.024162442164723	0.0198902624800042	0.0003956225415234	0.0005838236113635	0.0030928703980634	-0.0119280873252308	9.565847299216856e-06	0.0001422792672383	-0.081196366831918	-0.0322370224572808	0.0010392256169112	0.0065928499867033	-0.0014130277855623	7.895836167040008e-05	1.996647522771097e-06	6.2344228776737035e-09	-0.0001792696670177	-0.000270481978298	7.31605005840525e-08	3.213761351263703e-08	-0.0003261263544007	-4.119457892770004e-05	1.6969933330305076e-09	1.0635839903469101e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26644.475521942564	-74.25889419458326	709928075.8393965	5514.383367002311	28559.233263156115	-154.71818350920512	815629804.5793626	23937.71630838807	27774.41346084075	-123.83967443885558	15336.26496512174	771418043.0937319	28411.667048873023	32276.583981933592	0.69914	22.938591	0.1111705287657305	0.0722665928097451	0.0412180398	0.0442458726	0.0629080454	0.046699343	0.0217899653	0.049028986	0.0267046776	0.0383190909	-0.0100373103	-0.0030356175	-0.006570825	0.0285426562	0.0061196804	0.1204788968	-0.0624062031	-0.0101238539	0.0008424466	0.0254969238	0.01893057	-0.0471376584	0.0669477465	-0.0655765796	0.0485377532	0.0738250245	0.0438796683	-0.0988658728	0.0387792974	0.0045503749	-0.0194051789	0.0507441501	0.1881968325	0.0946861568	-0.0364975928	-0.0139261995638264	0.0102362426008965	0.0001047806625844	0.0001939390342915	-0.0403346689575982	-0.0434275393556616	0.001626885519919	0.0018859511744875	-0.0852866615204135	-0.0040902946884955	1.673051063873454e-05	0.0072738146332975	-0.000763991908714	0.0006490358768483	5.836836365804609e-07	4.212475694362416e-07	-0.0001780350758227	1.2345911949999868e-06	1.5242154187714957e-12	3.169648822319454e-08	9.19322199695368e-05	0.0004180585743702	1.7477297160447485e-07	8.4515330685273e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26757.48140822419	113.00588628162586	715962811.3114632	12770.330334295755	28781.782966382576	222.54970322646116	828391030.7239501	49528.37040618592	27869.08497000774	94.67150916699028	8962.694647955526	776685897.0655113	28522.34397112967	32579.90658569336	0.7950669999999999	26.08593	0.0352975496264765	0.0209853766362719	0.0533267463	0.0519895495	0.0223964413	0.0564769605	0.0160951502	0.057041505	0.0145072231	0.0505921089	-0.0147970947	-0.004868428	-0.0089823598	0.0151592251	0.01441609	0.0751822745	-0.0170004844	0.002344569	0.0384810752	-0.1187901735	-0.1899172295	0.1091635267	0.0537365513	0.0121382342	-0.0397306226	0.0791366359	0.0213373576	-0.176173476	-0.1638690195	0.1697910238	-0.1226829331	-0.0024002085	0.1333418222	0.0901621419	-0.0474010431	-0.0095852868770123	0.0043409126868141	1.8843522954543617e-05	9.18777245146242e-05	-0.0339660377898383	0.0063686311677598	0.0011536917231407	4.055946295096277e-05	-0.0871692876205258	-0.0018826261001122	3.544281032824017e-06	0.0075984847042699	-0.0006410069936074	0.0001229849151066	4.108899658535973e-07	1.512528934377761e-08	0.0001529704421301	0.0003310055179528	1.095646529152014e-07	2.3399956165478276e-08	9.204938034594118e-05	1.1716037640438937e-07	1.3726553799218195e-14	8.473088422071742e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26892.97054834542	135.48914012122987	723231864.9141742	18357.307090790266	29033.902453666127	252.11948728355128	842967491.689	63564.23586812078	27992.59908632449	123.51411631675	15255.73692950765	783585603.6076947	28680.86538534932	32844.1006241862	0.829457	27.214252	0.1195836328868315	0.0728325588695033	0.0644062653	0.0442768707	-0.0349686813	0.0645794737	0.0047972699	0.0586845593	-0.0133726348	0.0588818163	-0.0157657175	0.000404871	-0.0175234132	0.0140355102	0.0046840329	0.031628617	-0.0352733934	-0.0179928828	0.0518372045	-0.1635398976	0.1235768995	0.1568094682	0.1248424537	0.10735918	0.0558420872	-0.0634857935	0.093627571	-0.1037606605	-0.2642715338	-0.0204318455	-0.0490262264	0.0288964165	0.0810062147	0.0855149763	-0.0580456054	-0.0305421791540823	-0.02095689227707	0.0004391913339127	0.00093282470748	-0.0398336332541759	-0.0058675954643375	0.0015867183382281	3.442867653311517e-05	-0.0675096938555839	0.0196595937649418	0.0003864996270025	0.0045575587644746	-0.00058815004603	5.2856947577400006e-05	3.459204766450911e-07	2.793856907200012e-09	-0.0007768861556816	-0.0009298565978117	8.646332924939495e-07	6.035520988897352e-07	-0.0003872281018746	-0.0004792774822205	2.2970690496366118e-07	1.499456028814056e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26888.90417518877	-4.066373156649206	723013167.7424841	16.53539064911723	29012.430156757306	-21.47229690882159	841721103.6007208	461.05953454058925	27992.93802909733	0.3389427728398004	0.1148822032603325	783604579.5008836	28682.04978055405	32968.19332397461	0.722383	23.701189	0.0614002814187446	0.0405248380689208	0.0739670577	0.0606982946	-0.0316530619	0.0644869314	0.0012667872	0.0658584966	-0.0023873478	0.0695077076	-0.0213495318	-0.000183765	-0.0217974485	0.0237437801	0.0019568268	0.0655346705	0.0029393554	-0.0100174391	0.0579918496	-0.0534799874	-0.0278969581	0.026327646	0.2100673967	-0.1914474715	0.1891509783	0.0260231625	0.0792525334	-0.0292236149	-0.0909164729	-0.0539395756	0.0186886648	-0.0109812497	-0.004131731	0.0807510076	-0.0683731426	0.0059112634403533	0.0364534425944356	0.0013288534769858	3.494303546125753e-05	-0.034904511571085	0.0049291216830909	0.001218324928016	2.429624056671692e-05	-0.0838286955793421	-0.0163190017237581	0.00026630981726	0.007027250202534	-0.00063964209748	-5.1492051450000064e-05	4.091420128686139e-07	2.651431362529454e-09	-0.000776883329409	2.8262725999600104e-09	7.987816809284714e-18	6.035477075136128e-07	-0.000364748671248	2.247943062659997e-05	5.053248012961206e-10	1.330415931771816e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
