global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
1075.5806072291516	3.8640847819756345	14.931151202295688	1156873.6426474303	1584.1547423095703	-1.146024291992262	2509546.247581901	1.3133716778363655	1026.3581765869608	3.0890561280697284	1053411.106646911	9.542267762365142	1139.716916227257	1120.2824185761187	1.475596	29.74811	0.1507959563840698	0.0654826868356745	0.0150420099	-0.0095048449	0.0954683003	-0.2307573419	-0.2205811703	-0.1128276908	-0.1128318484	-0.1657132128	-0.0730274944	-0.2609800586	-0.1973023851	0.0922623697	0.1662289916	0.084970109	0.0300517839	-0.1004842655	-0.1186227746	0.2483616777	-0.0399440875	0.1867764024	0.2380355541	-0.2848711136	-0.0059895809	-0.1065166518	-0.0687507717	-0.1586199023	0.0735481012	0.1803818047	-0.1229064252	-0.1086887237	-0.2181734409	0.1673891451	0.0301940508	0.0409564915	-0.0322548476	0.1355584043	0.0753676142	0.0270861972	0.0975622426	-0.032165379	-0.0962133491	0.0506736878	-0.0409193489	-0.2472051942	-0.0415764185	0.0691518419	-0.1036753659	0.3689300972	0.2376567083	-0.0143956678	-0.0491377533	-0.2344850838	0.0080700415	0.1704740422	-0.2195505899	-0.1906808208	0.0649052877	0.1656667173	0.1841673529	-0.0435626814	0.0067886852	0.1324119015	0.0309176936	0.0419094103	0.07363976	-0.1196102217	-0.0578883639	0.1469331205	-0.071466034	0.3202818671	0.1399027768	-0.3466965473	0.0627889571	-0.0639193629	0.3897698054	-0.048911718	-0.3522569655	-0.0598402828	0.2131534366	-0.0381174564	0.3327681823	-0.205053772	-0.0570722308	-0.0573591224	-0.1165882475	0.0525144366	0.0851349092	0.1419863355	0.1094628008	9.779585511182631e-06	-0.0132399933826689	9.564029277053323e-11	0.0001752974247731	0.012241619441113	-0.0217538264366084	0.000149857246541	0.000473228964634	-0.1139331917723609	-0.0522174311573735	0.002726660116675	0.0129807721874375	0.0005880015342905	-0.0006120683959789	3.45745804327982e-07	3.746277213561835e-07	-0.0017060032881293	0.0002052706387341	4.213603512630545e-08	2.910447219107983e-06	1.001447983181461e-06	0.0004543550734353	1.002898063018216e-12	2.064385327564709e-07	0.0	0.0
1076.3051208483398	0.7245136191882011	0.5249199843891857	1158432.713164359	1584.9238541259765	0.7691118164061663	2511983.62337754	0.5915329861355925	1024.7942738286852	-1.563902758275617	1050203.3036720622	2.445791837342083	1140.0105277571097	1138.8646350854433	1.363047	27.479113	0.0638657762221493	0.030926380839363	-0.1024096147	-0.0504219014	0.0228834162	-0.1426927329	0.1117025773	-0.0065687368	0.1302474465	-0.0650613597	0.2663134593	0.1446706422	-0.0385718812	0.0073221562	-0.1171514124	0.0526330271	-0.0333438795	-0.012728079	0.0587400043	0.0505131471	-0.1475554694	0.0098527727	0.0162268526	0.0068909632	0.0595415728	-0.0010953761	0.0036184841	0.0964548264	-0.1928775407	-0.2754967175	-0.0221349489	-0.0138935428	-0.0856625121	0.2156859508	-0.0269930431	-0.0938257956	0.0652965616	0.199011537	0.2146280204	0.0805261496	0.1042799831	0.074876778	0.0136477967	0.1346031128	0.0722943035	-0.0145343544	0.0084084972	0.2220816024	0.0401451407	-0.0701780194	-0.1700162607	-0.0042412517	0.1120166504	-0.1027339143	0.0357451032	0.0642196076	0.0303595014	-0.048602178	-0.1334280899	0.1045732888	-0.0788154892	0.3492630209	-0.1335668665	0.0170454158	-0.0357466819	0.0285799419	0.0681369341	0.0270834229	-0.2070815066	0.101936447	-0.0588213683	0.1954434852	-0.0104770625	-0.1494869291	0.1406656271	0.0086992309	0.014754531	0.1802407474	0.0249814275	-0.1382569767	-0.0066756994	0.0528112102	-0.1927920261	0.2619642871	0.1592010866	0.0089897535	0.0834154728	0.0218017553	-0.1855137703	0.1397444952	0.1012278027	0.0128941969025788	0.0128844173170676	0.0001662603137624	0.0001660082096003	0.0231141998371242	0.0108725803960111	0.0005342662341105	0.0001182130044677	-0.1036139825542221	0.0103192092181387	0.0001064860788877	0.0107358573807466	0.0003110002965534	-0.000277001237737	9.672118445630277e-08	7.672968570788536e-08	-0.0013879986635843	0.0003180046245449	1.0112694123200637e-07	1.9265402901118028e-06	2.159244466469425e-07	-7.855235365345186e-07	4.662336665978832e-14	6.170472264496972e-13	0.0	0.0
1073.5499543478084	-2.755166500531459	7.590942445650766	1152509.5044801815	1580.8882822265623	-4.035571899414208	2499207.7608812507	16.285840555341597	1024.8533890033088	0.0591151746236846	1050324.4689515675	0.0034946038707887	1139.1924798282575	1148.041093169969	1.204975	24.292366	0.1021960122767261	0.0585847813193444	-0.187507124	-0.1471383228	0.1363882113	0.0395877301	0.1198744727	0.1179627461	0.1106675414	-0.0874713888	-0.0286490337	-0.1198344343	0.0907172367	0.0330752556	-0.0672360698	0.03721746	-0.2237038809	-0.0192374497	-0.1209422003	-0.1198867621	-0.1825001835	-0.0247887373	-0.1604684651	0.1159881181	-0.0687401113	-0.0520077744	-0.0411748303	0.0320030241	-0.1061766974	-0.1784220456	-0.1078211819	-0.1100385063	-0.090882044	-0.1648986656	-0.135705974	0.2326151171	0.0928388821	0.1523030915	0.1021134973	0.060433815	-0.0243079627	-0.1829059683	0.0328933824	0.0884387219	-0.1351527597	0.0274725377	-0.1112541527	0.012158473	0.1006007385	-0.0242029011	-0.2964797129	0.1964433207	0.1097977673	-0.0060084868	-0.0335196611	0.0630763294	-0.0237981338	0.0723847663	-0.0400919794	0.1233791125	0.1559402808	-0.0526328453	-0.039629436	0.1146575919	-0.01737375	0.0439395242	0.0136134048	0.0280304506	-0.3464713462	-0.0253975105	-0.013495003	0.1144090863	0.0809117576	-0.0392475409	0.0954218114	0.1210278676	0.0511820386	0.0500316091	0.1215591701	-0.1403016109	-0.0052458957	-0.0101713694	-0.1195185641	0.0829797864	0.0876587875	0.1158901664	-0.0324461086	0.1266397407	-0.0586938651	0.1373117808	0.0924399334	0.0150696856513832	0.0021754887488044	0.0002270954256315	4.732751296174535e-06	0.0337584292259975	0.0106442293888733	0.0011396315438066	0.0001132996192829	-0.0643481751986883	0.0392658073555338	0.0015418036272818	0.004140687651401	1.6000019930729487e-05	-0.0002950002766226	2.5600063778374083e-10	8.702516320745214e-08	-0.0006809996724495	0.0007069989911348	4.998475734656251e-07	4.637605538763264e-07	5.4565338243002444e-09	-2.1046791282264226e-07	2.9773761375732646e-17	4.429674232791934e-14	0.0	0.0
1072.8048827667626	-0.7450715810457496	0.5551316608820129	1150910.316488207	1577.1744409179687	-3.713841308593601	2487479.217084907	13.79261726541623	1023.3221609432884	-1.531228060020453	1047188.2450776414	2.344659371794	1137.3634219161206	1116.8302933749935	1.32327	26.677206	0.0797906345969336	0.0481197744151239	-0.0053696083	-0.1750664574	-0.0844560051	0.061278402	-0.18655756	0.1068320642	0.0697035876	-0.1457468709	-0.1108161813	0.0208615485	0.1660716612	-0.1663465491	-0.0106408445	0.0351971355	-0.1096475415	0.0299308734	0.0080409875	-0.0482789465	-0.0225542366	0.0074750976	-0.0472395408	-0.1084196089	-0.272817349	-0.0764096501	-0.275090635	0.0126619832	0.0035722028	0.1155730781	-0.0840433342	0.0251779713	-0.1267614626	-0.0734479475	0.1135645655	-0.1013155823	0.2014797512	-0.0948292305	0.0738799844	-0.1810907569	0.0440302853	-0.0509504187	-0.0416508805	0.0252391898	-0.1927697612	-0.0823258373	0.0720644511	-0.0392562212	0.0714114795	0.0382149745	-0.0681236736	0.1527660928	-0.0723564861	0.0375274999	-0.175715124	0.1190817457	0.2367187985	-0.1233363817	0.0154919125	0.0698279032	0.1241585793	0.0895657722	-0.1439380107	0.0066667905	0.2388517639	0.0864386597	-0.1045066177	-0.0548669488	-0.2489154059	0.0877063183	0.0173713465	0.0977671584	0.0708232426	0.040586499	-0.0024276736	-0.0999565972	-0.0010345471	0.0561972559	-0.0205389677	0.0059495326	-0.0179699991	-0.113832662	-0.2756526946	-0.0930585738	0.1812382103	-0.0483055829	-0.0751898748	0.0476734077	-0.0191164139	0.1346915149	0.0831471893	0.0027001985325227	-0.0123694871188605	7.291072115037742e-06	0.0001530042115836	0.0337875855022957	2.9156276298202e-05	0.0011416009340749	8.500884475770956e-10	-0.1105368658987089	-0.0461886907000206	0.0021333951485821	0.0122183987227091	-0.0002370003356663	-0.000253000355597	5.616915910593887e-08	6.400917993222338e-08	-0.0005099999338393	0.0001709997386102	2.9240910604756743e-08	2.600999325160903e-07	-6.045929403400798e-08	-6.591582785830824e-08	3.655326235090633e-15	4.344896362246123e-15	0.0	0.0
1075.9653907352058	3.1605079684431985	9.988810618592954	1157701.522059964	1588.415465332031	11.241024414062394	2523063.690505973	126.3606298775468	1024.2242187733405	0.9020578300520584	1049035.2503218595	0.8137083287582281	1138.5322888894057	1110.6829688791695	1.354668	27.31019	0.0615626375963452	0.0324736306848103	0.1420650443	0.0239832992	0.1796892108	-0.0607512371	-0.1494547078	-0.2418369036	0.08179672	-0.107226799	-0.1082114347	-0.0222772129	0.0021618365	0.058061615	0.0760224252	0.0407582345	-0.2139801659	0.0916145523	0.0115176766	0.1146783417	-0.1490049821	-0.0064799348	-0.0854271339	-0.0707977326	-0.0875042232	0.1578701872	-0.0627417926	0.226802297	-0.1014951603	0.2525429406	0.0788625139	-0.0672309367	0.2420229363	-0.0636000531	0.0382124252	0.1933875491	-0.1299660307	0.0952891314	0.0115779624	-0.0441743997	0.0022156982	-0.2530386098	-0.2385619376	0.039584266	0.0414664596	-0.1665839561	0.1537006387	-0.0272893311	0.0879891259	0.0115052719	-0.116728943	0.0587368631	-0.0672366304	-0.0180991111	-0.3191819763	-0.132593455	0.0096986971	0.0885949004	-0.1290249883	-0.1523550229	-0.0510879958	-0.2325223251	0.0277078889	0.0844267768	-0.2403149599	0.0813907943	-0.2293908809	-0.033277116	-0.1262771773	0.0979363923	-0.1229883441	0.0302975304	0.0040432725	-0.0976685144	0.074404743	-0.0173581386	-0.0450292626	0.1362465303	0.050340371	0.0279941875	0.044068716	-0.046930518	-0.0096367306	0.0126568598	-0.0124959124	-0.0283526294	0.121022814	-0.0620430965	0.0251152833	0.1318872767	0.0734003241	-0.0080444103256951	-0.0107446088582178	6.471253748814993e-05	0.000115446619516	0.0125066539156932	-0.0212809315866025	0.0001564163921669	0.0004528780491936	-0.1003042263240985	0.0102326395746104	0.0001047069126638	0.0100609378184759	-0.0006069999382056	-0.0003699996025393	3.6844892498160224e-07	1.3689970587924e-07	-0.0004939998680146	1.600006582469992e-05	2.560021063947304e-10	2.440358695984423e-07	-1.4994246832496878e-07	-8.94831742909608e-08	2.2482743807384263e-14	8.007238481186468e-15	0.0	0.0
1076.4537427158225	0.4883519806166987	0.2384876569722524	1158752.660206902	1582.457967895508	-5.957497436522999	2504173.220155981	35.4917757061781	1025.5822354785344	1.3580167051939045	1051818.921729148	1.8442093715857075	1138.6964027095305	1128.1492555522764	1.179446	23.777706	0.1018824305125846	0.0570665183187024	0.0746117419	0.1287083572	0.0559991129	0.1469790656	-0.0732201623	-0.1391196999	-0.0429559636	-0.0042157322	0.2196694846	0.0339816635	0.030937164	0.1587515806	0.0052271182	-0.0673791305	-0.1875910975	0.0926443778	-0.0339107873	0.1165210764	-0.171769645	0.1390444058	-0.0356376649	0.1048968476	-0.0971131463	0.143441901	0.1314936998	0.0500028705	0.0215965052	0.0552772722	-0.0063609782	-0.0304251722	-0.1267056945	-0.0710832223	-0.011658117	-0.1675458494	-0.0807943963	0.1248381926	-0.0240626532	-0.2936869695	0.0467348854	0.1775085479	-0.1511931492	0.1035232789	0.1192149952	0.0036889806	0.0994697088	0.0785594643	0.2497173525	-0.0103460084	-0.0281594278	0.1025150789	-0.1349311536	0.0716207738	0.0678278132	0.0759694499	0.0032446431	-0.0905514404	-0.0018842853	0.1443853287	-0.0582715809	0.1611279635	0.1077365832	-0.0022216722	-0.0098060417	0.0982964523	-0.1627002986	0.063324679	-0.053479253	0.0711229035	-0.1275698669	-0.0723325722	-0.0424581213	-0.0921251421	0.0527893228	0.0490853611	0.1550517467	0.1464330264	-0.0019503558	0.2322653712	0.005686671	-0.0591336134	-0.1590106142	-0.0727511581	-0.1389475892	-0.0239962039	0.111251743	-0.1213278831	0.1931033818	0.1289028963	0.0632525717	-0.0010352417500172	0.0070091685756778	1.0717254809786747e-06	4.912844412227055e-05	-0.0032950266838724	-0.0158016805995656	1.0857200847431146e-05	0.0002496931097706	-0.0780938489966729	0.0222103773274255	0.0004933008610266	0.0060986492511151	0.0004040001855244	0.00101100012373	1.6321614990374965e-07	1.0221212501820752e-06	-0.0003680001822603	0.0001259996857543	1.5875920810182362e-08	1.3542413414361406e-07	7.432824568705991e-08	2.242707140120287e-07	5.524688106915941e-15	5.0297353163465164e-14	0.0	0.0
1075.3171447255995	-1.136597990222981	1.2918549913789197	1156306.961740816	1582.188322265625	-0.2696456298831435	2503319.887113713	0.0727087657150772	1026.195995440219	0.6137599616845364	1053078.2210575417	0.3767012905670036	1139.8662800460895	1144.975072561828	1.180013	23.789125	0.0754786002502398	0.0386401448615121	-0.0702575238	0.15038066	-0.1148768362	-0.0100486962	0.031895122	0.0107588012	0.0349789289	0.0885672339	0.1419530139	0.0659315512	0.0157723543	0.2272033653	-0.0148896945	-0.0411818003	-0.0682988607	0.0941490578	0.053080914	0.1300733113	-0.1098755443	0.0623050771	0.081135029	0.1989200779	0.0428725226	-0.1357129456	0.1742325485	0.2267952966	0.0152937983	-0.0034333549	0.1544158365	0.0729028892	0.0052611222	-0.2200995584	-0.0584441873	-0.0635310848	-0.0456612878	0.1554752692	-0.0514165618	-0.013646583	-0.089953909	-0.0055113133	-0.0280398066	0.0687308648	0.1082250089	0.0773137155	0.0632812381	0.1321841522	0.1412265951	0.0947130633	-0.0958293483	0.0855883643	0.1723096334	0.1180859119	0.2108187501	0.0398134801	0.1141265988	0.0077788278	0.1868375005	0.1416698915	-0.0185520147	-0.0436086366	0.1557672565	0.0233510972	-0.1177201308	0.1178227183	-0.0523654208	0.162901016	-0.0410020536	0.0814024672	-0.0996362652	-0.14103482	-0.0778701349	-0.0685751267	0.0822647197	-0.0840481046	-0.0435249909	0.0790564951	-0.097607543	0.110209475	-0.1867647601	-0.1391658326	0.0390885979	-0.0175019125	-0.0566517938	-0.0798278696	0.0629597727	0.0941263483	0.1254690532	0.1257424501	0.0527593557	-0.0081315566649635	-0.0070963149149463	6.612221379551233e-05	5.035768537208932e-05	0.0005265809847116	0.003821607668584	2.772875334598384e-07	1.4604685172580036e-05	-0.052039413487833	0.0260544355088399	0.0006788336096842	0.0027081005561576	0.0006479997235547	0.0002439995380303	4.1990364172696774e-07	5.953577455899982e-08	0.0001579995889295	0.0005259997711898	2.76675759291722e-07	2.4963870101890986e-08	-5.12056916044724e-08	-1.255339372915323e-07	2.622022852692336e-15	1.5758769411914366e-14	0.0	0.0
1076.1663045071248	0.849159781525259	0.7210723345600255	1158133.9149565217	1581.4905166015626	-0.6978056640623436	2501112.2541006776	0.4869327447974882	1025.0443550532907	-1.151640386928193	1050715.9298266168	1.3262755808041182	1139.834924068821	1144.7751711843855	1.313347	26.477161	0.0878975397597902	0.0526160619528699	-0.1756010424	-0.1180170167	0.1025772022	0.0397526333	0.0735537766	0.1358726606	0.0231486984	-0.0313296784	-0.0147764454	-0.1757382883	0.0022340633	0.1297328892	-0.1352576424	-0.0656552458	-0.0918688237	0.0142410923	0.0963953376	0.0310093674	-0.1144111268	0.0474688611	0.1555567453	0.0086778266	0.0784351427	-0.0216568453	-0.2043529708	0.0368708089	0.1095470541	-0.1292437058	0.1444396049	-0.168299205	0.0090991054	-0.0283585691	0.0371874936	-0.1983176914	-0.109206181	-0.0306454999	-0.2714153196	-0.0002414395	-0.0563786234	-0.0834252803	0.0503016322	0.079427799	-0.1494622025	-0.049235699	0.007965678	-0.0070311778	0.0932479802	0.0930641527	-0.1928615411	0.014751932	0.154474951	0.0357230991	0.1158613369	0.0181291171	-0.1755510732	-0.0738946668	-0.078208005	0.0310901863	0.0577286288	-0.1272130071	0.1309714391	-0.173105271	-0.0897998828	0.1046570601	0.021611175	0.0175976121	-0.1907811711	0.1258699528	0.0679394112	-0.1273519692	-0.0740549644	-0.0630955488	0.087550583	0.084106294	-0.1072911712	-0.0729374209	0.1599081146	-0.0308747597	-0.0838623805	-0.0715487767	0.1054420367	-0.1956305926	-0.3774362338	0.2637345648	0.0809255435	-0.0563773691	-0.1648927669	0.1224102548	0.0419779864	-0.0081254568138291	6.099851134401535e-06	6.602304843340174e-05	3.7208183861859686e-11	0.0233445839300401	0.0228180029453285	0.0005449695988666	0.000520661258413	-0.0970118770640198	-0.0449724635761868	0.0020225224801114	0.0094113042914844	0.0006940000595179	4.60003359632e-05	4.816360826108487e-07	2.1160309087272713e-09	2.930256894684291e-06	-0.0001550693320348	2.4046497737723923e-08	8.586405468844824e-12	-0.0002010010054364	-0.0002009497997447	4.04014041864437e-08	4.038082201747342e-08	0.0	0.0
1077.2947503715616	1.1284458644367987	1.273390068964514	1160563.9791781253	1590.3695356445312	8.879019042968594	2529275.2599062016	78.83697916539892	1025.100890529771	0.0565354764803487	1050831.8357649297	0.00319626010086	1140.3573832301656	1141.5550526201437	1.395304	28.129421	0.1043235347857411	0.05303332561014	0.1119402252	-0.0764746995	-0.1354404345	-0.0856226194	0.0460017676	-0.0388095183	0.1191629373	0.0479447292	-0.096663454	-0.0502976765	-0.0482638199	-0.0385406281	0.0052993735	0.0309750677	0.0044392488	0.0979725667	0.1096951394	-0.0454254336	-0.0252630606	-0.030380542	0.1577019326	0.0089608169	-0.0704842934	-0.0369373354	-0.1387450645	-0.1651835738	0.0735883153	0.1568639113	0.0817127886	-0.1020593132	0.1142050642	-0.0696909106	-0.2501134725	0.0363698149	0.0347319973	-0.1533352211	0.1838909801	-0.1108424176	-0.1577613776	0.2100564084	-0.0839656574	-0.079403432	-0.0469196258	-0.0458259577	0.0727105462	0.0135394873	0.0423181245	0.0753050816	-0.1584977299	-0.070188674	0.0390909894	0.1983470149	0.0003322761	-0.1581523389	0.0789878649	-0.0895534217	-0.0148210832	-0.0654800389	0.1389183855	-0.2306587828	-0.1189697366	0.0145313282	0.1743900618	0.0541264946	-0.1145473919	-0.0749537172	-0.0149289287	0.1921636948	0.0087220644	-0.068977219	-0.1010308699	0.0594490872	0.0026039665	-0.0924890108	-0.1198396265	0.0256836428	0.1191641944	-0.0521598742	-0.0409912435	-0.023420043	0.0119613447	0.0256961739	-0.1621651508	-0.0440390651	-0.0245822575	-0.1019784102	0.0853020845	0.1189108618	0.0309673479	-0.0251997589630548	-0.0170743021492257	0.000635027851796	0.000291531793883	0.0234771321131717	0.0001325481831315	0.0005511757322593	1.7569020851488132e-08	-0.1071293088684939	-0.010117431804474	0.0001023624263181	0.0114766888186411	0.0001380000300197	-0.0005560000294982	1.9044008285438097e-08	3.091360328019992e-07	-0.0007799999376056	-0.0007829301945002	6.12979689460253e-07	6.0839990266474e-07	5.382354331093285e-08	0.0002010548289797	2.8969738145438648e-15	4.042304425606081e-08	0.0	0.0
1074.3746625765932	-2.9200877949683672	8.526912730323222	1154280.9155865684	1584.1304268798829	-6.239108764648336	2509469.20936664	38.92647817711168	1026.0447165961475	0.9438260663764596	1052767.760454869	0.8908076435716609	1141.671638609871	1148.0140056918242	1.208638	24.366211	0.1185809073210808	0.0633811873528883	0.1185808582	0.0366138257	0.0333015738	0.135285333	0.238725875	0.0458941575	-0.0122984933	0.2819192597	0.0930668953	-0.2004283571	-0.1382280054	-0.0444419735	-0.0416144329	-0.0982206427	0.0894551526	0.0405065379	0.0460598704	-0.0784413584	-0.0182685949	-0.0188108943	0.0283725334	0.0925280914	0.0911433443	0.2362244204	-0.0316408671	0.1087219359	-0.202142192	0.0011433306	-0.1060211536	-0.1278126408	-0.0949921401	-0.1640711786	0.023824641	0.1269387714	-0.0309652933	-0.1402618887	0.1570118655	-0.0574281391	-0.0854949052	0.0323433561	0.0108109439	-0.076340009	0.0425288065	0.0584593536	-0.0283462328	-0.0810593104	0.1927040821	0.102947503	-0.1162706925	-0.130534062	-0.162338229	0.0884214225	-0.1100361923	-0.177662137	-0.1716285379	0.1577856812	-0.0135746515	0.169797152	-0.1189650995	-0.0849458512	-0.0484758454	0.0172437549	-0.019731568	0.054687342	-0.1705073642	-0.0383553617	-0.0049661962	-0.0058538752	-0.0674587869	-0.0800292781	-0.0749209268	0.107382052	0.0358575729	0.080322244	0.1087512004	-0.0341119178	0.1227924714	-0.1295770653	0.1501177513	0.1493303815	-0.0134202584	-0.0256869059	0.0508485396	0.1294996018	0.0230338861	-0.0101243722	0.3624022857	0.1152490509	0.0197875765	-0.0081216088677109	0.0170781500953439	6.596053060008034e-05	0.000291663210679	0.0067356332363459	-0.0167414988768258	4.536875509456754e-05	0.0002802777846427	-0.0567195276121736	0.0504097812563202	0.00254114604631	0.0032171048125481	0.0002440000674338	0.0001060000374141	5.9536032907698944e-08	1.12360079317906e-08	-0.0001989999760092	0.0005809999615964	3.375609553750182e-07	3.9600990451662176e-08	2.4280701994388842e-08	-2.954284131654401e-08	5.895524893403184e-16	8.727794730544999e-16	0.0	0.0
1072.0529817517809	-2.321680824812347	5.39020185230134	1149297.595682884	1579.908333618164	-4.222093261718783	2496110.342636124	17.82607151065115	1025.698098527314	-0.3466180688335498	1052056.5893225474	0.1201440856418994	1140.5758982125203	1127.995656446417	1.135783	22.897449	0.1282835018608905	0.1057980745348463	0.0782663337	0.0956438116	0.0982768325	0.2277496881	0.0167660608	0.0431465691	-0.1744158868	0.2202448412	-0.0470234366	0.0227966375	0.0967197267	0.0692521144	0.0498866863	-0.2935826063	0.1643115888	0.1673618843	-0.1462332184	0.0125918226	0.0464807799	-0.0311399594	-0.177672299	0.1559477035	-0.0925642926	0.0152090058	0.0263203384	-0.106486602	-0.1222465552	0.0506347285	-0.2019574027	-0.0889513936	-0.160469697	0.1722146749	-0.0476325363	-0.0814125747	-0.2082829773	-0.1089419584	0.0298001327	0.0548386159	0.0190644332	0.0133716328	-0.0398969042	-0.0511394841	0.0238077614	0.2079913413	0.03478619	-0.2411605817	0.0461615372	0.0332073762	0.1161158796	0.0968033745	-0.2429680323	0.0679981309	0.0017552717	0.1341384178	-0.1522751661	0.0832491211	-0.0608168505	0.1219866229	-0.0182600299	0.0436552593	-0.1336660847	0.019247397	-0.0964126906	0.0047261344	-0.1643491302	0.0451953547	-0.0193789484	-0.119092172	-0.1932439521	-0.121871581	0.0980352703	0.1625489486	0.0486336727	0.1927032789	0.0298439531	-0.0976946003	-0.0539004772	-0.1114178416	-0.010501533	-0.0670508118	-0.0713555633	-0.0618936235	0.0532929899	0.1299229193	-0.0824456405	0.0334438476	0.0638037704	0.1114298236	0.0084997322	-0.0080921503892739	2.945847843699965e-05	6.548289792262575e-05	8.678019518231735e-10	0.0028872184542478	-0.0038484147820981	8.336030402549056e-06	1.4810296335071164e-05	0.0485841872973225	0.1053037149094961	0.0110888723737404	0.0023604232553413	0.0003460000884254	0.0001020000209915	1.197160611903846e-07	1.040400428228684e-08	8.099998494359717e-05	0.0002799999609527	7.839997813356795e-08	6.5609975608629685e-09	-1.4011170795493388e-08	-3.8291872789882233e-08	1.963129070604868e-16	1.4662675217565228e-15	0.0	0.0
1073.607421551893	1.55443980011205	2.4162830921723897	1152632.895611304	1585.1940958251953	5.285762207031212	2512840.3214390585	27.939282109279468	1024.9383652287734	-0.7597332985405956	1050498.6525178305	0.5771946849113737	1141.3290959110966	1140.8725728218312	1.068895	21.548988	0.166845688848858	0.0852851149200375	0.0092025178	0.1520806966	-0.0233712781	0.1720945091	-0.1144000068	-0.0518059813	-0.1167686286	0.101330963	-0.0317390032	0.1188033154	0.0694818019	0.0126240581	-0.0328451262	-0.2240744558	0.1216570673	0.147727942	-0.1179820912	0.062685621	0.0946756884	0.0226810705	-0.0770836017	0.2749042153	-0.1100929553	-0.0138744727	0.0349964244	-0.1264630752	-0.0175013236	-0.0231640841	0.1713966283	-0.1878743966	-0.0381386858	0.1432105591	0.0106518478	-0.0194478144	-0.2272591628	-0.0823365801	0.0685711585	0.0161284682	-0.0174605196	-0.1339113231	-0.0598647247	-0.0033275637	0.0899464153	0.1666928449	0.0513991857	-0.1799422083	-0.0204568406	-0.0156170778	0.0235184356	0.0035082607	0.0014021617	0.2405826217	0.0724736296	0.2134934742	0.0179132046	-0.1751709511	-0.2911845915	-0.0128669397	-0.0006109947	-0.0288866559	0.0137611506	-0.1401126904	-0.0762113789	-0.0265283781	-0.0921538201	0.1212511717	-0.0636737649	-0.0170605822	-0.2187821779	-0.1362445527	0.1270695361	0.1611453502	-0.0542216234	0.0159762316	0.1669939779	-0.3135820797	-0.0506875349	0.0937678704	0.0306590838	0.1926139353	0.0049466065	0.1004132024	0.0200565917	0.0722331896	-0.071408372	0.024070642	-0.1992490138	0.1074583966	-0.0028345346	0.0150192226048204	0.0231113729940943	0.0002255770476531	0.0005341355616721	-0.0048564043471088	-0.0077436228013565	2.358466318261725e-05	5.996369408968983e-05	-0.0126054744770556	-0.0611896617743781	0.0037441747080627	0.0001588979867917	-6.999996347080323e-05	-0.0004160000518962	4.899994885913786e-09	1.7305604317764378e-07	-0.0009989996419028	-0.0010799996268463	1.1663991939883571e-06	9.980002845219226e-07	-3.4958008775404265e-08	-2.094683797991088e-08	1.2220623775412416e-15	4.3877002135663676e-16	0.0	0.0
