global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_power2	rot_z_derivative1_power2	motion_outlier00	motion_outlier01
1335.0097685926955	1.4008772032773322	1.96245693866212	1782251.0822379226	1636.628221009907	11.994530727988831	2678551.9338060534	143.86876738466827	1288.6450102027327	1.2099081647447747	1660605.962320401	1.4638777671160688	1345.1739735292872	1185.0739761464033	1.118094	21.195848	0.0398175444158083	0.0293172435938526	0.0816464092	-0.0887882711	-0.1224581205	0.0514680859	0.0112113454	0.1430411558	0.0498921057	-0.0232880077	0.0637492461	0.1014125132	0.0356407631	-0.0365473794	-0.0351025653	0.1144453335	-0.0454427236	-0.0580041921	0.0285825554	0.0104084997	0.0287187032	0.0948381602	0.0412246532	-0.0572796336	0.0934807121	-0.035990392	-0.0956848284	-0.2452868212	-0.0619436095	0.1130161814	0.0885182053	-0.1913399644	-0.1552987623	0.0993662314	0.0404050923	0.0769915009	0.0242608296	0.127119557	0.0860841081	0.0891200422	0.0337200946	0.1030105508	0.1418614774	0.0031060006	-0.0389990442	0.0650699806	-0.0187903069	0.023791331	-0.0077050384	-0.1447297482	0.0236223433	-0.2250312611	-0.0174964944	-0.1320989172	-0.0176613108	0.0118164149	-0.1446498422	-0.1769228234	-0.018547132	0.0243393666	-0.0976805584	0.0514686312	0.1200024336	0.0301691173	-0.1161357943	0.1105793832	-0.1089271501	-0.1693371147	-0.1391196255	0.0798524628	-0.0444693714	-0.0886573583	-0.0028047932	0.0533558528	-0.065511068	-0.0153171229	0.1419863355	0.1094628008	-0.0165057792059286	-4.685611158089867e-05	0.0002724407471948	2.195495192481626e-09	-0.0697176665848928	-0.0287872992144144	0.0048605530340422	0.0008287085960602	0.065203656057406	0.0014336501879909	0.0042515167632524	2.055352861526608e-06	-3.000006538924724e-05	-0.0001070009925912	9.0000392335911e-10	1.1449212415506292e-08	-1.9989367425754523e-06	-1.4993525914164252e-05	2.2480581933871495e-10	3.9957481008181595e-12	-7.100002704594397e-05	6.900025953105603e-05	5.041003840524775e-09	4.761035815353088e-09	0.0	0.0
1335.0008314558745	-0.0089371368210322	7.987241455785051e-05	1782227.2199878762	1638.065761566162	1.437540556255044	2683259.439215331	2.0665228508780613	1287.966349106168	-0.6786610965646105	1658857.3164298716	0.4605808839902796	1343.0191660580133	1182.2292868309578	1.145821	21.721466	0.0551973118736992	0.0407815529664124	-0.1040683915	-0.0957194099	0.1087294666	-0.0671073364	0.0378737447	0.028429948	-0.0191279159	0.19868685	0.0491940252	0.0083323388	0.0241910843	-0.1104122317	-0.0220987957	-0.0981441431	0.1343682383	-0.0850691308	-0.1010102792	-0.0298013664	0.0146122681	-0.0211873735	-0.1606740449	0.0795971801	-0.1175942298	-0.101732692	0.0723760561	-0.0402265392	0.0623733052	0.2942876619	-0.0118925563	-0.0313991491	-0.1445444815	0.0880306162	-0.0367373094	-0.0795177089	-0.0192236869	-0.0637073545	-0.1540549444	0.1059140829	-0.1891279455	0.0633135886	-0.0708213244	-0.0179240673	-0.0099927699	0.0603592822	-0.1081919376	0.049547369	0.0055878881	-0.0441348985	-0.1382273461	0.0202374844	0.0814477635	-0.0471744884	0.0374268271	-0.1341709339	0.0463104385	-0.0906335179	-0.0528366995	-0.1063687477	0.034639368	-0.1042996432	-0.0060158191	-0.0519652493	0.0351821716	0.206240002	-0.0602602541	-0.0112647971	0.037535859	-0.0320080794	0.0096945952	-0.0985514506	0.1955287542	0.1272698061	0.0878483155	0.1061111628	0.1397444952	0.1012278027	-0.0164098966188817	9.58825870468992e-05	0.0002692847070423	9.193470498806202e-09	-0.0312841609075604	0.0384335056773324	0.0009786987236901	0.0014771343586495	0.0678217701135395	0.0026181140561335	0.0045997925013338	6.854521210923836e-06	-0.0002189970049431	-0.0001889969395538	4.795968817404817e-08	3.571984316072268e-08	7.90089640683167e-05	8.100790081089215e-05	6.562279993787341e-09	6.2424164031485606e-09	-8.199137774492712e-05	-1.099135069898315e-05	6.722586024511331e-09	1.2080979018803735e-10	0.0	0.0
1333.4737806124067	-1.527050843467805	2.3318842785357345	1778152.323580745	1624.9935734397486	-13.072188126413494	2640604.113720484	170.88210241234592	1284.122930401798	-3.8434187043701513	1648971.700383701	14.771867337102332	1342.2314528017887	1170.182462489182	1.135309	21.5222	0.039477196502391	0.0212444496287789	0.096067424	0.1083724612	0.1188567785	-0.1091536386	-0.1141332861	-0.1018740598	0.0850926683	0.0376849022	0.067000095	-0.0227314877	-0.0828964893	0.1246610708	-0.0947326383	0.046124804	0.1661974506	0.1380901092	0.0387549457	0.0450547403	-0.0885270016	-0.093936966	-0.1653551671	0.1596292309	-0.0226637842	0.0437971499	0.0483128465	-0.0998664419	0.021515338	-0.0683751944	0.3375613461	0.0602358379	-0.0970886014	-0.0859173613	0.1110265439	-0.0748910784	0.0519758476	-0.1082268349	-0.0930254276	0.0716794144	0.057477089	0.0621985582	-0.0590794113	-0.1088557851	0.0212983617	-0.0387100363	0.1652804589	-0.0124508884	-0.146265056	0.0427135176	0.0205725809	0.1363275706	0.0913282382	-0.0174410299	0.0420422946	0.1021466896	0.0915381841	0.079903964	-0.0556297907	-0.0880768481	-0.0516469014	-0.1711126478	-0.0533926774	0.1392921282	-0.0926445337	-0.0014451	-0.0218765516	0.1151924511	0.0652772316	-0.0850280044	0.0150347874	-0.177007766	0.0754087216	0.188646328	-0.065427723	-0.0163841456	0.1373117808	0.0924399334	-0.0164083525431664	1.5440757153012408e-06	0.0002692340331808	2.3841698145830385e-12	-0.0231331274081441	0.0081510334994162	0.0005351415836814	6.643934710860671e-05	0.058397768205566	-0.0094240019079735	0.003410299331391	8.881181196148823e-05	-1.798620920076034e-05	0.0002010107957423	3.2350372141351585e-10	4.04053400049686e-08	8.900278379542215e-05	9.993819727105446e-06	9.987643273788196e-11	7.921495523334659e-09	-0.0003089991026612	-0.0002270077249162	9.54804454454268e-08	5.153250717166221e-08	0.0	0.0
1334.0029315529132	0.5291509405064971	0.2800007178389104	1779563.8213917664	1626.8048838565223	1.811310416773722	2646494.1301394333	3.2808454259129944	1287.923459248772	3.8005288469739753	1658746.836883323	14.444019516681337	1343.931373099453	1173.5035573206765	1.11559	21.148376	0.0439118005075642	0.0241131761253407	0.1610740795	-0.0783924946	-0.0617577296	-0.0547156511	-0.0781398314	0.064642806	0.1111946077	-0.1196536923	0.0224742261	-0.1120508099	-0.104511002	-0.0704409687	-0.1060996633	-0.1024237086	-0.2320126956	0.1426236543	-0.0331104317	0.0453960565	-0.0929995587	-0.1055349967	0.0161459429	-0.1444857413	-0.0299749134	0.2425053666	0.180815356	-0.0034835628	-0.039582885	-0.0419318218	-0.0745919075	-0.1963749456	0.042803324	0.0269100291	0.0971936692	0.2285790277	-0.0408510878	-0.1347129174	0.0330615286	-0.0578838769	-0.0025062268	0.1876761671	-0.0795654046	0.0414155862	0.069925496	-0.044599712	0.1054787648	-0.1332767994	-0.0054004122	0.0564637145	-0.0506919092	-0.1821834852	-0.0043893588	0.1347424295	-0.0111202612	0.0757594241	-0.1580308063	0.0044153445	-0.0152345012	-0.0040866716	0.0005044998	-0.1673374551	0.1515585629	0.0503314363	0.000638575	0.0656989914	0.3048917903	0.0594407835	0.1066281826	0.0659334453	-0.1109174544	-0.1623860319	0.1909553382	-0.1069180911	-0.0288940441	0.0860231568	0.1346915149	0.0831471893	-0.0164125140427273	-4.161499560902116e-06	0.0002693706172027	1.7318078595388498e-11	-0.0052793681263096	0.0178537592818345	2.787172781309374e-05	0.0003187567204936	0.0484924509717927	-0.0099053172337732	0.0023515178012517	9.811530950168626e-05	-0.0002859944319045	-0.0002680082227037	8.179281508037768e-08	7.182840743681732e-08	3.404414193575178e-05	-5.4958641859670365e-05	3.0204523150595123e-09	1.159003600141613e-09	-0.0003089947173767	4.3852844999509215e-09	9.547773536670672e-08	1.92307201455098e-17	0.0	0.0
1336.3967740621042	2.3938425091910176	5.730481958809947	1785956.3377235988	1636.8709726835552	10.0660888270329	2679346.5812140084	101.32614427371658	1286.9212286670136	-1.00223058175834	1656166.2487938155	1.004466139011661	1342.8212073426414	1171.9064679394685	1.137093	21.556011	0.0677832112969466	0.0308647027855743	-0.0352597296	-0.1328041536	-0.0336975191	-0.0077348614	0.0244200878	0.1503274071	-0.0905435363	-0.0402776409	-0.088569832	-0.1498736874	-0.0167621085	-0.0828018693	-0.024287512	0.004887339	0.0682788121	-0.0623116836	-0.033493508	0.0752203349	-0.0686574557	0.0821084183	0.0303265032	0.0109026713	-0.0535227586	0.0126417071	-0.0038946111	-0.0170959459	0.1841672407	0.023722078	0.0848563012	-0.0083100205	0.1984301597	0.0999647532	-0.0631822771	0.0228187584	-0.1166035888	0.0048441473	0.0164599322	0.0968272997	0.0148537755	-0.2364831413	-0.0746126309	0.0908306439	0.0536710579	-0.1621683238	0.0605751713	0.0598802209	0.0126328851	0.2340300084	0.0571355063	0.0752533356	-0.0662732235	0.0249671834	0.0236310069	-0.102124632	-0.0778093086	-0.1389424664	0.0800895283	0.0791452399	0.1180666789	-0.0827220558	-0.1826279546	0.0211019067	0.0356305581	-0.0785902669	0.0391346943	-0.0005100542	0.1999255688	-0.0421416204	-0.1109087199	-0.1984619954	-0.0525786531	0.1576420382	-0.0793404489	0.2493444767	0.1318872767	0.0734003241	-0.0019416398843787	0.0144708741583486	3.769965440610132e-06	0.0002094061989067	-0.0218826232364648	-0.0166032551101551	0.000478849199709	0.0002756680802528	0.052351783831753	0.0038593328599602	0.0027407092703665	1.4894450123969327e-05	-0.000123014937263	0.0001629794946415	1.5132674789819825e-08	2.6562315673598724e-08	-0.0002649929425699	-0.0002990370845056	8.942317790964033e-08	7.02212596118543e-08	-0.0001140163131542	0.0001949784042225	1.29997196652766e-08	3.8016578113152623e-08	0.0	0.0
1338.0645130951457	1.667739033041471	2.7813534823301005	1790416.6412045492	1640.114372654965	3.243399971409872	2689975.15538939	10.519643374541555	1286.7806985513612	-0.1405301156523819	1655804.566164329	0.0197487134052718	1343.49942256055	1196.1220547630294	1.090903	20.680389	0.0747306460493396	0.0356238248040425	-0.1605374009	-0.0160008102	0.0257192863	0.0354311409	0.0562275185	-0.0142048669	-0.128449398	0.0909914491	0.1766568026	-0.0011570179	0.0233733952	-0.0786588824	-0.0477768982	0.0010358082	0.0870596702	0.0163130041	-0.2316345985	-0.0188560643	0.139724472	0.1957690949	0.0256659108	-0.2259650259	-0.0804530185	0.0334174673	0.1008114832	0.0638925362	-0.0834198935	0.0549156471	-0.0836571638	0.0731584288	-0.0135824971	0.0432025041	-0.0263020346	-0.1439900509	-0.0022245664	-0.090582968	0.0151852898	-0.0034892281	-0.0816974476	-0.0155811605	0.025033782	0.0796261031	0.1603055039	-0.1456040906	-0.035966904	0.1458713191	0.0719594909	0.0125601452	-0.2008837739	0.0007670157	0.0745362843	-0.0001731601	0.0147191074	-0.1401922572	0.0986433217	-0.0179966849	0.0050077468	0.13349291	0.1415130045	-0.1010164876	0.0804935381	0.1109871086	0.2093401875	0.1379270542	0.1305760139	0.0559635128	0.0275577499	0.0217747805	0.2303698507	0.0228000895	-0.0904446787	0.1996831106	0.0732180815	0.0222377345	0.1289028963	0.0632525717	-0.0163813602181335	-0.0144397203337547	0.0002683489625962	0.000208505523317	0.005764899192016	0.0276475224284808	3.323406269410673e-05	0.0007643854964333	0.0551426191467641	0.002790835315011	0.003040708446365	7.7887617555131e-06	1.026519999658079e-06	0.0001240414572626	1.0537433096980226e-12	1.538628311984383e-08	-0.0001879993630673	7.699357950259999e-05	5.928011284623184e-09	3.5343760513710486e-08	0.0002820000095224	0.0003960163226765	7.952400537063369e-08	1.5682892782629698e-07	0.0	0.0
1337.588931027493	-0.4755820676527946	0.2261783030729073	1789144.1484072711	1632.6808744731702	-7.433498181794903	2665646.837870476	55.25689521874813	1288.2302784482465	1.449579896885325	1659537.2503108468	2.1012818774540696	1343.5356953768976	1187.8103515200924	1.054033	19.98143	0.1174904310643646	0.0519878828154449	-0.1009814371	0.1212505942	0.0376218414	0.0419145817	0.046914541	-0.1003835237	-0.1156684929	0.0050921965	0.2121194425	0.1093396697	-0.1095977654	-0.0390472809	-0.070683824	-0.0411066607	0.0755309737	0.0134978604	0.0279607873	-0.1911759827	0.0783871287	-0.0532121816	-0.1107322437	-0.0450486632	0.1951405898	0.0482883376	0.0945159861	-0.0499968442	0.2219595041	-0.0065363098	-0.2556877731	0.1774354118	-0.1426892697	-0.0710154821	0.0133059485	-0.1662429628	-0.0011888831	-0.1498306206	0.0805274679	-0.0584911797	0.1391539492	0.1229780371	0.0189559744	-0.1411691252	0.0858093736	-0.0143612018	-0.0062530329	-0.0489099557	0.105719492	-0.1679134421	0.0108696862	0.2946360144	0.0795640708	0.1150060779	0.0002854428	-0.000490069	0.1239644602	0.1686559829	0.0429142724	0.1815677639	-0.0129728274	-0.0708505199	-0.0694195661	0.1943228479	0.0410354601	0.0127812148	0.1889520611	0.1687488656	0.0441975144	-0.0673158966	0.1135471854	-0.0042824468	-0.1469356752	-0.2838862806	-0.1391096332	0.0044598479	0.1257424501	0.0527593557	-0.0085058903836454	0.007875469834488	7.23501712185913e-05	6.202302511393198e-05	0.0366106874956386	0.0308457883036226	0.0013403424389033	0.0009514626560719	0.0266269663681981	-0.028515652778566	0.0007089953379731	0.0008131424533877	-0.0003550384376002	-0.0003560649575998	1.2605229217359114e-07	1.2678225403058874e-07	-0.0002909534362964	-0.000102954073229	1.0599541194462884e-08	8.465390209268328e-08	-0.0002640513626024	-0.0005460513721248	6.972312209218413e-08	2.981721009993768e-07	0.0	0.0
1341.626936718804	4.038005691311128	16.305489963061056	1799962.8373294815	1631.7794354087428	-0.90143906442745	2662704.125822875	0.8125923868758362	1290.4481891482158	2.217910699969252	1665256.5288759093	4.919127873038098	1345.893822111152	1192.2312374553003	1.203956	22.82354	0.1287570841552803	0.0781782863105448	-0.0306045041	0.1235029314	-0.2228595817	0.0392448263	0.0592350733	-0.0066573363	-0.1335495142	-0.3152563075	0.1358521223	0.1418432963	-0.1780055044	-0.0672123816	0.1035614502	-0.1093874341	-0.082087384	0.1218323337	-0.1010962457	0.0289846151	-0.2039577143	-0.0036484384	0.2869581918	-0.282236778	0.0437110659	-0.0781536159	-0.1617849601	0.0349125468	0.0462345889	0.0974138491	-0.1120800324	0.0646172644	-0.1129115509	-0.0529433861	-0.0769759978	0.0811134585	0.0121416178	-0.1803646744	0.2808769442	-0.2501303908	-0.0962350854	-0.0961568424	0.1821912081	-0.0796137134	-0.0110980867	-0.0039403498	-0.0882211923	-0.2275595154	0.3002209258	0.0439182785	0.1198448051	-0.0019055764	-0.1654882567	0.0757991246	0.0470991366	0.0663139583	-0.0811933572	0.135324971	0.0289229782	0.2397683394	0.1513275569	0.0249926769	0.0819846481	-0.1227263717	0.0925664264	-0.1118219468	0.1784409204	0.1325184226	0.0292126934	0.0825380453	-0.145416044	-0.1497367515	0.0053078953	0.1241773061	0.18159794	-0.1627906918	0.1224102548	0.0419779864	-0.0163202476457939	-0.0078143572621485	0.00026635048322	6.1064179420493e-05	-0.0091697507818082	-0.0457804382774468	8.408432940047211e-05	0.0020958485288751	0.0218559682892731	-0.004770998078925	0.0004776833498617	2.2762422669106044e-05	0.0007439706763589	0.0010990091139591	5.534923672819192e-07	1.2078210325651664e-06	-0.0004620468683171	-0.0001710934320207	2.9272962480621898e-08	2.1348730852163957e-07	-0.000126328097847	0.0001377232647554	1.5958788305641204e-08	1.8967697654886e-08	0.0	0.0
1343.0362803738683	1.4093436550642764	1.986249538069934	1803746.450400476	1644.9755969800449	13.196161571302127	2705944.7146598552	174.13868021591102	1292.6214447687807	2.173255620564987	1670870.19947613	4.723039992317307	1345.9348346792997	1200.3012012330375	1.167294	22.128532	0.1629505802366914	0.0847786415508252	-0.0957756911	-0.0031519114	-0.3303181544	0.116450104	0.2643229192	0.1177669263	-0.0702077724	-0.1748081714	0.1055317766	0.1084570218	0.0312599588	-0.0942467553	0.0315949073	0.1967533793	-0.1633292661	-0.0321535654	0.1663620036	-0.1282318092	0.2326019974	-0.0730845847	0.0046572696	-0.0663818742	0.1023803724	-0.1466552288	0.0949645644	0.1380828084	-0.1378264798	0.027173479	-0.0646167216	-0.1413069884	-0.0132462899	0.1455161583	-0.1133483244	0.0488426731	0.073977169	0.0737062607	0.2577551612	0.0081517768	0.1584491509	-0.0450354875	-0.0108397347	0.0258617006	0.1477062627	0.2465806902	-0.1029274293	0.2044819904	-0.1398489477	-0.1181747078	-0.0814623957	0.0816252895	-0.0059909082	0.0346514629	-0.0303749216	-0.0258417803	-0.1328262251	0.0030742452	0.1327569574	0.3881009924	0.0280328189	0.0407995482	-0.0305966955	0.0849188798	0.1131434499	-0.0177362665	0.0575286308	0.0241420232	-0.0645149116	0.0453904967	0.0929406667	0.0108365996	0.0666314211	0.047658563	0.184207553	-0.0382832224	0.1189108618	0.0309673479	0.002117929883127	0.0184381775289209	4.485626989842348e-06	0.000339966390588	-0.0174989829511957	-0.0083292321693874	0.0003062144043262	6.937610853155956e-05	-0.0135661474582917	-0.0354221157475648	0.0001840403568601	0.0012547262840338	-0.000815992142872	-0.0015599628192309	6.658431772288385e-07	2.4334839973828173e-06	-0.0002090313463427	0.0002530155219744	6.40168543599781e-08	4.369410375384181e-08	7.591465676406409e-05	0.000202242754611	5.763035111605662e-09	4.090213179267109e-08	0.0	0.0
1341.6074652767884	-1.4288150970799052	2.0415125816434587	1799910.590886409	1647.6853780244526	2.7097810444076917	2714867.104955584	7.342913308631238	1289.9128359332356	-2.708608835545192	1663875.1243053223	7.336561823993481	1345.3592884401248	1208.4851983056435	1.062845	20.148483	0.1013336371163191	0.0540775809169018	-0.1559855089	-0.0580209424	-0.1804519823	0.1296779902	0.1901264683	0.1335532592	0.0148348691	-0.0520293899	0.0249792991	0.1333913887	0.1449574372	-0.0433556366	-0.1445378534	0.1745973465	-0.0351198217	-0.0571857106	0.0639897419	-0.0617934523	0.1505146063	-0.0743246935	-0.0642296581	0.1403547465	-0.2264838585	0.0509563606	-0.0162265963	-0.0507419136	0.047153752	0.1057817022	-0.0729622214	-0.0701376997	0.019290866	0.1904560613	-0.0006813136	-0.09560527	0.1407903076	0.1022491673	-0.0974531261	-0.1143465444	0.1793140728	-0.1967053388	-0.2366398961	-0.003067055	0.1953864862	0.0923806942	-0.0197915824	0.1694946273	0.2184907954	-0.121308171	-0.0855016537	-0.0912912786	0.1656030386	0.0412323494	-0.0896807251	-0.090833811	-0.0786879858	0.0937885486	0.0346699088	0.2521338209	0.0609349589	0.0716415322	-0.2428989232	0.0391712322	0.1911857828	0.0349423079	-0.1470728658	0.0915591893	-0.029547615	0.0007789274	0.161010593	0.1740152834	-0.0550937722	0.049281815	-0.0059900677	-0.0845824632	0.1152490509	0.0197875765	-0.0002648576975872	-0.0023827875807142	7.014959997119268e-08	5.677676654805831e-06	0.0225654035424298	0.0400643864936254	0.0005091974370327	0.0016051550651106	-0.0338990036237163	-0.0203328561654245	0.0011491424466807	0.0004134250398438	-0.0004789754641884	0.0003370166786836	2.2941749529449326e-07	1.135802417109249e-07	-0.0006430178125331	-0.0004339864661904	1.8834425283643121e-07	4.13471907234853e-07	7.584566410696642e-05	-6.899265709767437e-08	5.7525647638267744e-09	4.759986733397279e-15	0.0	0.0
1340.1797110882917	-1.4277541884966922	2.0384820227698484	1796081.658012697	1636.365388569079	-11.319989455373616	2677691.684906833	128.14216126976984	1290.9603194190945	1.0474834858589477	1666578.5463146504	1.097221653147212	1345.5612754248618	1210.5545218075492	1.056089	20.020418	0.0492902356496598	0.0272905227007972	-0.2323857202	-0.0219309531	-0.0295543791	0.1331381896	0.0785210526	0.013677865	-0.1673938651	0.0180194862	0.0862988332	0.2195831306	0.0156818043	-0.13584441	-0.0678845154	-0.0007248885	0.1057937605	-0.0161335672	-0.0922466763	-0.1716678795	-0.006625998	-0.1285573383	0.0159421033	-0.2064585936	-0.2246201167	0.0306683873	-0.18264167	-0.0269929474	-0.2325485995	-0.1291818617	-0.1390602018	-0.1091403011	-0.0641008598	0.0878701273	-0.0914383412	-0.1643172134	0.0230882522	-0.0401985367	-0.042463354	-0.2057243003	-0.0900341653	-0.0978875166	-0.067249694	-0.0730330747	0.1471174754	0.0414923034	-0.0479573889	-0.1097031354	0.0728345965	-0.2571086087	-0.0394283072	-0.082060769	0.0847964269	0.0850599347	-0.0292979305	-0.1810253695	0.053409219	0.1389909015	-0.027841487	0.139558652	0.0125491999	0.1116956115	-0.0274744426	-0.1486143777	0.1571789524	0.0954451271	-0.1840484438	-0.0430193818	-0.0346066646	0.0726346506	0.0412364626	-0.0007403817	-0.1068359233	-0.0527967717	-0.1388552755	0.0100683374	0.1114298236	0.0084997322	-9.793466195162635e-05	0.0001669230356355	9.59119801157933e-09	2.786329982579498e-08	0.0007876303897802	-0.0217777731526496	6.203616309053097e-07	0.0004742714034882	-0.0323484653865051	0.0015505382372111	0.0010464232128619	2.4041688250540133e-06	-0.0003030068723933	0.0001759685917951	9.18131647175696e-08	3.096494529835053e-08	-0.0004129945894371	0.000230023223096	5.2910683163472195e-08	1.705645309043188e-07	-3.406254548520352e-05	-0.0001099082095921	1.160257004931559e-09	1.2079814535756354e-08	0.0	0.0
1342.1466203323876	1.9669092440958595	3.868731974509745	1801357.55046965	1640.1366324173778	3.771243848298809	2690048.1729974165	14.222280163331613	1290.2290854641444	-0.7312339549500848	1664691.0929776423	0.5347030968719426	1348.3419259760733	1209.856521809524	1.168499	22.151375	0.0844880838363815	0.0484488045787112	-0.1321672623	0.1985909002	-0.0662689737	0.1413834247	0.092917915	-0.1704984944	-0.1385138951	-0.213235515	0.0170938657	0.0356096328	0.0903759613	-0.0176851377	0.1268152858	-0.0270461198	0.0417602087	0.077670829	0.0933365346	-0.1341683546	0.0451048338	0.0878171956	0.2088025268	0.1297270894	0.1418323607	0.0602492895	-0.0400359258	-0.1546737059	-0.000860421	0.0572811115	-0.0630125333	0.2124691584	-0.0550189373	-0.1313057243	-0.140992062	-0.0621167686	-0.0383517251	-0.0283175858	0.1769115055	-0.1336072587	0.1589967318	0.0860357766	-0.0318275015	0.072476063	-0.0458426546	-0.0281465424	-0.0410413358	0.0841804023	0.0838957184	-0.089536472	0.1051075949	-0.0816563673	-0.0850744595	0.1232116968	-0.0037143776	0.0136548808	0.1116723195	0.2159775742	0.0045160686	0.155452883	-0.1097499087	0.2286193096	-0.0408882214	-0.0678141936	0.0196241703	-0.120001897	-0.1568189754	-0.0405009506	0.0525624504	0.0442021692	-0.0903514563	-0.240233439	0.0556761944	-0.1158126144	-0.1728381869	0.0342773573	0.1074583966	-0.0028345346	0.0002031619841034	0.000301096646055	4.1274791784830157e-08	9.065919026558582e-08	0.0149763649305469	0.0141887345407667	0.0002242915065329	0.0002013201878683	-0.0492264605342143	-0.0168779951477092	0.0024232444167265	0.000284866720206	0.0003859969061656	0.0006890037785589	1.4899361156941502e-07	4.747262068684417e-07	-8.251483368382218e-05	0.0003304797557532	1.0921686896274617e-07	6.808697777868834e-09	-7.698416121003793e-05	-4.292161572483441e-05	5.926561077213109e-09	1.8422650964303523e-09	0.0	0.0
1339.7874356429725	-2.359184689415088	5.565752398770564	1795030.372706772	1639.7683659603722	-0.3682664570055749	2688840.294004349	0.1356201833554389	1292.2965181175798	2.067432653435389	1670030.2907388203	4.274277776490895	1351.2621353990048	1216.7506774760984	1.075408	20.386639	0.0933822382598491	0.0428086160164062	-0.0292910201	0.1953518968	-0.0262756727	0.1526322591	0.1425947318	-0.2088588509	0.0204098511	-0.1375667955	-0.1766553577	0.0358385354	0.2401700077	0.0625212054	0.1803943632	0.0315046072	-0.0259179908	-0.1688811011	0.0589883784	0.1016906409	0.025915687	-0.1417933433	0.0423622457	0.0592365094	-0.1053071875	-0.171017808	0.1183234917	-0.0803202721	0.0834487026	0.0375208007	0.0923694055	0.0435172417	0.1627240252	-0.2069938161	-0.1061302092	0.0716998639	-0.0704869371	0.2185836059	-0.003813223	0.0409154132	0.0210546826	0.0384924798	-0.098049533	0.3549586346	-0.0233205507	0.1527558195	-0.0784900784	-0.1301144613	0.1283979966	-0.030323639	0.0363834628	0.1187479428	-0.1774540477	0.0689096722	-0.0207977163	0.0592986433	0.1447552659	0.0098529629	0.0145379751	0.0624107379	-0.0197501867	0.3089201477	0.0739898301	-0.0825398356	0.1330687143	-0.1653601042	-0.122053127	-0.078994023	0.0737091476	-0.0257333138	-0.1191483882	0.0256153904	0.1832767187	-0.061413363	-0.0043605437	0.0840142367	0.1033401944	-0.0141533203	0.0090012715679961	0.0087981095838927	8.102288984081496e-05	7.740673225018458e-05	-0.0147966104965036	-0.0297729754270505	0.0002189396821852	0.0008864300657797	-0.0273408590757355	0.0218856014584787	0.0007475225749992	0.0004789795511993	0.0007599986637876	0.0003740017576219	5.775979689589375e-07	1.3987731470434522e-07	4.902889065383498e-05	0.0001315437243376	1.7303751412621536e-08	2.4038321187457062e-09	7.598139263884871e-05	0.0001529655538488	5.773172027338893e-09	2.3398460664296643e-08	0.0	0.0
