global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_derivative1_power2	white_matter_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	c_comp_cor_09	c_comp_cor_10	c_comp_cor_11	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_derivative1_power2	trans_z_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03
1347.9485336466732	-1.251110875292852	1816965.2493602163	1.5652784222760463	2196.2630733545275	1.4475393986353993	4823571.487380674	2.095370310601733	1260.2173902867205	1.8283780631372792	3.342966341761629	1588147.8707810724	1537.1735043571346	1325.6079310316536	0.93199	18.594826	0.0613470692528054	0.0316321417765052	0.2103096907	0.0041057495	0.1153529092	0.0661562299	-0.0808582464	0.0991471048	0.0011620436	0.0834192547	0.0287384202	0.0244818346	-0.2485143662	-0.0180724486	-0.0782853511	0.0276802102	0.0491439225	-0.0101377798	0.0001417151	0.0756657534	0.0097132501	0.1242613173	0.017796578	-0.1005915484	0.2169114366	0.1860462723	0.0345880404	0.000837903	0.0933150555	-0.1192603944	0.0041461504	0.1129096471	0.0634978561	0.0007341452	-0.1968015531	0.054509235	-0.0491910814	-0.0027164641	0.0031944191	-0.0799752558	0.0561220132	0.1167649625	-0.0257754656	0.1405412472	0.04765494	-0.0003583584	-0.1198200253	0.117911534	0.0701573134	-0.118738938	-0.1766170189	0.0009870556	0.1263836893	-0.0045626673	0.0045944633	0.004830344	-0.0048624951	0.0278058492	0.0258288288	-0.2470718089	-0.1013354135	0.0692867421	0.0107543524	-0.2020217426	0.0352478778	-0.1229991999	-0.1004145238	0.1416320012	-0.1282585166	0.0200666193	-0.0003389841	-0.0510498316	0.2110502111	0.064187464	-0.012231048	0.0181333498	0.1107533565	-0.0843160043	-0.0378721372	-0.0785468747	-0.0333943627	0.0173491943	0.0653636985	0.0004613129	-0.0204076836	-0.1542826094	0.1339978363	-0.0970768556	0.0059295208	-0.09574896	-0.1156960151	0.084321792	0.1419863355	0.1094628008	0.0053476247692287	0.0008441009776447	2.859709067246831e-05	7.125064604607383e-07	0.0122084696588871	-0.0092225362775764	0.0001490467314119	8.505517539121275e-05	0.0128941772644921	-0.0144766100921459	0.00020957223976	0.0001662598073281	6.293997108551352e-05	-8.013115666796366e-08	3.961439960245277e-09	6.4210022689457335e-15	-0.000723005288119	-0.0004320099341095	1.8663258316929454e-07	5.227366466480382e-07	-0.0001659774091047	-0.0003039863728426	9.240771487400022e-08	2.754850033310895e-08	0.0	0.0	0.0	0.0
1347.439805377227	-0.5087282694462374	1815594.0291150196	0.2588044521337635	2191.896305858225	-4.3667674963026	4804409.415634933	19.06865836676488	1258.6851130340058	-1.5322772527147208	2.3478735791869725	1584288.213773428	1535.425565316223	1323.5989317231042	0.936585	18.686506	0.078407906038331	0.0417673626807529	0.2191844259	0.0589905453	0.0456786945	0.1350931078	-0.0449473059	0.0566876101	0.0225632931	-0.0202013713	0.0765432437	-0.0697086767	-0.1779244903	-0.0479705989	-0.0464778681	0.136311987	0.081938338	0.0311135631	-0.0344306873	0.0999737375	0.0863287122	0.0934720522	-0.1161494088	-0.0258097094	0.1264275703	0.0048221005	0.0321812507	0.0921092591	0.0571412246	-0.0433015292	-0.1222202631	0.1146257773	-0.0952488119	-0.3011062367	-0.0055381613	-0.0565045608	0.018953527	0.0227529388	0.0504215658	-0.2134118796	0.0034155127	-0.2731390885	-0.0026953544	0.0117966404	0.0322976907	-0.0340871315	-0.0833378051	0.0917118487	-0.1000082085	-0.1658380341	-0.04461018	-0.0939079248	0.1033703608	-0.1209886286	-0.0454936918	-0.0830341527	-0.0610055931	0.0097664206	0.069063935	-0.0735981094	0.0094869679	-0.0202364273	-0.23248297	-0.2314905553	-0.1423018474	-0.1905246812	0.0490619049	-0.199626618	-0.0841395774	-0.0201392316	-0.0151185458	0.000146735	0.2152638847	-0.0442413174	-0.0165096539	0.0230853441	0.0644638245	0.0156509457	-0.0166759895	-0.0690034622	0.011552694	-0.0795497278	0.0411850467	0.0614568557	0.0957828586	-0.0744129163	-0.0283531021	-0.0033833816	-0.0706160058	0.0486930361	-0.0829037743	0.0691986714	0.1397444952	0.1012278027	0.0063633142967916	0.0010156895275628	4.049176883975238e-05	1.0316252164009466e-06	-0.0042740002195529	-0.01648246987844	1.826707787673824e-05	0.0002716718132936	0.0131391141296859	0.0002449368651937	5.999406793096562e-08	0.0001726363201129	0.0007460292031045	0.0006830892320189	5.565595718847352e-07	4.666108989002888e-07	-0.0004799548617631	0.0002430504263559	5.907350975178476e-08	2.3035666933003645e-07	0.0001211791278631	0.0002871565369678	8.245887672333949e-08	1.4684381029661542e-08	0.0	0.0	0.0	0.0
1349.2847789273922	1.8449735501651503	1820569.4146451412	3.4039274008089984	2190.198168436686	-1.6981374215388314	4796968.017023414	2.8836707024305506	1258.4763315491757	-0.2087814848300695	0.0435897084078485	1583762.6770694708	1533.0793356899596	1322.5189400358215	1.066877	21.28606	0.085150823584204	0.0402316347871096	0.0391222102	0.1496070725	-0.0105284423	0.1014763899	-0.1543894539	0.0522211139	-0.0140679838	-0.1859682332	0.0559216619	0.0333804206	-0.1636433646	-0.1554669714	0.0068767774	0.0780445415	-0.10494177	0.0686265917	-0.2445390572	0.1486092021	-0.0663283564	0.1342928142	-0.0974812761	-0.0241256352	0.0281980424	0.0296393984	-0.2376498245	0.0714479244	0.0860925641	-0.0499034093	-0.0622082528	-0.0061492311	-0.0939954354	0.016198114	0.1139367016	-0.0186736824	0.1201327729	-0.0885264071	-0.0279089597	-0.1036985079	-0.1279938992	-0.085134018	-0.0749838289	-0.0362068634	0.1179701083	-0.0974680809	0.0026074474	0.10301444	-0.1739050363	0.003975186	0.0010466753	-0.0421913257	0.0158030985	-0.0518705577	-0.1132620187	-0.0963822123	0.0603195268	0.1690657689	0.188875235	0.0929944515	0.0529443095	-0.1806050134	-0.1064519839	0.0343010571	-0.0920289578	0.0662129496	0.2337262127	-0.1700222555	-0.0859300603	-0.0871554928	0.0255889863	0.0051316634	0.1288459024	-0.1592633898	-0.0130474834	-0.0745731882	-0.0672279646	-0.0286698522	0.013777102	-0.0524785732	0.1085499736	-0.0640480996	0.0077241887	0.1446876256	-0.0688420536	0.0318549099	0.0716582065	0.0746718386	-0.0448947569	0.1010194901	0.0134543905	0.1429991536	0.1373117808	0.0924399334	7.851218943244476e-05	-0.0062848021073591	6.16416388947609e-09	3.949873752866608e-05	0.0116518079538394	0.0159258081733923	0.0001357646285931	0.0002536313659756	-0.0181455232144429	-0.0312846373441288	0.0009787285337536	0.0003292600127258	0.0004190042189796	-0.0003270249841248	1.7556453552270465e-07	1.0694534024189105e-07	-0.0002609927767107	0.0002189620850523	4.7944394690494445e-08	6.811722949516132e-08	3.4054677853923975e-05	-8.712445000917603e-05	7.590669789401413e-09	1.1597210837345402e-09	0.0	0.0	0.0	0.0
1352.1926534226548	2.907874495262604	1828424.9719702	8.455734080198743	2198.219144295955	8.020975859269129	4832167.406349242	64.33605373497814	1260.3957837638209	1.9194522146451616	3.684296804306216	1588597.5317296162	1536.2580550470177	1332.5618775589785	1.022366	20.397989	0.0362356680328777	0.0192504825867404	-0.0806074036	0.1525288264	-0.0185502483	0.0101121622	-0.0408951145	0.0816030401	-0.0777390852	-0.1093862655	0.117447285	0.1318602486	0.0517678189	-0.0419651619	0.1348073357	0.0383231499	-3.72894e-05	0.1244816859	0.0858089559	0.0927483861	-0.1063209155	0.132129064	-0.0179001274	-0.0036108955	-0.1323104011	-0.0517625743	0.0456620025	-0.029711763	0.1560488821	-0.097641011	0.0967479852	-0.0551270714	-0.0052999848	0.1301843793	0.063636569	-0.0362259549	-0.1592958282	-0.0105318932	-0.0636263675	0.1704693801	-0.0389557097	-0.1620629453	0.0757842749	0.0325877626	0.1680908027	-0.0921083557	0.1407078459	0.0514639572	0.0173094589	0.0954837419	-0.0344986849	-0.0719473705	0.0193987916	0.0415785874	0.017394517	-0.0951965477	0.050803286	0.1390302616	0.0677887346	0.0734464358	-0.1979282617	-0.0593033797	0.0722627772	0.2719635934	0.0250089848	-0.0451731045	0.0261708453	0.0958901898	-0.0496212239	-0.1022243353	0.0129976364	-0.0028300507	0.0183795137	-0.1474320851	0.0097241879	-0.0107341221	-0.1186749234	-0.1284487262	0.0481425124	0.1109080629	0.1348671246	0.035073681	0.0342255305	0.0895451541	-0.0316012611	0.0663140276	0.0642932362	0.0133477337	0.0750855288	-0.0229386091	-0.0444792012	-0.0122985996	0.1346915149	0.0831471893	6.831845283272742e-06	-7.168034414917202e-05	4.667410997457601e-11	5.138071737343739e-09	0.0232558479258386	0.0116040399719992	0.0005408344627497	0.0001346537436717	-0.0120584812933586	0.0060870419210843	3.705207934903765e-05	0.0001454069711022	0.0006789956731689	0.0002599914541893	4.610351241820877e-07	6.759555625146687e-08	-0.0003085093744665	-4.751659775579999e-05	2.2578270622864964e-09	9.517803413371115e-08	-2.7895386113877853e-05	-6.195006396780183e-05	3.837810425614738e-09	7.781525664423292e-10	0.0	0.0	0.0	0.0
1350.91240918385	-1.2802442388046984	1824964.337286914	1.6390253109926216	2201.199226268824	2.980081972868902	4845278.03372647	8.880888565018207	1261.379030906548	0.983247142727123	0.9667749436810512	1591077.059610742	1539.656726807278	1335.2841757386177	0.916628	18.288328	0.0419102969695964	0.0279979597689469	-0.1063755638	0.0690450228	-0.0402729141	0.0097386822	0.0696921327	0.1462955434	-0.1318012266	0.0374160596	0.0500418521	0.0735509461	0.0705765291	0.0573327037	0.0622462795	0.0959624087	0.1369388852	0.0406698246	0.1192832841	0.1042020502	-0.1685581295	0.1257944001	0.0537863921	-0.0375217876	-0.1086953252	0.0940777859	0.0438779454	-0.0356044133	0.0133270655	-0.0794458192	-0.0801493717	-0.1128522622	0.060073711	0.0551957617	0.0629430617	-0.0025574805	0.0017822678	0.2096754977	0.1406899268	-0.0535863996	-0.1841266642	-0.1392060224	0.1000287342	0.026390993	0.1690638671	0.0548456026	0.0643190289	0.0292280008	0.0883285892	0.0741454614	-0.0901127946	-0.1234718006	0.0570406365	0.0515495486	0.1408341071	-0.0617479037	-0.0324736374	-0.0018459723	-0.0510798242	0.1161092238	-0.1475717729	-0.0730187502	0.06673323	0.2551765927	0.1841451886	0.0116601633	0.0595862549	-0.0560815281	-0.0474253249	-0.1329387604	0.0101327109	-0.0412699864	0.0240743414	-0.0726931106	0.0246179734	0.0105117235	-0.1059166331	-0.0747521479	0.0433925624	0.1521809947	0.1365033539	-0.0026193718	-0.0578110197	0.0615911727	-0.0149228153	-0.0691171793	-0.0009624241	-0.002986681	0.000779638	-0.0371804976	-0.0205749797	-0.0562004671	0.1318872767	0.0734003241	0.0033024213933856	0.0032955895481023	1.0905987059490888e-05	1.0860910469561302e-05	-0.0033697788278317	-0.0266256267536703	1.1355409348502785e-05	0.0007089240000257	-0.0096186219499401	0.0024398593434185	5.952913615666559e-06	9.251788821586948e-05	0.0005770040954255	-0.0001019915777434	3.329337261377995e-07	1.0402281930588016e-08	-0.0002759915398693	3.2517834597200026e-05	1.057409566890859e-09	7.617133007942741e-08	2.8579628033628072e-05	5.647501414750593e-05	3.189427222960994e-09	8.167951385405396e-10	0.0	0.0	0.0	0.0
1348.5750925110196	-2.337316672830412	1818654.7801411047	5.463049229091024	2201.2189082270083	0.0196819581842646	4845364.681936103	0.0003873794779671	1259.831526546155	-1.5475043603930771	2.3947697454355867	1587175.475279615	1538.4520426751012	1342.2808639104642	0.897213	17.900965	0.0684217535715139	0.0323590177292016	-0.1121617875	-0.0445742707	-0.0419999651	0.0677046579	0.0755863324	0.1519258353	-0.1394727951	0.1344630179	-0.0251045703	0.0238797634	0.0421193068	0.0439301009	0.1536267365	0.217307442	0.0331595243	-0.0085301374	0.1369687243	0.0770366781	-0.1926648219	0.05737798	0.0189728004	-0.081804788	0.0313262191	0.0295377748	0.1458440061	-0.0466423983	0.0016826164	0.1160909222	0.0768669135	-0.1045139006	-0.1093919008	0.1272618265	0.017754729	-0.1464517899	-0.0328265216	0.0966798717	0.0855948773	-0.1171857545	-0.0849363473	0.0555825201	0.0197210253	-0.3052049527	0.1988467779	0.104169514	0.0031700218	0.018345405	0.1242098649	0.0390923971	-0.0721773034	-0.0966716237	-0.0106541883	0.0700485302	0.0028832233	-0.0262558376	0.0467362187	-0.2183815875	-0.00511673	0.0656336836	-0.0929855458	-0.1151970228	-0.0302398267	0.2091386078	-0.0271581891	0.0072836857	0.1464294499	-0.0423189059	-0.0592478231	-0.1405197242	0.0027138941	-0.0698748541	0.0234865133	-0.0375641293	0.0666571375	0.0067423869	-0.0879637424	-0.1095114709	0.0925983882	0.1541913486	0.1476454459	-0.0768556882	-0.0816868369	-0.001116277	0.0342203803	-0.1021562196	-0.2077633057	-0.0162160972	0.0614218043	-0.1034965931	-0.0520486102	-0.0362977594	0.1289028963	0.0632525717	5.690884454168099e-05	-0.0032455125488439	3.238616587069214e-09	1.053335170470335e-05	0.0107632236564541	0.0141330024842858	0.0001158469834788	0.0001997417592208	-0.0284800806448757	-0.0188614586949356	0.0003557546241007	0.0008111149935386	0.0007580289443413	0.0001810248489158	5.746078804591857e-07	3.2769995924988245e-08	-0.0001548599265379	0.0001211316133313	1.4672867748267798e-08	2.3981596847323787e-08	0.0003700587626554	0.0003414791346217	1.1660799938203423e-07	1.3694348781804568e-07	0.0	0.0	0.0	0.0
1348.7688811986516	0.1937886876319225	1819177.4948898624	0.0375540554541028	2194.518496306046	-6.700411920962324	4815911.430629349	44.89551991057402	1257.4501527689272	-2.3813737772277364	5.670941066867896	1581180.8866985985	1538.3171679942477	1333.9865510387835	1.028913	20.52861	0.2350659362596469	0.1354223206468245	-0.0548228834	-0.0732636047	0.1257493161	0.117161176	0.0969846872	0.214633846	-0.0133505504	0.0319569945	-0.1827421849	-0.0267770024	-0.0579219418	-0.0038344426	0.0670984174	-0.0369518975	-0.0465058429	0.001981412	0.0825172915	0.0669942865	-0.1301512751	0.0719833963	-0.1216064987	-0.1518399656	0.1449777832	-0.0448015587	0.1361777165	-0.0130158337	0.0708860585	-0.1163671567	-0.114546012	0.0236896292	-0.0965502926	0.0027037625	-0.0061675348	0.1453704827	-0.1744511296	0.0436793884	0.0174165802	0.0804589853	0.0436439146	0.1592050394	-0.0201574854	-0.1001178035	0.1944319675	0.0684658409	-0.1956017009	0.0008194949	0.015405488	0.0312093934	-0.112608222	-0.0990760963	-0.0660983784	-0.0335092153	-0.1928435209	-0.0164213154	0.0118376792	-0.0897204759	-0.1177304635	-0.187234053	-0.0659744746	0.0706440069	-0.1415244467	0.1488494292	0.116675436	0.1037201029	-0.0673897506	0.1272732958	-0.0181636117	-0.136758367	-0.0131599187	-0.1175611334	0.0865421661	0.1503475269	0.0429009204	0.0277542337	-0.1598768905	-0.0146492746	0.0034657651	0.121132705	0.0824794336	0.024849975	-0.0111711056	-0.0142728566	0.0871774864	-0.0882502627	0.2331703515	0.0647417775	-0.0958536931	-0.086065508	0.1104870393	-0.0189193283	0.1257424501	0.0527593557	-1.6033311695196062e-05	-7.294215623687705e-05	2.5706708391531084e-10	5.320558156484982e-09	-0.0195998370544572	-0.0303630607109113	0.0003841536125612	0.0009219154557344	0.0410778154583795	0.0695578961032551	0.0048383009103112	0.0016873869228326	-0.0012620162954929	-0.0020200452398342	1.5926851300896227e-06	4.080582770976811e-06	-0.0003889512090731	-0.0002340912825351	5.479872855897482e-08	1.5128304303942633e-07	-7.724546076007114e-05	-0.0004473042234154	2.0008106828531769e-07	5.96686120803569e-09	0.0	0.0	0.0	0.0
1350.7721443428711	2.003263144219545	1824585.3859326383	4.013063224988378	2191.4411523791327	-3.0773439269132723	4802414.324340781	9.47004564451	1259.0787052219198	1.628552452992608	2.65218309214824	1585279.185943306	1535.990205424469	1327.415852764743	1.068787	21.324169	0.1765207554703368	0.1145588638937387	0.0616167589	0.0294701149	0.1474399601	0.1311989211	0.1683846742	0.1788652167	0.0282610683	0.0805812844	0.0731096032	-0.1580099879	-0.1053930371	0.1763676692	-0.0316632276	-0.0788287783	0.0404852967	-0.0298488578	0.06133392	0.0960036636	-0.1073694778	-0.1469223563	-0.0188696586	-0.0622005859	0.0033540972	-0.0242928453	0.1253032921	0.0900075819	0.0275603659	-0.0947468353	0.0977429087	0.0312077097	-0.2823854562	0.0187690294	0.0212687061	-0.1759898272	0.1882626124	-0.1057924835	0.1050820059	0.0279240591	0.1811298876	0.0584411559	0.0124704068	0.1135126849	0.1226293165	-0.0224595297	-0.1652867221	-0.0447631623	0.0134836083	-0.1501045818	0.0287781177	-0.0607622319	-0.0693531801	0.249478999	-0.0029800543	0.1331432287	0.0265156054	-0.0169020637	0.1074295197	-0.0270788688	0.033645507	-0.1442275181	-0.0440803888	-0.0134700623	0.0097415112	0.120805139	-0.0436938183	0.0408250117	0.0045100832	-0.1383743276	-0.0434568647	-0.0649596117	0.1360632646	0.0392142221	0.0313871279	0.204710654	-0.0532017848	0.0963379233	0.0965350371	0.0922419083	0.0250063886	-0.0329433639	-0.0622696531	-0.0549899634	-0.0870315955	0.0297908448	0.107617302	0.0024751641	-0.0191641297	0.0541224919	-0.0286039205	0.0457788156	0.1224102548	0.0419779864	9.489094000514342e-05	0.0001109242517003	9.004290495059727e-09	1.2304189615280269e-08	-0.0207385671091628	-0.0011387300547055	0.0004300881657412	1.2967061374898158e-06	-0.0091703604950978	-0.0502481759534772	0.0025248791866516	8.409551161005037e-05	0.0006490457504895	0.0019110620459824	4.212603862284784e-07	3.652158143594437e-06	-0.0002468798520387	0.0001420713570344	2.0184270489595963e-08	6.09496613426504e-08	0.0003700796404322	0.0004473251011922	2.000997461566756e-07	1.3695894026242645e-07	0.0	0.0	0.0	0.0
1350.1808519883473	-0.59129235452383	1822988.3330759795	0.3496266485183346	2192.33569452037	0.8945421412372525	4806335.797468113	0.8002056424493286	1258.747741311283	-0.330963910636683	0.1095371101439263	1584445.8762562568	1535.0961357893582	1313.17641753767	1.020303	20.356823	0.0765978250581001	0.0430683867280632	0.1185121566	0.1161416125	0.0236106281	0.1389711524	0.2563145402	0.0571272663	-0.0978641589	0.0426118014	0.1507153683	-0.2154482258	-0.085084439	0.1411928992	-0.0896923816	-0.0764170558	0.1264424117	-0.1197201527	-0.1018988748	0.1048571285	-0.0751622578	-0.06824393	-0.0005811152	0.0031449521	0.0202726078	0.0463757191	0.1554911423	0.0305424222	-0.0275537177	-0.0899687021	0.0900788237	0.1343896547	0.1262285439	-0.2102384378	0.0718052696	0.2131631316	-0.0330866542	0.0139975506	0.0671278338	0.0511254211	-0.0594363946	-0.2021741618	0.1189056134	-0.1808703195	0.1139709778	0.0172301715	0.0234741289	0.0546483085	-0.035531823	-0.1950514711	0.0806741894	-0.0589627916	-0.1062604365	0.1187766066	-0.0003035318	-0.1544151315	-0.1025647099	0.0214363281	0.0588099274	-0.1406846314	0.110183604	-0.069101365	-0.1456311101	0.0246056682	0.0064271325	-0.1438940725	0.0495194012	0.0065082615	-0.014680285	-0.1376504044	0.0090274266	-0.0371094357	0.1655738892	-0.0931712497	-0.0461002112	0.2079440378	-0.0537707545	0.1629571034	0.0925470129	0.1128553708	0.0340210822	-0.0045324181	-0.1937210399	-0.0674504033	0.0748608946	-4.54518e-05	-0.1280473436	-0.0482227646	-0.0122252278	0.1586234308	0.0639002998	0.0202992884	0.1189108618	0.0309673479	9.24204551040475e-05	-2.470484901095915e-06	8.54154052163926e-09	6.1032956465428935e-12	-0.0131528917878398	0.0075856753213229	0.0001729985623826	5.754247008052879e-05	-0.0390302063986141	-0.0298598459035163	0.0008916103973817	0.0015233570115184	3.701402271691603e-05	-0.0006120317277725	1.370037877688376e-09	3.745828358002943e-07	-7.599314262218826e-05	0.0001708867094165	2.9202267455203322e-08	5.7749577255962464e-09	0.0003700014106541	-7.822977810001149e-08	6.119898181577036e-15	1.3690104388602393e-07	0.0	0.0	0.0	0.0
1349.164058287469	-1.0167937008782246	1820243.6561747133	1.0338694301456366	2197.6634061509285	5.327711630558497	4829724.446734901	28.38451121838828	1258.806778342037	0.0590370307538705	0.0034853710002334	1584594.5051998582	1537.552317699834	1317.8842685002978	1.002038	19.992401	0.0453306980096678	0.021843338658099	0.0277292985	0.1289791832	-0.1051813951	0.1588186962	0.1615833088	0.0075988163	-0.1511378049	0.0033288494	0.0637461948	-0.152253352	-0.0637603534	-0.0014695468	0.1100873371	-0.0814061812	0.0158718237	-0.050262391	-0.0804414921	0.0490987951	-0.0992888476	-5.70109e-05	-0.0704488389	0.0038190777	-0.1388385174	-0.0354251227	0.1079877308	-0.0240703456	-0.0458599471	0.1413231315	0.061726121	-0.0621722032	-0.0718679701	-0.0702913027	0.1005081725	0.0178293865	-0.06867807	0.0274369869	0.1650344402	-0.1821810775	0.1208192395	-0.1321254109	-0.0850085361	0.0958405004	0.0779065227	0.0603574874	0.0446543445	0.0533608556	-0.07059055	-0.0871953059	0.0693300692	-0.1975569166	-0.0964634896	0.0873822087	-0.0902632509	0.0011409748	0.1274892435	-0.0495815517	0.0231283425	0.1130457162	0.1383766532	0.0336362025	-0.2101381288	0.0371179549	-0.0618566164	-0.1304041763	0.0017034933	0.1403490365	0.0302016594	-0.1205909816	0.0312226999	-0.0111887261	0.1086458034	-0.163623059	-0.0198138815	0.091810826	-0.0696768031	0.160047814	0.0608910884	0.0622814854	0.1013366411	-0.080893133	-0.0195379542	-0.0314668801	-0.0426106968	0.1418511119	0.0097517038	0.0008291122	-0.0355103918	0.0485606772	0.0808255806	0.1458283314	0.1152490509	0.0197875765	0.0001102601442255	1.783968912145249e-05	1.215729940462806e-08	3.1825450795007035e-10	-0.0166802086216506	-0.0035273168338108	0.0002782293596617	1.2441964046085052e-05	-0.0286416716037933	0.0103885347948207	0.0001079216551832	0.0008203453522595	0.0003480277703257	0.0003110137476087	1.2112332891787816e-07	9.672955120166039e-08	-0.0002469612919151	-0.0001709681492929	2.9230108072643368e-08	6.098987970437525e-08	0.0002240431737175	-0.0001459582369366	2.1303806929640664e-08	5.0195343689409884e-08	0.0	0.0	0.0	0.0
1348.940994603861	-0.2230636836079611	1819641.806922854	0.0497574069447525	2194.8448512312293	-2.818554919699181	4817343.920976237	7.944251835360459	1257.817308587543	-0.989469754493939	0.979050395058296	1582104.3817824104	1535.5527797928055	1310.9814521623416	1.083002	21.607782	0.0162736450041907	0.0112912715931565	-0.1157712535	0.1487553497	-0.0314786649	0.1151921558	0.0226506386	0.0333130098	-0.0501721217	-0.0887632136	0.0230506679	-0.0931071995	0.0207983027	-0.1359989024	0.1549114683	-0.1364208553	-0.0375858568	0.0652768836	-0.0398755685	0.0488427064	-0.1087296908	-0.0484012152	-0.0711088648	0.0348190028	-0.1859328757	0.0448341734	-0.1266214688	-0.1428229459	-0.1310818654	0.0465961652	0.0017166129	0.0141122017	0.0603483411	-0.0091361062	-0.0789147707	0.1508944042	0.0654239669	-0.1202876665	0.0851784572	0.1083177848	0.2545794346	-0.1004321605	-0.0201030017	0.1174353415	0.1130309785	-0.0401799496	0.078959326	0.0181026634	-0.0897427271	0.0574731378	0.1350499673	-0.1360027499	-0.0903253473	0.1044956551	-0.0210066288	-0.0588251859	0.0887512261	0.1993617575	-0.2241190665	0.086457685	-0.1125736235	-0.0026880048	0.1033222318	-0.1775126706	-0.0645293365	0.0187469735	-0.1160815491	0.0896677594	0.0722945041	-0.1118558847	0.0466067364	-0.0321301057	-0.0369113169	-0.1430732577	0.0396893836	0.0518379081	-0.1846939856	0.0968807962	0.0123456648	0.0825413292	0.0920002593	0.0298856272	-0.0141074066	0.0736645966	-0.0984957014	0.0626619422	0.0685586478	0.0083066863	0.0822833685	0.098907486	-0.0098045952	-0.0161689813	0.1114298236	0.0084997322	9.584808002216504e-05	-1.441206420333496e-05	9.186854443935352e-09	2.0770759460104894e-10	-0.0058060790472609	0.0108741295743897	3.371055390304204e-05	0.0001182466940006	-0.0281573272221606	0.0004843443816327	2.3458948001916479e-07	0.0007928350762958	0.0003020217221062	-4.600604821949997e-05	9.12171206239947e-08	2.1165564727749566e-09	-0.000194965833794	5.199545812110002e-05	2.703527665223066e-09	3.8011676346989633e-08	0.0002240295003788	-1.3673338699997373e-08	1.8696019120484582e-16	5.0189217039974754e-08	0.0	0.0	0.0	0.0
