global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00
1240.190837333657	-1.6242777911484154	1538073.3130063575	2.6382783428179755	1922.9644833753728	-0.9218982749280258	3697792.404323114	0.8498964293152698	1245.9464081240371	-0.58279497746571	1552382.4519171896	0.3396499857592573	1420.531564572778	1097.018753071403	1.094303	23.385042	0.0365983027545778	0.0191269047032131	0.1573428309	0.0455437667	0.0592127577	0.1167059243	0.1168342027	-0.0691278696	0.0396108055	0.0379922188	0.0193378484	-0.0509584522	-0.0899463124	-0.1164426258	-0.0874354108	0.0723793504	-0.011458926	0.0276545564	0.0560451579	-0.0343829312	-0.035799304	0.0751555611	0.1677302763	-0.1894159273	0.1117966908	0.0081030892	-0.0688182367	-0.0075287025	0.0796273961	0.0321261974	-0.0234485278	-0.0757745564	-0.0604378365	0.0317469118	-0.1989656643	0.1462729727	-0.0751892826	0.0617170646	-0.1489045429	0.0227194341	-0.0474838758	0.0380799434	0.0180614797	0.0273587498	0.0927672655	-0.0496246614	0.0604972706	0.1021176022	-0.1496461501	-0.0046938135	0.1821105526	-0.0105598882	-0.0242109925	-0.0758413901	0.0076311237	-0.1107587538	0.045362064	0.010895471	-0.0435071475	0.0099889845	-0.1523480546	-0.0293927015	0.0515113742	0.0853955602	-0.0287926608	-0.0726640697	-0.1450980494	0.0185741519	0.0228743957	-0.0855257778	-0.0886399251	0.1024164388	0.0152963165	-0.1078623657	-0.0673250135	0.0443644807	-0.000769812	0.0695369581	0.0669785617	0.0322160764	0.1226509164	0.1419863355	0.1094628008	0.0160593616862598	-9.46235086302996e-05	0.0002579030977701	8.953608385508386e-09	0.009427299284539	-0.0085662439810789	8.887397180026954e-05	7.338053594337047e-05	0.0479820823636387	-0.0119414610709825	0.002302280227951	0.0001425984925097	0.000214000081765	0.0001469532164059	2.159524781204444e-08	4.579603499542669e-08	-0.0005419999798488	-5.881685199971531e-09	3.459422079156414e-17	2.937639781560997e-07	5.802519419417536e-08	-0.0001729603857866	2.991529505145151e-08	3.3669231612717626e-15	0.0
1240.085428697609	-0.105408636048196	1537811.8704681324	0.011110980553541	1935.406408564836	12.44192518946329	3745797.966313837	154.80150242020113	1247.670444327341	1.7240362033039671	1556681.5376479847	2.9723008303027587	1424.4475748043249	1103.573391971517	1.184545	25.313494	0.031018696589448	0.0188414938639176	0.0538303194	-0.1424883597	0.1254320946	-0.1302411844	0.1463836726	-0.0626366543	0.0364511406	-0.0744873122	-0.1056313497	0.1478961586	0.1242235395	0.0907130887	0.0180812809	-0.0237066515	-0.0915535057	0.1302336547	0.0780427476	-0.0807188217	-0.0389984663	0.0635556783	0.1451454218	0.0369652454	0.1172998527	0.0294020007	-0.0240975913	-0.0290638252	-0.0043161102	-0.0702422332	-0.0626438071	-0.0131395422	-0.0139151816	0.0915494766	-0.0060292912	0.068853282	0.0298162173	-0.1731056876	-0.0827212479	0.0250022754	-0.11880347	0.0540409172	0.0270071232	0.1113798511	0.0693790065	0.0807795717	-0.1293591016	-0.0454086739	-0.1503192083	-0.0537958695	-0.0441317304	0.0091071615	-0.0638852211	-0.1408548004	-0.0893540634	-0.0504834129	0.0527785433	0.0188956317	0.0185368764	-0.1751568263	-0.0632384801	-0.0226608941	0.0291382606	0.1247359008	0.0292942241	-0.0249333961	-0.0617659499	0.1416665317	-0.0196900088	0.0432065786	0.062621027	0.0905017197	0.0910092624	-0.1490224063	0.0146505305	-0.0779274871	-0.0859239244	-0.0347113953	0.0943220963	0.0718984208	0.0495348217	0.1397444952	0.1012278027	0.0188184883221964	0.0027591266359365	0.0003541355027326	7.612779793134815e-06	0.0010946278776771	-0.0083326714068619	1.198210190587872e-06	6.943341277473388e-05	0.0531549755889102	0.0051728932252715	0.0028254514298576	2.675882432005979e-05	-8.099999124299705e-05	-0.0002950000730079	8.702504307472356e-08	6.5609985813656e-09	-0.0005419999469542	3.289460002130207e-11	1.082054710561446e-21	2.937639424983556e-07	-2.1975330769332963e-08	-8.000052496350834e-08	6.400083994436919e-15	4.829151624215921e-16	0.0
1239.3663137523886	-0.7191149452203263	1536028.859664184	0.5171263044392328	1930.6810915898616	-4.725316974974476	3727529.47742262	22.328620513981928	1245.39384897438	-2.276595352961067	1551005.839063221	5.182886401123925	1424.460592983737	1080.869352076384	1.308883	27.970587	0.1107387503110473	0.0584027671612148	-0.1223871163	-0.0984908475	-0.147570775	-0.0869395068	-0.1557224743	-0.0105920781	-0.1957685813	-0.0657902273	0.0628772101	-0.0590702129	-0.1027673944	0.018180741	0.0817796398	-0.0326622592	0.1797758376	0.0448014448	-0.0342558788	0.0439022056	-0.0109178961	-0.0574387224	0.0557394838	0.0519490665	0.0109157945	-0.0029064	0.2038509108	-0.0293848263	-0.0474784693	0.1990966294	0.1152086473	-0.1348939913	-0.0071787641	0.0951751801	0.0816136117	0.1678032145	0.0291172583	-0.0684414663	0.1467912144	0.123667344	0.0553990961	-0.0028382333	-0.067046006	-0.1561012605	0.0653945142	0.0490738325	-0.0552532991	0.0002861	0.0365576141	0.1061266497	0.046999771	0.064520711	0.1152947943	-0.0108655936	0.0739518083	-0.0825126482	-0.1082409254	0.0048891386	0.000647385	-0.0364465443	0.1968839752	0.0334677093	-0.0194396456	0.0935389267	-0.1522986875	0.0465806306	0.0147445221	0.0343230777	0.1325341651	0.0546206046	-0.2153815277	-0.0343434136	-0.0454366741	-0.1848715066	0.0954028341	0.1099035835	-0.0084310642	0.09955027	-0.1629627779	0.1193272565	0.2105834119	0.1373117808	0.0924399334	0.0160027089522998	-0.0028157793698966	0.000256086693812	7.928613459935295e-06	0.0204514510907074	0.0193568232130303	0.0004182618517155	0.0003746866049005	0.0728166142835249	0.0196616386946147	0.0053022593157156	0.0003865800361575	-0.0007310003492926	-0.0006500003580496	4.225004654646121e-07	5.343615106659033e-07	0.0001859999397191	0.0007279998866733	5.299838349963377e-07	3.4595977575508843e-08	6.796061644264448e-08	8.993594721197744e-08	8.088474600915593e-15	4.6186453872642385e-15	0.0
1239.5138321638642	0.1475184114756302	1536394.540125548	0.0217616817242933	1923.762939875027	-6.918151714834494	3700863.8488366073	47.86082314946745	1244.6745428524107	-0.7193061219693391	1549214.7176248576	0.5174012971025697	1422.9476353107111	1086.0169108244363	1.390066	29.70545	0.0461001657970554	0.022719929341333	0.0104959932	0.172132746	-0.1331722018	0.1484593818	-0.0320772347	0.0709003141	-0.039530019	-0.0186582054	0.0199561124	-0.1262297801	0.0137067297	0.2549980237	-0.1354900819	0.139082561	0.1639152606	-0.0625055985	0.0171490357	0.1438331243	-0.066859379	-0.0378153605	0.1214684233	0.1684731791	-0.0869167865	-0.0814674357	0.088486924	-0.0629963372	0.01582445	-0.0672236191	-0.1304994159	-0.1139632115	0.0358364954	0.0778486117	-0.1330609172	0.1854462898	-0.0910599187	0.1182879095	-0.0264826684	0.1319020538	0.0351284776	-0.0166897328	0.0559801221	-0.1315272078	0.0371249393	-0.1820115763	-0.0961962481	0.1273312201	0.1207535587	-0.0632210516	-0.1295547603	-0.0257713489	0.1432611241	-0.0182455002	-0.0426136401	-0.1096286225	0.1213461321	-0.0304808365	-0.1571813	0.144674425	0.0706378491	0.0259106893	0.0060641179	-0.0265228779	-0.0769597391	-0.0730405329	0.0044953314	-0.0153885785	-0.0759460325	0.0427969167	-0.0519488968	-0.086441608	0.0695189916	-0.0860142277	-0.1911801809	0.1148313676	0.045994512	-0.1401671777	-0.1616647444	0.1208651296	0.1475579251	0.1346915149	0.0831471893	0.0159902256527573	-1.2483299542499077e-05	0.000255687316426	1.5583276746775763e-10	0.0157798256500569	-0.0046716254406504	0.0002490028975461	2.1824084257732955e-05	0.0546006912060264	-0.0182159230774985	0.0029812354801758	0.0003318198535653	-0.0008900011840936	-0.000159000834801	2.528126546741489e-08	7.921021076880102e-07	1.8938588896677544e-05	-0.0001670613508224	2.790949493861252e-08	3.5867014939735794e-10	0.0001380084545803	0.0001379404939638	1.902757987499297e-08	1.9046333535642732e-08	0.0
1238.7116811934604	-0.8021509704037726	1534406.6291251292	0.643446179319714	1923.9475485806088	0.1846087055816951	3701574.169689334	0.034080374176549	1244.808190860659	0.1336480082482012	1549547.4320337866	0.0178617901087112	1420.9254860453086	1086.3056076456992	1.263599	27.002874	0.061152139443274	0.0292365722428826	0.1847389042	0.0319928401	-0.0668981798	0.0613643075	0.1793232015	-0.0331483154	-0.0391751494	-0.0856828579	-0.0343139178	0.1499840973	-0.0219013421	-0.01728232	-0.1742957507	-0.0175025545	0.1054929518	0.006358216	0.0994561142	-0.0186057101	-0.1517148828	-0.1484656477	-0.0262175406	-0.0642178555	-0.1452849614	-0.031124751	-0.0481740583	-0.0265991329	-0.112084222	-0.0895721276	-0.1352247578	-0.076924539	0.1391841961	0.0944044888	-0.0583913658	0.0643236112	0.027961405	0.0353329565	-0.169904174	0.1342547791	-0.0853453067	-0.0995424857	-0.0123166924	-0.0138168125	0.0191341606	0.0870512805	0.0585954401	0.1132768993	0.1075329024	-0.0588398669	0.0828052392	-0.0358331622	0.0285960416	0.0589447049	0.1538394778	-0.1218634816	0.1358939685	-0.0162553471	-0.195029011	-0.0086603744	-0.0375118438	-0.027795649	-0.0405477652	0.0174946342	0.0151507732	-0.0962579176	-0.0645509015	-0.0374473764	-0.1733006453	-0.0912262386	-0.1599973267	-0.0927228738	0.0289251684	-0.0156389748	-0.1288539793	0.104909546	-0.1333127738	-0.0337410674	-0.1491028501	0.0812071659	0.2049350327	0.1318872767	0.0734003241	0.0159890443006531	-1.181352104199368e-06	0.0002556495376482	1.3955927940962746e-12	0.0099965075968526	-0.0057833180532043	9.993016413393176e-05	3.344676770451879e-05	0.0725196614751908	0.0179189702691644	0.0052591013004762	0.0003210894955071	-0.0004900252007222	0.0003999759833714	1.599807872739185e-07	2.401246973428324e-07	0.0001399099959626	0.0001209714070659	1.4634081327509115e-08	1.957480697025475e-08	0.000366034459519	0.0002280260049387	5.199585892830404e-08	1.3398122555536645e-07	0.0
1238.5043885466523	-0.2072926468081277	1533893.1204493172	0.0429702414207192	1933.4989076254003	9.551359044791525	3738418.025788616	91.22845960252089	1248.021217238735	3.213026378076165	1557556.958678054	10.32353850621324	1425.1845208951745	1084.9577326256683	1.35645	28.987087	0.0838741976082751	0.0617646271280081	0.042648375	-0.1534506046	0.0064366654	-0.1318721473	0.1282943838	-0.0292544009	-0.009473305	-0.0738693555	-0.1234231733	-0.0158654156	0.0650756378	0.1372267494	0.0813380558	-0.0555266442	-0.0661584196	0.1643851093	0.0361118252	-0.0746034984	-0.1720262964	0.0784442876	0.0981523647	-0.0339372442	-0.0815665558	0.2334551564	0.0172107257	-0.0685554481	0.1788196166	-0.0614742175	0.01547292	0.1631493397	0.0277530824	-0.0728973356	-0.0353200171	0.1269052029	-0.079826682	-0.1812145072	-0.065600104	0.0685905021	-0.0790231154	0.0624876734	0.0611191041	0.1102042626	0.0367838834	-0.0031090016	-0.1888481101	0.0002555666	-0.1215201659	-0.0230571148	-0.0142201111	-0.0238964514	0.070420533	0.0779736066	0.0650104692	0.0410363841	0.1524458688	0.0590800676	0.0037933798	-0.1998073133	-0.0307633125	0.0351939302	-0.0251240637	0.0453610458	-0.0302131779	0.0127378836	-0.0728163536	0.1603927308	-0.0777841802	0.0187838862	0.031893367	0.0252654644	0.1244547957	-0.0743657667	-0.0012164607	-0.1136036174	-0.1153977459	-0.0510018958	-0.0162732925	-0.0129037375	-0.0477492127	0.1289028963	0.0632525717	0.0160650976685019	7.605336784879957e-05	0.0002580873630985	5.78411476114482e-09	0.0099075885416795	-8.891905517310027e-05	9.816031071121892e-05	7.906598372876849e-09	0.0515033524141159	-0.0210163090610749	0.0026525953098926	0.0004416852465506	0.0005830070540949	0.0010730322548171	1.1513982198778695e-06	3.398972251244137e-07	-4.089326081446743e-05	-0.000180803256777	3.2689817661194185e-08	1.6722587800400574e-09	0.0003660116486296	-2.2810889399973222e-08	5.203366752178105e-16	1.3396452693255778e-07	0.0
1239.4046310602714	0.900242513619105	1536123.8394936477	0.8104365833272444	1928.21526663644	-5.283640988960315	3718014.1144898375	27.91686210022153	1245.9135823854258	-2.107634853309264	1552300.6547724851	4.442124674883964	1423.603552910833	1073.241449320361	1.18442	25.310831	0.1093131908235618	0.06400899818937	-0.1371294772	-0.1329455178	-0.1209969854	-0.0876322041	-0.1478119637	0.0347639752	-0.0993441193	-0.0119077594	0.0451663094	-0.1601629032	-0.07742022	-0.098942924	0.1573060892	-0.0111315053	0.0409132174	0.0854573977	-0.0617686222	-0.1008344637	0.0770447095	0.0091341431	-0.0167966616	-0.1031875993	0.0121140138	-0.0366805722	0.0501943427	-0.0400609116	-0.0825242009	0.0353417671	-0.0876600887	0.0142137838	0.0377972741	-0.0382725139	-0.0245779911	-0.0902133799	0.004640682	-0.0795837101	0.1534279375	-0.0051143016	0.0402920749	0.0741654899	-0.0621606062	-0.1055931084	-0.0469059745	0.0938197971	-0.0637290313	0.0853776698	-0.0939925885	0.0172311139	0.1215557052	0.0494692309	0.0939243261	-0.1246844229	0.1241168588	-0.0027489494	0.0415449968	0.0809023303	0.0750180657	-0.1165833158	0.0761120252	0.0927535797	-0.0868439149	0.0222726497	-0.0836449321	0.1912785224	0.0256607826	0.0971692756	0.0751078499	-0.0185536833	-0.0940712841	-0.0420716113	-0.1180613161	-0.0400770377	-0.1721822931	-0.1332244494	-0.0896655645	-0.062677312	0.057544977	0.0788089976	-0.180373639	0.1257424501	0.0527593557	0.016029630141773	-3.546752672890091e-05	0.000256949042482	1.2579454522653003e-09	0.0173548035896971	0.0074472150480175	0.0003011892076369	5.546101197141976e-05	0.0196257083681743	-0.0318776440459415	0.0003851684289526	0.0010161841899197	0.0014959964345034	0.0009129893804085	8.335496087386967e-07	2.2380053320468853e-06	-0.0001140347957904	-7.314153497593257e-05	5.3496841386355676e-09	1.3003934650958228e-08	-4.69147200434423e-05	-0.000412926368673	1.7050818594550528e-07	2.2009909567545672e-09	0.0
1240.1940051944946	0.7893741342231806	1538081.170520362	0.623111523780596	1926.963797714304	-1.2514689221359276	3713189.4777015336	1.5661744630720604	1245.9363254314296	0.0227430460038249	1552357.3270295733	0.000517246141532	1423.2548311139096	1092.9139654538158	1.321656	28.24354	0.1518502745006195	0.0976746766876316	-0.0894649485	0.1455315812	-0.0296737169	0.1319527748	-0.0795097373	0.0599354026	0.003790485	-0.1182301015	0.0525425851	-0.0609923972	0.0859794377	0.0893084361	0.0964619879	0.1833302324	0.0143366382	-0.0292696182	-0.0528536929	0.0361836678	0.0330166616	0.0816950379	0.0696678995	0.153124029	-0.0247872868	0.0427179682	-0.1383089079	0.1129860714	-0.08056039	0.0107419116	0.0644835129	0.101155216	-0.2030358897	0.0445039029	0.1921711598	-0.0212121086	-0.0137463104	0.1342213018	0.0868086217	0.0363112054	0.0279763916	0.1593209478	0.0406701846	-0.0677593614	0.0798001328	-0.0733238378	-0.233631469	-0.0307802672	-0.0325611898	-0.0127850122	-0.0225521292	-0.0247578252	-0.0145098983	-0.0400787902	-0.0704112218	0.0267012269	0.027372328	0.0721603832	0.0310814893	0.0870055747	0.028894118	0.178640206	0.0667068333	-0.047237981	-0.1798109208	0.0147999093	-0.0314279057	0.140298148	-0.097319229	0.1234215815	0.0157202599	-0.0724575079	0.2255195765	-0.0363853552	-0.0325837446	-0.0993534049	0.1740358802	0.0504995834	-0.0612459264	0.054493617	-0.1976734724	0.1224102548	0.0419779864	0.0011300621539191	-0.0148995679878538	1.2770404717202757e-06	0.0002219971262246	0.0056384563139459	-0.0117163472757511	3.179218960427638e-05	0.000137272793486	0.0548625458920497	0.0352368375238753	0.0030098989417572	0.0012416347186839	-0.0001549995190283	-0.0016509959535317	2.725787638578047e-06	2.402485089900433e-08	2.600295985710765e-05	0.0001400377556475	1.9610573006791062e-08	6.76153921330352e-10	-3.799799495986799e-05	8.916725083574312e-06	7.950798621604332e-11	1.443847620970153e-09	0.0
1240.209124364351	0.0151191698564616	1538118.6721565905	0.0002285892971485	1917.5344361336	-9.429361580704152	3676938.313758203	88.91285981965953	1247.4204922528334	1.484166821403733	1556057.8844923011	2.2027511537556594	1419.2889026604075	1080.0097151106218	1.277755	27.305391	0.217556494048498	0.1404181773465164	0.121181349	0.0940470352	0.0852810571	0.1472997615	0.0947629104	0.0963061181	0.1224002637	-0.0569896527	0.1566980217	-0.1482296284	-0.0732543077	-0.1606212655	-0.0088741714	0.2192617905	-0.0458257613	0.0592883757	-0.0266215534	0.0079987639	-0.0371397468	-0.0071840881	-0.0269643484	0.1475385	-0.0039010775	-0.0716123194	-0.0367762016	-0.0764360817	-0.0475934477	-0.0166471359	-0.1053458864	-0.0918105221	0.1725340954	-0.1654730502	-0.1188343118	0.1214839156	0.0144549683	0.1439630777	-0.1143285227	-0.1589043163	-0.0855709911	0.0881439714	-0.0427421579	0.0052622434	-0.0776793082	-0.0358370825	-0.1057286867	0.164182852	0.0799766579	-0.1096711178	0.0951310367	0.1022412812	0.135240456	-0.0352652812	0.0520371152	0.0733069008	-0.0492740339	0.1058920512	-0.0100095765	0.0436539851	-0.2226218391	0.1279334154	-0.0638387785	-0.0798832291	-0.041159879	0.0486105694	-0.078882631	0.0291067968	-0.0641150797	-0.1054074637	-0.0607108928	0.0621708048	-0.0939070293	-0.0279006928	-0.2340019382	-0.105746615	0.0812307176	-0.0276684333	0.0889117526	0.0330775077	-0.2694378458	0.1189108618	0.0309673479	0.0027085556854444	0.0015784935315253	7.336273901153184e-06	2.4916418290672138e-06	0.02520012760084	0.019561671286894	0.0006350464310986	0.0003826589835364	-0.0042658148508252	-0.0591283607428749	1.819717634152082e-05	0.0034961630441395	0.0021350146022968	0.0022900141213251	5.24416467586837e-06	4.5582873520205625e-06	-0.0003099134433441	-0.0003359164032012	1.1283982993963633e-07	9.60463423653967e-08	8.183085025789834e-05	0.0001198288452177	1.43589521462234e-08	6.696288053930581e-09	0.0
1243.6228227514098	3.41369838705873	1546597.7252681844	11.653336677807376	1931.778474939584	14.24403880598402	3731768.076239905	202.89264150637865	1247.9671602920748	0.5466680392414673	1557422.0331674651	0.2988459451281104	1421.3051906623464	1096.7431642410909	1.21666	25.999798	0.0905125818582215	0.0583905972324258	0.1087316748	-0.0825789328	0.1455951995	-0.070040169	0.130719828	0.100475599	0.1901239814	-0.0384567328	0.0472882945	0.0860634014	0.0900810468	-0.1093766268	-0.0633373173	-0.0051718158	-0.0041498721	0.1232895868	0.004641924	-0.1200902248	0.0477795174	0.3099120132	0.047220777	0.0659627306	-0.0820172214	-0.0141937409	-0.1215095945	-0.0131123178	0.2095570457	-0.1829960092	-0.1369049076	0.0430096302	0.0563545729	-0.0166418062	0.0284677408	-0.0950619707	-0.1690660152	-0.0090515345	-0.0851674245	-0.1033200747	-0.1688051245	-0.0994386448	-0.1126222891	0.1002405314	-0.0030401815	-0.0839693323	-0.1407857919	0.0009666769	0.0097281148	-0.0210358163	0.0803689369	-0.0293593456	0.04035486	-0.1225666469	-0.1734709102	0.0914967393	0.1769892955	0.0873932043	-0.0150010582	-0.1384902787	-0.1624426402	0.0735221463	-0.1146031938	-0.0321628416	0.0864851396	0.0078463146	-0.0321735063	-0.0115910376	-0.0709712442	-0.0021492607	0.0643957646	-0.0235884458	0.1580972874	-0.0183455885	-0.0093964611	-0.0281038162	-0.0631846167	0.1237412049	0.076293522	0.066868399	-0.1796417376	0.1152490509	0.0197875765	0.0106473624505696	0.0079388067651251	0.0001133663271537	6.302465285399763e-05	0.0188682856527435	-0.0063318419480964	0.0003560122034735	4.009222245567446e-05	-0.005142516061575	-0.0008767012107498	2.644547144355685e-05	7.686050129301654e-07	0.0010540148711115	-0.0010809997311852	1.1685604188226904e-06	1.110947348524192e-06	-0.0001118366158059	0.0001980768275382	3.9234429607597836e-08	1.2507428634916482e-08	0.0003100589302194	0.0002282280799615	5.2088056482913595e-08	9.613654020879876e-08	0.0
1242.7705507944531	-0.8522719569566561	1544478.6419219484	0.7263674886147283	1937.6287027526007	5.850227813016772	3754404.9897307274	34.22516546419501	1248.304101361915	0.3369410698401225	1558263.129476978	0.1135292845450063	1426.1482041462814	1095.8430859605023	1.274872	27.243771	0.048509799509816	0.0288894310319127	-0.0814940871	-0.1461054989	0.0618298494	-0.1894859866	-0.0339126417	-0.0762260398	0.0905624869	-0.0261259314	0.1482842942	-0.0131453337	0.1421705549	-0.0743581198	0.141195224	-0.1947964965	-0.0645088668	0.1962319171	-0.0803221674	0.0124909944	-0.0098392883	-0.0191372323	-0.1149147734	0.1238434454	-0.2164881451	-0.0385748136	-0.0176148569	-0.1308959789	0.0268631496	-0.2703760298	0.0132107148	-0.0194252275	-0.0053980787	0.1843556291	-0.0149066858	0.092447869	0.2702662	-0.2141922397	0.0699925048	-0.0106882818	-0.0497440519	0.0155509728	-0.1229169983	0.1533268287	-0.1249470651	-0.1552663575	-0.1191341831	0.0790256451	0.1865875912	-0.1667687588	-0.092661514	0.0078169757	0.0071669074	0.008331854	0.1697734153	0.0770683763	-0.1309974688	0.0848962238	0.0468798222	-0.1856036349	0.0589499101	0.1540319066	-0.1896166253	-0.1078497474	0.0832312233	0.1102532215	0.0366169152	0.1170829242	-0.0702261842	-0.0176604195	0.2486156222	0.1290331524	0.0005895429	0.2379163601	-0.1872284134	-0.1829718523	0.1008356263	0.3170586195	-0.2095077194	-0.0698679075	0.408791927	0.1114298236	0.0084997322	0.0031790628158887	-0.0074682996346808	1.0106440387366191e-05	5.577549943337485e-05	0.0172641046345916	-0.0016041810181518	0.0002980493088341	2.5733967389988657e-06	-0.0048444144379757	0.0002981016235993	2.3468351246867417e-05	8.886457799253879e-08	0.0012250025971735	0.000170987726062	2.9236802463853578e-08	1.5006313630818205e-06	1.3892210733779107e-05	0.0001257288265396	1.5807737823044713e-08	1.9299351907172743e-10	-0.0001760088618466	-0.000486067792066	2.362618984839162e-07	3.0979119448535534e-08	0.0
1241.137218664469	-1.6333321299841828	1540421.5955541737	2.667773846838667	1936.6282400667392	-1.000462685861521	3750528.940223996	1.000925585801249	1248.2645003806815	-0.0396009812334341	1558164.2629106324	0.0015682377146508	1424.88675021181	1098.2810215253508	1.382875	29.551767	0.1414152805096573	0.0700086836544304	-0.1561673132	-0.0223188046	-0.0435029849	-0.0579769297	-0.166939549	-0.114427528	0.03551046	0.151738375	0.0647066214	-0.09217681	0.0623181869	-0.1650359192	0.0581120652	-0.0860463421	-0.1006140958	0.0770806647	-0.3053075741	0.2447846491	0.0210474806	-0.0466365453	-0.1631401547	0.2086173756	0.0450172136	-0.2503790381	-0.08920077	-0.0325200096	-0.0447978793	0.0087621399	-0.0038403463	0.2085433001	0.0474180591	-0.1394323331	0.018386593	0.1419198831	-0.1383127665	-0.0429382587	0.0999623684	-0.0269579071	0.1811000327	0.1845570335	-0.1037918081	0.0975845377	-0.4701926218	-0.1172558498	-0.0091945808	-0.0139674624	0.0823539236	-0.1883625862	-0.0708669798	0.11214487	-0.191099808	0.0410194602	-0.1283027327	0.1165632891	0.100153412	0.1205863515	0.0788403683	-0.0591677873	0.0461332069	0.1703484669	-0.1358627648	-0.2826693727	-0.138981842	0.060228333	0.1302949371	-0.2837552189	0.013937319	-0.1128391784	0.3475425927	0.0820906268	-0.1332004045	-0.1861049277	0.0208446867	-0.0037938459	-0.0436128805	0.164620291	-0.0145173207	0.175036769	-0.0458741957	0.1074583966	-0.0028345346	0.0059594492380199	0.0027803864221312	3.551503522053597e-05	7.730548656371534e-06	0.0505781729283398	0.0333140682937481	0.002558151576769	0.0011098271462805	-0.0604592619417729	-0.0556148475037972	0.0036553223545439	0.0030930112628706	0.0006109938748848	-0.0006140087222887	3.77006711046602e-07	3.733135151467427e-07	0.000118030295146	0.0001041380844122	1.0844740625046844e-08	1.3931150572251871e-08	9.99638972520924e-05	0.0002759727590986	7.616096376454492e-08	9.992780753826886e-09	0.0
