global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_power2	trans_y_derivative1_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04
1126.9668293530708	1.6051238249854125	1270054.2344621134	2.5764224935358007	1737.5262213652989	-5.062375842400343	3018997.369931973	25.62764916971858	1128.190465524656	0.9963695281142008	1272813.72650074	0.9927522365545152	1283.521978953528	999.7120633684724	1.239713	25.212528	0.0608878706099914	0.0342576026088345	-0.1902084243	-0.0353175035	-0.0379023757	-0.014736196	-0.2404244505	0.0111895941	0.1025399718	0.0724287454	0.1216178468	0.0682359482	-0.1214746525	0.1586043731	0.1134623597	0.0147959557	-0.0575855164	0.0978509553	-0.1525335532	0.0009382223	0.0452443383	-0.1590697922	0.0179024852	0.0231335051	-0.1378806868	-0.0774902342	0.0664093414	0.0582849872	0.0503409365	-0.0801446974	0.1060915579	0.0216513135	-0.0293044656	0.1430633004	0.0760127207	0.0966584318	0.0531033124	0.0369253777	-0.2087925775	-0.0822147246	-0.0529062904	-0.045970788	-0.1845986149	-0.0941640529	0.0027783515	-0.0641566795	-0.0313829982	-0.0950082469	-0.0568311844	-0.0043105405	0.0733942697	-0.0029491583	0.0552608778	-0.0831690128	-0.158740217	-0.073438596	0.0273685541	0.1097146377	-0.0660745814	0.0472758995	-0.0739265894	0.0411771477	0.1749682113	0.009498164	0.0656991388	-0.0408596078	0.0435291384	0.1204679552	-0.052888573	-0.0075204393	-0.056166975	0.1396777859	0.0433626259	0.2561104195	-0.0402523294	0.0306734172	-0.0333075921	0.0937530463	-0.0286122253	0.0281913976	-0.0897292135	0.1419863355	0.1094628008	-0.0061677589829969	-0.0005293961563381	3.804125087233895e-05	2.802602903456598e-07	0.0156623396526072	0.0148135534349763	0.0002453088833936	0.0002194413653708	-0.0247741714800042	-0.0235244220267319	0.0006137595725206	0.0005533984316917	-0.0031239270305247	0.0003179740103987	1.0110747128903262e-07	9.75892009204287e-06	0.0005374514620826	-6.913879747999995e-05	4.7801733169804474e-09	2.8885407409472444e-07	-0.0002886603427807	5.329717196020004e-05	2.8405885389551333e-09	8.33247934942712e-08	0.0	0.0	0.0	0.0	0.0
1124.8331395289902	-2.133689824080648	1265249.5917826446	4.552632265385305	1739.098681108007	1.5724597427081335	3024464.222631609	2.472629642437729	1127.9788038621257	-0.2116616625303322	1272336.181962232	0.0448006593851042	1281.767244687156	1008.271902755652	1.345092	27.355679	0.0452691068242776	0.0261816171060363	0.0455420725	-0.181401759	-0.0243064853	0.1525187918	-0.0112895116	-0.071719737	0.011978669	-0.1974241605	-0.0334508549	0.0279828009	-0.1711380932	-0.0330431826	0.142795113	-0.0977010885	-0.0438822314	-0.0138751334	0.0181848894	0.0034256424	0.0305449258	-0.0073810207	0.1285098341	0.1184170658	-0.1879957613	-0.0732142357	0.0016163177	0.0481541771	0.1135957008	-0.1241465897	-0.052569149	-0.096448466	-0.1384165778	0.0811675258	0.320799747	0.0242578318	0.01308978	0.1498832621	0.0472138839	0.0023704383	-0.1252355966	0.132077227	-0.005277165	0.0316828063	-0.0544189922	0.0082330521	-0.1306544271	-0.0619923708	-0.0441411589	0.1975902104	0.1708777194	-0.068292778	0.0117194778	-0.0382566471	0.1994329227	-0.163603318	0.0020639085	0.1135347885	0.1277912364	-0.0555244059	-0.1135760396	-0.0879450685	0.0403737891	0.0057975372	-0.0467619409	-0.0936791996	-0.0203902687	-0.0083712621	-0.1040967787	0.0895897559	0.0263305003	0.0440819431	0.0273607093	0.0505377964	0.0137768997	-0.0538993576	-0.0878989316	0.0684694526	-0.0520978308	0.1047254475	-0.1585902274	0.1397444952	0.1012278027	-0.0100043910956486	-0.0038366321126517	0.0001000878411946	1.4719745967830248e-05	0.0091745450101257	-0.0064877946424815	8.417227614282237e-05	4.209147932301168e-05	-0.0451673691584275	-0.0203931976784233	0.0020400912366936	0.0004158825115512	-0.0031240041003152	-7.70697905000048e-08	5.939752607714628e-15	9.759401618786182e-06	0.0005369984384917	-4.530235909000436e-07	2.0523037391197009e-13	2.883673229425241e-07	1.8392116523237127e-06	0.000290499554433	8.43899911257853e-08	3.3826995020433217e-12	0.0	0.0	0.0	0.0	0.0
1124.658968411524	-0.1741711174661304	1264857.7952284734	0.0303355781594006	1734.9313463894823	-4.167334718524671	3009986.776684822	17.3666786562211	1129.7476077298506	1.7688038677249551	1276329.6571713204	3.128667122478761	1280.3216293577163	1000.9027818789916	1.240103	25.220476	0.1261522672951134	0.0629974332243075	0.1333535714	0.0043421277	-0.1272193784	0.055736455	0.180541596	-0.0932099409	0.1166899021	0.0136901662	0.0776434875	-0.1477336046	0.0071703887	0.0963543555	0.1418805758	-0.121076732	0.1377309644	0.0383781349	0.1226468528	0.0403991495	-0.0444517935	-0.0726334418	0.022257502	0.1002160717	-0.0319406785	-0.0329115451	-0.1530711166	-0.1547750569	0.0443938852	0.148444194	0.0641559991	0.0441465994	0.1475405859	-0.060368392	0.0413838826	0.0477393795	0.1781730951	0.1461398951	0.0626430731	0.155444663	0.0469639041	0.0361819304	0.0297347071	-0.0673463404	-0.0933495394	0.0563013675	-0.0437863145	-0.0554847873	-0.1060470903	-0.0543159182	-0.0243638346	-0.1962552668	0.0303423998	-0.0217853031	-0.0686774976	-0.1022243484	-0.0068894396	0.1246691106	0.0545094761	-0.1324567324	0.1217413075	-0.1326261953	-0.0344586518	0.0788550269	-0.0152202887	-0.0196700267	-0.0429375983	-0.0708465748	0.0674195071	0.0709230514	-0.1117974613	0.1109714219	0.0445053818	-0.1338439295	-0.1203965938	0.1405726527	0.1828925657	-0.1216431949	0.0145289639	0.0348606738	-0.1652153493	0.1373117808	0.0924399334	0.0076538493873812	0.0176582404830298	5.858141044471557e-05	0.0003118134569565	0.0036619654224949	-0.0055125795876308	1.340999075554825e-05	3.038853370996376e-05	-0.0788658625703391	-0.0336984934119116	0.0062198242789636	0.0011355884582326	-0.0030250719080783	9.893219223689994e-05	9.787578660798924e-09	9.151060049044488e-06	-0.0003368792904574	-0.0008738777289491	7.636622851532367e-07	1.1348765633908126e-07	-0.0004110099434125	-0.0004128491550648	1.704444248377389e-07	1.6892917358394648e-07	0.0	0.0	0.0	0.0	0.0
1126.363654706844	1.704686295320016	1268695.0826445585	2.9059553654518813	1745.1020317077637	10.170685318281356	3045381.1010705647	103.44283984350396	1128.0926753052877	-1.6549324245629575	1272593.0840774411	2.7388013298698297	1281.2883145090134	991.6019340209676	1.342356	27.300032	0.1229820661309282	0.0859278964354501	-0.0645422527	0.1464028254	-0.1525095197	-0.1698269732	-0.0330740283	-0.1872563651	-0.0534654263	-0.0537510489	0.0413477971	-0.0617733925	0.0852988962	0.0012564563	0.1299555505	0.1642833175	0.2112299829	-0.0097700137	-0.0412624069	-0.0923861295	-0.0400150397	-0.1165552143	-0.026776479	0.0346990766	0.0323779336	-0.0135596224	-0.0842651243	0.1781774694	-0.0296101932	-0.073884828	0.1647458062	0.0248418823	-0.1099521601	-0.077942079	-0.0429089315	-0.0920285347	-0.0410155937	0.0434937923	-0.1755492436	0.1777078204	0.0698216358	-2.82569e-05	0.0260810706	0.0409333615	0.0605523596	-0.09524558	0.0519854555	0.080100283	-0.0231220774	0.0745238297	0.0731536019	-0.0286865267	-0.0982427628	0.0205609396	0.0016232905	0.0155896855	-0.1372510942	0.1665959651	-0.144912056	-0.0181419558	0.1498800239	-0.0305660075	0.0128797727	-0.0259352459	0.0778581665	0.099388469	-0.0301340884	-0.0177471639	-0.0215382811	0.1306285035	0.023790845	-0.1505817767	-0.162867814	-0.140452496	0.0310849108	0.0717395969	-0.0318491814	-0.0590488268	-0.118674709	-0.0621523025	-0.1491859982	0.1346915149	0.0831471893	0.0139364333589497	0.0062825839715685	0.0001942241747684	3.947086135980942e-05	0.0024411650805262	-0.0012208003419686	5.95928695038049e-06	1.490353474950894e-06	-0.033758032113333	0.0451078304570061	0.0011396047321648	0.002034716368538	-0.0043550731290546	-0.0013300012209762	1.768903247798448e-06	1.8966661959413426e-05	-0.0003282562852593	8.623005198100009e-06	7.435621864645977e-11	1.0775218881223493e-07	-0.0003422171423792	6.879280103330005e-05	4.732449474007208e-09	1.1711257253818564e-07	0.0	0.0	0.0	0.0	0.0
1127.1648825918496	0.8012278850055736	1270500.672548298	0.6419661237105048	1744.2656701285885	-0.8363615791752181	3042462.727989134	0.6995006911204646	1129.8717035416068	1.7790282363191636	1276610.0664640127	3.164941465620874	1284.3816485934788	1008.6907563875508	1.323377	26.914042	0.0679628441893785	0.0439157744622506	-0.2003729603	-0.047550263	-0.078576432	-0.0130530525	-0.2176872451	-0.1197370521	0.0006018733	0.0603479071	0.0661623138	-0.058813274	-0.0163746333	-0.0343794811	0.1966416744	0.0704678454	-0.0398030482	0.0643066282	-0.0812778365	0.1352904501	-0.1086734317	0.012130137	-0.0162677635	0.056282217	0.2386502078	0.0272031715	0.0111094014	-0.1752722947	-0.0382342348	0.181552024	-0.0619372295	-0.0752240429	-0.2041803399	0.0207851562	-0.0818662699	-0.223889145	0.0452140772	0.1220311638	-0.2266046107	-0.0645733108	-0.0866433144	0.020565374	0.0524421117	-0.067659564	-0.0043106812	0.0644719698	0.0727230798	0.0998731679	-0.1192068567	-0.1366361661	0.0008880786	0.0131883106	-0.0491753972	0.1295127676	-0.1982878008	-0.1750131123	0.1164374452	0.182264607	-0.1071499891	0.1037855886	-0.0528223461	-0.0531636348	0.0289192036	-0.1008165768	0.0868306102	-0.0222650599	-0.215964825	0.0283223689	-0.0236187039	0.0084801229	-0.0460028265	0.1619678709	-0.1096206891	-0.1014284592	-0.0354992899	0.0432761489	0.0696016323	-0.0972064306	-0.1462391017	0.1492069512	-0.0411522115	0.1318872767	0.0734003241	0.0052059155718211	-0.0087305177871285	2.7101556940929414e-05	7.622194083136884e-05	-0.000450560356441	-0.0028917254369672	2.0300463479624097e-07	8.362076002803146e-06	-0.0358211876257357	-0.0020631555124026	0.0012831574829181	4.256610668357622e-06	-0.0051810395211686	-0.000825966392114	6.822204809018183e-07	2.6843170519910956e-05	-0.0001839133552912	0.000144342929968	2.083488143177581e-08	3.3824122254467165e-08	-0.0002269775554037	0.0001152395869754	1.3280162406283822e-08	5.15188106570397e-08	0.0	0.0	0.0	0.0	0.0
1127.6726034755434	0.5077208836937643	1271645.50062931	0.257780495738777	1738.6404405269982	-5.625229601590263	3022870.581435914	31.643208070607347	1129.2171159096813	-0.6545876319255512	1275131.2948633786	0.428484967869901	1282.4493528774806	1006.8706578160576	1.251359	25.449387	0.0333230296117432	0.0170571570984008	-0.0388595546	-0.1907350857	-0.1116419215	0.1217302231	-0.0577521494	-0.1947098198	-0.0522562088	0.0638051723	0.027099697	0.0808677982	-0.1187557525	-0.0290962458	0.1497814944	-0.0601733712	0.008347278	-0.0068428291	-0.0457140064	0.2271506179	-0.0023583457	0.0864159468	-0.0011831305	0.1870508516	0.0522977212	-0.1203671026	0.019366779	0.1981870253	0.0125187848	0.1785645986	0.1375603391	-0.1265319719	0.0937894857	0.1066294597	0.1478723348	-0.1008561292	-0.1227569076	0.2135735445	-0.0399847952	-0.0233265227	-0.0380738237	-0.0026671478	0.0311757878	0.0569173952	0.1017036715	0.2617214204	0.014177188	0.0827091167	-0.2395540018	-0.1267839593	0.0839598103	-0.0584922138	-0.1169915709	0.0548029402	0.1639981881	-0.0574013177	0.0002670596	0.1783005001	0.0598995689	0.0464073867	-0.0865076926	-0.1291194931	-0.1234013758	-0.0955316685	0.064512436	-0.0213118552	-0.1812296559	0.0120106232	0.0507000414	0.161134639	0.0977493059	0.1097554736	-0.0744375403	-0.1155052838	-0.0924482098	-0.1129636647	0.0084774501	0.0926407581	-0.0654309846	0.0015973713	-0.0892524343	0.1289028963	0.0632525717	0.0111736798671557	0.0059677642953346	0.0001248511217736	3.561421068467048e-05	0.0015994312505682	0.0020499916070092	2.558180325294156e-06	4.202465588808162e-06	-0.0448749453628991	-0.0090537577371634	0.0020137607213231	8.197052916324617e-05	-0.0051170195444638	6.401997670479973e-05	4.0985574172831005e-09	2.618388901842452e-05	-0.0001489991830916	3.491417219960002e-05	1.218999420383323e-09	2.220075656196413e-08	-8.813848633793323e-07	0.0002260961705403	5.111947833299777e-08	7.768392773942041e-13	0.0	0.0	0.0	0.0	0.0
1129.3116164208702	1.63901294532684	1275344.7269831188	2.686363434948963	1741.469645230275	2.8292047032769005	3032716.52525846	8.004399253044134	1128.1826395857224	-1.03447632395887	1272796.068262608	1.0701412648314572	1280.4728295008342	1026.2536557160277	1.3066	26.572842	0.1843731706209877	0.0944551483790009	0.0971609992	-0.019939852	-0.2722881853	0.0226996401	0.1548186562	-0.2272010006	0.0808970138	0.1013257284	-0.0143153455	0.0020162639	0.1384096372	-0.0248519815	0.1491340773	-0.0138893983	0.078369052	0.0491084621	0.1281539071	0.0637670646	0.0247399945	0.2085528334	-0.1787387016	0.0903840617	0.0834134026	0.0675814267	-0.0385534447	0.0851225591	0.0303666221	0.0916097339	-0.0406012129	0.1649838168	0.0543366334	0.2101178853	-0.0082110316	0.1346251293	-0.0690526249	0.1487278543	0.029342458	0.1560219324	0.1460404217	0.0064657714	0.0111491449	-0.048968887	-0.0315514193	0.178122281	0.0207827006	0.1209312317	0.1008407647	-0.2127737071	-0.2886663887	0.0908218081	-0.054899397	-0.0364779985	0.1144112552	-0.01194656	0.051161288	0.1879186583	-0.0247339291	-0.101529574	0.0621360593	0.0260155138	-0.2475827909	-0.0875246363	-0.0222239307	0.1278716215	-0.1215805546	-0.1354100279	0.0871532152	0.1544697952	0.0796488734	0.1250238799	-0.0971132863	-0.0144043477	0.0082526089	-0.0404172289	0.2284929936	-0.0706515345	0.0218386579	-0.1189043945	0.1837917272	0.1257424501	0.0527593557	0.0121784152128014	0.0010047353456456	0.0001483137970953	1.0094931147897829e-06	-0.0433110679079646	-0.0449104991585328	0.0018758486033283	0.0020169529346685	0.0182178466738562	0.0630927920367553	0.0003318899374321	0.0039807004069932	-0.0058020876496555	-0.0006850681051916	4.6931830875094566e-07	3.366422109428488e-05	0.0003962017596643	0.0005452009427559	2.972440679819221e-07	1.5697583436108773e-07	0.0002761524487901	0.0002770338336534	7.674774498874368e-08	7.626017497276881e-08	0.0	0.0	0.0	0.0	0.0
1129.193603473096	-0.1180129477743321	1275078.1941245552	0.0139270558423872	1746.870035423423	5.400390193147814	3051554.920660231	29.164214238247084	1128.8837670842445	0.7011274985220552	1274378.5595863147	0.4915797691837946	1284.1319770812988	1007.3914184419358	1.336926	27.18959	0.0891691067260494	0.0426520838295676	-0.1098066081	0.1168992846	-0.2458502601	-0.1626206329	-0.0908303143	-0.1900689425	0.0387596892	-0.0571776904	0.0077135056	0.0296089445	0.013598787	0.0269405002	0.153747238	0.1629600973	0.177771936	0.036605834	-0.1472182325	0.22134882	0.0653697985	-0.0095437385	-0.0201564222	-0.0065719115	-0.0152661641	0.0564094156	-0.0867605364	-0.1206962317	0.1785152273	0.0707515465	0.0017256718	0.0412962717	0.0211176849	-0.0498921159	-0.100835161	-0.0497895973	-0.1921930909	0.0351650187	-0.2401961206	0.1717130784	-0.0009303276	0.114206163	-0.0469181466	-0.0039909983	0.0182077741	0.1142574113	-0.1222647282	0.1159225696	-0.0958728322	0.0729516994	-0.1263112239	0.0597629759	-0.1302449193	-0.0495401875	0.0298079784	0.0179491392	-0.0654526595	0.1963337624	-0.1742815386	-0.003035475	0.0841069299	0.122407179	-0.0639465255	-0.185092972	-0.036590173	0.079578447	-0.0746410492	-0.1001508728	-0.1022913682	0.1881487521	0.216618724	-0.0368721302	-0.1913475412	0.055193059	0.1894476802	-0.1193277482	-0.0860004847	-0.0260676044	-0.0147976062	-0.0516936753	0.0908242208	0.1224102548	0.0419779864	-0.0010985588686622	-0.0132769740814636	1.206831587916373e-06	0.0001762780407598	-0.0345603923517643	0.0087506755562003	0.0011944207195078	7.657432268988144e-05	0.0348962728306787	0.0166784261568225	0.0012177498574731	0.0002781698990685	-0.0063740384336878	-0.0005719507840323	3.271276993551636e-07	4.062836595412923e-05	0.0005370708362899	0.0001408690766256	1.984409674934917e-08	2.884450831931326e-07	-2.028830918325997e-05	-0.0002964407579733	8.787712298782019e-08	4.1161548951555086e-10	0.0	0.0	0.0	0.0	0.0
1128.325140481017	-0.868462992079003	1273117.6226415066	0.7542279686108144	1740.9597688351037	-5.910266588319246	3030940.9167023776	34.93125114500282	1129.066059777496	0.1822926932516111	1274790.1673414805	0.0332306260129259	1286.7521711682516	1027.271139333146	1.516436	30.840359	0.1945626265983692	0.1253154763659796	-0.19754748	-0.0764532523	-0.0836447068	0.014699181	-0.2036780587	-0.0293549773	0.0968714051	0.0282975482	0.2134398838	-0.0886435397	-0.0807113882	-0.0611377642	0.154450934	0.0744309627	-0.0865306094	-0.0694308494	-0.1169808591	0.0506373425	0.0370815482	0.0396155676	-0.1207635606	-0.0928382321	-0.1411492884	0.0313949292	-0.0513115622	-0.1580569302	-0.0939548413	-0.0680383082	0.0951925812	-0.0329403552	0.0386982199	0.1586778767	-0.2274795771	0.2110933797	0.0681857111	0.0497570001	-0.2013335893	-0.1138311673	-0.022494805	0.2330629127	-0.0851999302	-0.2452595436	0.0361153671	0.0750334326	0.122530773	0.0110777919	0.0238402918	-0.1737502972	-0.1461874157	0.004181545	0.1688000185	-0.0009748359	0.132182045	0.0578389915	-0.1536757512	0.181664197	-0.0644171918	0.2220164449	-0.0249755665	0.3173083969	-0.1887360725	-0.2125440286	0.123789474	-0.1421965311	-0.0714495247	-0.2332067295	0.0361728766	-0.0519214607	-0.1762424217	0.0552499742	0.125408838	0.1751409043	0.1596591666	0.0221656602	0.0203228511	-0.0912560714	0.1582626728	-0.1046976124	0.0420422839	0.1189108618	0.0309673479	7.648095608203676e-05	0.0011750398247442	5.849336643222435e-09	1.3807185897349666e-06	-0.0432582912731192	-0.0086978989213548	0.00187127976387	7.565344564610669e-05	0.0789166211829908	0.0440203483523121	0.0062278330989396	0.0019377910690589	-0.0085331169139265	-0.0021590784802387	4.661619883829857e-06	7.281408426673852e-05	0.0001210717202295	-0.0004159991160604	1.7305526456303417e-07	1.4658361439330321e-08	0.0002180208845168	0.0002383091937	5.679127180197271e-08	4.7533106085487846e-08	1.0	0.0	0.0	0.0	0.0
1125.7523847629511	-2.572755718065764	1267318.4317994716	6.619071984840085	1740.5977370064213	-0.3620318286823476	3029680.482071875	0.1310670449790847	1130.834131923291	1.768072145794804	1278785.8339227028	3.126079112735442	1284.656755371699	1008.101697442252	1.707393	34.72393	0.5751952421113838	0.4011146000060135	0.0451755338	-0.2154356339	-0.0039127087	0.163991961	0.0749363967	-0.070253963	0.1848020045	-0.0058278009	-0.1395892342	-0.0005478722	-0.3600082595	-0.1073092668	0.0142551097	0.0612587477	0.0202519002	-0.4967675597	-0.1039930641	-0.1060035844	0.1375572241	0.2004567627	0.2569771994	-0.3236229737	0.0003908834	-0.0518979155	0.089516891	-0.046115617	-0.0707820489	0.1680289546	0.216113993	-0.0091146412	0.0648094633	-0.0909474074	0.0476522071	-0.1161605567	-0.0194197358	0.0837348046	0.115240471	-0.1054232114	0.170495922	0.2896081725	-0.0602540175	0.1372061573	0.4250570167	0.0401588752	0.0136226695	-0.0083396417	0.1403703389	0.2323611563	0.1006729558	0.1169065671	0.1412340886	0.2398172801	-0.01050813	-0.1549876171	-0.0046520595	0.0297883231	0.3352924992	0.2587501463	0.2246156131	0.0163687312	-0.1673162605	-0.1391760339	-0.0294462734	0.0447010221	0.2546384562	0.1927932755	-0.296087616	0.0727077035	0.0459128372	0.1490582139	0.2589253943	-0.2978976578	0.2249394365	0.2620532676	-0.1231353947	0.2474666873	0.0380727228	0.0302301056	0.1283852295	0.1152490509	0.0197875765	0.0034183812378216	0.0033419002817395	1.1685330287090732e-05	1.1168297493090972e-05	0.0069161864947346	0.0501744777678537	4.783363562994928e-05	0.0025174782192768	-0.0628701463839647	-0.1417867675669555	0.0039526553063411	0.0201034874570858	-0.0016029481382555	0.006930168775671	4.80272392592853e-05	2.5694427339367738e-06	-0.0005266586073131	-0.0006477303275426	4.195545772184439e-07	2.773692886569741e-07	0.0001980780578337	-1.9942826683099992e-05	3.97716336112165e-10	3.9234916995170606e-08	0.0	1.0	0.0	0.0	0.0
1125.0063623357482	-0.7460224272028881	1265639.3152959128	0.5565494618896886	1745.285829724006	4.6880927175845954	3046022.627435412	21.97821332866972	1128.7963139245269	-2.0378179987640124	1274181.118329599	4.152702196086564	1282.7235963912235	1013.8756788030016	1.399691	28.466076	0.1969258429179452	0.1516159680703304	0.1063220563	-0.0541621053	-0.0108344471	0.1074539203	0.0841589893	-0.00176715	0.1080927793	-0.0473570676	-0.0858043235	0.0704196096	0.1087054575	-0.0204163657	-0.0020780865	-0.0822195313	0.0666707301	-0.3150475575	-0.1289974237	-0.0064933696	0.0664185676	-0.2377547409	-0.0463133206	0.1949987532	-0.159514493	-0.0477935166	-0.0660366597	-0.1283695921	0.0862934339	-0.0993835678	0.0481007428	0.227867815	0.1716585164	-0.0478793229	-0.0968363786	0.1112976645	-0.1298190074	0.0474670632	0.1296228675	0.0207016128	0.0002333298	0.1225892709	-0.1696163822	0.1546456161	0.2033227296	-0.2397291978	-0.0167123864	0.0123966505	-0.138568284	-0.0200731298	-0.1427939938	-0.2418746892	-0.0020965985	-0.1581002164	0.076527669	0.156208542	-0.1118821523	-0.0361286671	0.2724706642	0.1386225703	0.2167377809	0.0575841785	0.116095699	-0.2134365544	-0.0101229978	0.2278651932	0.0709062638	0.0680690595	0.0139122751	-0.2986811976	-0.0491616948	0.0492449566	-0.0209519221	0.0367383225	-0.0273355838	0.0010605332	0.157347862	-0.1415606843	0.1255871416	0.0033976968	-0.3645130406	0.1114298236	0.0084997322	0.0010534587751891	-0.0023649224626325	1.1097753910229183e-06	5.592858254263769e-06	0.0221272620709243	0.0152110755761897	0.0004896157267553	0.0002313768201845	-0.0454579291971981	0.0174122171867665	0.0020664233268974	0.0003031853073591	0.0013569791934081	0.0029599273316636	8.7611698087292e-06	1.8413925313424975e-06	-0.0005265543222376	1.0428507550000118e-07	1.0875376972040948e-14	2.772594542670984e-07	-8.06428792743298e-05	-0.000278720937108	7.768536078237833e-08	6.50327397765413e-09	0.0	0.0	0.0	0.0	0.0
1123.6415401141255	-1.3648222216227168	1262570.310670044	1.8627396966351684	1739.1709968278992	-6.114832896106691	3024715.756207349	37.39118134730854	1132.2823273545011	3.486013429974264	1282063.2688393258	12.152289633960931	1283.0642629805066	992.927049555148	1.045366	21.260019	0.0886932143674001	0.0435974952547991	0.1149356611	-0.0270170466	-0.0139929461	0.0872066653	0.0516569111	0.0028115182	-0.1121138387	-0.1347179329	0.0082598284	0.1617507118	0.0892574321	0.102719188	-0.0507808693	-0.1073688109	0.0702236649	-0.2204254289	0.1051589261	-0.060438589	-0.1202188537	-0.0690144298	-0.0204971391	0.0561624305	-0.0802602318	-0.0737433557	0.0423641534	-0.3001789245	-0.0696326783	0.0902609862	0.0229781533	0.1099446994	-0.2654310688	0.0988279176	-0.0137709338	-0.0819319255	-0.1618517507	0.0535832831	0.1319216965	0.0527598066	-0.1259230596	0.0089626307	0.0214140191	0.1142557375	0.1360277225	-0.2321967521	-0.0591097578	0.1540994097	0.0222539864	-0.1047876667	-0.1908656765	-0.2209086612	0.2475770547	0.0187259971	-0.038683696	-0.0740805497	0.0823963719	-0.0465365396	0.2301217026	0.0087814884	0.106109766	-0.0766215366	0.2053544419	-0.1316810505	-0.0244990398	0.0971356789	-0.0612349368	0.0022676111	-0.1089920247	-0.2235666029	0.0803834884	0.0590440935	-0.2086041986	0.0932306766	-0.0715339226	-0.0375757887	-0.0536622877	-0.1238814136	-0.0156688934	-0.2715441792	0.3166664541	0.1074583966	-0.0028345346	-0.0017180262714617	-0.0027714850466508	2.951614269432591e-06	7.681129363808988e-06	0.0469398276146506	0.0248125655437263	0.0022033474164931	0.0006156634088617	-0.0557063227694172	-0.0102483935722191	0.0031031943964904	0.0001050295708111	0.0016259982653242	0.000269019071916	7.237126105459974e-08	2.643870358837308e-06	7.105686026598335e-05	0.0005976111825035	3.571391254533312e-07	5.049077390859483e-09	6.994227040206503e-05	0.0001505851496763	2.2675887303062232e-08	4.891921188995582e-09	0.0	0.0	0.0	0.0	0.0
