global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	t_comp_cor_06	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02	motion_outlier03	motion_outlier04	motion_outlier05
1440.580516900338	-2.730259157832279	2075272.2256728448	7.454315068927025	2122.317660824283	4.662955036093081	4504232.253446656	21.743149668625826	1431.9804184857535	-1.6769086052390776	2050567.9189266337	2.8120224703248686	1682.3583979098184	1192.7618560538804	1.182156	23.943798	0.0278442774252437	0.0197328110570838	0.1271282512	-0.0253394172	-0.0811804318	0.0301248972	-0.0343956274	0.0692790565	-0.1319568179	0.0209212641	-0.0744217107	0.0671662878	0.0762417088	0.1555112472	-0.0986425212	0.0257589375	-0.0458241648	-0.0073310247	-0.0792954982	-0.0003473782	0.0793720113	-0.0524469756	0.0122984254	0.0324834803	-0.142141104	-0.1390704206	0.1002891336	0.0218214452	0.0436003772	-0.041826492	-0.1997846273	-0.0861692377	0.0390746309	-0.0025125533	0.0919246615	-0.046940133	-0.1308586404	0.1107291481	0.0002931975	-0.1158905292	0.1519319704	0.0582389944	0.0579318991	0.0528899046	-0.0911250199	0.1146834355	0.1092684706	0.0056356796	-0.0971559081	-0.0985519822	0.0771634788	-0.0648845174	0.0058705624	0.0014822277	0.0943909632	0.0488841873	0.0828702454	0.0331556843	0.0796864615	-0.0072866898	-0.0692963497	-0.1671074899	0.0446336395	-0.05084881	0.160578315	-0.0190311449	0.0501492849	-0.0577215302	-0.0062379027	-0.0085033779	0.0548947869	-0.1512732739	0.0959948961	-0.0273799068	-0.030529938	-0.1260988539	0.0615224261	0.1012778602	-0.045704246	0.0263752534	-0.0850117874	0.0251111169	0.0849577334	-0.0316608297	-0.0740861806	0.1017171586	0.1419863355	0.1094628008	0.0178230812269362	-5.747323256997949e-07	0.0003176622244219	3.3031724620429524e-13	0.0068107610601515	0.0052629866469545	2.7699028446021374e-05	4.638646621847599e-05	-0.0535190826704905	-0.011280708638992	0.0028642922098907	0.0001272543873978	-0.0001009999919843	0.0002260001307417	1.0200998380828664e-08	5.1076059095265514e-08	1.8691714842589136e-12	1.2366108137484844e-11	3.49380203756667e-24	1.529206304679689e-22	2.1631433420204495e-12	5.0316215292043636e-12	2.5317215213152866e-23	4.6791891181273996e-24	0.0	0.0	0.0	0.0	0.0	0.0
1441.3040910815562	0.7235741812182823	2077357.4829684307	0.5235595957257076	2110.847157796224	-11.470503028058827	4455675.723576398	131.57243971670675	1433.1413133934186	1.1608949076651245	2053894.0241550128	1.347676986642817	1683.5524238930884	1186.1673911733076	1.119259	22.669865	0.0481768853239682	0.0320520269292937	0.0105186432	0.0305744658	-0.196340082	0.0780452417	-0.1612803868	-0.0259980007	0.1435822149	0.018176505	0.0330951579	0.1445633536	-0.119156601	-0.068917976	-0.0508428183	-0.0347402476	-0.0885261474	0.0351693782	0.0016572714	0.1042690596	0.1029268571	-0.110806345	-0.0537871298	-0.08457707	0.0557948471	-0.0575720086	-0.0818867314	0.1721381937	-0.0391132762	0.0105405605	-0.0629608991	0.1468448434	-0.0889382151	0.0666063328	0.0302785711	0.1492351728	-0.0316294745	-0.1253111163	0.0594321363	-0.0082553817	0.2018488719	-0.0510020174	0.0317526789	0.1535802032	0.1200460398	0.192976778	-0.0819368547	0.0371638183	-0.0292259919	0.0408637857	-0.0671147872	-0.0329786791	-0.1252571223	-0.1312851807	-0.1371466372	0.0697168114	0.1950475309	0.0882589288	-0.1138120576	0.1638354312	-0.0145788276	-0.008918517	0.0354579902	-0.0290251187	0.0314538508	-0.1462584697	0.1195443035	-0.1047500595	-0.0486854155	-0.0386505916	-0.0854193834	-0.0046201298	-0.0039871873	-0.0485772805	-0.1746794288	-0.0203665301	-0.0339949584	0.0002352458	-0.0412924116	0.0982857415	-0.0102318931	0.0001045449	0.1296752934	-0.0907348243	-0.0749301735	0.2211174759	0.1397444952	0.1012278027	0.0178237297724024	6.485454661989132e-07	0.0003176853429996	4.206112217271657e-13	-0.0219841446667743	-0.0287949057269258	0.0008291465958225	0.0004833026167296	-0.0611004160407588	-0.0075813333702682	0.0037332608403538	5.747661567114367e-05	-0.000336999928493	-0.0002359999365087	1.135689518042871e-07	5.5695970032110425e-08	-1.02740038698812e-11	-1.2143175354140112e-11	1.0555515551833385e-22	1.4745670768139584e-22	-2.8111412937042997e-12	-4.9742846357247496e-12	2.4743507637207304e-23	7.902515373169486e-24	0.0	0.0	0.0	0.0	0.0	0.0
1440.6955974655923	-0.6084936159638801	2075603.80455674	0.3702644806687979	2118.2430057735232	7.395847977299127	4486953.431508451	54.69856730331959	1434.8425655778346	1.7012521844160349	2058773.1879939828	2.894258994980329	1682.6228802742348	1190.815557114152	1.191341	24.129839	0.0353367651162633	0.0195976159682647	-0.1171299798	0.0535438091	0.0584746752	0.0656536048	0.1010100087	0.1456290746	0.0696674196	-0.0451516137	-0.0649793718	-0.0532184817	-0.0005932755	-0.1000130075	0.039549488	0.1688733663	0.0448816123	-0.1304823727	0.0067974714	0.0428958148	-0.0449835286	0.1281424673	-0.0829576328	0.0274622537	-0.007176813	0.0964367758	-0.1166855968	0.1616658697	0.0218707032	0.0961044176	0.0920124738	-0.032734165	-0.0888848758	-0.0055594076	-0.0716811338	0.0295263064	0.1317342353	0.1335166878	-0.2627745367	-0.019073849	-0.086951979	-0.0153146642	0.0497596055	0.0017539542	0.0605086691	-0.0035712415	0.0498845624	-0.0237174061	0.134159547	-0.0046774373	0.1346163815	0.1995306824	0.0876477572	-0.0439935148	-0.1199978091	0.0683548322	0.0114783339	-0.0157219456	-0.0212219528	0.1959562887	-0.0072266453	0.098408567	0.0418154968	-0.0678915985	-0.0497294399	-0.0812515892	0.0311151121	0.1005109575	0.1017760154	0.0147608946	0.0136835927	-0.0659628662	-0.0336839235	-0.055239413	-0.0994291755	-0.1591123539	-0.0618752693	0.1014897838	-0.1692241866	0.0267077854	-0.1218816525	0.0989013103	-0.0215692966	0.0748686749	0.107781115	0.0555138214	0.1373117808	0.0924399334	0.0177968852289467	-2.6844543455698672e-05	0.0003167291238523	7.206295133448942e-10	-0.0088410803731449	0.0131430642936294	0.0001727401390264	7.816470216440796e-05	-0.0522849282647897	0.008815487775969	0.0027337137236542	7.77128247282606e-05	-0.0004929999440271	-0.0001560000155341	2.4304894481072375e-07	2.4336004846639456e-08	-0.0001110000047956	-0.0001109999945215	1.2321001064623221e-08	1.2320998783794372e-08	-2.736281962811968e-08	-2.7360008486825977e-08	7.485700643991896e-16	7.487238980010116e-16	0.0	0.0	0.0	0.0	0.0	0.0
1438.5487048254022	-2.146892640190117	2069422.376154842	4.609148008502492	2122.401318616483	4.158312842959731	4504587.357264985	17.29156569992384	1433.8970323686628	-0.9455332091717992	2056060.699435658	0.8940330496467214	1685.8708195315314	1181.489853945645	1.249453	25.306847	0.0735262189951787	0.0328880329864704	0.1238978541	0.0780612059	0.041549	0.0102075988	-0.1046143363	0.0144513103	-0.1923136592	-0.05360381	-0.0941368903	-0.0123492025	0.0469619437	0.1078268348	-0.0811473689	-0.0701874528	0.1032305294	0.0727595859	-0.0101917009	0.0026456823	-0.1070384277	-0.1343383281	-0.0850049652	0.0525699536	0.0548630375	0.0692109826	-0.2466203644	0.0366693087	-0.1020386758	0.103944184	0.0959218742	0.0823914154	-0.0439091832	-0.137625216	0.0630324964	0.0601964302	-0.0184437214	-0.0086028993	-0.0995380812	0.1096604852	-0.0509012052	0.0284621385	0.1606487537	0.0454847901	-0.0413332692	-0.0661358598	0.0821494905	-0.0880002643	-0.1075016794	0.0315206372	0.0280457717	0.0152033444	-0.063597788	-0.0518550554	0.060754008	-0.0468322469	0.1249084472	0.1185675551	-0.1354381893	0.1025083234	0.1802663939	0.1282399493	0.0855165372	-0.0102537394	0.121548865	-0.0056558905	0.0476293282	0.0934534521	0.005534703	0.0246168488	-0.1319618341	-0.0805020277	0.0826298203	-0.0566166538	0.0265529178	-0.0449476643	0.0790288575	0.0561082955	0.1653106048	-0.0048124715	-0.1726032926	0.1399009996	-0.0098779127	-0.0927903818	0.0521259178	0.0295828306	0.1346915149	0.0831471893	0.0063832808332904	-0.0114136043956563	4.0746274196652585e-05	0.0001302703653005	-0.0059918076242553	0.0028492727488895	8.118355197564896e-06	3.590175860608394e-05	-0.0280706985624803	0.0242142297023094	0.0007879641177856	0.0005863289200762	-9.800005604266492e-05	0.0003949998879844	9.604010984365464e-09	1.560249115077163e-07	9.5578842618238e-09	0.0001110095626798	9.135315156241908e-17	1.2323123006374171e-08	-0.0001950001551218	-0.0001949727923021	3.8014389738105854e-08	3.8025060497526074e-08	0.0	0.0	0.0	0.0	0.0	0.0
1440.3865590934106	1.8378542680084136	2074713.4396169551	3.3777083104367422	2112.729934860062	-9.671383756421164	4463627.777653801	93.53566376396716	1433.8379238825464	-0.059108486116429	2055891.191963811	0.003493813130976	1683.8360625605076	1170.690461587906	1.167175	23.640354	0.0873518016113867	0.0564970291777492	0.0351148707	0.1150180958	-0.1550405597	0.0986461363	-0.0616457447	-0.0918073505	0.1360774265	-0.0065066135	0.0268669707	0.1715705048	-0.0956306833	0.0014789552	-0.0976175032	0.0888055965	-0.0039708998	-0.120456548	-0.0468644605	0.0852711476	0.0207607164	-0.1025878364	-0.0541037747	0.1095182332	-0.0590530532	0.1071380709	-0.0173416612	0.1280583839	0.0016027322	-0.1800831618	-0.1035505553	-0.1084861408	0.0789593869	0.3190753652	0.0090313508	-0.1598749265	-0.0750830728	-0.0225402368	0.1521150261	0.0476606067	-0.0131842448	-0.0703291424	0.0921847959	0.0786250651	0.0302498494	0.1992950533	-0.1377911636	-0.0645469155	0.0166805897	0.0759372837	0.0243778808	0.0978734226	-0.0313394472	-0.0508122957	-0.0616433555	0.1618044858	0.0584849591	0.0656073946	0.0139331204	-0.1977763373	0.1136694463	0.1422138672	0.107983945	-0.0151434201	0.0206041878	-0.129356671	0.1494743004	-0.066512874	0.0111722959	0.0036691117	-0.1306688593	-0.0299434943	-0.0630058263	0.1867575945	-0.1826156321	-0.0046702066	-0.0169333183	0.0022036466	0.0265492578	-0.0719656237	-0.0053225526	0.1298124195	0.0604861254	-0.1685925914	0.0140388531	0.0428025623	0.1318872767	0.0734003241	0.0056102954038976	-0.0007729854293928	3.1475414518994534e-05	5.975064740535718e-07	-0.0343938881345877	-0.0284020805103323	0.0008066781773154	0.0011829395410145	-0.0205944530149579	0.0074762455475223	0.0004241314949853	5.589424748684848e-05	-0.0009170001890456	-0.0008190001330029	8.408893467096661e-07	6.707612178588254e-07	2.058686554562428e-11	-9.537297396278175e-09	4.23819032993612e-22	9.096004162505446e-17	-2.2939348933836284e-11	0.0001950001321824	3.8025051551173396e-08	5.262137295082959e-22	0.0	0.0	0.0	0.0	0.0	0.0
1442.6874545307016	2.3008954372910466	2081347.0914602752	5.294119813346756	2105.471657386193	-7.2582774738689295	4433010.900056562	52.68259188767313	1436.9119665187209	3.074042636174454	2064715.9995246977	9.449738129018389	1682.8307286096697	1179.5768368366337	1.160518	23.505526	0.074267678996664	0.0410857909676725	-0.1446774041	0.0765602194	-0.0350069227	-0.020072707	-0.0532589005	0.0693385811	-0.0470944594	-0.040757153	0.0467833215	0.0090925095	-0.1124145315	-0.0085360865	0.1385431354	0.0963609216	-0.0626768909	-0.0199752624	-0.0310380155	0.1403847744	0.0249825909	-0.0420270731	-0.0817960254	0.2324931197	-0.0818844234	-0.0430034363	0.0219933854	0.0208967151	-0.0768880554	-0.1601754272	-0.0845693287	0.1691693507	-0.1334733704	0.0054025775	0.2061250483	0.0211004149	-0.1174527725	-0.0959607433	-0.1809610709	-0.1849958448	-0.0389544924	-0.0621169394	0.0122515419	-0.0351591596	0.0639560679	0.0654950426	-0.0625747571	-0.0455011629	0.129635092	-0.1732748296	0.006704161	0.1530493229	-0.1408270558	-0.1619888767	0.1150613769	-0.0641519588	-0.036067696	-0.0269487585	0.0061226811	-0.2200675371	0.109350598	0.169191363	0.0909132837	-0.0861555018	-0.0956094962	-0.0810152162	0.0968408453	0.0376921132	0.1101273468	-0.0539623086	0.0213586125	-0.0356718153	0.0320164679	-0.0311722174	-0.1558710539	-0.1454755587	0.0813190153	0.0347582532	0.1388606655	-0.0064373471	-0.0994321171	0.0347744063	-0.1269636994	-0.0424343727	0.089121412	-0.1311157173	0.1289028963	0.0632525717	0.001331913817367	-0.0042783815865306	1.773994416893134e-06	1.830454899996409e-05	-0.0058377296736438	0.0285561584609439	0.0008154541860465	3.407908774254135e-05	-0.0401244357782459	-0.0195299827632879	0.0016099703465225	0.0003814202267343	-0.0006669995746889	0.0002500006143566	4.448884326351736e-07	6.250030717872743e-08	0.0001879998334524	0.0001879998128655	3.5343937378130144e-08	3.534392963747597e-08	6.267355644803008e-08	6.269649579696392e-08	3.930850585218714e-15	3.927974677844413e-15	0.0	0.0	0.0	0.0	0.0	0.0
1442.1659243009474	-0.5215302297542621	2079842.553214806	0.2719937805475334	2115.31664172721	9.844984341017152	4474564.494768082	96.92371667487294	1432.9732773724725	-3.9386891462484073	2053412.413663605	15.513272190775009	1682.3425197399774	1194.8095711447977	1.093001	22.13802	0.064293207876949	0.0307503110218497	-0.0880186582	0.0338565759	0.1743386155	-0.0144997717	0.1108587963	0.0531557151	0.113458456	-0.115964996	0.0148222506	-0.0882785756	0.08093751	0.0224557724	0.0530305666	0.1002185409	-0.021865492	-0.0645998462	-0.0128354228	-0.1391581324	-0.1026737943	0.1933693636	-0.0248939811	0.0376694176	0.0093422951	0.0153972377	-0.0274232141	-0.0348263781	0.0720625043	0.0953323178	-0.0097521743	-0.0689592079	0.057330971	0.1083880771	-0.0561674332	-0.1299382834	0.0641048761	-0.2544562437	-0.048342696	-0.2104847937	0.0404494485	-0.0446971322	0.0441395082	-0.085231867	-0.0777199037	-0.1092699192	0.0364102983	-0.0241099278	0.004968442	0.0705085717	0.0152721729	0.3112302944	-0.0475284954	0.0728786712	-0.0657631696	0.0004797298	-0.1111480035	0.0163128485	-0.0539974165	-0.154513071	-0.0651217595	0.0220944877	0.1088092076	-0.1038355625	-0.0580422041	-0.0129556288	0.0385044485	0.1559367091	0.1874858944	-0.0787596382	-0.0169237172	0.0141845199	-0.0144976952	0.0378702115	-0.0416916044	-0.0546976377	-0.1124594641	0.0367953679	-0.1331375088	-0.1274632647	-0.0437648385	0.1637579034	-0.0601417988	0.0696496134	-0.0940901345	0.035015052	0.1257424501	0.0527593557	0.0096673780836056	0.0083354642662386	9.345819901137788e-05	6.947996453374063e-05	0.0116623329406309	0.0175000626142747	0.0003062521915035	0.0001360100096181	-0.0549838184472832	-0.0148593826690373	0.0030232202910438	0.0002208012533048	-0.0004989995568722	0.0001680000178167	2.49000557758652e-07	2.8224005986411524e-08	-2.8951989916592424e-08	-0.0001880287854423	8.382177201304695e-16	3.5354824154912735e-08	0.0001159998368454	0.0001159371632889	1.3441425831489113e-08	1.345596214815942e-08	0.0	0.0	0.0	0.0	0.0	0.0
1441.1048939185146	-1.0610303824328184	2076783.315275893	1.125785472445533	2122.322068658067	7.005426930857084	4504250.963113057	49.0760064835777	1433.2278852433244	0.2546078708519417	2054142.171039052	0.064825167899759	1683.439609318714	1188.5269107282654	1.236365	25.041771	0.0306143088553359	0.0129983392227051	0.0835109454	0.0619111913	0.1696803316	-0.0681827091	-0.1687980249	-0.142576636	-0.0029043897	-0.1156736144	-0.0841867562	-0.0500361854	0.0759494332	0.1883315519	-0.083910677	-0.1738072222	0.185943701	0.0036962395	-0.0501308186	-0.0206076604	-0.0941508442	-0.026911753	-0.1777289325	0.1242867113	0.0112660307	-0.0003211251	-0.1271880047	-0.0413351048	-0.0938349649	-0.0785794877	0.2308379709	-0.1929944885	-0.0114010405	0.0096979403	-0.0680984554	-0.099964397	-0.022734736	0.092581976	0.0881026608	0.1171116514	0.1062876732	-0.0692719632	0.1221164046	0.0830368317	-0.0799430211	-0.1866540166	0.0447756325	-0.0043266341	-0.1485373525	0.0981465305	0.0175841183	0.0823104837	-0.1780130393	0.0045000206	0.002831663	-0.0824991033	-0.1137944794	-0.031273054	-0.0618395661	0.0081222217	0.029181593	0.1152404833	0.0793063116	0.030064343	0.0816465751	-0.1750608214	-0.0369566209	0.2367444613	-0.0553211697	-0.0442476302	-0.1272836965	0.0258727716	-0.0796525238	-0.0457299079	-0.0024059888	0.006184777	-0.1474140153	-0.24081771	0.2047623561	-0.2177911998	0.0729607868	-0.0127468885	0.0091500235	0.1550466161	0.1268736281	0.1101853684	0.1224102548	0.0419779864	0.0151199283607184	0.0054525502771128	0.0002286122336332	2.9730304524442875e-05	0.002570357715939	-0.0090919752246919	8.266401348641134e-05	6.6067387878871535e-06	-0.0511154602812808	0.0038683581660024	0.0026127902797671	1.4964194900477464e-05	-0.0003709998719963	0.0001279996848759	1.3764090502127096e-07	1.638391932832971e-08	3.345501653484462e-11	2.8985444933127272e-08	1.119238131346727e-21	8.401560179713532e-16	3.4156563753599826e-12	-0.0001159998334297	1.3455961355728264e-08	1.1666708474537296e-23	0.0	0.0	0.0	0.0	0.0	0.0
1441.0421623828413	-0.0627315356732651	2076602.5137650152	0.0039352455679261	2116.6812566959816	-5.640811962085536	4480339.54244808	31.818759591607275	1433.9789385249371	0.7510532816127125	2056295.5961331052	0.5640810318212244	1683.4739587290944	1178.9084520450308	1.236046	25.035309	0.0395910450776592	0.0181580620340329	0.0560562374	0.0502102058	-0.1410270545	0.0731369484	0.0391370929	0.022183891	-0.0520192641	0.0198127779	-0.0814507035	0.1646422874	0.0727480182	-0.0400293035	-0.1786913729	0.0666402759	-0.132752749	-0.1584708939	0.1180228967	-0.0283961525	0.0002433448	0.0892258532	-0.1889429977	-0.0505861033	-0.0758010194	-0.0669014667	0.0283238586	0.2755046652	0.1225938685	-0.1216121753	-0.0673809378	0.0375412453	-0.0537565225	-0.0485284039	0.1869268576	-0.1099846407	0.0016281339	0.1854468087	0.0032783917	-0.0050651081	0.0919641216	0.0046909462	0.0665828905	0.160247942	-0.0174174116	0.1333231854	0.1012090933	0.0576529673	0.0316494173	0.1297103855	0.0779535644	0.0265618732	0.0931641129	0.2503422041	-0.0143619077	-0.0149857882	0.026848787	-0.0484473134	-0.1171069027	-0.2452793726	0.0809670422	-0.0612509934	0.0787894767	-0.0104505091	0.0221717242	-0.1819565717	0.0239764754	-0.0507106029	-0.0668511589	-0.0688514243	-0.0313701884	-0.1036341261	-0.0967698669	0.2070651763	0.0946315166	0.0849989587	-0.0102493573	-0.1096829715	0.0959886839	-0.2653383029	0.1089143324	-0.0965261821	-0.1769053142	0.1934479499	0.2088761745	-0.0387204033	0.1189108618	0.0309673479	0.0071241577175698	-0.0079957706431486	5.075362318480935e-05	6.393234817783697e-05	-0.0045387340855711	-0.00710909180151	5.053918624229811e-05	2.0600107099524927e-05	-0.0372792621161295	0.0138361981651512	0.001389743383923	0.0001914403796653	-0.0001580002123458	0.0002129996596504	2.496406710131789e-08	4.5368855011228835e-08	8.676170892840673e-12	-2.4778845642003944e-11	7.527594136177573e-23	6.139911913502578e-22	-1.5119840329844841e-12	-4.9276404083444656e-12	2.4281639993949221e-23	2.2860957160000256e-24	0.0	0.0	0.0	0.0	0.0	0.0
1444.554451417204	3.512289034362766	2086737.5631092596	12.336174260904931	2118.480101309417	1.798844613435449	4487957.939643958	3.2358419432857297	1436.1824308696546	2.2034923447174606	2062619.97473867	4.855378513228452	1685.58856724456	1179.7417901567192	1.196189	24.228025	0.0270417983338814	0.0226962984852137	-0.143550472	0.0367519	-0.0597351859	0.0033812074	-0.0947136963	0.0843726821	-0.0943330422	0.031794093	0.0182534669	0.0661240122	-0.071152592	-0.077089719	0.0587256892	-0.1002805326	-0.1189797744	0.0226728282	0.026643708	0.1326872063	-0.0255371744	0.2177501977	-0.0790068391	0.0563762749	-0.0176259245	0.011312919	0.0532956567	0.1072113325	0.137259914	0.0758863559	0.1081406965	0.0247590246	-0.00313053	0.025434896	0.0982690694	0.0708297931	0.1153291875	0.0393330022	0.0970538967	0.0584092363	-0.001023865	-0.0236293262	0.0071134285	0.0853531982	0.1319348912	0.0288180512	-0.0598541489	0.1477969192	0.2540030079	-0.1705016955	0.0356986267	0.1491888618	-0.1468800877	0.0188939314	-0.0265566786	-0.1333019526	0.00627853	-0.0267115201	-0.0630695588	0.0863201411	0.0241741679	-0.0282331569	0.0888123353	-0.0342976557	-0.1244897047	-0.2137611423	0.0102309591	0.0679431497	0.0313454769	-0.0833813583	0.1438654818	0.010096936	0.0004703984	0.0291666173	-0.0146903969	0.0410053155	0.0643574493	-0.026959291	0.1577072585	-0.0453706939	0.0826130196	-0.0262656315	-0.2494562719	-0.0526585636	0.1011478417	-0.0440708731	0.1152490509	0.0197875765	0.0013441031121175	-0.0057800546054523	1.806613176003949e-06	3.340903124201035e-05	-0.0044691318973519	6.960218821919998e-05	4.84446460490094e-09	1.9973139915928192e-05	-0.037721421738837	-0.0004421596227074	0.0014229056579992	1.9550513195283366e-07	-0.0005729998120205	-0.0004149995996747	3.283287845755284e-07	1.722246677301613e-07	-5.6907811796236266e-12	-1.4366952072464299e-11	3.238499043435847e-23	2.064093118524863e-22	-2.582038077271476e-11	-2.4308396739730276e-11	5.908981520561293e-22	6.66692063247978e-22	0.0	0.0	0.0	0.0	0.0	0.0
1445.6912843836587	1.1368329664546764	2090023.2897428728	1.2923891936181393	2123.05909544557	4.578994136153142	4507379.922754163	20.96718729892486	1437.0603571558147	0.8779262861601183	2065142.4701087975	0.7707545639308978	1686.0076149272645	1207.535385737143	1.202583	24.357533	0.020187939988446	0.0174453875929643	-0.0623492524	-0.0676970353	0.2456661131	0.003019287	-0.0407095954	0.024280456	0.0894667812	-0.0486671125	-0.0530392199	-0.0727567595	0.1174135589	-0.0626382597	0.0197843511	-0.0471944646	0.0654053653	-0.0653211565	0.1251331687	-0.0537482082	-0.0818522962	0.1824306796	-0.0599919736	0.0206814326	0.0343122313	0.0220641876	-0.1099052488	0.0230862797	-0.0682056574	0.1820351384	-0.0563084835	-0.0336570102	-0.0411125935	-0.0914528073	0.2788285415	0.1676012407	-0.12425984	-0.0019532681	0.1098308057	-0.0104715952	-0.0169156731	-0.0141444279	0.0247107554	0.0165846391	0.0214872676	-0.090933581	0.0801411185	0.0587765369	0.1112806974	0.1615202688	-0.10509395	0.1438246804	-0.1268390246	0.1186802894	-0.0275627078	-0.0071750783	-0.016604738	-0.0672843763	-0.0447004542	0.0221005991	0.0061025421	0.073184209	0.0909170323	0.0124439843	-0.0257745731	-0.1240907418	-0.0703930654	0.1718260921	0.0701276227	-0.142873701	0.0004905788	0.1410563876	-0.0388291813	0.0410391677	0.0869961789	0.1206087657	-0.1197347007	0.0077319358	-0.020966451	-0.1977364909	0.1379518147	-0.0353029449	-0.0292578069	0.0362885522	-0.1347217158	-0.1377208386	0.1114298236	0.0084997322	0.0013441049143807	1.8022632000073283e-09	1.8066180208623487e-06	3.2481526421006563e-18	-0.0074720811708317	-0.0030029492734798	9.017704339092858e-06	5.583199702349762e-05	-0.0205364328261339	0.017184988912703	0.0004217450732223	0.0002953238439297	-0.0005729998120205	0.0	3.283287845755284e-07	0.0	-5.6907811796236266e-12	0.0	3.238499043435847e-23	0.0	-2.582038077271476e-11	0.0	0.0	6.66692063247978e-22	0.0	0.0	0.0	0.0	0.0	0.0
1443.2964708400818	-2.394813543576902	2083104.7027394352	5.7351319084993575	2124.9519878569104	1.892892411340199	4515420.950697035	3.583041680909313	1432.0631148866826	-4.99724226913213	2050804.765018948	24.97243029640084	1685.8368215423495	1197.9830281533486	1.170679	23.711327	0.0723436270458083	0.0392754867647911	0.083033101	-0.0430161776	0.0083359992	0.0130602949	-0.1567398754	0.0319605477	-0.1974854158	0.0168342687	-0.1006179728	0.0152348228	0.0685503475	0.1436360922	-0.1870405468	-0.1073655426	-0.0444288545	0.0576150539	0.0302845941	-0.0956636302	-0.1614976595	-0.0148891555	-0.1794077527	-0.0015789043	0.1724167104	-0.0391042923	-0.0464091088	-0.0885390728	-0.0224735908	0.1857309252	-0.155219668	-0.0551974288	-0.0972306782	0.072646062	-0.1828732745	0.1648702723	-0.0624212932	-0.0791249917	-0.0638712992	0.1222763748	-0.0137613623	0.0447455252	0.156511187	0.1533779029	0.0254461127	-0.0801378777	0.0997473964	0.0171974285	-0.1002750682	-0.0515297644	-0.0282520339	-0.0561876914	-0.1837041089	0.1345498509	0.0100993189	0.0280628815	-0.0580783028	0.0951887915	-0.0830685022	0.067657506	0.0452028066	-0.0927820017	0.1060637016	0.0805497039	0.1052217751	-0.141790016	-0.0609561278	0.0457270397	0.0452902779	-0.2076849666	0.031986799	-0.050458602	0.0298407485	0.0105819419	0.2048449597	0.1367270922	0.1187793464	0.0723966236	0.1354383736	0.0855150753	-0.069810232	0.1926025442	0.0293103511	-0.0411719251	-0.0305981841	-0.0628992005	0.1074583966	-0.0028345346	-0.0081624925503263	-0.009506597464707	6.662628463413235e-05	9.037539535597356e-05	-0.0248732399357436	-0.0174011587649118	0.0003028003263616	0.000618678064901	-0.027172058084389	-0.0066356252582551	0.0007383207405414	4.403152256799307e-05	-4.2999977038296974e-05	0.0005299998349822	1.848998025294067e-09	2.808998250811625e-07	5.2889019830359985e-09	5.294592764215622e-09	2.797248418616212e-17	2.8032712538884416e-17	-0.0002459998074041	-0.0002459997815837	6.051589253923757e-08	6.05159052428543e-08	0.0	0.0	0.0	0.0	0.0	0.0
