global_signal	global_signal_derivative1	global_signal_power2	global_signal_derivative1_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	c_comp_cor_07	c_comp_cor_08	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_power2	rot_x_derivative1_power2	rot_y	rot_y_derivative1	rot_y_power2	rot_y_derivative1_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
1343.2227903186129	1.699754448648946	1804247.46443132	2.8891651857018825	1954.3972110218472	3.1274226506552623	3819668.458449975	9.780772435831588	1339.3089041080116	2.984140456097748	1793748.340623003	8.905094261719276	1571.8940750632698	1129.7556125438766	1.089614	21.998396	0.0462408700675666	0.0244650472409739	0.0290661432	-0.0540192547	0.0413541668	1.32206e-05	0.0483483625	0.1386052963	-0.0482562969	-0.0813975221	-0.0270421084	-0.0250243808	0.0110487247	0.0512796736	-0.0618371671	-0.0120650345	0.0854509808	0.0597124374	-0.0573642178	-0.065109068	0.0893296126	-0.1009738545	-0.0947582294	-0.2411084081	-0.0801123139	-0.0946852693	0.0546804775	-0.08261183	0.0026188263	0.1689946439	-0.0861913525	-0.0187320928	-0.0740483393	0.0245640098	0.193156062	0.0463409962	-0.0198707694	0.1126679836	-0.0668424459	-0.1028824093	-0.0346742084	-0.0952471012	0.0115537322	0.0113593086	-0.0321842907	0.0968134326	0.0458871507	-0.0438701656	-0.130139493	-0.0526338793	-0.0351289971	0.0568679211	-0.1422220373	-0.095724885	-0.0989757647	0.1978515045	-0.0609908446	-0.0254979832	-0.1487542692	-0.0675683777	0.0046892976	-0.0201873342	-0.0574730964	0.0111070618	-0.1656902368	0.035043268	0.0350657976	0.0022216534	-0.0508456816	0.0770615043	-0.0308232891	0.1148655485	-0.1899726551	0.0227454946	-0.0192658603	0.128652488	-0.1456909333	0.0381876582	-0.0425347431	-0.1289391648	0.236955999	0.2050421876	0.1177641599	0.026031451	0.0827002157	0.1419863355	0.1094628008	-5.885312856435121e-05	-5.68318782256938e-06	3.463690741812052e-09	3.229862382660089e-11	0.0211220827246307	-0.0085455603414886	7.30266015500228e-05	0.0004461423786261	0.0405791838249172	0.0217832082809722	0.0016466701598964	0.0004745081630122	-0.0002159998225045	0.000317999951156	4.6655923321975504e-08	1.0112396893521838e-07	-0.0008049996171075	4.0548119994033427e-10	6.480243835432216e-07	1.644150035050534e-19	-8.693738587981349e-08	1.280085084661174e-07	1.6386178239720052e-14	7.558109063615595e-15	0.0	0.0	0.0
1344.3934893338424	1.170699015229502	1807393.854163224	1.3705361842593258	1954.9127275678848	0.5155165460375883	3821683.772406907	0.2657573092385249	1341.4126844106231	2.10378030261154	1799387.989897714	4.425891561656302	1574.5621254237617	1116.388515725041	1.106602	22.341364	0.052899350601858	0.0339474569307617	0.0926404174	0.0666362116	-0.0030717031	-0.0893901895	0.173210114	-0.0607937436	0.0518562601	-0.0840634036	-0.0218212405	-0.1150762016	-0.030276754	0.1851958158	-0.0572977249	0.0342094483	0.1016176728	-0.0425633034	-0.0594498686	0.0720318881	0.0613271037	-0.044078774	-0.0526386579	0.0681864619	-0.1680264988	-0.0337926101	0.0864920142	-0.2162451554	-0.030148435	-0.0954045726	-0.1220475772	0.1705157319	0.0465307284	-0.1438077196	-0.0415487839	-0.140264428	-0.0651040424	-0.1043586558	0.1314680913	-0.1433781603	0.0040668691	-0.0508851184	-0.0568329294	-0.0482384994	0.0890416121	0.0416846009	0.2093893331	-0.0779726991	0.0425076726	0.002506848	0.0359966909	0.1702197545	-0.0445388689	-0.1876992429	-0.0274211281	-0.2260670639	0.1937758898	-0.1235846723	0.1000666075	-0.0105419971	0.0214283591	-0.0604199914	-0.1397900094	-0.0099984037	-0.0662563803	-0.0003941667	-0.0142542797	-0.0488701239	-0.0680193358	-0.0266545226	-0.0945924514	0.131169762	-0.1006349679	-0.0505798915	-0.0211091503	0.1678526906	-0.1389706554	0.0690661679	0.1405187626	0.2552621978	0.0008802287	0.0384658254	0.1444303562	-0.1325123554	-0.0282701518	0.1397444952	0.1012278027	0.0001095857103621	0.0001684388389264	1.2009027915566073e-08	2.837164245889097e-08	0.0492660206836887	0.0281439379590579	0.0007920812438433	0.0024271407940056	0.0404463233555816	-0.0001328604693356	0.0016359050729842	1.7651904312076876e-08	-1.699999505681078e-05	0.0001989998274476	2.8899983193159096e-10	3.9600931324210086e-08	-0.0005149997379314	0.000289999879176	2.652247300694108e-07	8.409992992215259e-08	-4.377318909222532e-09	8.256006697059096e-08	6.8161646581884644e-15	1.9160920833037138e-17	0.0	0.0	0.0
1342.4832991476694	-1.91019018617294	1802261.4084904108	3.648826547351412	1954.993399196201	0.0806716283161677	3821999.190900716	0.0065079116151819	1338.6031357867164	-2.8095486239067213	1791858.3551380304	7.893563470096152	1574.5939796477792	1119.629255837952	1.00834	20.357548	0.0362122115721864	0.0248258974088155	0.0525187528	0.0931622554	-0.0512271823	0.0241447619	0.0976476987	-0.1148171749	-0.0584216699	0.0376372933	0.0513147752	-0.1121042462	0.0293685077	0.0535792904	-0.1114159495	-0.0789726049	0.0371436215	-0.120356882	-0.0086306202	0.0860567188	9.99855e-05	-0.0259016209	0.1061461295	0.0050410305	0.0086977905	0.0259349564	-0.0330175721	-0.2258786914	-0.0599126008	-0.0655310652	-0.0997163604	0.0009702901	0.0544085477	-0.0371164195	-0.1459962144	0.1450449866	0.2187067241	0.1414120442	-0.1153793139	-0.1079661505	-0.1097122897	0.0814141309	0.0283197775	-0.0405757199	0.0760060378	0.0383123188	0.1901539535	0.0338858074	0.1471478142	0.0334047745	-0.0344716792	0.0287342194	-0.0504968548	-0.0397503871	0.0575809524	-0.0617844393	0.1353979606	-0.0931339713	0.0110884939	-0.0573123892	-0.0040434067	-0.1208013164	-0.095638623	-0.0364571897	-0.0468205861	-0.0437104519	-0.0666754241	-0.0425392536	-0.056133322	-0.1173858088	-0.0474837175	0.1794530522	0.0245891926	-0.1288727361	-0.0026168183	0.096982207	-0.0133351523	0.076280326	0.0191073454	0.1319796427	0.1365168777	0.1144539337	0.0845688821	-0.0100544547	0.0175055826	0.1373117808	0.0924399334	4.4390784140091455e-05	-6.519492622200854e-05	1.970541716572195e-09	4.250378405093137e-09	0.0506356369793223	0.0013696162956336	1.8758487972651183e-06	0.0025639677323017	0.0462707435044862	0.0058244201489046	0.0021409817044579	3.392387007096589e-05	-0.0004019998240996	-0.0003849998290427	1.616038585761093e-07	1.482248683629769e-07	-0.0003210001040285	0.0001939996339029	1.0304106678630782e-07	3.763585795445924e-08	-6.451840174552634e-08	-6.014108283630382e-08	3.616949844723156e-15	4.162624163797136e-15	0.0	0.0	0.0
1340.736863700768	-1.746435446901387	1797575.3376861718	3.050036770193647	1951.644494374593	-3.3489048216079027	3808916.232422661	11.21516350418866	1335.553413055228	-3.049722731488373	1783702.9191234685	9.300808738956905	1571.945298487746	1116.8568882594834	1.067131	21.544479	0.053053587481921	0.0272837949774509	-0.0409662382	0.1109517436	-0.0102086215	0.0665711456	-0.0930126765	-0.0281486957	-0.0786597107	0.1246808625	-0.0146013086	0.0305746703	-0.1619257851	-0.0441105485	-0.1433173314	-0.1153652617	-0.0453252423	-0.0470267798	0.0946332318	-0.0260785709	-0.1259844786	0.0146446749	0.02925365	0.1292359055	0.0459117557	-0.057276836	-0.0371817651	0.1040270651	-0.0416039174	0.106404303	-0.1023223473	0.0038508338	0.2398402844	0.0139767371	-0.0159805592	0.1312040209	0.1950267236	0.0972750083	-0.202550472	-0.0187195657	-0.0495577392	0.1087689671	0.0257137201	-0.0226547078	-0.0878188438	0.0665018481	-0.0768996764	0.1539570187	0.211818415	-0.0137843297	-0.0019807143	-0.1069189092	-0.1504937188	-0.1391199693	0.0768013871	-0.1398999696	0.1062350343	0.0419004221	0.1046436804	0.0321988971	0.0841549389	-0.103346645	0.0141866601	-0.0797726474	-0.0724981528	-0.0180826252	-0.0632762451	-0.051648332	-0.0735317535	-0.1759484641	0.0307918987	-0.0615425246	0.2085092813	-0.3360738509	0.0805385504	-0.1050826422	-0.0388079113	-0.2157294477	0.2630544695	0.0111121725	-0.0048454726	0.0685383482	0.1652439114	-0.0105552203	0.0302471662	0.1346915149	0.0831471893	-0.0056368071840182	-0.0056811979681582	3.177359522979919e-05	3.22760103534059e-05	0.0267032586830708	-0.0239323782962515	0.0005727587309148	0.0007130640242949	0.0562607375403416	0.0099899940358554	0.0031652705885832	9.979998083642656e-05	-0.0002810003144628	0.0001209995096367	7.896117672819248e-08	1.4640881332346053e-08	-0.0004689995560325	-0.000147999452004	2.199605835586821e-07	2.1903837793484292e-08	-6.590039406214514e-08	-1.3819923166188011e-09	1.9099027631934e-18	4.342861937546015e-15	0.0	0.0	0.0
1344.934153362604	4.197289661836066	1808847.8768811848	17.61724050535592	1943.103605190913	-8.540889183680065	3775651.6205059234	72.94678804790313	1341.7034301757812	6.15001712055323	1800168.0945454575	37.82271058309784	1572.560681966346	1122.7531503904734	1.592308	32.147366	0.4861587801609777	0.2709981273232907	-0.0696088645	-0.066947461	-0.0830262431	0.0804623863	-0.1051813497	0.0252992658	-0.2891041498	0.1288527083	0.1864228671	0.010855637	-0.1233314022	-0.0935422739	0.47865186	0.1312975387	-0.4723399014	-0.2147052065	-0.3189357577	-0.2834185689	0.4281437623	-0.2385993388	-0.2156737134	0.081703342	0.1632607128	0.0542326925	0.15433912	0.0425732071	0.027088847	0.088713383	-0.0631070298	-0.1243205361	-0.0477634294	-0.1136570528	-0.0243216913	0.1285715781	0.0590555503	-0.0887960461	-0.103662284	0.0221560191	-0.2159927473	-0.0463827203	0.0882321606	0.3330407485	-0.4435907676	-0.2771582089	0.07023066	-0.602076758	0.0363929007	0.0392102651	0.0050422703	-0.0315124	-0.11316241	-0.0534996676	-0.0674745651	-0.0701391282	0.0078394155	-0.0396626689	0.0186392195	0.0957774777	-0.0855049912	0.6245270846	-0.0242446028	-0.1723373921	-0.5427520868	-0.0724369471	-0.256143672	0.1589653474	-0.0380652783	-0.1015955336	0.1091508367	-0.1721539967	0.1085092653	0.2071674568	0.0211573526	-0.0388174029	0.0377869891	-0.0231655841	-0.0117615071	0.0439532885	-0.0502116279	-0.0329361711	0.0725339063	-0.0148769638	0.0741604632	0.1318872767	0.0734003241	-0.068048841826581	-0.0624120346425628	0.004630644873939	0.0038952620682244	-0.1880216216326147	-0.2147248803156855	0.0461067742265854	0.0353521302013581	-0.1016224297111847	-0.1578831672515263	0.0103271182204046	0.0249270945013734	-0.0007479494730596	-0.0004669491585968	5.594284142501333e-07	2.180415167142595e-07	-0.0002781365773125	0.0001908629787199	7.73599556391123e-08	3.6428676645871176e-08	0.0003648959213132	0.0003649618217072	1.3319713130388344e-07	1.3314903339100905e-07	1.0	0.0	0.0
1349.282052134911	4.347898772306962	1820562.0562133968	18.90422373422839	1953.1672602229648	10.063655032051884	3814862.3464068826	101.2771526041432	1341.893544131105	0.1901139553237953	1800678.283780738	0.036143316008858	1571.3040274071882	1117.3504121635133	1.681363	33.945312	0.3171008231015368	0.2193127357346731	0.139020599	-0.0712402276	0.0797219484	-0.2433806577	-0.1372818151	0.081720525	0.1474517095	-0.3515241415	-0.2180817955	-0.059886842	0.1433262776	-0.2560061914	0.3390317745	0.0623529805	0.0653576804	0.1003349738	-0.263238182	0.0163790237	-0.0059113785	-0.0354215245	-0.0838788229	0.0120620018	0.2625684086	-0.2941226634	-0.4342764085	0.0721058438	0.1498491251	-0.1297440189	0.0086860667	-0.0263585767	0.0437322953	0.0022946768	0.012710055	-0.2497712313	-0.1330610869	-0.0074405918	-0.1459723754	-0.0098783152	0.1114039176	-0.2593648703	-0.1339145727	-0.0636680596	0.1047467889	-0.1949172173	-0.2207681852	-0.1316770551	-0.0704375803	0.357511736	-0.0690139587	-0.4015124959	-0.2220111741	0.0602602611	0.2647962288	0.1092240657	-0.0309665815	-0.140420923	0.0504097372	-0.0893235945	0.1337777725	0.1682066839	-0.0543577935	0.2642384014	0.0558350083	-0.0041950008	-0.2176383959	-0.0627223889	-0.1954435474	0.3331704233	-0.2357161948	-0.3465135411	-0.1092671664	-0.3600830303	-0.0659294106	-0.2705604728	-0.0020494172	0.1924879002	-0.0894433123	-0.154817849	0.0914027148	-0.0994131155	0.0235175357	0.0843800945	-0.2173236682	0.1289028963	0.0632525717	-0.0226994698113855	0.0453493720151955	0.000515265929718	0.0020565655421725	0.0231723836037787	0.2111940052363934	0.0446029078477897	0.0005369593618806	-0.1014503834628968	0.0001720462482878	0.0102921803047688	2.9599911549941483e-08	-0.0002070311517742	0.0005409183212854	4.286189780495184e-08	2.925926303022153e-07	-0.0004379851545173	-0.0001598485772048	1.9183099557754317e-07	2.5551567634398905e-08	-0.0001420451722298	-0.000506941093543	2.569892723225726e-07	2.017683095379354e-08	0.0	1.0	0.0
1351.2188417694267	1.9367896345156623	1825792.358352711	3.7511540883673127	1955.5256955888533	2.358435365888454	3824080.746108269	5.562217375073405	1342.6546947551224	0.7611506240173185	1802721.6293479707	0.5793502724419534	1576.0298852695255	1166.0830278743972	1.328043	26.812069	0.0780154103948389	0.042607103131195	0.1665664607	-0.1967736597	-0.0321225164	0.1021186656	-0.0720996849	0.0027902994	0.1052771589	-0.0596343286	0.2122082685	-0.1537439505	0.1729804509	-0.0804495295	-0.0419741409	-0.0256263592	-0.0758113736	0.1466025324	-0.1584146918	0.0591374876	-0.0724878071	0.1291019358	0.2417377925	0.1238586677	-0.1051435115	0.1121290923	0.0342223641	-0.0261095796	0.2651515553	0.0368717331	0.0690511071	0.1582825915	-0.0107694366	0.0729176651	0.0016270697	0.0829509013	0.0005651763	0.1001797038	0.0235148472	0.0200159943	0.0646115252	-0.064408019	0.0755806073	0.2208229317	0.2679934259	-0.1045750315	0.0042729405	0.0849785735	-0.0002399087	-0.0356952517	-0.2534127803	0.1239385137	-0.1413744763	0.0433146572	0.251204658	-0.1893184825	0.0359447886	0.0194051026	-0.1667479012	0.2385828087	0.078062364	0.0775278679	-0.0289563987	0.2337112391	0.0746247487	-0.1128979926	-0.1391729642	-0.0989651166	-0.165505747	0.0980805328	0.0623681455	0.0827820653	-0.0581135638	-0.0925020959	-0.1891678087	-0.030019465	0.0812374581	0.0824183364	0.1191756536	0.1068653078	-0.1686260035	0.2075266819	-0.2213370767	-0.0402074876	0.1661200987	0.1257424501	0.0527593557	-0.0034506948362889	0.0192487749750966	1.1907294853190876e-05	0.0003705153380419	0.0537973554267097	0.030624971822931	0.0009378888991553	0.0028941554509077	-0.1014910083088196	-4.062484592280702e-05	0.0103004247675408	1.6503781062518102e-09	-0.000301998136845	-9.49669850708e-05	9.120287465785137e-08	9.018728253437552e-09	2.2020350099571928e-05	0.0004600055046168	4.848958185077173e-10	2.1160506427782298e-07	-0.0001349968868997	7.048285330099992e-06	4.967832609450276e-11	1.8224159472610397e-08	0.0	0.0	0.0
1340.3972787695277	-10.821562999899015	1796664.864932755	117.10622576078336	1965.6361402935447	10.110444704691416	3863725.436028104	102.22109212662272	1336.5609981129005	-6.0936966422218575	1786395.3016765527	37.13313876742594	1576.5717920768918	1161.055646466893	1.373842	27.736727	0.0444351277699118	0.0227154088780049	-0.0530977074	-0.2166878426	-0.0682663015	0.3047572531	0.1053615733	-0.2367097031	0.1638089995	0.2339859332	0.2714804816	-0.0534245215	0.3750080238	-0.1161131764	-0.0125010727	-0.0820294004	-0.1030994213	0.230382579	0.1898605052	0.0268709163	0.10928012	-0.2439386948	0.1470573638	0.1665288642	0.2075797219	-0.1350353689	0.0721001068	-0.0725724602	0.2153864554	0.059676214	0.0833630696	-0.1079769929	-0.0519156071	0.0959025258	-0.0621126478	-0.1017014143	-0.0734080316	-0.2501249777	0.0791009228	0.1253582747	0.1228580623	0.1946357076	0.2505018556	0.1904595534	0.2280903773	-0.2312623951	0.1162574429	0.0666584347	-0.0315404214	0.0088597207	-0.3017972287	-0.1092393846	0.1482125164	0.1068294686	-0.0932984744	0.2383663846	0.0820862981	0.0514170265	0.0173015313	-0.1744713179	0.0278148461	0.0207961947	0.2078927734	0.1056850951	0.0901319164	-0.116905461	-0.2097373151	-0.2374800341	-0.1941979394	0.0456948554	0.1649814073	0.2094677836	0.0397896957	0.1128182687	-0.1124858218	-0.1140471559	-0.0509666372	-0.0256786416	0.0056248356	0.0157155616	-0.092146043	0.200607505	-0.1125453303	-0.0792500359	0.0640361812	0.1224102548	0.0419779864	-0.0073972875360937	-0.0039465926998048	5.47198628916472e-05	1.5575593938152538e-05	0.066751203838919	0.0129538484122092	0.0001678021886864	0.0044557232139449	-0.0828056949715545	0.0186853133372651	0.0068567831197221	0.0003491409345117	-0.0002139985618694	8.799957497559999e-05	4.579538448217143e-08	7.743925195886245e-09	4.1006970471269e-05	1.898662037169707e-05	1.6815716272315274e-09	3.6049175313894224e-10	-6.499561583434501e-05	7.000127106535499e-05	4.9001779507653055e-09	4.22443007768576e-09	0.0	0.0	0.0
1327.8237913912976	-12.573487378230084	1763116.0209847605	158.09258485051123	1949.9663163555992	-15.669823937945466	3802368.634921425	245.54338224620875	1333.6165266696762	-2.9444714432243018	1778533.0402064912	8.669912079963403	1567.5580563057126	1105.5682486066755	1.544147	31.175045	0.0726817644638511	0.0352423048678648	-0.3115985319	0.0965635553	0.130318575	0.2532769034	-0.0643890592	-0.2491723985	0.1361684845	0.2831333627	-0.0095127447	0.2443270637	0.2114988782	-0.0203114595	0.1269130924	-0.0476513893	-0.0606583521	-0.0574918814	0.337439115	0.0091392568	-0.0802271232	-0.1018732741	0.0594898603	0.1144520226	0.1326763409	0.0747561647	-0.0903591226	0.0567220081	0.093933774	0.0200412676	-0.1249934072	-0.1119153387	-0.0125414021	-0.1537240497	-0.1222749391	-0.044932645	-0.1764808569	-0.0272008152	0.1329804083	-0.0656919389	0.0810479922	0.3162499119	0.1223529058	-0.0826384126	-0.0167363911	-0.2449272418	0.0185249724	0.0023693525	-0.0626610211	-0.0450695601	0.1229505993	-0.0966123474	0.0191991009	0.2893567188	-0.0144772622	-0.0498907259	-0.0535337497	-0.1518730764	-0.1100853514	-0.038899722	0.0140526779	-0.0284918913	0.232862558	-0.1248654174	0.206693117	0.1270109911	-0.2753565474	-0.1357749395	-0.0291348902	0.0963544365	0.1902575144	0.0039339537	0.1138434346	0.1049378083	-0.1939285826	0.0212411777	-0.2649642323	-0.0227401623	-0.0847251571	-0.0156860919	-0.0037410744	-0.1506875056	0.1012658103	-0.0698887006	-0.0201613276	0.1189108618	0.0309673479	0.0026121457991905	0.0100094333352842	6.823305676228576e-06	0.0001001887556934	0.0667620700543238	1.086621540480337e-05	1.1807463722358606e-10	0.0044571739979384	-0.0505439126387798	0.0322617823327747	0.0025546871048366	0.0010408225992873	8.698678593082451e-05	0.0003009853478002	7.566700926575091e-09	9.059217959042213e-08	-0.0001960055590284	-0.0002370125294996	3.84181791700356e-08	5.617493913983148e-08	-0.0001349913901422	-6.9995774307855e-05	4.899408420956174e-09	1.8222675412523653e-08	0.0	0.0	1.0
1329.095716747475	1.2719253561774622	1766495.4242764844	1.617794111687164	1937.3862809605068	-12.580035395092407	3753465.601653984	158.25729054177782	1333.976624686763	0.3600980170867842	1779493.635210689	0.1296705819098339	1565.1828414286215	1058.9024621635083	1.31012	26.450232	0.1975242730410814	0.1313239451030574	-0.2192926617	0.3042866186	0.2198709054	-0.0706722786	-0.2100397271	-0.1501495901	0.0211712674	0.0532003872	-0.2230574326	0.3677492196	0.0292618139	-0.0107448683	0.1404376121	-0.1778517645	-0.0284963326	-0.14869572	0.1799710261	-0.1284486181	-0.1419521176	0.0026123895	-0.1418035691	-0.0356364111	-0.0208896087	-0.0436600463	-0.093194742	0.0492662163	0.0583428207	0.0195445983	-0.0941873793	0.0969064386	0.101866296	0.0137627998	0.2240814132	0.0052497577	-0.1362721332	-0.0619772783	0.3169334299	-0.1004292033	0.0239033004	0.1039295067	0.0035339279	-0.267418559	-0.2781686696	-0.2438889521	0.0316962442	0.1666296321	-0.0303906908	-0.0267838334	0.0451081128	0.1600809596	-0.1406421888	0.1134472966	0.0307403938	-0.0992226497	0.0390336522	-0.005375042	-0.0447703932	0.1680607016	0.090950052	0.0100846375	0.1101664539	-0.3030120489	0.1237900431	0.3666269143	-0.1328933605	0.0222053046	0.1064243652	0.0726355006	-0.036290133	-0.0001549698	0.1416387723	-0.0667488425	-0.0849552937	0.0432452723	-0.2325433175	-0.1802587765	-0.0174824148	0.0028520615	-0.0019627632	-0.0192596451	-0.0942363662	-0.0264494355	-0.1102919729	0.1152490509	0.0197875765	0.0020633493684698	-0.0005487964307206	4.257410616364723e-06	3.011775223717799e-07	0.0275601887518064	-0.0392018813025174	0.0015367874976566	0.0007595640040351	0.0778254797777648	0.1283693924165446	0.0060568053026392	0.0164787009093928	0.0003809665780321	0.0002939797921012	1.4513553357748812e-07	8.642411816390917e-08	-0.0004900254410296	-0.0002940198820012	2.40124932856254e-07	8.644769101199958e-08	-0.0001349070064187	8.438372350001788e-08	7.120612791727467e-15	1.8199900380855162e-08	0.0	0.0	0.0
1338.4125191037629	9.31680235628778	1791348.0712936805	86.80280614612954	1945.2359497812056	7.849668820698753	3783942.900321189	61.61730059465015	1336.9887564797073	3.012131792944274	1787538.934953154	9.072937938065689	1565.5833007932647	1076.4113002468814	1.23451	24.923716	0.097118250961973	0.0519647136173726	-0.0442130542	0.2474745246	0.0683273401	-0.1949608202	-0.1773491295	-0.1608573943	-0.0721570412	-0.0825235088	-0.2761576427	0.1700208585	0.0581160024	-0.2095755148	0.0349457428	-0.1477213947	-0.0343326892	-0.1045761927	-0.0841704763	-0.1249088331	-0.1545625908	-0.0431027614	-0.142022193	-0.0808638194	-0.0179389715	0.1216769193	0.0690795916	-0.0599516362	0.1341396541	-0.0766092437	0.1704287862	-0.111882982	0.041213979	0.1950328971	-0.084627397	-0.2061942367	-0.009963603	0.0884234773	0.0184064671	0.0405234621	-0.0907213393	-0.0332364579	-0.1312440813	-0.1870107829	-0.2263286508	-0.2712389042	-0.0210887469	0.1940903185	0.0095954708	0.0087638067	-0.1402362214	0.2002345312	0.0020266474	0.0186906716	-0.0974024461	0.1430754291	0.0656689341	0.1527750797	0.0627388158	-0.006470468	-0.1495451584	0.0727705831	-0.0617126171	-0.243076511	0.1539042247	0.260271325	-0.0672047186	0.1104311685	0.1204418664	0.0431470659	-0.1111552087	0.0955125556	0.0589511187	-0.0665862405	0.0526222676	-0.0383889096	0.1229656091	-0.0525177057	0.0755209705	0.090652352	-0.0268871555	0.1794725556	-0.2090744051	-0.0460399663	0.0085659555	0.1114298236	0.0084997322	0.0032210622052701	0.0011577128368003	1.037524173021948e-05	1.340299012492198e-06	-0.008628455837865	-0.0361886445896714	0.0013096179972375	7.44502501459866e-05	0.0523517587941526	-0.0254737209836121	0.0027407066488411	0.0006489104607509	0.0004260001244428	4.503354641069999e-05	1.814761060252811e-07	2.028020302324669e-09	1.4000434527039474e-05	0.0005040258755566	1.96012166945919e-10	2.540420832306371e-07	1.997022651743655e-06	0.0001369040290704	1.874271317572088e-08	3.98809947157726e-12	0.0	0.0	0.0
1343.9566847141932	5.544165610430355	1806219.5703879653	30.737772315878587	1952.7285908857984	7.492641104592849	3813148.949662836	56.13967072223435	1339.9576462079897	2.96888972828242	1795486.493631256	8.814306218700862	1567.983757724912	1110.4735624300722	1.154572	23.309843	0.0757489550704541	0.0426722761111816	0.113242863	0.0217543068	0.1423058189	-0.1803143274	-0.1850289084	0.0091543204	-0.096265644	-0.1788081762	-0.05309749	-0.0132340398	0.0988769182	-0.1351956418	0.0402049954	-0.282432664	-0.0375816379	0.0501484084	-0.1385734821	-0.0643607199	-0.149514724	-0.0002919901	-0.0289640376	-0.0074432292	-0.1657972755	-0.0266192107	0.0258470842	-0.0930637063	0.1306481121	-0.1161292421	0.0753207355	0.0535586757	-0.0597202148	0.213843216	0.1384782893	0.0161555779	-0.020728357	0.0314239692	0.0074136336	0.0400633931	-0.1009290595	-0.200230275	-0.0455566265	-0.0934272209	-0.0075362881	-0.1764009764	0.0192741987	0.1420281805	-0.0906946623	-0.1581096228	-0.1144994633	-5.9303e-06	-0.1324871999	0.0243173619	-0.1669310066	0.1322779943	-0.0718857463	0.0592684597	0.0713116046	-0.014276756	0.0292884491	0.133799403	-0.1061646788	-0.0067228616	0.0876671378	0.2980362286	0.0472355743	0.0524486629	0.0754911519	0.0700181706	-0.0688106616	0.0352366441	-0.1142047153	-0.0336861832	0.089952208	0.034249309	0.068330171	-0.2345940688	-0.0059079335	-0.0254404886	-0.0342498464	0.0091175648	-0.1093414998	-0.0014124039	-0.0458373089	0.1074583966	-0.0028345346	-0.0017370837491483	-0.0049581459544184	3.017459951555114e-06	2.4583211305315545e-05	-0.0052786454973272	0.0033498103405378	1.1221229317573971e-05	2.786409828645272e-05	0.0195665254395294	-0.0327852333546232	0.0003828489177757	0.001074871526117	0.000445041686804	1.90415623612e-05	1.9806210299334962e-07	3.6258109715546855e-10	-0.0004899611773634	-0.0005039616118904	2.400619553233292e-07	2.5397730625921e-07	0.0001721091568176	0.0001701121341658	2.8938138190462305e-08	2.962156186046523e-08	0.0	0.0	0.0
