global_signal	global_signal_derivative1	global_signal_derivative1_power2	global_signal_power2	csf	csf_derivative1	csf_power2	csf_derivative1_power2	white_matter	white_matter_derivative1	white_matter_power2	white_matter_derivative1_power2	csf_wm	tcompcor	std_dvars	dvars	framewise_displacement	rmsd	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	c_comp_cor_00	c_comp_cor_01	c_comp_cor_02	c_comp_cor_03	c_comp_cor_04	c_comp_cor_05	c_comp_cor_06	w_comp_cor_00	w_comp_cor_01	w_comp_cor_02	w_comp_cor_03	w_comp_cor_04	w_comp_cor_05	w_comp_cor_06	w_comp_cor_07	w_comp_cor_08	w_comp_cor_09	w_comp_cor_10	w_comp_cor_11	w_comp_cor_12	w_comp_cor_13	w_comp_cor_14	w_comp_cor_15	w_comp_cor_16	w_comp_cor_17	w_comp_cor_18	w_comp_cor_19	w_comp_cor_20	w_comp_cor_21	w_comp_cor_22	w_comp_cor_23	w_comp_cor_24	w_comp_cor_25	w_comp_cor_26	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	a_comp_cor_06	a_comp_cor_07	a_comp_cor_08	a_comp_cor_09	a_comp_cor_10	a_comp_cor_11	a_comp_cor_12	a_comp_cor_13	a_comp_cor_14	a_comp_cor_15	a_comp_cor_16	a_comp_cor_17	a_comp_cor_18	a_comp_cor_19	a_comp_cor_20	a_comp_cor_21	a_comp_cor_22	a_comp_cor_23	a_comp_cor_24	a_comp_cor_25	edge_comp_00	edge_comp_01	edge_comp_02	edge_comp_03	edge_comp_04	edge_comp_05	edge_comp_06	edge_comp_07	edge_comp_08	edge_comp_09	edge_comp_10	edge_comp_11	edge_comp_12	edge_comp_13	edge_comp_14	edge_comp_15	edge_comp_16	edge_comp_17	edge_comp_18	edge_comp_19	edge_comp_20	edge_comp_21	edge_comp_22	edge_comp_23	cosine00	cosine01	trans_x	trans_x_derivative1	trans_x_power2	trans_x_derivative1_power2	trans_y	trans_y_derivative1	trans_y_derivative1_power2	trans_y_power2	trans_z	trans_z_derivative1	trans_z_power2	trans_z_derivative1_power2	rot_x	rot_x_derivative1	rot_x_derivative1_power2	rot_x_power2	rot_y	rot_y_derivative1	rot_y_derivative1_power2	rot_y_power2	rot_z	rot_z_derivative1	rot_z_derivative1_power2	rot_z_power2	motion_outlier00	motion_outlier01	motion_outlier02
726.3402717188739	-1.4015442402435383	1.964326257359837	527570.1903206476	1053.4533926939353	9.203666726136817	1109764.0505783623	84.70748120579799	697.425683153857	-0.4756959107544389	486402.5835226241	0.2262865995084951	751.4104405696218	794.7242599317473	1.21227	26.047243	0.0492492621900638	0.022852313956876	0.0685509685	-0.0915075082	-0.045377019	0.1206105326	0.1044614648	-0.1246109918	0.1494860422	-0.128197671	0.047796159	-0.0908227817	0.1601968764	-0.0404476975	0.1512391171	-0.1192118904	-0.1264888755	-0.167767509	-0.0134044287	0.0916327268	0.0047796192	0.1446788949	0.1005875217	-0.0368250665	0.1694091604	-0.0038355064	0.070591908	-0.0197901049	-0.0827338673	0.1682908234	0.1095262874	0.0295107308	-0.0318940153	0.0692484896	-0.190013023	0.0303313921	-0.1199199381	-0.0836086956	-0.1133394146	-0.0006217458	0.1154931244	-0.0610272008	-0.0834358901	0.0530852413	0.2573919221	0.0836970418	0.0429402106	0.2039818999	0.0294729756	0.0696728191	0.0837757457	0.0644264834	-0.0725490652	0.1875336952	-0.0632792484	0.1563768464	-0.1021414502	0.0013893417	0.0177893851	-0.0504968179	0.148263476	-0.1237065503	0.0731569691	-0.0764020337	0.1480212306	0.1429384592	0.0383925233	0.1064997255	0.0858325377	0.0200922262	0.0898321581	0.1214748715	0.0417718674	-0.1910742076	-0.0483909147	0.1657630287	0.0204851752	-0.020052306	0.0509100901	0.0897739765	-0.0987569018	-0.1092215795	-0.0311109254	0.0463625658	0.0913295755	0.0016407872	-0.0893867222	-0.0688260248	-0.0102247377	0.0972299957	0.1419863355	0.1094628008	-0.0105963389713679	-0.0108014106712772	0.0001122823995961	0.0001166704724895	0.0339127141549795	-0.0112315947174011	0.0001261487198959	0.0011500721813573	-0.1196066736687697	-0.0147652201973898	0.0143057563861075	0.0002180117274774	-0.00015899953526	-9.001446286073997e-05	8.102603524107535e-09	2.5280852212895983e-08	-0.0002200005574237	-1.899572131260001e-05	3.608374281859664e-10	4.8400245266738734e-08	7.982532080825084e-06	-0.0001400105479065	1.9602953525099307e-08	6.372081842140165e-11	0.0	0.0	0.0
726.1067950157884	-0.2334767030854436	0.0545113708836484	527231.0777681002	1035.4384701459835	-18.014922547951755	1072132.825458255	324.53743440870056	696.0114218222128	-1.414261331644184	484431.8993069783	2.0001351141839803	748.5906915357637	778.170360735018	1.159322	24.909582	0.0471657289878062	0.0261099774476878	0.0464587957	0.1341914276	-0.1265841382	-0.0954721604	0.0307999038	0.1342440348	-0.1053264672	0.0624603102	-0.0669479667	0.0206871857	0.1461930578	0.0702989754	-0.1319315966	-0.07589116	-0.0252181926	-0.0976535345	-0.0718655204	-0.2280695791	0.058047151	-0.0142390876	0.0005809416	0.0614310754	-0.0710426594	0.0783763433	0.0653769069	0.0191605185	0.1178994146	0.0702776867	-0.2159080683	-0.2501094817	-0.0597839617	0.0121799437	0.0141066812	0.1638026052	0.0078572227	0.0132918441	-0.2018503107	-0.177336065	0.0056050614	0.1234510939	-0.0880532477	-0.1955488972	-0.043807732	-0.0333088056	-0.0051781416	-0.1684864067	0.0692561376	0.0249189954	-0.1028731664	0.1072121488	-0.0260829548	0.0781735983	-0.0568276516	-0.137119036	-0.0693709269	-0.0300483803	0.1451534817	-0.05385278	-0.1136015739	0.071480819	0.0057343332	-0.0168825389	0.1602119935	0.1663543569	0.026858791	0.0581665354	-0.1740700051	-0.032191142	0.0978955814	0.1354813133	-0.107697306	-0.0392819468	-0.019136158	0.0450749413	-0.0673985515	-0.0047262815	-0.0968107842	0.030428481	-0.1344572004	-0.02518056	0.0748767815	0.1117390825	-0.1604178785	-0.2248485906	-0.0723425472	-0.042722557	-0.1540657188	0.0730021206	0.1397444952	0.1012278027	0.0002178530512679	0.0108141920226358	4.7459951946734274e-08	0.0001169467491024	0.0277656936779067	-0.0061470204770727	3.7785860745552285e-05	0.0007709337454153	-0.1058534984095587	0.013753175259211	0.0112049631255424	0.0001891498297105	-0.0001590003422116	-8.069515999961813e-10	6.511708847363972e-19	2.528110882340591e-08	0.0001089993357894	0.0003289998932131	1.0824092973423123e-07	1.1880855202530378e-08	8.008656493858036e-06	2.6124413032952115e-08	6.824849563162783e-16	6.41385788366145e-11	0.0	0.0	0.0
727.2147577688002	1.1079627530117475	1.2275814620613712	528841.3039167346	1037.9840540176783	2.5455838716948165	1077410.8963949746	6.479997247832772	696.0777992592201	0.0663774370073042	484524.3026215591	0.0044059641436586	748.3428956938953	772.0315926368922	1.188676	25.540293	0.1041197407653298	0.0539023088880914	0.0457618268	-0.1871251111	0.0419250412	-0.0978590257	-0.0702522503	-0.2006239764	-0.0886935116	0.1172197558	-0.0300699004	0.1967498397	-0.0337257839	0.0938970052	0.1317407341	-0.0739566397	0.0133830171	0.0995797265	-0.0154510657	0.0705258168	-0.0361870683	0.0636196504	0.0261385767	-0.1031716631	-0.0770770205	0.107219522	-0.0561167531	-0.0565278952	-0.0921107537	0.045148509	-0.0680066218	-0.1055422339	-0.2144332276	0.1489327407	-0.0345187394	-0.1566361274	-0.0222723044	-0.0275685922	-0.227019348	0.2135419714	-0.0080913391	-0.2145593526	0.0852754751	-0.0848014576	0.0538541671	-0.0218751791	0.0531849379	-0.1268126564	0.0282622018	0.0156622102	0.0443038884	-0.0797360997	0.0101866832	-0.0554424847	0.1420758753	0.1481710215	-0.1317863234	-0.0676402235	0.1285366338	-0.0990530085	-0.1362630779	-0.0581067602	0.1300072061	-0.0080574038	0.0255576142	0.1018616135	0.0408498706	0.0940542327	0.1263100027	0.0709954839	0.0706972464	0.0681826281	-0.0678975585	0.0711780663	-0.0333600454	0.2948079733	-0.1652943228	0.0294989907	0.0678148541	0.1083055711	-0.03333852	0.017790278	0.0860967335	-0.0336874812	-0.1071000494	-0.1086948044	0.2302448847	-0.0632522225	0.0074867331	-0.2743585111	0.1373117808	0.0924399334	-0.0163858539392691	-0.016603706990537	0.000268496209319	0.0002756830858276	0.0419604899856125	0.0141947963077057	0.0002014922422172	0.0017606827198326	-0.1257973468395903	-0.0199438484300315	0.0158249724718801	0.0003977570902	0.0006065003235255	0.000765500665737	5.859912692439431e-07	3.678426424365361e-07	-0.0001929978797061	-0.0003019972154955	9.120231816703549e-08	3.724818157105024e-08	8.058556002367814e-06	4.98995085097771e-08	2.489960949517317e-15	6.494032484329832e-11	0.0	0.0	0.0
727.8407229035005	0.6259651347003228	0.3918323498603932	529752.1179166902	1041.126396453075	3.1423424353965856	1083944.1733913652	9.874315981294146	698.5127554678702	2.4349562086500782	487920.0695513166	5.929011738043563	750.5084202315168	787.0649433723868	1.227032	26.364424	0.1062374095922763	0.0707809346721533	-0.0794081373	0.129913124	-0.0137022005	0.0829374878	-0.0962768452	0.0989814842	-0.0118772549	-0.1853382998	-0.0533034177	0.0613708941	0.0161343498	-0.0429420497	-0.0488939993	-0.0481109472	0.0749891021	-0.0393923088	-0.1647327995	-0.2673707446	-0.0071647308	-0.0147599553	0.015088237	-0.0380074701	0.1701026311	-0.1096206527	-0.0512522758	-0.0069408998	0.0160049566	-0.0947559054	-0.0149988186	0.0430470495	0.0143953932	-0.0847054873	0.1103097798	-0.0284868791	-0.0207484146	0.1546728933	0.1386929163	0.0172334591	-0.0398426278	0.0749227505	-0.1108412045	0.0671266494	-0.0478390337	-0.1377721636	0.044502683	-0.1434530589	0.0461997897	0.0902771848	0.0051100852	-0.0600047546	0.0707841054	0.0305697789	-0.135084	-0.0781593767	0.162367008	-0.0580315625	0.0681164799	0.04836041	0.0951585286	0.0814262956	0.0067949658	-0.1614160091	-0.0910095698	-0.1085053883	0.0643835428	-0.068560953	-0.1961792045	0.0136594468	0.0264477793	0.0346521152	0.0330617149	0.1481055712	-0.0802127082	0.1286031507	-0.1178988067	0.1340248714	-0.0441665962	-0.0206310874	0.0840749498	0.0118343219	0.2234606639	0.0303486769	0.0051258102	-0.0258215868	-0.0898047772	-0.1015365535	-0.1485948163	-0.0405655554	0.1346915149	0.0831471893	-0.0078148345459254	0.0085710193933436	6.107163898018906e-05	7.346237344107378e-05	0.0381957022886751	-0.0037647876969373	1.4173626403011175e-05	0.0014589116733251	-0.0936245041236958	0.0321728427158944	0.0087655477724079	0.0010350918084216	-0.0005159993397853	-0.0011224996633107	1.260005494132859e-06	2.662553186588655e-07	-8.100181268111406e-05	0.0001119960670249	1.2543119029065142e-08	6.56129365762629e-09	7.979090616138697e-06	-7.946538622911676e-08	6.314747608542698e-15	6.366588706055259e-11	0.0	0.0	0.0
726.7646659627002	-1.0760569408002991	1.157898539844499	528186.8796918752	1052.988747621194	11.862351168119176	1108785.3026168507	140.71537523577837	699.6956193253801	1.1828638575099149	489573.9597031272	1.399166905403236	752.972924432522	800.3390032379594	1.158271	24.886984	0.0894725375550178	0.0543065034774516	0.0567714776	-0.1048307445	-0.0733641778	0.1534365355	0.0845709312	-0.1128248048	0.0201658787	-0.1146718746	0.0464733283	-0.1182582066	0.2123200873	-0.182203434	0.2227135008	-0.0517564669	0.131683417	0.0251581323	0.0055289678	-0.1035108553	0.0102443684	-0.0733747271	-0.0572202562	-0.0069058202	0.0699211778	0.1928263007	-0.0654760362	-0.0814036084	-0.0741283048	-0.0594018552	-9.14339e-05	-0.1818136247	0.1051460214	-0.0185785242	-0.0148949654	0.1545894347	-0.1461964211	-0.1001986955	0.0808628455	0.018212768	0.1276636659	-0.1029611445	-0.1402081811	0.1104395811	0.0450499675	0.039163973	0.0412284526	0.0586777176	-0.0475400351	0.2053787067	-0.0829814046	0.0391630147	0.0349045907	0.1024328173	0.2544692418	-0.1720107998	0.0322848471	-0.1523615756	0.0377857541	-0.0679620933	0.1046072478	-0.0895167565	0.0244483536	0.0241990325	-0.0568608302	0.008435791	-0.1058098643	0.0109609885	0.0267768736	0.145956085	0.0424442789	0.0363306818	0.0046400256	0.0052406831	-0.144461567	0.1795832673	-0.1207182347	0.0596385727	0.0349100758	0.0994484483	-0.0606203655	-0.0965500049	0.0439378337	0.0198451512	0.1827245844	-0.0782833468	-0.0438823891	-0.0662641729	0.0315808085	-0.0015916841	0.1318872767	0.0734003241	-0.012023981190083	-0.0042091466441575	0.0001445761236594	1.7716915472023178e-05	0.0173602526472791	-0.020835449641396	0.0004341159617591	0.0003013783719773	-0.0452445966705852	0.0483799074531106	0.0020470735278839	0.0023406154451715	-0.000448991519308	6.700782047729998e-05	4.490048005118063e-09	2.0159338441050614e-07	-6.50551121637033e-05	1.594670051741076e-05	2.5429725739198864e-10	4.2321676186320166e-09	0.0002459852459485	0.0002380061553323	5.66469299760921e-08	6.050874122434405e-08	0.0	0.0	0.0
724.5302695165742	-2.23439644612597	4.9925274784603655	524944.1114457597	1025.5517634465143	-27.436984174679765	1051756.419508255	752.7881006016279	697.8194873706715	-1.876131954708626	486952.0369542667	3.519871111478809	749.4189572441287	771.7979584915997	1.194993	25.676023	0.0334033747949667	0.0167856221582459	-0.0972150877	0.1636088922	-0.2742835617	-0.0456672528	0.0133846252	0.1896102868	-0.1958599951	-0.1045491999	-0.0849991919	0.0642861392	0.0846884575	-0.0367621431	-0.0994792419	0.0048019699	0.0558831122	-0.0083930692	-0.0344087057	0.1527306855	-0.0667987911	0.0274557523	-0.001873308	0.0988932037	-0.0483351876	-0.0767735621	0.1740721549	-0.0362059588	-0.1420145452	0.0171567523	0.0484173568	-0.1216332726	-0.1946295888	-0.1581557189	-0.0086988776	-0.0376389303	-0.0080468625	-0.0443061257	-0.1078088784	-0.1183608327	-0.033241301	0.1508915148	-0.1080426583	-0.0493844162	-0.0890450392	-0.0832337349	0.0581157725	0.1109865505	0.0643234143	0.0076391493	0.1265932235	-0.0456767163	-0.1333036636	-0.0601973768	0.0719041063	0.0692335274	-0.1689879693	0.0616270366	0.2057444884	0.1251500272	0.067870219	-0.0226382882	-0.0088343642	0.059025624	-0.064391219	0.1384396579	-0.0421191953	-0.1917598436	-0.2151011273	0.1107493134	0.0399551612	0.0332522276	0.0403299403	-0.0500352645	-0.1241292702	0.1569107008	-0.032935309	-0.0905402579	0.0696044533	-0.0675562041	-0.017511767	0.0507755381	0.2060731866	0.0412831357	-0.0316629337	-0.004692485	-0.0436143784	0.0279914412	-0.0773065463	-0.045376934	0.1289028963	0.0632525717	-0.0162842566092393	-0.0042602754191562	0.0002651770133155	1.814994664706738e-05	0.0172726713245339	-8.758132274520186e-05	7.670488093799213e-09	0.0002983451746853	-0.0439889551858101	0.0012556414847751	0.0019350281783392	1.5766355382882271e-06	-0.0006450232720177	-0.0001960317527097	3.8428448070436986e-08	4.160550214444199e-07	0.0001088606254775	0.0001739157376412	3.0246683799283855e-08	1.1850635779352522e-08	0.0004320352869634	0.0001860500410148	3.461461776164596e-08	1.8665448918154738e-07	0.0	0.0	0.0
725.4068474721108	0.876577955536618	0.7683889121327571	526215.0943594263	1047.832889028696	22.28112558218163	1097953.7633302235	496.4485572089487	696.8976554801873	-0.9218318904842135	485666.3422137818	0.849774034313699	750.1432955634884	773.3831711729912	1.352866	29.068121	0.0530017961380115	0.0311245767400077	0.1372944935	-0.071687458	-0.1636624519	-0.0921107726	0.1370706498	-0.0643924356	-0.1305931539	0.1217775588	-0.0386752125	-0.2499773985	-0.1154120266	-0.0871539757	0.001706047	0.1463788277	-0.0845616889	-0.0760810112	0.0366018877	0.2068181961	0.097245591	0.163210977	-0.0130020437	-0.024107386	-0.1431366623	-0.0500728658	0.0777216381	0.0188316521	0.0476257106	-0.1661651164	-0.0216900273	-0.0905116817	-0.0368253489	-0.0169289476	0.0907292009	0.0229827802	0.0028528151	-0.044732415	0.0403711231	-0.2826842708	0.0974001772	-0.0653209034	0.1171660109	-0.0228659425	-0.0716849556	-0.0382633735	0.0340151541	0.2263317545	-0.0174213331	-0.0180204507	-0.1067190922	0.0374953778	-0.1006527752	-0.1016254447	0.0518811909	0.0507295995	0.0145040072	0.1202186234	0.0171306079	0.0891454361	-0.197693895	0.0209495744	-0.0614905401	0.0679286233	0.120726694	-0.0127043328	-0.2063411984	-0.025708053	-0.0182963693	0.1512481136	0.0138453612	-0.0546009899	-0.0582861248	-0.1365936407	0.0113911408	0.1389595842	-0.0117292269	-0.0240929715	0.0756823171	-0.030302224	-0.1541705406	-0.1028693146	0.123344655	-0.0833944865	-0.0757365533	-0.0562181588	-0.1290212813	0.0566750844	-0.0019547809	-0.0232501925	0.1257424501	0.0527593557	-0.0162881039760094	-3.847366770101668e-06	0.0002653023311332	1.480223106368254e-11	-0.0051103946562562	-0.0223830659807901	0.0005010016427004	2.6116133542691928e-05	-0.0331763100641637	0.0108126451216463	0.0011006675494735	0.0001169132945266	-0.0006559400121341	-1.0916740116399945e-05	1.1917521476901587e-10	4.302572995184832e-07	-0.0002761414790959	-0.0003850021045733	1.482266205259472e-07	7.625411647727138e-08	0.0004319093782771	-1.2590868629999566e-07	1.5852997285790715e-14	1.8654571104371105e-07	0.0	0.0	0.0
726.8637750921281	1.456927620017268	2.122638089969181	528330.9475411797	1041.0951659373748	-6.737723091321186	1083879.14453817	45.39691245532272	697.2430460611979	0.3453905810106334	486147.86528069776	0.1192946534508629	749.1640582126524	779.487613478752	1.238281	26.60611	0.0492551446156074	0.0272648109212599	-0.1015122997	-0.1181704588	-0.0294424221	-0.1094850597	-0.1591251211	-0.0847588358	0.029598756	-0.0251557852	0.1395777756	-0.0097468791	-0.1222483378	0.0773620431	-0.0082875471	0.1630993413	0.0834348086	0.0169743841	0.0514083284	0.0568930797	-0.0770851073	-0.1546190419	-0.0245483615	-0.0484320878	-0.1048766519	0.1364928077	0.1054821226	0.0658093027	0.0330788424	0.0043067617	-0.0290693718	0.0741483467	-0.0072440688	0.0555003974	-0.1087395311	0.0616078953	0.004588517	-0.0543704815	-0.0537707936	0.0720796912	-0.172613878	-0.1159181235	0.0200641017	0.0488119129	-0.09381581	0.1321060409	-0.1249349245	-0.0030756035	0.0268836277	0.0137981689	0.0047881689	0.1294574909	0.0128693367	-0.0891488821	-0.0145463544	0.0298024292	-0.0458208323	-0.0250329104	0.0684242691	0.0110204813	-0.0952556862	-0.0760952048	-0.0423029033	-0.0348716711	-0.0069579814	-0.0429422424	-0.0664764436	-0.1922137676	0.0814957127	0.1826004087	-0.0161992756	-0.0408038161	-0.0832707699	-0.14084049	0.123248896	-0.0108827021	-0.1093546675	0.0178491414	-0.037189839	-0.0952278129	-0.0764270389	-0.058217929	0.1170066875	-0.1359764103	0.0489304799	-0.0478050011	-0.1339111112	0.0066924444	0.0693284249	-0.1433136827	0.1224102548	0.0419779864	-0.0162917540527871	-3.6500767776996568e-06	0.0002654212501165	1.3323060483102307e-11	0.0022343534600821	0.0073447481163383	5.394532489245501e-05	4.992335384580853e-06	-0.0331852273231305	-8.91725896679657e-06	0.0011012593124878	7.951750748091384e-11	-0.0010050090889813	-0.0003490690768472	1.2184922041095648e-07	1.0100432689350226e-06	5.286343562649343e-05	0.0003290049147223	1.0824423391148937e-07	2.794542826236414e-09	0.0002720267865762	-0.0001598825917009	2.55624431289967e-08	7.399857261497347e-08	0.0	0.0	0.0
726.8051573760338	-0.0586177160943179	0.003436036640114	528245.7367884013	1043.154635933118	2.0594699957432567	1088171.594468756	4.24141666336673	698.5387573242188	1.2957112630208485	487956.3954840638	1.6788676771190825	751.08379364758	773.043697069769	1.230191	26.432289	0.0517419192880908	0.0269678791182086	0.1349373999	0.0895569043	-0.0782374917	-0.0793178518	0.1606850404	0.0901358333	-0.0853372186	0.0982443313	0.0321767469	-0.0605698865	-0.1938361598	-0.1123053795	-0.0229533925	0.1065717492	0.0065026943	0.1357802102	0.0361905204	-0.0328494943	0.1201287641	-0.0437681365	0.088065798	-0.0144060588	-0.2005406646	-0.0188322261	-0.0964352457	-0.2301567202	-0.1579838016	0.1321786073	-0.0602532507	-0.0113349037	0.0679451623	0.2195976571	0.0844368509	0.0494662793	-0.0316083857	-0.0483687411	0.1642397889	0.0038616835	0.080604642	0.1136987528	-0.0002245846	-0.0309669915	-0.2208558371	0.1220656656	0.0180009964	-0.0075334817	-0.0834619759	0.1101714699	0.0985295022	-0.0197249861	0.1687950383	-0.1398470023	0.0365108916	0.0228365495	0.022589978	0.0465576419	0.0944848113	-0.2091357692	0.0616716774	-0.1169307025	-0.0003048248	0.2306978909	0.209816115	-0.0768001023	-0.2236275163	-0.0310657877	-0.1480904316	0.12835992	-0.0813857019	-0.0746927751	-0.2885287187	0.0394609274	0.1756882694	-0.073139775	-0.2794308972	-0.0831593672	-0.0990834998	-0.2181164314	-0.1049237033	0.0467173074	-0.1552969691	0.2658863205	0.19433338	0.136994979	0.1180818478	0.203541877	-0.2290340359	0.1280681738	0.1189108618	0.0309673479	-0.0163399852052918	-4.823115250469912e-05	0.0002669951165091	2.3262440719315442e-09	-0.0022635371342971	-0.0044978905943791	2.023101979900487e-05	5.123600358341927e-06	-0.0201473580377182	0.0130378692854122	0.0004059160359	0.0001699860355034	-0.0009259771642218	7.903192475950001e-05	6.246045131191271e-09	8.574337086602464e-07	-0.0003950535266243	-0.0004479169622507	2.0062960507197878e-07	1.5606728889829652e-07	0.0001158171084706	-0.0001562096781055	2.440146353385516e-08	1.3413602614490725e-08	0.0	0.0	0.0
726.4316785679677	-0.3734788080661246	0.1394864200744932	527702.9836270751	1039.9933531932345	-3.161282739883518	1081586.1746861078	9.993708561485445	698.444348474451	-0.0944088497677739	487824.5079159003	0.0089130309144741	749.8177898723324	788.5810718569037	1.43088	30.744358	0.0616255818108424	0.0363019918255761	-0.1377671153	-0.098907382	-0.0710054067	-0.0098976165	-0.1315412863	-0.0532526019	-0.0150860329	-0.0455317016	0.0198397358	-0.03525901	-0.1718779216	-0.0527371661	0.0302313271	0.1009710926	0.146378195	-0.0340957772	0.1330619978	0.1593524195	0.0745269179	-0.060654637	0.0364259214	-0.0575600813	-0.069146494	0.0773036533	0.0052819513	-0.0710954553	-0.0642662584	0.1572592781	-0.1211228461	0.0901685896	0.0506564162	-0.0847799771	-0.0002040942	0.0884802087	0.0096517588	0.0809439107	-0.2413631295	-0.0348373055	-0.1256917603	-0.0952551459	-0.0040616933	0.1222426461	-0.1912632695	0.1353625989	0.0213120173	0.1085755276	0.0419482384	0.064960166	-0.0129718633	-0.1649610163	0.0363751019	-0.1204114464	0.1382233493	0.0266706891	-0.0518080261	-0.0148096417	-0.0723860439	-0.0006787908	0.028938889	0.0467597528	0.115092644	0.0968528642	0.1791264806	0.1468297935	-0.0643816973	-0.2407383698	0.041552226	0.2531773451	-0.0362905469	-0.1248541033	-0.1613277745	0.0583977428	0.0261262495	-0.0757701055	-0.004087014	0.0615712652	0.0238853321	-0.0533832932	0.0104846165	0.0650943928	0.1001233272	-0.1500250595	-0.0029587247	-0.0689228969	0.0413518982	0.0691725087	0.1874237335	-0.0019398205	0.1152490509	0.0197875765	-0.0162536936775126	8.629152777919757e-05	0.0002641825581624	7.446227766468027e-09	-0.0050508653531267	-0.0027873282188295	7.769198599483789e-06	2.55112408154157e-05	0.0029708592299755	0.0231182172676937	8.826004564330621e-06	0.0005344519696362	-0.0007850098281616	0.0001409673360602	1.9871789835909376e-08	6.162404303103047e-07	0.0001089281613053	0.0005039816879296	2.539975417683688e-07	1.1865344325353454e-08	0.0001835429804116	6.7725871941e-05	4.586793730168731e-09	3.3688025658372976e-08	0.0	0.0	0.0
726.6982408945695	0.2665623266018428	0.0710554739633875	528090.3333192618	1041.6548345321264	1.6614813388919174	1085044.7943041516	2.7605202394860786	697.8238380225929	-0.6205104518580811	486958.108912582	0.3850332208651199	750.5776568677949	783.4743014557721	1.231862	26.468187	0.0893375359245729	0.0549791445858548	0.092202623	0.036626313	-0.0915496961	-0.042148917	0.1405824831	0.0755388461	-0.0630166518	0.0375845613	0.0371018069	-0.131508007	-0.1338830054	-0.0207805469	-0.1145571901	0.1079566256	-0.0853411118	0.0197490258	0.0414403992	-0.0324372425	0.0442335717	0.1575283359	-0.039299201	-0.0438232451	0.1067850591	-0.0194327216	0.1216582701	-0.0241548631	0.2293063683	-0.0164500591	-0.0855594972	0.1130719152	-0.1833978943	0.1635061437	0.1298038913	-0.0605698007	0.0028843923	0.0048354558	0.043284766	0.0563485432	0.091843528	0.0831364935	0.0296690162	-0.068300829	-0.1422463714	0.0716893135	0.0263391473	0.1504278357	-0.0793178851	-0.0019604282	-0.0665044572	-0.003846584	0.0902963922	-0.0854887736	-0.1562001288	-0.0992381972	0.0445362719	0.2981976984	-0.0438573646	0.3169169931	-0.1301733585	-0.0726362059	-0.0951831987	-0.1189119743	-0.1251140945	-0.0098127222	-0.1956246696	-0.0207174896	-0.0836845334	0.2215413496	-0.1004011596	-0.1394872711	-0.0515235815	0.0743150668	-0.0384818894	-0.0776673551	0.123647768	-0.1339226065	-0.0035424191	0.0925176459	-0.0224339804	0.0317576494	0.0038918036	0.0248023522	0.016266263	0.012249752	-0.0335918768	-0.1995048905	0.2160074339	0.1195357081	0.1114298236	0.0084997322	-0.0073538909539792	0.0088998027235334	5.407971216301711e-05	7.920648851781255e-05	-0.0049899110019708	6.0954351155899714e-05	3.7154329248367323e-09	2.4899211807589232e-05	0.0361658160032192	0.0331949567732436	0.0013079662471787	0.0011019051551775	0.0001509901818944	0.000936000010056	8.76096018824832e-07	2.2798035028504e-08	0.0001090133061751	8.514486980000426e-08	7.249648853259678e-15	1.1883900923226096e-08	0.0001759916938046	-7.551286606999997e-06	5.7021929421057527e-11	3.0973076288212086e-08	0.0	0.0	0.0
